Id,preco,fold_busca,raw_a200_d6_bruto,raw_a200_d6_calibrado_cf,raw_a250_d6_bruto,raw_a250_d6_calibrado_cf,raw_a300_d6_bruto,raw_a300_d6_calibrado_cf
2023,700000.0,1,749688.1181891847,671334.2268580082,727031.5040285583,664951.5116171824,735757.0012873025,685078.0881005122
2024,400000.0,4,378889.64916636975,335958.41831019055,363058.14078510564,329071.0238928596,359308.1833052131,331712.5537057405
2025,690000.0,2,786646.5438473468,702157.3740577154,768847.1359146661,702222.2426652388,789912.1928277643,734657.2042752033
2026,2200000.0,1,1508071.1364201813,1350454.603523588,1412873.4985531918,1292230.6163914155,1312565.238995939,1222155.7971792936
2027,370000.0,5,376686.7663641432,336479.52265874326,378214.5215837427,345246.58518590615,374795.0342409829,348651.4583255106
2028,579000.0,4,518239.49403880973,459518.8100446151,517033.2914886472,468632.033009751,511438.2554526005,472158.71405545453
2029,265000.0,1,244556.23584299034,218996.36332708673,230625.41398603478,210932.69933640788,230791.33213295628,214894.43429173197
2030,300000.0,2,376826.8344747858,336354.03681458556,358686.72788919474,327604.5220262905,354954.4788325333,330125.1296432768
2031,470000.0,3,525461.5176373698,469438.96857396053,525150.0416778645,480238.20547562774,514557.95067948103,479070.8809325644
2032,900000.0,2,581768.2431570844,519283.87039938394,545179.2781000135,497936.4524348026,523706.9373287355,487073.21893605625
2033,814000.0,1,567420.9885765952,508116.8040773821,554016.2885347897,506709.7732085056,559145.6323348838,520631.7032655124
2034,298500.0,5,361817.1151050393,323197.0460640425,358015.7990229499,326808.5306129878,349944.8324830515,325534.6657027588
2035,700000.0,3,581459.2482424525,519466.45111146197,572114.379277788,523186.0630789102,562350.6834636608,523567.53396621585
2036,1100000.0,4,1800396.4393206595,1596397.107749638,1741368.531111059,1578353.0546053785,1426496.452829893,1316938.5035086642
2037,700000.0,4,706091.0812596143,626085.3083868506,706693.5396885689,640537.5353404745,698256.0017168974,644628.4616710854
2038,635000.0,4,570422.5685910798,505789.1244427934,565724.7180094315,512765.2882105548,556216.1464157302,513497.5681397207
2039,160000.0,4,184006.50822388692,163157.0975815539,179338.26626125377,162549.79649855057,163333.66559179238,150789.2940850446
2040,480000.0,4,440483.63650750846,390573.31372914824,413484.2181898522,374776.5433630934,402750.7465486106,371818.63606777124
2041,350000.0,3,242147.55454897415,216330.77672611858,226368.9527442545,207009.44685058796,219890.00290174104,204725.04070589994
2042,950000.0,5,978765.4627235533,874292.8212501031,987920.9636990549,901806.5666078571,986484.9055440691,917673.3134433678
2043,440000.0,1,349966.1758179139,313389.3500095256,345618.71207352483,316106.91388615064,343995.7866444884,320301.3704480053
2044,790000.0,2,736547.2180324943,657438.9279762373,741935.8673519546,677642.9856448013,753209.6565896122,700522.0397501389
2045,860000.0,1,882305.5719457571,790091.1253941528,863028.0194773689,789335.5142653041,865924.1644407725,806279.3421974817
2046,370000.0,4,340071.3040232427,301538.5024734884,334594.5424287811,303272.00053385744,320686.9761018892,296057.53702683916
2047,460000.0,5,425530.18106564216,380109.43039990315,426477.7198514003,389302.81106080225,428595.7427177844,398699.3345130105
2048,300000.0,2,274203.5393262336,244752.91811362997,267622.91437329433,244431.89594020968,257662.9330974416,239639.20520972338
2049,1200000.0,3,995696.3860720642,889539.3264803526,995152.2990108554,910044.9706239884,980476.1177701402,912856.4758414734
2050,169000.0,4,159762.5019633996,141660.13134165743,150239.34246914778,136174.92269530369,144657.46944961,133547.46936832173
2051,1600000.0,1,1104168.2045940466,988765.7146585321,1079911.5546624798,987699.7306260753,1046906.490484179,974795.6127716918
2052,330000.0,2,366423.2492793506,327067.8407221382,366396.38129460195,334646.0909567334,369377.4831480912,343539.2332916646
2053,530000.0,4,318360.3244757362,282287.5507391421,313738.94364856207,284368.76583523775,302177.22004962823,278969.3694485621
2054,1200000.0,4,1371890.3464339653,1216444.1860500516,1383995.5619605551,1254434.9939452382,1318994.9857251751,1217693.3767976793
2055,450000.0,5,417201.83372569043,372670.0441837859,399339.9808920639,364530.59537182073,406400.35460740485,378052.1707946969
2056,435000.0,2,426095.1076387695,380330.6888189122,423427.9649212917,386735.5697182556,432903.46145456267,402621.51869658893
2057,320000.0,3,301877.09279524395,269692.1968997616,293579.9161829404,268472.40011810756,286804.76840757165,267024.95389535243
2058,450000.0,2,395701.6332300325,353201.60225996777,394063.9771978414,359916.13533455983,384565.45104914973,357664.790712002
2059,580000.0,3,771881.9848540967,689587.0975670451,735548.3658109726,672642.8624264953,723019.5066683149,673155.6504639005
2060,420000.0,5,346027.3509148473,309092.66865548247,342676.76950366184,312806.5627894773,349338.0386661061,324970.198381015
2061,1750000.0,1,1614986.9928813537,1446196.1153533247,1465506.5968615704,1340369.4633152722,1363993.2461456116,1270041.4452278665
2062,390000.0,4,288816.67540114775,256091.4336479312,277001.16435859574,251070.13597844355,267356.9275517006,246823.3491742144
2063,220000.0,2,232803.41783162096,207799.34497243955,234971.32344973748,214609.74751320053,242937.4522396481,225943.78349472594
2064,900000.0,5,902479.8892640828,806149.9087948846,890311.9687487677,812705.8836174144,886627.0673412689,824780.9916836998
2065,200000.0,3,217937.8345603936,194702.19765908437,220197.22729962066,201365.53917279458,223471.1720772613,208059.23050788342
2066,314000.0,5,250231.24390552923,223521.7613730611,249727.1012602403,227959.0656050023,243204.9281686053,226240.33173133034
2067,700000.0,2,733111.737632781,654372.4327186702,726507.136647781,663551.2405234859,758172.6757637821,705137.8917706114
2068,607000.0,5,550081.9045907365,491366.602725235,536168.5713952213,489432.20789902826,537870.3949840333,500351.60679510346
2069,225000.0,1,246124.0949752918,220400.3571651487,243627.81677845246,222824.84891117236,232709.79041605873,216680.7492440721
2070,395000.0,1,410393.0283645011,367500.67090628936,403672.6103829548,369203.6878529213,393560.1802917278,366451.7706185813
2071,1000000.0,4,918516.4421945306,814441.1751298059,939066.7021775882,851157.4496608765,929382.2110939932,858003.6885739451
2072,1400000.0,3,1279720.4397940577,1143281.9020146136,1188161.2326523038,1086547.4110248052,1136236.8876927018,1057875.0284904
2073,1200000.0,1,1269020.171855864,1136388.1263022579,1237889.1566810498,1132187.8919806066,1189013.6873204587,1107114.471503022
2074,220000.0,5,219409.68679090496,195990.07257594925,197933.45815522474,180680.1342158359,211312.15393270325,196572.2165442865
2075,350000.0,2,302637.68566855,270133.1167370769,295185.18618470477,269605.743146302,292946.20256850077,272454.38181119267
2076,550000.0,2,519464.4673259184,463671.7839119341,501485.13682368404,458028.6522426441,506574.4467343622,471139.1597373044
2077,270000.0,5,265346.6553158708,237023.76587731703,253348.009537805,231264.34910619067,251275.3347259093,233747.79249900594
2078,380000.0,3,412906.62709117064,368884.21822128684,409659.3933224102,374624.5383068416,401762.6286728049,374054.6155975248
2079,1100000.0,1,833881.1837401444,746727.8274728652,828690.4497464928,757929.9716288607,814673.1070470469,758558.4556126555
2080,750000.0,1,736003.642463738,659079.9884511222,725987.6868188949,663996.8241963874,725083.6014025967,675139.8715782732
2081,450000.0,4,402897.5981585638,357246.07446029986,395704.8286705881,358661.5434332137,390396.97340276535,360413.65886849386
2082,1350000.0,2,1238023.9320868698,1105054.919485433,1261174.8622151485,1151887.0250900434,1133744.3274355496,1054438.0065523097
2083,220000.0,4,214303.93985946305,190021.58763438152,217789.71828968797,197401.67631537994,214696.984715819,198207.80149755464
2084,470000.0,1,331894.58052302117,297206.5132257551,328921.4220514778,300835.3772628429,331601.43132313667,308760.7378316201
2085,1003680.0,3,866755.9802488764,774346.0171980584,848328.1222004802,775777.4782963325,835437.6737103955,777820.7717520971
2086,460000.0,3,379049.9509590675,338637.2018569684,370743.0182888351,339036.36611508386,361768.5168641648,336818.7428430962
2087,820000.0,3,560973.7537861738,501165.03594499547,563799.2124794172,515582.02525246056,545590.9072198486,507963.6146044546
2088,175000.0,2,293370.6210325806,261861.37408351974,287990.94152452983,263034.91991817055,288102.4809230951,267949.48236210045
2089,350000.0,4,373769.14818928996,331418.11109145166,367005.32205040177,332648.69599147403,360696.9085991797,332994.6219553971
2090,520000.0,1,526782.0689687431,471725.2740352887,514588.29537082097,470648.46979986667,514783.60813690705,479325.33354202384
2091,450000.0,3,376711.9646703944,336548.4820648328,368757.19679604453,337220.3758753312,356120.2669797056,331560.030885965
2092,380000.0,5,271972.28706489643,242942.18300076225,267371.62992952304,244065.568456284,263417.29285268125,245042.79649071948
2093,480000.0,1,278077.3025860272,249013.96515296155,273556.1076996468,250197.6136096678,271270.63979746186,252585.52884321034
2094,440000.0,4,319378.0537039296,283189.96309726324,315825.121839729,286259.64973583206,312952.6476973021,288917.22142733296
2095,380000.0,1,355490.14716170897,318335.9817371697,349421.68822533544,319585.16032633686,343565.503431069,319900.7251253304
2096,3500000.0,1,2127721.9839625405,1905342.4462995394,1633259.2757980542,1493798.0242765937,1402980.7028772552,1306343.4474798113
2097,900000.0,4,1012107.6773297543,897427.7739796479,1000743.4197577119,907060.3983196019,976140.1168906236,901170.4881582386
2098,1000000.0,5,897803.4049469301,801972.5886677542,912569.0102736506,833022.8390601348,886767.860487517,824911.9638985826
2099,240000.0,1,175529.72463246126,157184.17981782075,175746.233736597,160739.5596155437,171721.246737307,159893.0940449086
2100,620000.0,1,687930.9354218696,616031.6156252639,679204.0035895774,621207.9206757332,655439.2690419215,610292.6380796996
2101,850000.0,4,846705.9376482175,750767.3757042568,847580.9976351407,768236.0354756973,830506.5490389679,766721.8868128151
2102,850000.0,2,842968.2559143421,752429.8957597499,806577.1121277451,736682.7059672638,778182.0979154661,723747.6388673038
2103,270000.0,2,349745.47339855484,312181.32859140524,338546.15266012953,309209.2399926303,341919.98286029586,318002.40707101196
2104,1000000.0,3,1220688.5247207917,1090543.7272962434,1127164.0271928844,1030766.8032669395,1080476.1204817393,1005959.8655161303
2105,320000.0,4,231619.5658685971,205375.21457794865,218406.37687961193,197960.60738118604,204736.17508719544,189012.00314836766
2106,450000.0,5,371183.7135000195,331563.8612492416,364275.5792620806,332522.6627476409,366087.10435970634,340550.9442451899
2107,450000.0,4,476422.8164735875,422440.29685559275,463680.90511032764,420274.14637849404,472401.0345501234,436119.63441073574
2108,950000.0,2,1097693.8338274264,979796.8679935891,1068583.961370977,975985.2001494833,1012358.846056549,941543.5365096872
2109,530000.0,1,451014.09533359506,403876.2141838239,457622.94974484557,418547.29884111864,447468.9393233022,416647.2964574185
2110,249000.0,5,208871.68425564148,186576.88799007417,202457.60218729285,184809.92085496386,200723.75815251283,186722.40720098172
2111,474000.0,1,411385.30347350164,368389.23806771165,407665.11149038747,372855.2760328144,402728.4437850491,374988.52448462247
2112,305000.0,5,310955.48271281616,277764.34357181925,307358.84790150804,280567.2088430759,299556.9581888377,278661.56374136906
2113,430000.0,1,437866.72956013086,392102.94951201975,425083.40153023764,388786.24769993755,401177.8458275068,373544.73165314813
2114,650000.0,5,801679.8548573325,716109.1893171514,712317.5018788277,650226.7127714418,713943.081652784,664142.4614489563
2115,780000.0,3,617808.2170119396,551940.0421074273,630181.307528421,576286.9965406498,614103.0958272944,571750.7828086285
2116,1065000.0,5,972110.5228062127,868348.2242887522,965199.5175822893,881065.6874648493,945819.6197057099,879844.6073094129
2117,1250000.0,5,1210430.0283344153,1081229.6966972572,1141074.7398370174,1041610.3425140413,1012569.7033263105,941938.5836738612
2118,456000.0,3,446900.54650245194,399253.8455499834,443321.9171322438,405408.17868238897,431398.55480269896,401646.66663774766
2119,409000.0,5,350507.93058419676,313094.9948399914,349753.7002945553,319266.6166735056,351740.4539419189,327205.0347926336
2120,360000.0,1,274881.2048194914,246151.90855769024,272438.13552524947,249175.10319135417,266881.8212195874,248499.01191562467
2121,959000.0,2,739671.2130373052,660227.39268927,789222.4580671034,720831.929491853,794178.8088641698,738625.3671134048
2122,395000.0,1,343621.68771442125,307707.95809143566,332463.0360877942,304074.57885722205,326879.5541362384,304364.1033588446
2123,460000.0,3,424819.69075490086,379527.1599613457,407834.35499656806,372955.5807500139,412296.9501197888,383862.42567794264
2124,2750000.0,2,1428694.1623658496,1275246.3596573847,1471457.7406750957,1343947.7190933768,1332946.7469744862,1239706.0578016986
2125,2250000.0,5,1002231.9726351455,895254.5346910424,876666.4968553244,800249.8505842711,869869.7974852287,809192.6139329263
2126,850000.0,4,809357.7573276244,717651.0432447213,785752.9933061438,712195.962539176,751547.1585566739,693826.744779042
2127,1500000.0,5,1212365.844531905,1082958.885424468,1186909.729760482,1083450.020395375,1175385.0798343006,1093396.882934115
2128,400000.0,3,331169.1706372017,295861.27369789645,331050.9323940094,302738.82333890273,326169.8744606703,303675.20098600304
2129,1307550.0,4,1026079.5815171556,909816.5495556197,976394.9801793008,884991.2996211548,877605.8806690157,810203.890003278
2130,317000.0,5,275471.1123432454,246067.54647155412,280231.16327220545,255804.17107538617,278670.26569388853,259231.80845470142
2131,1150000.0,5,1008299.5041923674,900674.4227901036,992312.3343151321,905815.1533303811,967328.5732549499,899853.2182484161
2132,450000.0,1,442992.2568773934,396692.7807168752,447681.12429793074,409454.3890806353,426259.3700990168,396898.641523539
2133,1490000.0,5,1224587.6443994069,1093876.1401641057,1139725.3647951966,1040378.5888432068,1083858.1776018566,1008254.3783009289
2134,340000.0,1,306008.85900723585,274026.24610022473,291613.74927754176,266713.34366665705,290137.957616386,270153.2665560126
2135,350000.0,1,373220.6218632513,334213.3502545425,366548.52315799886,335249.5637457039,361318.2827243451,336430.6936821078
2136,320000.0,4,288068.49992861587,255428.03244675475,283214.9384252854,256702.2173578686,276630.66406922706,255384.8430826618
2137,950000.0,5,946771.1903680128,845713.5918975137,929726.5249563786,848684.7796162098,869753.5754644545,809084.4989011609
2138,450000.0,5,383629.12187925726,342680.85670718894,389093.28212682885,355177.07361038105,385052.719680034,358193.6258054298
2139,1657785.0,1,1502557.0693791055,1345516.8409473246,1318859.6262750248,1206244.4299085033,1257626.7871690718,1171001.5037442313
2140,550000.0,3,425639.09607070487,380259.20364748396,422704.51692560647,386554.01798352733,413135.09692335676,384642.7687413544
2141,440000.0,3,418930.68621252733,374266.016898521,414945.0980094939,379458.199417272,397737.64126975555,370307.2159929223
2142,325000.0,4,364883.0858207814,323538.9107361551,365642.59494365857,331413.5384397584,355878.4736367295,328546.2530049419
2143,630000.0,5,503618.89531531255,449863.01784174016,508360.6307469709,464048.2101887894,496523.29214123095,461888.6433439682
2144,295000.0,1,295647.52859811985,264747.83342346293,290657.6175156004,265838.8543812751,296389.95881779795,275974.6301616209
2145,300000.0,4,311075.4870975713,275828.143762467,306050.9095228566,277400.43493375106,305273.36923371046,281827.7278167417
2146,340000.0,5,363495.6945887089,324696.45531821286,342346.6006331982,312505.1738460149,334410.5816055232,311083.9960629839
2147,425000.0,4,542263.9414563874,480821.09521641635,544590.9758836423,493609.948118243,532218.1250281647,491342.6456296693
2148,870000.0,4,825145.1312913722,731649.581335698,810764.7987903658,734866.3271873927,767308.2521859239,708377.3530308801
2149,550000.0,1,485841.8311517605,435063.91815221304,472311.4452707444,431981.56853810966,464753.0477364215,432740.8761657522
2150,1600000.0,1,1779106.7818944093,1593162.872590066,1501291.4490195608,1373098.707376364,1268071.7151540066,1180726.9855021308
2151,460000.0,1,458283.5698791744,410385.9172927758,437740.146129645,400362.25425108965,416221.1281742783,387551.83330607304
2152,388008.0,1,420745.12965999986,376770.81905316946,417862.0257865524,382181.4930364718,420436.56200271664,391476.90821891517
2153,1100000.0,4,911546.4061932088,808260.900013499,888412.0309178059,805244.7357898518,891255.7039297838,822805.3779232324
2154,240000.0,5,326845.1611941055,291957.97050007887,316949.1914425091,289321.58808908064,309211.16721487395,287642.34990019165
2155,287535.0,2,348148.4908245427,310755.86870811373,349006.4274584187,318763.07362824725,348196.2282968546,323839.624128342
2156,3500000.0,2,2236131.4411740936,1995961.4557047954,1773070.8190392342,1619424.3417045316,1546890.3103043046,1438684.0980644983
2157,1290000.0,1,1273522.708255544,1140420.078682776,1233854.7574544263,1128497.983291168,1202783.736873274,1119936.0405865463
2158,1003680.0,3,719457.8469997365,642752.2059970907,679531.6401898419,621416.794343244,652663.8528416578,607652.1536997076
2159,434100.0,4,349779.5850055504,310146.75749049167,347278.34920060134,314768.4326817116,356239.47111594945,328879.5251130577
2160,2350000.0,5,1064883.756952801,951218.9177364085,1004143.0297488293,916614.5990569887,978544.9408579314,910287.195661735
2161,280000.0,5,183292.71149037167,163728.19428831886,199432.61359915015,182048.61233642945,219816.70746089428,204483.5406524514
2162,400000.0,3,488083.4450056853,436045.9925432974,449828.27887509094,411358.1039219967,444082.5803591522,413455.9240577857
2163,1000000.0,3,847209.3893168033,756883.4035179031,738423.0952039651,675271.7394622997,677427.3482916184,630707.8067403734
2164,360000.0,4,362420.57064069685,321355.4182422687,363007.8475023697,329025.43873669405,374724.50693347474,345944.87102299155
2165,450000.0,5,518765.007700837,463392.4463236802,516642.8010242059,471608.44609451335,519616.49573587556,483370.9960303805
2166,890000.0,1,747624.7501350401,669486.5123701509,755944.7552044694,691395.9091001754,739083.5627387868,688175.516130615
2167,350000.0,4,408069.46190652676,361831.92463674134,384609.5323619398,348604.9158396662,370770.2376188998,342294.2979680948
2168,850000.0,1,924516.8340843061,827890.6640888989,913866.8065655532,835833.2631740561,901183.3171087194,839109.8458223719
2169,870000.0,4,954145.2801673849,846032.9804956322,902807.2826373448,818292.3986581194,849656.7927588103,784401.3512490599
2170,560000.0,2,491177.57508350734,438423.02367452916,471753.9146828375,430873.80635239306,474829.59377725277,441614.8845895696
2171,665000.0,4,416527.2508611455,369331.3783849419,393862.12380061654,356991.34048174537,384650.19944064994,355108.2493200459
2172,335000.0,3,345658.3320347477,308805.6602108202,341938.7931286045,312695.53339446033,337052.4948268923,313807.2891576387
2173,340000.0,2,332056.02837352746,296391.8048663485,325101.43270918017,296929.58002520393,331531.86832912307,308340.9494451438
2174,3790000.0,2,2848950.601766466,2542961.243524743,2276602.8851658185,2079322.5454074277,1726696.4702875363,1605912.6736000371
2175,200000.0,1,204771.6751202153,183369.8985803563,205495.07056338686,187948.19350171677,199549.73573798756,185804.75782242784
2176,750000.0,3,554430.2618990949,495319.184290332,554064.2160192804,506679.58431312325,540047.7472654537,502802.7449317669
2177,950000.0,1,851051.1120346223,762103.2352686068,828448.8091688722,757708.9643321114,797834.6422456186,742879.8236016423
2178,180000.0,2,172555.41892604934,154022.23626378228,176435.68593634068,161146.54952444037,174796.09702464074,162568.97048092526
2179,285000.0,1,358857.85047253786,321351.7084688717,355446.7420705681,325095.74499806383,345839.93868856976,322018.4973721331
2180,1000000.0,1,781829.6768497364,700116.5003259566,810513.6254504984,741305.23566481,862154.2851787854,802769.1320701528
2181,455000.0,4,390579.15945875406,346323.41349359206,396582.2854547955,359456.85848048545,393157.05669337325,362961.7619157055
2182,1100000.0,4,1370115.950991231,1214870.8438177966,1349870.306767451,1223504.320850521,1310633.1893391975,1209973.7840869173
2183,170000.0,2,208183.9099898429,185824.07652184708,201722.67855514114,184242.28317233713,201672.4120266199,187565.26579052172
2184,310000.0,1,356151.8004389218,318928.4821123639,349276.2179241648,319452.1114885316,346416.3225097953,322555.17989851936
2185,450000.0,3,380442.7323423968,339881.4906090333,350861.9724226192,320855.58532476856,335524.4156015189,312384.5956404795
2186,840000.0,4,811020.3796058247,719125.2771069037,772503.4276262522,700186.7341136981,797661.0797113447,736399.0191060294
2187,1200000.0,3,1057979.5492669235,945182.1145977045,1031237.9067502496,943044.4681559611,1017888.4210272091,947688.5973846592
2188,720000.0,1,674287.2645982093,603813.9173829185,676883.295338498,619085.3737832988,698553.0833440766,650436.7745556874
2189,325000.0,5,392066.76492780226,350217.872495513,383207.5467707551,349804.38187849446,382274.48936573125,355609.18908094807
2190,350000.0,5,324879.95686395525,290202.5305059469,320960.38515780633,292983.13690250687,308956.17477641266,287405.1442880321
2191,325000.0,1,344904.0371064775,308856.2823302636,337469.333382397,308653.39687983197,332106.9848965291,309231.4688948463
2192,268500.0,1,248461.88501546544,222493.8123381707,256322.3686284989,234435.4344156755,251639.28223768517,234306.37841672637
2193,380000.0,5,336364.2603341242,300461.0086229484,335199.41534119396,305980.9893556289,330247.5039424379,307211.31108652335
2194,550000.0,2,506358.87039268104,451973.7835837378,495213.89041238715,452300.84431628924,493842.2043889446,459297.54790934466
2195,280000.0,3,310498.74542622006,277394.64433432627,314593.91377931833,287689.24043922883,314095.81564852706,292433.8432654066
2196,480000.0,1,424370.19701124774,380017.011341019,430471.25981356355,393714.0458627748,410235.94488449505,381978.90920487954
2197,680000.0,5,594270.2366404157,530838.307607983,587577.3558632958,536359.8277372082,594192.6300534992,552745.1221811573
2198,300000.0,3,345964.8022854985,309079.4558620373,340039.15087699535,310958.3521823182,335832.4518537892,312671.38782499335
2199,600000.0,1,635156.5047027746,568772.9212627976,640226.5525934936,585558.6884000814,638620.0022271363,594631.8816987678
2200,740000.0,5,465631.4547727996,415930.32627376565,455565.46432779025,415855.0555626313,439956.49635008466,409267.6264051372
2201,490000.0,4,541720.659712043,480339.3716435283,528702.7348076676,479209.0597442174,515849.9119051248,476231.545947224
2202,900000.0,5,656870.6918472683,586756.8403707173,632636.1348988842,577490.9549333351,625990.9556452916,582325.3769258332
2203,599000.0,1,491045.37029712327,439723.6077542243,478810.3313604713,437925.5257191207,464941.6050080675,432916.44561997504
2204,630000.0,5,531660.8914181101,474911.833742924,506119.74542930414,462002.6567804273,510234.029020908,474642.9969802098
2205,2100000.0,1,1362237.6675299914,1219862.965865125,1324253.3959238068,1211177.6346752828,1312419.488575013,1222020.086041604
2206,270000.0,5,276243.7516809117,246757.71490522297,272450.53584481,248701.75988645645,272074.47297937726,253096.1008315088
2207,1100000.0,4,709028.1298108227,628689.5658215289,673504.2045904091,610455.1676528726,662759.2627885018,611857.9474850446
2208,373000.0,2,444850.7252196659,397071.87365273066,453608.9147124985,414301.1718492109,469475.35875271395,436635.1825798074
2209,400000.0,2,430164.9776564358,383963.4375632013,420910.10299107945,384435.89456988993,415193.08472178114,386149.9969561935
2210,525000.0,2,465467.1301612732,415473.9894053915,467032.3068622767,426561.3521884122,456231.21833523695,424317.4803586272
2211,217000.0,1,284634.69727065635,254886.011653367,284554.65245322505,260257.01119967076,289850.3077949374,269885.43004290346
2212,370000.0,3,397445.90599401254,355071.855713956,396612.6855278537,362693.60992187145,395037.6885140856,367793.46852594207
2213,400000.0,4,408069.46190652676,361831.92463674134,384609.5323619398,348604.9158396662,370770.2376188998,342294.2979680948
2214,590000.0,1,541301.6776462485,484727.36120900343,518423.5555574818,474156.24359568435,502317.55194524163,467717.93880844
2215,890000.0,4,836779.669216416,741965.8329611185,779524.9226113707,706550.9228880221,764732.2885468148,705999.228855912
2216,598400.0,3,598355.0233056659,534560.8680244171,611002.4589894277,558748.3598187949,594012.516469538,553045.7729284852
2217,1500000.0,2,1294604.0677498775,1155558.1089949978,1194938.6326708505,1091390.5343266977,1084442.956309563,1008585.3056986986
2218,410000.0,2,539523.7856847903,481576.6465397759,517704.75852085464,472842.7532405218,509807.663064621,474146.2100038683
2219,455000.0,2,480136.37870706,428567.6985418146,462100.643864742,422057.0453003101,471411.93119252473,438436.290231298
2220,800000.0,1,745953.2356443589,667989.69674635,719475.6171922286,658040.8091983936,697075.4631333855,649060.9327667437
2221,300000.0,2,309739.96449612995,276472.58074464643,306872.782093858,280280.54367206164,315127.2418297318,293083.83966680476
2222,170000.0,2,284694.15582649864,254116.79798024267,283347.80036846217,258794.13284448755,274690.8052359347,255475.96409711102
2223,1620000.0,5,1325147.001714595,1183701.872230241,1322838.8176432902,1207530.537511595,1294043.6353329578,1203778.49058051
2224,380000.0,5,405309.98176183156,362047.51897285366,398023.3984348093,363328.7758446925,399506.1176290508,371638.8366868621
2225,360000.0,5,463584.57551658707,414101.9292697555,456963.1796093983,417130.9357853596,446490.01243155764,415345.4014600065
2226,399000.0,3,357526.0054835811,319408.05105428764,352214.3857804862,322092.3377050373,343576.7933219329,319881.6320443023
2227,580000.0,1,530002.8097474033,474609.3980704602,501326.2370295342,458518.836225078,474875.4912777374,442166.0861957716
2228,2500000.0,5,2272530.0103913047,2029961.9774402645,1808828.8345243346,1651158.1197102624,1339206.8252151806,1245791.352482369
2229,570000.0,2,519085.79988187435,463333.7869548119,508790.9263060862,464701.35431191727,496910.1198208886,462150.86020740686
2230,430000.0,1,364814.9711535512,326686.21879344207,357584.7507121725,327051.1926921566,353853.44144563715,329480.03037582134
2231,670000.0,3,762769.9769222492,681446.574500014,766346.5503018395,700807.1272612563,755346.738411829,703253.3981889636
2232,2700000.0,5,2922221.4950382,2610305.9134364375,2262578.0636323635,2065355.2563625057,1657358.5611063894,1541750.6276950217
2233,348000.0,1,371456.9613030764,332634.0192369123,370109.96157588856,338506.8969511907,367203.9017462575,341910.91149826866
2234,670000.0,3,573327.1575343201,512201.37051804335,571880.1972900499,522971.90878276515,564487.8852448796,525557.3412147622
2235,600000.0,5,465556.8881107217,415863.71879746806,452477.15302060725,413035.943995124,438070.7299280468,407513.40035346
