Id,generalista,especialista,catboost_global,blend_arvores,score_juiz_continuo,peso_juiz_continuo,previsao_juiz_continuo
78,192632.25,175657.07102173832,189645.66609273164,197112.12,0.48276964628962554,0.2741544694344383,187978.42881366005
79,280446.54,246244.2754634419,280470.3273453002,280410.85,0.4174352223594561,0.17615283353918415,274421.71418842854
80,531129.66,502466.7337726184,526576.0591505503,537960.05,0.33756822838305106,0.05635234257457661,529514.4369620448
81,419855.95,381700.90619637776,411701.7254204487,432087.27,0.38817290523376946,0.13225935785065418,414809.58840776933
82,273748.05,220714.74751950608,257964.7790847543,297422.95,0.3597700688676022,0.0896551033014033,268993.34378769674
83,1500840.24,1244620.8618883395,1490216.8363289908,1516775.34,0.32382499436556567,0.03573749154834849,1491683.6021402115
84,2401528.98,1532089.9382190688,2186850.335083618,2723546.93,0.19198366213363793,0.0,2401528.98
85,383382.62,346935.6482165744,402038.05813440273,355399.45,0.5054483278140898,0.30817249172113464,372150.6658898118
86,406395.98,350105.7172324533,404651.6441842389,409012.5,0.3481637497387387,0.07224562460810807,402329.25480700406
87,543812.83,500351.0029580117,552734.2198544384,530430.74,0.4896451480514631,0.2844677220771947,531449.3430640525
88,458018.41,375643.7607755412,462880.0860265397,450725.88,0.4984566453186253,0.29768496797793803,433496.7151834231
89,321129.47,267840.1947022408,290434.33434471174,367172.18,0.29691610648914535,0.0,321129.47
90,534799.8,508983.40372914943,533180.2863002841,537229.06,0.41754967488868555,0.17632451233302832,530247.7365173461
91,821491.14,644874.1169661419,802347.7136646638,850206.28,0.3266842424866437,0.04002636372996554,814421.8027951431
92,173009.47,153885.9544076099,164929.30303596813,185129.72,0.39962753756166364,0.14944130634249547,170151.62684801215
93,301465.04,268257.4357436129,298169.0233906136,306409.06,0.30859787528540455,0.012896812928106793,301036.76774011477
94,190611.81,176968.91293683051,192725.77106035943,187440.88,0.4833381291079035,0.2750071936618553,186859.91516524018
95,766808.04,675867.4880776377,767531.3279740302,765723.1,0.50857896624191,0.312868449362865,738355.6105358475
96,840076.63,781749.7915581852,847328.1508307211,829199.34,0.463519998242602,0.245279997363903,825770.2232207468
97,1645667.13,1148193.8775682205,1539949.8564976922,1804243.04,0.2967168938529036,0.0,1645667.13
98,385430.59,341972.74828490056,391470.742364767,376370.36,0.46646294952272654,0.24969442428408978,374579.40923231916
99,574624.54,516879.4260290214,578144.4423929069,569344.68,0.4475930649002268,0.2213895973503402,561840.3724690155
100,432271.14,398125.4892178252,422722.2891394721,446594.41,0.36195935358336656,0.09293903037504986,429097.67632477963
101,408884.4,360463.3704992671,411116.8770975718,405535.68,0.37735055823111513,0.11602583734667266,403266.30950698955
102,1257302.35,1129056.6503499271,1261283.4278888702,1251330.74,0.5104915748847806,0.3157373623271708,1216810.3910626834
103,781595.23,600410.929425629,772390.629688376,795402.12,0.3416919247051135,0.06253788705767022,770264.346674057
104,465508.21,416433.7985375917,462111.1869578213,470603.73,0.29230233447104237,0.0,465508.21
105,791618.23,681289.77280902,781109.2233152688,807381.74,0.421982966627155,0.18297444994073248,771430.9412326708
106,854036.24,775613.2764411488,853453.9311674815,854909.7,0.39536969700863056,0.14305454551294589,842817.4785903102
107,1001513.0,921678.3871084492,1038444.275731032,946116.09,0.612412672741004,0.46861900911150595,964100.9828139609
108,309598.49,265994.5997420607,290125.1757717322,338808.45,0.3398425075539496,0.05976376133092448,306992.5575095247
109,560637.02,499252.226332157,549680.1677711395,577072.29,0.2807457306074151,0.0,560637.02
110,428903.05,383168.1940978782,422677.4420099508,438241.46,0.37388739952906275,0.11083109929359408,423834.20564433374
111,842875.2,775772.385397159,831480.537525131,859967.19,0.41306104202081423,0.1695915630312213,831495.1287877099
112,254325.97,219958.83968870423,258819.1764759148,247586.16,0.5109462173662296,0.31641932604934436,243451.5457886498
113,395030.79,354625.0100976181,393397.9707304261,397480.01,0.40907262709375575,0.16360894064063364,388420.04315441265
114,787805.84,605126.287907122,725177.2214683058,881748.76,0.1784400171711128,0.0,787805.84
115,369283.18,326943.5185772311,369120.0308994693,369527.91,0.4147857287830505,0.17217859317457568,361993.1966607398
116,523618.4,383779.7819185873,513549.4686442183,538721.8,0.19780547400215873,0.0,523618.4
117,3053154.32,1892109.0870500205,2799201.016340669,3434084.28,0.05453677034547544,0.0,3053154.32
118,886147.57,775507.2838968935,910423.3170081032,849733.94,0.5980181978434809,0.4470272967652213,836688.3419899975
119,317721.04,268948.266995542,316877.1063584486,318986.94,0.37040009345709474,0.10560014018564207,312570.62833348673
120,1991770.44,1556943.3931153684,1999456.104798877,1980241.95,0.4701712293729754,0.2552568440594631,1880777.8603005328
121,300413.44,279925.7411025136,309923.8596074577,286147.82,0.5193250570736577,0.32898758561048663,293673.2414050013
122,478624.25,374388.4804730642,465976.1001299159,497596.48,0.40083002384570593,0.1512450357685589,462859.1073095353
123,275255.48,244139.1322342605,276041.0126989261,274077.19,0.4407502985477716,0.21112544782165737,268686.0271433838
124,280891.35,246013.46936368904,279406.1928288987,283119.1,0.42504517019024707,0.18756775528537056,274349.38421993604
125,678676.21,621828.3624224365,657875.6330015459,709877.09,0.3710975592102865,0.10664633881542968,672613.5951863152
126,335483.78,293550.6611759188,342752.40650850395,324580.83,0.5727750509254987,0.4091625763882481,318326.31706594443
127,1413190.47,1268500.8199703535,1441745.341525908,1370358.17,0.6242392865669555,0.4863589298504332,1342819.3666511474
128,306458.42,263352.4470183192,301997.93157538783,313149.16,0.5274807966011599,0.3412211949017398,291749.74839178874
129,950413.0,845489.9084055042,902132.081608766,1022834.39,0.41991438110822576,0.17987157166233864,931540.3186112265
130,836866.66,858648.8858356137,928235.2224800652,699813.82,0.6161727307769955,0.4742590961654933,847197.0787372708
131,1929784.93,1553123.7120659747,1724791.230120678,2237275.49,0.25422392246042763,0.0,1929784.93
132,583560.47,552817.8451401452,597026.8006154572,563360.98,0.608014542795398,0.462021814193097,569356.7066891921
133,1457937.25,1216014.5865528202,1500301.7610788206,1394390.48,0.5720699118297286,0.4081048677445928,1359207.4334294691
134,1226684.37,1070490.563785939,1204837.7390720472,1259454.31,0.39909531383360647,0.14864297075040972,1203467.2586315284
135,541470.46,481175.465487736,524928.5361831089,566283.34,0.32935027489728735,0.04402541234593099,538815.9480042019
136,493803.26,419072.3474999813,486105.4337539476,505350.01,0.3379859285688671,0.056978892853300656,489545.17534383206
137,1523814.98,1196668.0411728006,1642087.633819218,1346406.0,0.5110133868748734,0.3165200803123101,1420266.4046484884
138,778583.78,742132.8811500844,794753.8894188597,754328.61,0.541761409849435,0.3626421147741525,765365.148955648
139,418579.19,361232.1593815933,418243.8475627893,419082.19,0.37518469801385473,0.11277704702078212,412111.7612314457
140,2202129.98,1497122.5321663648,2088342.0097779944,2372811.93,0.22195622473164087,0.0,2202129.98
141,397231.92,365465.42913463135,403553.0280051367,387750.25,0.5242209722030665,0.3363314583045997,386547.84980203083
142,359755.21,288876.7016828519,351856.46685727965,371603.32,0.422833410322693,0.18425011548403952,346695.836657229
143,1242318.6,1034466.5803788468,1203905.8388418432,1299937.75,0.39687095388398014,0.14530643082597022,1212116.3648888809
144,374024.13,333786.3778316047,380514.1703757173,364289.08,0.4667969420132537,0.25019541301988063,363956.82897723676
145,421038.56,359764.7472072059,417389.2776756168,426512.48,0.45375565493010084,0.2306334823951512,406906.7671759693
146,266727.02,238799.57192715933,257372.42956743672,280758.9,0.47440345862769623,0.26160518794154436,259421.0546981768
147,1885952.0,1586415.9606395236,1852875.007868874,1935567.49,0.4606958684681496,0.2410438027022243,1813750.6940261875
148,584421.25,535890.2724632565,600520.1798785188,560272.86,0.48273662969202513,0.27410494453803763,571118.6690939142
149,1056990.86,942982.8737609664,1063413.560401024,1047356.81,0.4432166890788824,0.21482503361832356,1032499.0905234423
150,429050.47,396564.8667590415,420618.239664428,441698.81,0.442027623390575,0.21304143508586243,422129.69046591624
151,601386.03,532131.5986796102,608393.555358928,590874.73,0.5210312965236145,0.33154694478542174,578424.934882873
152,924761.27,749667.6543878401,917455.0766385688,935720.56,0.3020706368823539,0.0031059553235308623,924217.4370524732
153,803655.13,706107.6677533936,807260.8362836374,798246.57,0.3607508179482716,0.0911262269224073,794765.9978196108
154,422168.46,363854.8500294375,425561.4092423547,417079.03,0.5121061735649407,0.318159260347411,403615.44498357846
155,436445.71,388094.86308090994,416579.7759856052,466244.61,0.44379607328835174,0.21569410993252763,426016.717109303
156,489963.72,446594.4231271958,492025.7793513132,486870.62,0.3999466151541963,0.14991992273129445,483461.7983639186
157,353432.26,330566.0587576441,355790.4161745383,349895.02,0.3830090088636697,0.12451351329550447,350585.10894759226
158,619271.79,525145.0987469635,612910.2137040917,628814.16,0.2955749358879916,0.0,619271.79
159,1803450.81,1563713.2113129997,1865672.30487672,1710118.57,0.6315363937678802,0.49730459065182026,1684228.201621111
160,1251348.99,974650.1999498266,1227163.448552997,1287627.3,0.26703904274033874,0.0,1251348.99
161,474367.49,436339.65317375184,470063.4674629234,480823.53,0.31979781701668597,0.029696725525028944,473238.1877674603
162,986779.38,883300.7905999785,917969.4363911136,1089994.3,0.5322363640683676,0.3483545461025514,950732.1429582232
163,510876.45,450381.4023426886,518184.2484924619,499914.75,0.35674087443729713,0.08511131165594571,505727.6371451973
164,354407.09,323996.71368040337,359305.8674743289,347058.91,0.4694367440014672,0.2541551160022008,346678.13727882237
165,342111.78,303278.8450215697,343691.0222658633,339742.92,0.35362037235986354,0.08043055853979525,338988.4253499453
166,528048.34,422040.4560257379,506777.1824854429,559955.09,0.2404729483416088,0.0,528048.34
167,570786.0,516567.3170675156,566065.5394913119,577866.7,0.38523325525960744,0.12784988288941118,563854.1477366638
168,293086.91,288870.27481802745,294000.2526441421,291716.89,0.36246162555517436,0.09369243833276147,292691.84316824126
169,862451.89,699904.4287940817,790351.4728295025,970602.51,0.35185364675853964,0.07778047013780948,849808.8720476964
170,560543.76,505688.7903507879,565793.5224907589,552669.13,0.44681263263252546,0.22021894894878818,548463.6562392329
171,432325.01,385751.86810592224,426679.4659891144,440793.31,0.30100456751401133,0.0015068512710169624,432254.83120194165
172,629671.71,554296.7127020457,634470.2821951469,622473.85,0.4325989302494543,0.19889839537418136,614679.7439861036
173,717318.27,662016.991578501,718782.6055026283,715121.77,0.43316241821381474,0.1997436273207221,706272.1920526166
174,537084.56,479609.0327505413,539226.7198346378,533871.32,0.36989509650242536,0.10484264475363808,531058.673714557
175,2298250.31,1878823.678014821,2395674.3465499016,2152114.24,0.5307072248289567,0.346060837243435,2153103.1785730147
176,722127.27,667902.7824213998,736412.3584365888,700699.64,0.49115507440963624,0.28673261161445435,706579.3410631324
177,368137.38,340903.22750394646,366700.11402632017,370293.28,0.3293202001905885,0.043980300285882734,366939.61379519204
178,1183090.61,964690.2883247896,1170834.1991378495,1201475.23,0.34739134747035816,0.07108702120553717,1167565.1817017782
179,282298.46,264768.86913182307,281275.1892027082,283833.37,0.4755828217826945,0.26337423267404175,277681.617456004
180,843921.94,803762.8717332181,835308.8549639574,856841.58,0.46274309625059135,0.24411464437588698,834118.5233315876
181,383922.45,346559.43238998146,389331.5949359702,375808.74,0.4285679811173341,0.19285197167600104,376716.91838614276
182,1699181.02,1197078.7897835518,1603927.275258422,1842061.63,0.19223224365389163,0.0,1699181.02
183,617225.73,573311.5063476625,625825.6259727078,604325.87,0.48180307579142917,0.27270461368714377,605250.1186035185
184,736711.17,659968.6167669643,729170.798024425,748021.72,0.42633189239421154,0.18949783859131725,722168.6220343607
185,419475.96,378131.0530722663,413566.9205981816,428339.52,0.3136245413789847,0.020436812068477084,418631.00190712925
186,477606.64,408791.6953717872,470758.2360304933,487879.23,0.44784121400071053,0.22176182100106584,462346.11256716005
187,473042.15,451042.1465779858,472448.373616301,473932.81,0.34098900765445705,0.06148351148168557,471689.5125370055
188,1254339.58,1090727.0828043744,1295095.681707202,1193205.42,0.5926970485295732,0.4390455727943598,1182506.237452431
189,369324.59,326908.87655989785,369097.8529804624,369664.71,0.34276965067976306,0.06415447601964458,366603.4321292509
190,1467529.51,1182115.8694050582,1421673.276513683,1536313.85,0.34631843755919905,0.0694776563387986,1447699.6391643393
191,1180405.02,848794.3568948437,1083942.264113069,1325099.16,0.3267773427960535,0.04016601419408028,1167085.54139881
192,308131.4,273703.2912600328,298451.7973985146,322650.81,0.43985820365863626,0.20978730548795438,300908.819834396
193,359581.85,327790.4760910696,365043.3384818555,351389.62,0.5177291354991638,0.32659370324874565,349198.9874637168
194,287205.55,259825.48082170237,288937.075167132,284608.25,0.37752488340623996,0.11628732510935996,284021.59499394655
195,726609.05,641269.6490787643,786281.9234651251,637099.75,0.6038284943928558,0.4557427415892837,687716.237458569
196,256838.03,228449.8215988869,251074.74964319548,265482.96,0.49205800800491895,0.28808701200737835,248659.75586548058
197,1291070.88,1182559.6610668106,1393298.1161085202,1137730.01,0.7079540538220924,0.6119310807331386,1224669.492526543
198,314546.78,297889.6056832954,314006.03499285923,315357.91,0.34845966462603317,0.07268949693904975,313335.9783784927
199,515120.74,429780.8866580724,511584.5307541593,520425.05,0.3237967619450687,0.03569514291760301,512074.5217383926
200,1147223.21,1149415.4315948598,1151092.296457586,1141419.58,0.48176800187825497,0.2726520028173824,1147820.923608458
201,295854.0,268690.0175012055,297526.07636883773,293345.88,0.4995206737920311,0.29928101068804663,287724.3358634484
202,593767.48,556346.3612693457,589438.9202317826,600260.31,0.3742754588485669,0.11141318827285035,589598.2738534809
203,1215837.29,1011007.3811554158,1153025.928468217,1310054.33,0.40785636384991936,0.16178454577487905,1182698.976236469
204,645565.15,610487.5620689045,629168.7033855409,670159.83,0.4281662189905329,0.1922493284857994,638821.5072753454
205,265358.04,225069.51157234228,252294.5649363989,284953.27,0.44724143175679293,0.22086214763518935,256459.82908640613
206,188500.69,150895.93178498498,185485.24881200737,193023.85,0.3533413561508257,0.08001203422623854,185491.8567986308
207,368860.94,312398.3895852828,361771.8116917447,379494.63,0.35059101824122574,0.0758865273618386,364576.1931230344
208,959104.72,779494.6952264421,928187.5238376668,1005480.52,0.38267128511360815,0.12400692767041227,936831.8326490244
209,1358494.35,1188602.6466312222,1302673.5466575131,1442225.56,0.44587129051800894,0.21880693577701343,1321320.8669719405
210,693953.12,614382.6407217695,720527.4202309852,654091.67,0.4451681573231958,0.2177522359847937,676626.4702187836
211,2794413.84,1198139.8770233465,2655371.333218284,3002977.6,0.005232050082604078,0.0,2794413.84
212,487593.54,451383.11735533626,491658.6196145078,481495.92,0.35173709197567704,0.07760563796351555,484783.40704973234
213,571612.77,499132.5295804896,557405.9864471795,592922.93,0.28549646228531145,0.0,571612.77
214,1105246.47,939883.3352853208,1099277.3298114697,1114200.17,0.6142023995187031,0.4713035992780547,1027310.2294210698
215,366740.09,343567.5555589479,371376.66362368426,359785.24,0.4553055479744766,0.2329583219617149,361341.8552610125
216,289952.26,270585.07688798994,295758.7954862988,281242.46,0.4965993784269307,0.29489906764039603,284240.8957574474
217,548434.28,454848.4228613278,528431.5046614611,578438.46,0.27766103634501316,0.0,548434.28
218,517109.14,461971.4081982306,520448.3529084301,512100.32,0.4018701148852386,0.1528051723278579,508683.80939026346
219,307268.91,273692.3710385328,303581.7414804717,312799.66,0.390170853847147,0.13525628077072044,302727.47221891873
220,561886.13,510123.67669532914,555755.187867852,571082.53,0.3517587501326791,0.07763812519901864,557867.3901697237
221,931933.12,772749.8540938837,924619.379017474,942903.74,0.35190494000512273,0.07785741000768404,919539.5231999853
222,2318468.23,1823765.066736287,2258307.4192610425,2408709.44,0.18394090389068796,0.0,2318468.23
223,313950.55,267309.841701602,315802.0881792174,311173.24,0.4082000104541794,0.16230001568126912,306380.7623117845
224,360553.11,318982.83325626777,359763.7845597655,361737.11,0.36498854675342957,0.09748282013014437,356500.72218943044
225,553013.86,478552.1826588711,533938.3209722205,581627.17,0.25985652700712786,0.0,553013.86
226,376198.35,295952.4905287317,359812.61495636724,400776.95,0.21645521529343137,0.0,376198.35
227,589747.87,547512.8648546911,590653.15552015,588389.93,0.3680370224010615,0.1020555336015922,585437.5540132296
228,1764318.02,1303131.583545937,1592520.1264528926,2022014.85,0.17854855185408472,0.0,1764318.02
229,505659.25,451091.6764635629,508541.1938383176,501336.35,0.3897796895373282,0.13466953430599232,498310.66028364
230,388990.93,324966.3762680321,389449.5061061738,388303.06,0.3896037339598454,0.134405600939768,380385.6713807544
231,434130.17,368304.79379283934,425258.2851597524,447438.0,0.41324669213092957,0.1698700381963944,422948.41082939756
232,350188.05,306615.7774945117,342472.8999831102,361760.78,0.3015332061263822,0.002299809189573232,350087.8420872813
233,638795.8,558702.5005680859,635651.3555841225,643512.45,0.38060450095569903,0.12090675143354851,629111.9793540929
234,510208.84,434324.8469759827,516278.12139507534,501104.93,0.3622583198741724,0.09338747981125856,503122.22513347195
235,280696.06,260846.9647648898,281627.05356474186,279299.58,0.4465496037697113,0.219824405654567,276332.744437161
236,1025413.4,793662.1168003583,1011008.7502632271,1047020.37,0.23691948571159072,0.0,1025413.4
237,1206474.81,976188.9666879392,1165825.542151281,1267448.72,0.3641094815059909,0.0961642222589863,1184329.550980641
238,1219215.45,1064108.0887354854,1213073.817870357,1228427.89,0.40539165637509167,0.1580874845626375,1194694.9174205447
239,515295.32,481479.06138312345,519607.2339353059,508827.45,0.43147600592969915,0.1972140088945487,508626.2800723509
240,791167.72,708477.9652066873,779455.7267906591,808735.71,0.41211500022069797,0.16817250033104697,777261.5771846474
241,247287.92,208669.21744046797,243248.15904973823,253347.55,0.4818446168745615,0.27276692531184227,236754.01524330387
242,530539.22,461145.73860985,530019.4214184636,531318.91,0.37368221011041447,0.1105233151656217,522869.6223858767
243,446018.59,418368.9516867781,456316.8019956255,430571.28,0.46491559975300634,0.2473733996295095,439178.80497193197
244,665215.57,583240.6515327542,669945.0340678408,658121.37,0.4095535813504035,0.16433037202560524,651744.6011515087
245,338818.09,263618.07586339413,320032.83431448566,366995.99,0.20934833353434068,0.0,338818.09
246,551009.37,493335.0323940965,549651.2082936532,553046.6,0.6431477578365958,0.5147216367548937,521323.14054873504
247,613342.5,558314.341793012,612525.3819480059,614568.18,0.38985192773969024,0.1347778916095354,605925.9208577062
248,484348.96,457690.6028574132,492088.4515511122,472739.73,0.4973308390515224,0.2959962585772837,476458.1860259773
249,877258.04,820751.0685745862,891739.3648234882,855536.06,0.5085669646281596,0.31285044694223946,859579.808734207
250,1602820.13,1254390.7914585292,1473348.5116015912,1797027.55,0.21794623276292482,0.0,1602820.13
251,365501.93,337788.8046554561,370943.29119283153,357339.9,0.534161260024508,0.35124189003676204,355767.9194751567
252,542136.42,478227.7765886729,540551.2229149058,544514.22,0.3568017979984722,0.08520269699770838,536691.2312198902
253,553268.63,518613.0777534714,555589.4162162843,549787.45,0.47326888877806644,0.2599033331670996,544261.5364583806
254,660247.9,544661.1342908699,654071.0426571647,669513.19,0.28136424690914336,0.0,660247.9
255,795548.02,594283.0617474205,810372.8049376851,773310.85,0.3944036071319993,0.14160541069799887,767047.8129275279
256,322765.59,279122.0109843662,319138.76991015126,328205.81,0.29594114213583567,0.0,322765.59
257,819819.69,773570.1292411288,846732.0206935505,779451.19,0.555847355512869,0.38377103326930356,802070.4482793165
258,1834973.94,1292478.5420597806,1744686.8795009644,1970404.52,0.2839521631690515,0.0,1834973.94
259,930883.08,780112.2082776816,894417.2039126712,985581.9,0.3318464886198276,0.04776973292974135,923680.7957242405
