Id,generalista,especialista,catboost_global,blend_arvores,peso_especialista,score_juiz_componentes,fracao_arvores_no_restante,peso_catboost_final,peso_arvores_final,previsao_final
29,883379.43,803225.0753841039,889868.3873731623,873645.99,0.2938927282311278,0.5332738125431679,0.45792635956786903,0.38276213934335257,0.3233451324255196,859159.1148028325
30,356385.73,327534.5165654696,355937.8242853867,357057.59,0.0678900477764131,0.5295854168610055,0.4531314451810579,0.5097416225048661,0.4223683297187208,354482.4759418309
31,1409942.27,1230599.0395261548,1421335.4107722954,1392852.57,0.4777670146785079,0.5652573521972328,0.4995049611181535,0.261375018293863,0.26085796702762915,1322777.8881523826
32,1145660.84,930550.0488275174,1098758.6057576777,1216014.18,0.2519298410337262,0.5718687762867349,0.5080998124345062,0.3679758515076589,0.38009430745861494,1100950.0270370475
33,1332201.0,1060383.6072790325,1282504.7291942528,1406745.41,0.1009121448504353,0.4704394962960791,0.37624174844665365,0.5608134685209408,0.3382743866286239,1302117.4504590896
34,1113840.35,912322.897279328,1087518.2309810913,1153323.53,0.0,0.5849560894920306,0.5251133196013906,0.4748866803986094,0.5251133196013906,1122073.4699962726
35,340729.13,341838.23511424306,352560.4497041919,322982.16,0.2607732672878239,0.5983006310133998,0.5424612235791706,0.3382248947826966,0.4010018379294795,337903.43423881824
36,478934.41,440056.45275905245,478360.2493860528,479795.64,0.0333297652770281,0.5910889592338129,0.5330860502657075,0.4513518173850784,0.5153184173378935,477823.2760546968
37,2247921.4,1449915.6788173865,2139881.7761558425,2409980.82,0.0,0.8400438290815502,0.856727381067766,0.14327261893223397,0.856727381067766,2371283.022617355
38,428593.47,391282.8944384393,437577.4143042121,415117.56,0.1195585902107574,0.6391160819812006,0.5955213098373116,0.35611978819654366,0.5243216215926989,420266.31954505615
39,355863.01,349752.1514987296,364474.1768943351,342946.26,0.120383587417349,0.708569914196653,0.6858112917173997,0.2763655444535179,0.6032508681291331,349715.1521076433
40,1839658.98,1429051.9466893114,1752466.077833111,1970448.33,0.0,0.4616848711890125,0.3648607358074671,0.6351392641925329,0.3648607358074671,1831999.242751691
41,653362.51,637621.5083145398,649904.5668673385,658549.42,0.4242761307425248,0.41645496347484906,0.3060618557790546,0.3995167534162345,0.17620711584124066,646216.4429482506
42,357185.24,332283.91466472705,358384.6782440039,355386.07,0.2483591215887563,0.5115693689954715,0.4297105829558637,0.4286528383756908,0.322988040035553,350933.8009290936
43,1054116.76,859416.4306466421,1050294.1184523932,1059850.73,0.0,0.4642681364953377,0.36821898070568987,0.6317810192943101,0.36821898070568987,1053813.044215453
44,983899.15,1002217.226265068,999916.7604705808,959872.73,0.3833703918099038,0.6546898137812974,0.6157671611774376,0.23692934485692504,0.37970026333317114,985593.9620289576
45,229816.15,224989.2868559252,223598.0266811299,239143.32,0.4548395125974013,0.40982026573924796,0.2974367487227732,0.3830097244974474,0.16215076290515132,226751.50795216914
46,904152.46,793333.4724588655,933781.6240901658,859708.71,0.2555311283123068,0.6920761357302277,0.6643693797110468,0.24986654919035758,0.49460232249733566,861256.1140913002
47,534434.59,399663.7227547576,538934.9099228781,527684.11,0.0,0.6248772804035068,0.5770108677863095,0.4229891322136905,0.5770108677863095,532443.076096088
48,247608.4,236880.13355951256,245751.9665495944,250393.04,0.2764168603773915,0.6618816008187745,0.6251164843261576,0.2712593912640402,0.45232374835856826,245398.91006817832
49,433146.63,397157.7702688872,432899.3329467023,433517.58,0.1473688466037512,0.5492181558274848,0.478654005837481,0.4445158363213025,0.4081153170749462,427884.4561712442
50,467894.58,370385.2643887911,467734.2179810776,468135.12,0.2274733069215792,0.5040671588010344,0.4199577097030955,0.448098152368701,0.32442854070971977,445719.99363905145
51,347565.92,312293.0272302959,346091.2466360839,349777.93,0.1502602127783062,0.5205570595484077,0.4413945806746808,0.4746692501583818,0.37507053706331206,342395.4853059287
52,663085.36,482152.0464309813,653499.9998454251,677463.41,0.0109857103542924,0.5142137315167012,0.4331482542334624,0.5606244766737214,0.4283898129719862,661883.3016537026
53,864136.84,824279.4396505072,889150.1917312318,826616.81,0.3617227460515494,0.6242619636721669,0.5762109560355677,0.27049490723505704,0.36778234671339355,842686.291269126
54,926029.38,857854.5962048833,942986.5048825224,900593.7,0.338603337381369,0.6844423784062649,0.6544454951898953,0.22854859623423693,0.432848066384394,895810.9128646171
55,314450.06,291453.6277713469,323784.9043816084,300447.81,0.2505375953400463,0.6296400875118252,0.5832025170271236,0.31237404384506806,0.43708836081488556,305484.33175596007
56,595302.98,522087.7005921757,597611.2431211348,591840.58,0.2388423941416095,0.6068395949108777,0.5535618766458918,0.3398097731361258,0.4213478327222647,577141.5630100021
57,382354.71,342743.231125739,390702.708122445,369832.72,0.3231472319342875,0.4752984805066228,0.3825584279203605,0.4179170371809492,0.25893573088476335,369800.7502579017
58,824101.55,752499.1436857559,805332.4025007216,852255.27,0.2519962174662343,0.4864314845728648,0.39703133320647505,0.45102284351089855,0.29698093902286726,805953.8183745169
59,1199261.47,1079826.4517312946,1238192.2409048127,1140865.31,0.5211924930167269,0.6563250080969152,0.6178929137877405,0.1829557413499346,0.29585176563333854,1126858.8360850427
60,2046397.05,1485737.257496117,1994239.935066003,2124632.72,0.0,0.7565087715919936,0.7481318063313425,0.25186819366865754,0.7481318063313425,2091790.9247912485
61,600300.86,502517.4788868306,586272.8855366632,621342.82,0.0,0.6104745463474671,0.5582873135134581,0.44171268648654194,0.5582873135134581,605851.9850332926
62,1242889.44,914988.5862860768,1190097.7667003362,1322076.95,0.0,0.6159528079029435,0.5654090535355774,0.43459094646442264,0.5654090535355774,1264719.9918161975
63,3567252.38,2032235.4067562253,3495393.7012963668,3675040.41,0.0,0.6413490563490528,0.5984241765155194,0.4015758234844806,0.5984241765155194,3602898.635016062
64,389471.14,352385.81236831506,387601.1663439352,392276.09,0.0894587469910174,0.5676596064628047,0.5026278916633968,0.4528778227365301,0.4576634302724525,386590.38649912755
65,428539.9,397976.68561066943,432077.9943207907,423232.77,0.1336583569400805,0.5618309028571203,0.49505057697600724,0.43745871280476434,0.4288829302551553,423726.50370362453
66,533898.75,504041.5859861824,536846.8675643721,529476.58,0.2322392801493941,0.6027034699527449,0.5481849142003192,0.34688587551292616,0.42087484433767974,526126.2239541761
67,1034139.75,803038.1344021998,950901.4429667272,1158997.21,0.0,0.701531747768166,0.6766616753603665,0.3233383246396335,0.6766616753603665,1091711.873322862
68,788697.79,656831.1654538994,761132.4826709605,830045.75,0.0863566455519489,0.528813242076069,0.45212761796064044,0.5005599609358847,0.41308339351216644,780592.2971157361
69,365345.54,340007.2575802669,376325.0862726709,348876.21,0.3114776258089022,0.5387670970554879,0.4650676294338851,0.3683129058138535,0.3202094683772442,356223.50513820176
70,1643663.23,1269971.609977384,1568777.2689555571,1755992.16,0.0,0.5295473103037853,0.45308190665667175,0.5469180933433282,0.45308190665667175,1653600.9487444942
71,266370.65,243082.0412741512,265874.3420764416,267115.12,0.1855101289387332,0.4242768031589624,0.31623024736840194,0.5569235376565046,0.2575663334047622,261965.72203613888
72,449797.89,457111.9071965834,454164.7265601549,443247.64,0.1829586996398494,0.6247814020283242,0.5768862258985723,0.3457014281921215,0.47133987216802914,449558.28071328887
73,399910.92,360414.6554537356,406209.3398139168,390463.28,0.3779992610584164,0.4281896860844274,0.3213169951715064,0.4221413305104173,0.19985940843116623,385751.98476583377
74,260517.03,247610.11957181545,272957.2156217296,241856.75,0.2487348290360877,0.6698508312402611,0.6354764838740903,0.273853821662698,0.4774113493012143,251804.79476282696
75,2008109.87,1598973.9223803647,1859187.8893264672,2231492.84,0.0,0.8775948288841593,0.9055436808111579,0.09445631918884212,0.9055436808111579,2196326.2847435945
76,304184.34,292251.7933911055,315566.49375370936,287111.12,0.3556560610648775,0.48850479224699833,0.3997266331828487,0.3867825056128109,0.2575614333223115,299945.4724081103
77,401404.24,295544.81070037704,392673.9503367661,414499.68,0.0601303603970227,0.3629082242915166,0.23645109484072235,0.7176364343112982,0.22223320529167911,391683.9420262674
78,192632.25,175657.07102173832,189645.66609273164,197112.12,0.2741544694344383,0.4761343243543309,0.383645024922381,0.44737850390193795,0.27846702666362383,187889.79145218828
79,280446.54,246244.2754634419,280470.3273453002,280410.85,0.1761528335391841,0.5353690769308366,0.4606502032718383,0.4443418017657131,0.3795053646951029,274418.73935383244
80,531129.66,502466.7337726184,526576.0591505503,537960.05,0.0563523425745766,0.5882766630102625,0.5294300651750921,0.44405221665235856,0.4995954407730649,530904.8321137985
81,419855.95,381700.90619637776,411701.7254204487,432087.27,0.1322593578506541,0.5652921658069652,0.4995502188108056,0.43426061449261116,0.43348002765673466,416570.56276302104
82,273748.05,220714.74751950608,257964.7790847543,297422.95,0.0896551033014033,0.5087919936978238,0.42609999506892177,0.5224469407043066,0.38789795599429017,269930.8675020886
83,1500840.24,1244620.8618883395,1490216.8363289908,1516775.34,0.0357374915483484,0.44987269178973605,0.34950490258840766,0.6272480343656035,0.3370144740860481,1490390.452415307
84,2401528.98,1532089.9382190688,2186850.335083618,2723546.93,0.0,0.5806116962192145,0.5194656083467297,0.4805343916532703,0.5194656083467297,2465645.7582594748
85,383382.62,346935.6482165744,402038.05813440273,355399.45,0.3081724917211346,0.5546939586565744,0.48577254951529764,0.3557566957574253,0.3360708125214401,369383.13623958844
86,406395.98,350105.7172324533,404651.6441842389,409012.5,0.072245624608108,0.5846443290946146,0.5247080310847498,0.4409542037497505,0.4868001716421415,402833.8049813981
87,543812.83,500351.0029580117,552734.2198544384,530430.74,0.2844677220771947,0.5798786706033927,0.5185126750461613,0.3445197224151782,0.3710125555076271,529558.0144113282
88,458018.41,375643.7607755412,462880.0860265397,450725.88,0.297684967977938,0.5361782947195726,0.4617021863971951,0.37805464619785994,0.32426038582420214,432970.0158021306
89,321129.47,267840.1947022408,290434.33434471174,367172.18,0.0,0.6522200433712455,0.61255645964437,0.38744354035563,0.61255645964437,337440.5974000512
90,534799.8,508983.40372914943,533180.2863002841,537229.06,0.1763245123330283,0.5225325639569851,0.44396273640583145,0.45799426425193535,0.36568122341503645,530394.343300792
91,821491.14,644874.1169661419,802347.7136646638,850206.28,0.0400263637299655,0.4733935368739891,0.3800820011979366,0.5951049354992596,0.3648687007707748,813506.711124869
92,173009.47,153885.9544076099,164929.30303596813,185129.72,0.1494413063424954,0.4269447783447185,0.3196986151098849,0.5786362572255276,0.27192243643197705,168771.91718835203
93,301465.04,268257.4357436129,298169.0233906136,306409.06,0.0128968129281067,0.6465711271983462,0.6052128686196008,0.3896956356005623,0.597407551471331,302705.9193351952
94,190611.81,176968.91293683051,192725.77106035943,187440.88,0.2750071936618553,0.5659302435662306,0.5003797198978506,0.3622211089747073,0.3627716973634375,186475.31282653232
95,766808.04,675867.4880776377,767531.3279740302,765723.1,0.312868449362865,0.48864661205941146,0.3999109989389857,0.41234008581934406,0.2747914648177909,738355.7189092916
96,840076.63,781749.7915581852,847328.1508307211,829199.34,0.245279997363903,0.6525280549500526,0.6129568746968193,0.2921091885490998,0.46261081408699717,822856.5071043953
97,1645667.13,1148193.8775682205,1539949.8564976922,1804243.04,0.0,0.5655012199328954,0.49982198917451476,0.5001780108254852,0.49982198917451476,1672049.4012010808
98,385430.59,341972.74828490056,391470.742364767,376370.36,0.2496944242840897,0.47375387553936354,0.38055044146292344,0.46477645764512765,0.2855291180707826,374799.770370634
99,574624.54,516879.4260290214,578144.4423929069,569344.68,0.2213895973503402,0.5762504099965352,0.5137959362572466,0.3785635418406461,0.40004686080901375,561060.6877672968
100,432271.14,398125.4892178252,422722.2891394721,446594.41,0.0929390303750498,0.4388945825291491,0.33523336054964464,0.602983872554159,0.3040770970707912,427695.25161661755
101,408884.4,360463.3704992671,411116.8770975718,405535.68,0.1160258373466726,0.600814442129122,0.5457291780296094,0.4015636694691148,0.4824104931842126,402547.3335355604
102,1257302.35,1129056.6503499271,1261283.4278888702,1251330.74,0.3157373623271708,0.5023455458091552,0.4177196128136526,0.39843271360128624,0.28582992407154284,1216689.7178961192
103,781595.23,600410.929425629,772390.629688376,795402.12,0.0625378870576702,0.4562978575000421,0.35785761801180554,0.6019841542284734,0.3354779587138564,769355.2304138397
104,465508.21,416433.7985375917,462111.1869578213,470603.73,0.0,0.5789649613578974,0.5173248530270176,0.4826751469729824,0.5173248530270176,466504.590538942
105,791618.23,681289.77280902,781109.2233152688,807381.74,0.1829744499407324,0.44234728246427035,0.3397218704653023,0.5394641019751908,0.27756144808407684,770137.0520413287
106,854036.24,775613.2764411488,853453.9311674815,854909.7,0.1430545455129458,0.5999456339068632,0.5445997273406729,0.3902531936275755,0.4666922608594787,842997.8677309126
107,1001513.0,921678.3871084492,1038444.275731032,946116.09,0.4686190091115059,0.5869021179026258,0.5276431565351645,0.2510014475333056,0.2803795433551885,957838.626152613
108,309598.49,265994.5997420607,290125.1757717322,338808.45,0.0597637613309244,0.6598299196848547,0.622449298852062,0.35498685115420947,0.5852493875148661,317174.8982094291
109,560637.02,499252.226332157,549680.1677711395,577072.29,0.0,0.5882161963937852,0.5293514585736716,0.4706485414263284,0.5293514585736716,564180.2276264151
110,428903.05,383168.1940978782,422677.4420099508,438241.46,0.110831099293594,0.561769245519426,0.49497042243700456,0.4490565943059092,0.44011230640049676,425148.5044860521
111,842875.2,775772.385397159,831480.537525131,859967.19,0.1695915630312213,0.6369059421172767,0.5926481280142104,0.3382684313120256,0.49214000565675314,836052.3262422913
112,254325.97,219958.83968870423,258819.1764759148,247586.16,0.3164193260493443,0.41836437297935136,0.3085440881349076,0.4726658982399051,0.21091477571075062,244153.80574908238
113,395030.79,354625.0100976181,393397.9707304261,397480.01,0.1636089406406336,0.41816992778525763,0.3082913093825857,0.5785389645135794,0.257852094845787,388106.9300926938
114,787805.84,605126.287907122,725177.2214683058,881748.76,0.0,0.6612065604833952,0.6242389318901647,0.37576106810983534,0.6242389318901647,822915.2714457304
115,369283.18,326943.5185772311,369120.0308994693,369527.91,0.1721785931745756,0.5042694449652315,0.42022068171655175,0.4799537309096897,0.34786767591573475,362000.02629757236
116,523618.4,383779.7819185873,513549.4686442183,538721.8,0.0,0.5665680236663163,0.5012088340279621,0.4987911659720379,0.5012088340279621,526166.0634928151
117,3053154.32,1892109.0870500205,2799201.016340669,3434084.28,0.0,0.7250805138153483,0.7072750712217037,0.29272492877829626,0.7072750712217037,3248238.1218627896
118,886147.57,775507.2838968935,910423.3170081032,849733.94,0.4470272967652213,0.6753407880857979,0.642613427773288,0.1976250189440164,0.35534768429076224,828546.3378552335
119,317721.04,268948.266995542,316877.1063584486,318986.94,0.105600140185642,0.5151747373021157,0.4343975617545012,0.5058747414774332,0.3885251183369248,312635.53756804555
120,1991770.44,1556943.3931153684,1999456.104798877,1980241.95,0.2552568440594631,0.30822160067747867,0.16535848414247306,0.6215935565987282,0.12314959934180861,1884135.4910931762
121,300413.44,279925.7411025136,309923.8596074577,286147.82,0.3289875856104866,0.5312370871273763,0.45527861652734,0.36551481069358566,0.3054976036959278,292791.3279022011
122,478624.25,374388.4804730642,465976.1001299159,497596.48,0.1512450357685589,0.4544876662576916,0.35550436939674984,0.5470188658999816,0.3017360983314595,461664.937368716
123,275255.48,244139.1322342605,276041.0126989261,274077.19,0.2111254478216573,0.4659938836824073,0.37046245204888034,0.4966261512193914,0.2922484009589512,268731.78985594254
124,280891.35,246013.46936368904,279406.1928288987,283119.1,0.1875677552853705,0.474712098339674,0.38179613110332694,0.5022487568989926,0.31018348781563687,274294.4771419321
125,678676.21,621828.3624224365,657875.6330015459,709877.09,0.1066463388154296,0.5604532605985976,0.4932596420399276,0.4526983540536105,0.44065530713095996,676946.0415749059
126,335483.78,293550.6611759188,342752.40650850395,324580.83,0.4091625763882481,0.46836230503188325,0.37354139980319906,0.3701351853397024,0.22070223827204952,318610.38601706637
127,1413190.47,1268500.8199703535,1441745.341525908,1370358.17,0.4863589298504332,0.5774000849738542,0.5152905137277612,0.24896669924051948,0.26467437090904733,1338591.9667051022
128,306458.42,263352.4470183192,301997.93157538783,313149.16,0.3412211949017398,0.5251811028191512,0.4474058369266474,0.3640373224537364,0.2947414826445238,292098.0027564461
129,950413.0,845489.9084055042,902132.081608766,1022834.39,0.1798715716623386,0.5307718823242482,0.4546738502832735,0.4472374780986072,0.3728909502390543,936952.5633643796
130,836866.66,858648.8858356137,928235.2224800652,699813.82,0.4742590961654933,0.8271869711639963,0.8400134657749461,0.08411146510483009,0.4416294387296766,794355.653586483
131,1929784.93,1553123.7120659747,1724791.230120678,2237275.49,0.0,0.9474758612031029,0.9963890228257846,0.003610977174215435,0.9963890228257846,2235424.9210354313
132,583560.47,552817.8451401452,597026.8006154572,563360.98,0.462021814193097,0.5140160217411891,0.4328912315252967,0.30509214641920795,0.23288603938769514,568760.9991773013
133,1457937.25,1216014.5865528202,1500301.7610788206,1394390.48,0.4081048677445928,0.35895973989453595,0.23131806512464753,0.45497909550538895,0.13691603675001812,1369781.8284649737
134,1226684.37,1070490.563785939,1204837.7390720472,1259454.31,0.1486429707504097,0.4615398338578973,0.3646721872770173,0.5408907992394786,0.3104662300101117,1201824.5766976755
135,541470.46,481175.465487736,524928.5361831089,566283.34,0.0440254123459309,0.5726865561611868,0.5091629262712936,0.46922776916313,0.48674681849093904,543131.6083915331
136,493803.26,419072.3474999813,486105.4337539476,505350.01,0.0569788928533006,0.5656212279564599,0.4999779996051486,0.4715313004100602,0.47148980673663926,491359.5842496366
137,1523814.98,1196668.0411728006,1642087.633819218,1346406.0,0.3165200803123101,0.5986864361893156,0.542962770307861,0.31237576904426745,0.3711041506434225,1391374.7070027571
138,778583.78,742132.8811500844,794753.8894188597,754328.61,0.3626421147741525,0.6193934132297669,0.5698818404604478,0.2741392005613627,0.36321868466448476,760988.0788810103
139,418579.19,361232.1593815933,418243.8475627893,419082.19,0.1127770470207821,0.5757428682597403,0.5131361319994132,0.43195679866636477,0.45526615431285317,412195.90666143055
140,2202129.98,1497122.5321663648,2088342.0097779944,2372811.93,0.0,0.4447264661340875,0.3428148092360646,0.6571851907639354,0.3428148092360646,2185862.5112122996
141,397231.92,365465.42913463135,403553.0280051367,387750.25,0.3363314583045997,0.5375271032074402,0.4634556374314231,0.3560876146607755,0.3075809270346247,385882.33722515666
142,359755.21,288876.7016828519,351856.46685727965,371603.32,0.1842501154840395,0.3180530804491687,0.17813940784567012,0.6704326831381135,0.14531720137784698,343121.9952854531
143,1242318.6,1034466.5803788468,1203905.8388418432,1299937.75,0.1453064308259702,0.5179284709084296,0.43797741544270935,0.4803570887516837,0.37433648042234613,1215233.4725839621
144,374024.13,333786.3778316047,380514.1703757173,364289.08,0.2501954130198806,0.5098473161287159,0.42747191422908154,0.42928418488598197,0.3205204020941375,363622.6185293971
145,421038.56,359764.7472072059,417389.2776756168,426512.48,0.2306334823951512,0.528629797870411,0.45188914049328505,0.4216981432400818,0.34766837436476694,407270.98046342086
146,266727.02,238799.57192715933,257372.42956743672,280758.9,0.2616051879415443,0.40120578893768755,0.28623792888074456,0.5270382103585567,0.21135660169989898,257456.55857022214
147,1885952.0,1586415.9606395236,1852875.007868874,1935567.49,0.2410438027022243,0.7201644628251005,0.7008842049343815,0.22701578637470254,0.5319404109230731,1832634.1787853795
148,584421.25,535890.2724632565,600520.1798785188,560272.86,0.2741049445380376,0.5836952972100504,0.5234742896348163,0.34590765695458603,0.3799873985073764,567511.3283134272
149,1056990.86,942982.8737609664,1063413.560401024,1047356.81,0.2148250336183235,0.6337892077435489,0.5885963733283643,0.32302382874120134,0.46215113764047516,1030121.3886302534
150,429050.47,396564.8667590415,420618.239664428,441698.81,0.2130414350858624,0.49610801070051463,0.4096108171724198,0.46461182405882295,0.3223467408553147,422289.1277250519
151,601386.03,532131.5986796102,608393.555358928,590874.73,0.3315469447854217,0.5520094821336202,0.48228273003545713,0.3460696908451494,0.322383364369429,577461.3587595304
152,924761.27,749667.6543878401,917455.0766385688,935720.56,0.0031059553235308,0.5254003409203929,0.44769084645826157,0.5505937059860606,0.4463003386904085,925085.8278117585
153,803655.13,706107.6677533936,807260.8362836374,798246.57,0.0911262269224073,0.6217333411377802,0.5729237467408652,0.38815840569147136,0.5207153673861213,793349.2627146293
154,422168.46,363854.8500294375,425561.4092423547,417079.03,0.318159260347411,0.5003809236260088,0.4151656039755623,0.39876391715957776,0.2830768224930112,403527.73104148277
155,436445.71,388094.86308090994,416579.7759856052,466244.61,0.2156941099325276,0.33753717257407356,0.2034687276080464,0.6247241685599474,0.15958172150752495,418361.34776052396
156,489963.72,446594.4231271958,492025.7793513132,486870.62,0.1499199227312944,0.5916451403339632,0.533809085695903,0.3962996084535953,0.4537804688151103,482875.4033093601
157,353432.26,330566.0587576441,355790.4161745383,349895.02,0.1245135132955044,0.6081870484418028,0.5553135662360944,0.3893169635811131,0.48616952312338246,349783.4808651406
158,619271.79,525145.0987469635,612910.2137040917,628814.16,0.0,0.5825222178582716,0.5219492864775039,0.47805071352249606,0.5219492864775039,621211.2671254176
159,1803450.81,1563713.2113129997,1865672.30487672,1710118.57,0.4973045906518202,0.7793050505498756,0.7777669689765891,0.11171552450100027,0.39097988484717955,1654688.2801087708
160,1251348.99,974650.1999498266,1227163.448552997,1287627.3,0.0,0.5433240808057191,0.47099170830918574,0.5290082916908143,0.47099170830918574,1255641.421236974
161,474367.49,436339.65317375184,470063.4674629234,480823.53,0.0296967255250289,0.5826946417519707,0.5221734375393128,0.4636366781867241,0.506666596288247,474513.7448678301
162,986779.38,883300.7905999785,917969.4363911136,1089994.3,0.3483545461025514,0.5995393196413155,0.544071518795461,0.29710372207930613,0.3545417318181424,966882.449082227
163,510876.45,450381.4023426886,518184.2484924619,499914.75,0.0851113116559457,0.6014625510016482,0.5465717195638935,0.4148364047462895,0.5000522835977649,503277.75488130696
164,354407.09,323996.71368040337,359305.8674743289,347058.91,0.2541551160022008,0.5781814350598411,0.5163062688395443,0.3607604948078327,0.38508438918996646,345615.7532574567
165,342111.78,303278.8450215697,343691.0222658633,339742.92,0.0804305585397952,0.5050010585469683,0.42117177937280964,0.5322727435435497,0.38729669791665516,338911.56130768947
166,528048.34,422040.4560257379,506777.1824854429,559955.09,0.0,0.5170458374703629,0.43682999197322264,0.5631700080267774,0.43682999197322264,530006.8873981796
167,570786.0,516567.3170675156,566065.5394913119,577866.7,0.1278498828894111,0.5608116826841619,0.49372559075116135,0.44154728531646886,0.43060283179412007,564818.8106846935
168,293086.91,288870.27481802745,294000.2526441421,291716.89,0.0936924383327614,0.6391992047136071,0.5956293693894401,0.36648416023850017,0.5398234014287384,292286.9999237643
169,862451.89,699904.4287940817,790351.4728295025,970602.51,0.0777804701378094,0.6266136662850728,0.5792681694323454,0.38800711098416124,0.5342124188780293,879608.8017939773
170,560543.76,505688.7903507879,565793.5224907589,552669.13,0.2202189489487881,0.5740124510775898,0.5108865896626176,0.38140136919612677,0.3983796818550851,547328.8302470363
171,432325.01,385751.86810592224,426679.4659891144,440793.31,0.0015068512710169,0.566093019116932,0.5005913281137624,0.49865613729424896,0.49983701143473414,433672.41579648154
