Id,preco,fold_busca,log_a200_d5_i1200_bruto,log_a200_d5_i1200_calibrado_cf,log_a200_d7_i800_bruto,log_a200_d7_i800_calibrado_cf,log_a200_d6_l2_10_bruto,log_a200_d6_l2_10_calibrado_cf
2063,220000.0,2,238267.46406946302,218520.58606644973,233773.5826962089,214044.0410066544,240829.29516982113,220908.26884953532
2064,900000.0,5,940168.578560568,862810.7756178692,942446.7113988249,863377.1534834477,959615.9327186882,880435.0243618103
2065,200000.0,3,222077.3195595388,203773.8414378001,229039.47869025744,209904.41475518286,226620.00432942095,207947.84394559826
2066,314000.0,5,241624.29681547024,221743.2614719612,243880.45170792565,223419.32720346784,244160.24900112528,224013.82412281097
2067,700000.0,2,754354.7222113621,691836.112175029,694335.1739750522,635736.1030130148,698509.9748094904,640730.3114867628
2068,607000.0,5,540143.6397771721,495700.2003776041,553877.5507468736,507408.2357743541,558855.358591116,512742.45714315167
2069,225000.0,1,227532.90691898187,209018.11584782513,234759.19629440492,215495.44234679252,230347.55935939858,211769.96939148635
2070,395000.0,1,396386.60281792155,364131.8611457966,398346.61399212043,365659.2846821946,397418.33619399247,365366.44506011467
2071,1000000.0,4,967718.2003000231,881171.9221229698,940389.5924116726,855354.8820338346,951061.5212678481,866357.423007731
2072,1400000.0,3,1103069.4746191402,1012155.1568693877,1131063.4101802947,1036568.9117113543,1150641.3634292472,1055835.2577379765
2073,1200000.0,1,1168816.494064694,1073707.6437398694,1158248.5952755339,1063205.6052596094,1159510.7373164743,1065995.8978227857
2074,220000.0,5,214995.86525889052,197305.83800478268,220205.55130971744,201730.70771168717,219359.53657698497,201259.4959558366
2075,350000.0,2,300310.7258836864,275421.8922773797,298613.7054917342,273411.92056966457,301987.05743183766,277007.15573323745
2076,550000.0,2,526485.3473424902,482851.8535083706,508563.55996866926,465642.85933831177,514129.0372574899,471601.0795353718
2077,270000.0,5,252053.7319789559,231314.55458669236,246320.07392348885,225654.26957057702,253513.57074797188,232595.37407344402
2078,380000.0,3,407376.51665874914,373800.79098463553,404848.1401146558,371025.1717364995,407214.7316680372,373662.62402043457
2079,1100000.0,1,824542.0476924276,757447.4724543723,831712.0143298281,763463.8014707661,806168.5660884882,741150.8636762633
2080,750000.0,1,719498.4226684278,660951.4496080602,713133.9441836367,654615.9519205522,719371.49824721,661354.001703268
2081,450000.0,4,389778.2074955852,354919.0375814433,400961.9583203385,364704.98113404197,394894.7771152177,359724.385657698
2082,1350000.0,2,1088363.6354559122,998163.3892066033,1131047.371841363,1035591.5636262669,1156034.393115267,1060409.0184856327
2083,220000.0,4,214591.00789451902,195399.4156956998,215653.27841444177,196152.8349599639,216257.47493943563,196997.00230214986
2084,470000.0,1,340019.33172945754,312351.30352039123,341118.82786970603,313127.46791148244,333982.64634584036,307046.85993044975
2085,1003680.0,3,860243.6476512005,789342.8874322936,866307.0403855678,793931.567388614,857815.1276525918,787136.1878538113
2086,460000.0,3,368781.92740416137,338387.1443919996,368948.2752899235,338124.5549567332,363868.8144362757,333888.15636537876
2087,820000.0,3,549831.5937173292,504514.80690539296,546251.8044258793,500615.29118322284,566975.9611214467,520260.4643533741
2088,175000.0,2,300153.27902211825,275277.4941296991,296418.9694945023,271402.4113840148,291576.5510258645,267457.7902942495
2089,350000.0,4,371230.11254592024,338029.76085455273,368171.7471999682,334879.8242086018,365271.9718205997,332739.8671135214
2090,520000.0,1,505160.64286523376,464054.74795680476,514801.5937855382,472558.25937708904,517125.6921938479,475419.3719785731
2091,450000.0,3,365615.5558943402,335481.7433035175,358995.37472177466,329003.1677582447,357420.04562622687,327970.7283160705
2092,380000.0,5,271790.6532928248,249427.5066417381,273051.2522142611,250142.75082135285,271219.54189856787,248840.37023264638
2093,480000.0,1,281030.0941179586,258162.1338402207,275475.8804171884,252871.01695444412,274889.79028446006,252719.85792454195
2094,440000.0,4,315998.72912371403,287737.90494384704,320349.55222160515,291381.9502695526,324945.0221803592,296004.5441225266
2095,380000.0,1,345489.8749803193,317376.6981256925,351741.8246689934,322878.7680967164,343366.29043400293,315673.71070697706
2096,3500000.0,1,1529785.4016471861,1405303.8157582118,1560777.581494337,1432704.0671381583,1571749.6663028402,1444987.6510508403
2097,900000.0,4,1028354.0080599649,936384.8666110879,1022079.5731550717,929658.0478769629,1042981.2418678965,950090.5259477886
2098,1000000.0,5,947334.1358203158,869386.7452450215,916006.5954788425,839155.3150021137,922100.7411455333,846015.3284392216
2099,240000.0,1,173106.82709445432,159020.79101271118,177224.07560216682,162681.51011428793,177227.46849350355,162934.02753029217
2100,620000.0,1,728902.6694504269,669590.4547082821,705620.5586959439,647719.0961008472,699873.5832789713,643428.5985971758
2101,850000.0,4,848986.4655599514,773058.7638859261,867143.8782531834,788732.4101359408,872458.8288278366,794755.2978654825
2102,850000.0,2,809310.907896475,742237.6974304396,783556.2102314497,717427.2458823851,806071.8011486687,739394.7901338765
2103,270000.0,2,343873.2728101363,315374.10867457883,347718.9338110522,318372.8668955801,344202.2977457962,315730.41674783983
2104,1000000.0,3,1118680.8358192872,1026479.839138322,1177429.3652135457,1079061.2309895577,1165278.9704407349,1069266.8117067832
2105,320000.0,4,224104.50148148864,204062.0857039063,226675.23533853627,206178.13164621615,222151.3922397273,202365.99146795514
2106,450000.0,5,381151.9896657843,349790.5070762193,366458.07066686754,335712.90779273096,372757.21870238095,341999.8561294001
2107,450000.0,4,474934.35504327103,432459.38578603184,474638.56777189224,431719.38462660916,478279.40347898373,435682.55282092356
2108,950000.0,2,1134046.180490915,1040059.9047591654,1092324.4274169835,1000136.6785674999,1074451.006391522,985574.0831621868
2109,530000.0,1,456106.0357496545,418991.808745974,461005.5084722503,423176.54660885077,461803.98061472527,424559.3706815052
2110,249000.0,5,197445.9350068801,181199.92968357503,200994.1016818944,184131.0636221644,195244.09724313297,179133.89685574337
2111,474000.0,1,410082.94500464457,376713.70557718375,411135.36194259534,377398.6198824783,412192.6539517774,378949.21028691955
2112,305000.0,5,309457.632291701,283995.2172697195,298325.4400668379,273296.48047082627,304798.2845546433,279648.42593539326
2113,430000.0,1,417695.4853738933,383706.79886791576,420082.09954772267,385611.21052092884,423689.4349011301,389518.77289273107
2114,650000.0,5,718272.1534084481,659172.1611627287,749683.5631567428,686786.4813395159,754859.5330018871,692573.7148250231
2115,780000.0,3,640996.2027502764,588165.6840983625,646612.372106318,592591.252462585,636981.2693538542,584497.7454122654
2116,1065000.0,5,968058.9599782549,888406.3147286483,983908.6298319518,901360.4926810815,974966.2383392485,894518.7283127337
2117,1250000.0,5,907366.9348811434,832708.0767296378,946934.0951840827,867488.0539643388,959755.1568913013,880562.7607130181
2118,456000.0,3,430076.23824255174,394629.6152692329,437417.37645262404,400873.4168147628,439133.9373665973,402951.8742131189
2119,409000.0,5,352749.5617386662,323725.0530416388,349781.93456691626,320435.8690562823,353647.51979969663,324466.95818004524
2120,360000.0,1,272619.91098821233,250436.30351739767,273610.62032267445,251158.81544965185,276434.9360229785,254140.3872614337
2121,959000.0,2,822733.2523982632,754547.6391103555,769333.7340635649,704405.0889860222,797251.1428471961,731303.7630264077
2122,395000.0,1,340952.30347237916,313208.35755483987,342248.9260470396,314164.833051864,338638.19089526613,311326.9336133419
2123,460000.0,3,402960.4884747076,369748.729167857,414298.49867124995,379686.0017095329,406152.97301571874,372688.34805925656
2124,2750000.0,2,1558160.2729797435,1429024.7196223505,1511777.3463190517,1384189.47332022,1500580.24431387,1376454.5704767301
2125,2250000.0,5,913485.3312411779,838323.0466715404,900551.9269177037,824997.2649087121,868150.4781140952,796516.6701459617
2126,850000.0,4,790652.36385466,719941.6761748217,805439.3071332846,732607.4736446145,835955.3764389333,761502.9411721146
2127,1500000.0,5,1114037.3317757014,1022373.4723918252,1136278.7782021298,1040947.0638734597,1132415.809030424,1038976.6430688027
2128,400000.0,3,337593.6231206621,309769.36125059344,330767.8888894287,303133.9423848251,330314.26350174216,303098.3038011886
2129,1307550.0,4,810448.1224158795,737967.0337798187,846226.5102358486,769706.4947097168,852214.5481961817,776314.027341463
2130,317000.0,5,289025.9378101604,265244.658524398,285489.71251443116,261537.64701844205,286673.19184407406,263018.8912454266
2131,1150000.0,5,1001144.4720060017,918769.5250563965,991676.8463217327,908476.9699943033,978563.6148637666,897819.2740623542
2132,450000.0,1,422047.53854935925,387704.7170904845,439642.3603884674,403566.40515794244,436791.04715360684,401563.7367438877
2133,1490000.0,5,1144322.4020851438,1050166.6635271194,1241477.7005225196,1137319.9887337903,1177805.634884544,1080621.2125982307
2134,340000.0,1,289780.89123065013,266200.86172986455,286871.0672479818,263331.1431837342,290241.6198119311,266833.55844812084
2135,350000.0,1,365430.8098993335,335695.0007459837,363843.3558776559,333987.27784648497,355778.54292765993,327084.91184134624
2136,320000.0,4,273413.4194350796,248961.14205884395,272785.3179435282,248118.7109395453,270128.4466535816,246070.0803160439
2137,950000.0,5,873804.2332917317,801906.9403690421,910114.9102340854,833757.9313895284,907721.7912581952,832822.83062555
2138,450000.0,5,387411.1805698706,355534.6868774241,389677.21772646956,356984.01081868156,388902.269775945,356812.72860329127
2139,1657785.0,1,1331186.3071496058,1222865.112262241,1291130.4893244025,1185183.542609632,1293338.6118973943,1189030.519863259
2140,550000.0,3,406525.699019748,373020.0972199316,414958.20788330707,380290.59562870057,407686.7427532976,374095.7441582122
2141,440000.0,3,406554.13111703994,373046.1859609917,402250.21753249556,368644.29215056106,401062.89048542327,368017.65850202984
2142,325000.0,4,372182.327759024,338896.81627352204,364821.9984851723,331832.97645538574,372980.27794767224,339761.6507549232
2143,630000.0,5,503691.01294145145,462246.924070933,506170.8806128047,463704.06813882623,507169.3961703865,465321.26494375255
2144,295000.0,1,296987.24228304636,272820.8181111461,291464.3203072991,267547.48535670293,295831.7178734941,271972.813661785
2145,300000.0,4,315430.7206015401,287220.69532527105,316168.00962560764,287578.5235804648,306330.2012169858,279047.6092040792
2146,340000.0,5,347686.35060106084,319078.44686017843,353141.50592065975,323513.5785089626,354095.78075203294,324878.23172088
2147,425000.0,4,540920.5593065611,492544.2229072675,555161.4502008368,504960.98699738766,551777.4834401276,502634.69600748376
2148,870000.0,4,783240.4964803334,713192.6769116777,773322.3777716212,703394.7169881068,758738.3009426261,691163.0262000591
2149,550000.0,1,473362.5891258147,434844.1631221115,471839.12737641647,433121.1857745178,473710.9817435189,435506.0691036699
2150,1600000.0,1,1335678.048357428,1226991.3518328073,1342280.740118469,1232136.5314382084,1308889.0923922951,1203326.8501025995
2151,460000.0,1,438158.1942221259,402504.41766739404,448211.6447268071,411432.5154029704,439131.55299795046,403715.4801892954
2152,388008.0,1,436189.16222165606,400695.60959494754,444741.01648745185,408246.6782580724,428647.1411342213,394076.63884170604
2153,1100000.0,4,958560.119946822,872832.879553258,918713.465455916,835638.8184312559,914032.0261153205,832625.874334776
2154,240000.0,5,320088.5494385622,293751.41427329945,308412.4397849341,282537.1993342537,315169.1384670346,289163.5482939189
2155,287535.0,2,351040.6834685815,321947.50627957354,351103.6945773799,321471.9675891219,350295.4720679512,321319.5731266622
2156,3500000.0,2,1711105.1964532526,1569294.0360556506,1693961.5831187705,1550998.0998663597,1703696.9594934164,1562769.7855467133
2157,1290000.0,1,1145122.6623722508,1051941.8247880929,1146240.880719338,1052183.2138018692,1156694.8985266834,1063407.157156361
2158,1003680.0,3,650758.0604919558,597122.9754396696,675073.7864199744,618674.8628024951,665521.7467680051,610686.6547321308
2159,434100.0,4,355313.39390055777,323536.5276403006,351369.8681721503,319597.25476105034,357920.1007237526,326042.7734394354
2160,2350000.0,5,966214.7313554907,886713.8306734377,969444.3235975513,888109.7153238831,978667.2098034471,897914.321059941
2161,280000.0,5,218697.10941480007,200702.5409086393,227263.89945935857,208196.873342089,211094.54933440362,193676.47862966915
2162,400000.0,3,448281.8647908526,411334.7451081882,455305.63699878776,417267.2057039201,453071.7714825482,415741.31247237464
2163,1000000.0,3,669886.1615412264,614674.5499901507,682184.789029437,625191.7779194755,676250.9062824615,620531.7943745095
2164,360000.0,4,370794.205855711,337632.838758886,377761.46580521256,343602.3926977856,377066.391055657,343483.8436343413
2165,450000.0,5,529524.3480151535,485954.6722131469,512402.7248896318,469413.0720619161,515689.12696402345,473138.0061347835
2166,890000.0,1,744928.3407048838,684312.086212757,767096.0497348991,704150.0617202404,778654.9073139895,715856.1885656295
2167,350000.0,4,391319.76959418465,356322.7326210464,391043.04792509356,355682.9880159867,380057.6567707242,346208.69917573925
2168,850000.0,1,861050.7577324596,790985.3984094925,890992.8680697314,817880.2162524707,892088.7619433013,820141.5736142624
2169,870000.0,4,866019.0815244345,788568.0959864826,918918.4361333784,835825.2546392446,879809.2583396077,801451.0783459385
2170,560000.0,2,459645.22538403457,421551.2362371154,463503.7417136243,424385.9068841556,466680.8298227474,428077.7143358372
2171,665000.0,4,398605.3092983286,362956.7021204455,395895.03859647946,360096.23752644676,394724.6540825789,359569.4142401237
2172,335000.0,3,336685.00576489384,308935.6315867575,345638.38780186913,316762.088017983,335717.43088489363,308056.28185404517
2173,340000.0,2,319429.0804467844,292955.7761421796,315718.7893467198,289073.4047624128,317653.46007638803,291377.6578138377
2174,3790000.0,2,2388124.4447514378,2190204.0016448107,2369223.748355144,2169270.878676968,2284486.414340227,2095517.2361664667
2175,200000.0,1,190892.4962823278,175359.20602740505,194314.31585614363,178369.3678914338,192011.27602316893,176525.51717643207
2176,750000.0,3,560525.4746584424,514327.30465874815,573223.2444832812,525333.4069103797,564319.8324256977,517823.1850974786
2177,950000.0,1,861578.3107767535,791470.0234460256,850247.9867894913,780478.7582757544,850670.9812107164,782064.1475612351
2178,180000.0,2,177201.03935890898,162515.15969047297,179379.60697894866,164240.6961006133,179852.9101959045,164975.75600556334
2179,285000.0,1,353119.9001098612,324385.85340808105,351043.2103970831,322237.4803689875,352447.4115109016,324022.43703098677
2180,1000000.0,1,821714.9053349821,754850.3801181976,813003.4470846796,746290.4125777829,812143.8728189861,746644.2603805363
2181,455000.0,4,397718.6064843877,362149.3001074732,399105.0052942051,363015.9430487338,393902.8675872214,358820.8182613574
2182,1100000.0,4,1315842.4273378856,1198162.2341594924,1319044.3902429875,1199769.8272268516,1276935.139256765,1163207.859697381
2183,170000.0,2,197974.12141907983,181566.6323030812,199127.147739152,182321.62455928506,208136.6796109905,190919.93581815722
2184,310000.0,1,349024.4669110074,320623.6735001442,352756.25948643655,323809.96092395176,351269.42337335617,322939.45394002076
2185,450000.0,3,350613.54658439755,321716.19051120244,353880.4715328171,324315.5882782918,347565.21729947,318927.8800950273
2186,840000.0,4,817925.5782741746,744775.7557292464,825924.8290774814,751240.5926703609,830817.9870935043,756823.1015457989
2187,1200000.0,3,1024628.417861379,940179.1644822671,1050444.7694620143,962685.5414945813,1060118.094248123,972770.5754791299
2188,720000.0,1,720824.4618649019,662169.5864399606,720175.8568395708,661080.0227927959,708165.6417869816,651051.9004516312
2189,325000.0,5,387349.9273397186,355478.47361075925,391393.40376546944,358556.2119832445,387647.57047793455,355661.5584639201
2190,350000.0,5,318723.67681314715,292498.84443060495,319642.112660591,292824.72316416283,312674.16062572063,286874.4388683635
2191,325000.0,1,332723.44003197097,305649.09258884704,341005.9087756291,313023.8146765438,335229.5001819458,308193.1546836567
2192,268500.0,1,259302.1226245051,238202.2092550088,258596.45536286643,237376.67540763188,260482.8838496269,239474.8722028986
2193,380000.0,5,340602.0467204843,312577.0450208708,337701.8191721619,309369.2532814823,346451.1174743582,317864.35349144205
2194,550000.0,2,504705.7979699642,462877.3265131109,501327.673121926,459017.65197706554,500123.24088456976,458753.82094741985
2195,280000.0,3,307993.95186856855,282609.27696869517,314751.21871205873,288455.3821683386,311681.87625945883,286001.1160835495
2196,480000.0,1,409740.95818822423,376399.54688699293,426579.19290008367,391575.1686023819,430646.55590561894,395914.8002970186
2197,680000.0,5,632750.0780682166,580686.9087947658,616656.1229039297,564919.8003786443,637878.8567267068,585245.4795857358
2198,300000.0,3,337750.54740786436,309913.35193312465,335197.9998055657,307193.94044485316,341174.0819749871,313063.33686980145
2199,600000.0,1,649579.0457145014,596721.547085137,659490.5929264684,605374.4402328443,677980.0149392688,623300.7521808165
2200,740000.0,5,452265.898229917,415053.1078529637,447803.5122634194,410233.61539883376,453280.0167576195,415878.4665715925
2201,490000.0,4,520549.41642650816,473994.9395292214,531422.1054226059,483368.27200330776,537909.7044735766,490002.0187519834
2202,900000.0,5,652427.6201889449,598745.3674229331,668875.455248031,612758.0261061647,656302.41843731,602148.855666155
2203,599000.0,1,470195.11223710084,431934.4299312714,491027.0115890302,450734.5600804631,478056.7874846614,439501.3844929125
2204,630000.0,5,508005.1676172268,466206.10673968395,520367.0143532319,476709.1721845377,524783.019688823,481481.53336241003
2205,2100000.0,1,1305170.2516858284,1198966.0333621174,1319636.531023572,1211350.449646641,1361615.7343994407,1251801.0748568003
2206,270000.0,5,274374.5853073198,251798.8307174519,276301.9264613858,253120.69943578308,274194.2824952695,251569.65568990947
2207,1100000.0,4,656897.675987946,598149.1177999459,687737.051491166,625548.4421514125,682086.7023259422,621338.2252151071
2208,373000.0,2,463994.676413117,425540.2180800804,466315.2402107181,426960.1263175983,472195.1751351519,433135.921544154
2209,400000.0,2,432338.926681862,396507.9999773602,422073.888459773,386452.56511606177,426180.08603234176,390927.1293476276
2210,525000.0,2,459862.05231213727,421750.0932131991,459685.80674241873,420890.19013073854,456931.6683603146,419134.9884108954
2211,217000.0,1,273086.2483374303,250864.69409792023,282762.78425796155,259559.97564612702,277086.90750797046,254739.77707830362
2212,370000.0,3,392290.9322137924,359958.5512692962,403442.6330833794,369737.08754891134,398206.8229405091,365396.9141865167
2213,400000.0,4,391319.76959418465,356322.7326210464,391043.04792509356,355682.9880159867,380057.6567707242,346208.69917573925
2214,590000.0,1,513000.01594012417,471256.21613883437,519940.929203181,477275.873752479,516246.5182230034,474611.10361483047
2215,890000.0,4,804493.6110242341,732545.0542751937,811640.7771037021,738248.175815062,815403.1327117018,742781.1355744969
2216,598400.0,3,607749.2071252384,557658.8857084288,626045.0110058556,573742.1880150998,613797.5205707228,563224.2016741732
2217,1500000.0,2,1132049.569996414,1038228.7672301338,1114210.4660412804,1020175.6243488967,1146396.8920489114,1051568.716581735
2218,410000.0,2,523808.95973781386,480397.2767150223,521779.4231040052,477743.35725707875,525875.0827294358,482375.5103171658
2219,455000.0,2,476107.8834273349,436649.5195796735,461822.4566732176,422846.5154782398,454024.6965806012,416468.47683472646
2220,800000.0,1,691843.6064200512,635546.9590461225,711335.0586303972,652964.6784277752,724437.1222887271,666011.0818616347
2221,300000.0,2,318405.9175030341,292017.40981095197,322811.7701159021,295567.7667391089,320588.26985661045,294069.70467422676
2222,170000.0,2,269364.0933306254,247040.02189197755,267609.9172393652,245024.72622754134,274835.4572195069,252101.4938403554
2223,1620000.0,5,1274022.8457595007,1169195.2536720773,1286434.604545047,1178505.090612694,1274344.7483292446,1169194.5822136654
2224,380000.0,5,404830.9166986236,371521.11354924436,402672.5404027653,368889.0496555258,407162.6788058663,373566.41424038494
2225,360000.0,5,468978.280534061,430390.3823238227,453881.8908265389,415802.0291013249,454325.97211703664,416838.1168868398
2226,399000.0,3,347391.87274293246,318760.04507574294,351032.247007976,321705.3181825122,351103.4464255209,322174.57987479726
2227,580000.0,1,470745.5642325617,432440.0905871908,483408.70537976554,443741.39307183196,496521.58698786556,456476.9931622124
2228,2500000.0,5,1668902.2637734206,1531583.6855996328,1727045.0826140766,1582149.154249557,1686267.5953551582,1547128.388323952
2229,570000.0,2,505188.77718391176,463320.2778883728,510599.38562104106,467506.8695673244,510292.6733899147,468082.05374548456
2230,430000.0,1,351249.3797549695,322667.540898789,356061.40196027677,326843.8916523828,360206.811992957,331156.0398664193
2231,670000.0,3,770564.4111759401,707054.9592907915,779033.4848191269,713949.2660424273,773481.895393675,709751.5197478438
2232,2700000.0,5,2228588.190983084,2045218.2187782656,2140088.9271688936,1960539.3745796764,2030875.069927152,1863301.2236482676
2233,348000.0,1,373066.253711806,342709.1337826315,375086.37562875554,344307.7234469996,370204.51626605703,340347.4267158721
2234,670000.0,3,581942.3320905422,533978.9976777403,576409.940061481,528253.8705534599,580557.3997147419,532722.871992595
