Id,preco,fold,ref_xgb_thr900_bruto,ref_xgb_thr900_calibrado_cf,ref_xgb_te950_bruto,ref_xgb_te950_calibrado_cf,ref_xgb_feat_te950_bruto,ref_xgb_feat_te950_calibrado_cf,ref_lgb31_950_bruto,ref_lgb31_950_calibrado_cf,xgb_thr850_bruto,xgb_thr850_calibrado_cf,xgb_thr875_bruto,xgb_thr875_calibrado_cf,xgb_thr925_bruto,xgb_thr925_calibrado_cf,xgb900_d3_mc3_i1000_bruto,xgb900_d3_mc3_i1000_calibrado_cf,xgb900_d4_mc3_i1000_bruto,xgb900_d4_mc3_i1000_calibrado_cf,xgb900_d4_mc10_i1000_bruto,xgb900_d4_mc10_i1000_calibrado_cf,xgb900_d5_mc5_i1000_bruto,xgb900_d5_mc5_i1000_calibrado_cf,xgb900_i1200_bruto,xgb900_i1200_calibrado_cf,xgb900_features_caras_bruto,xgb900_features_caras_calibrado_cf,xgb900_target_encoding_bruto,xgb900_target_encoding_calibrado_cf,xgb900_features_caras_te_bruto,xgb900_features_caras_te_calibrado_cf,lgb900_l31_d7_mc40_i600_bruto,lgb900_l31_d7_mc40_i600_calibrado_cf,lgb900_l63_d8_mc40_i800_bruto,lgb900_l63_d8_mc40_i800_calibrado_cf,lgb900_features_caras_te_bruto,lgb900_features_caras_te_calibrado_cf
2010,980000.0,4,1136562.9434585571,1129538.0208155722,1159449.815750122,1134215.767141058,1117581.2482833862,1084585.2538917006,1108133.6559998612,1083093.310532576,1003798.0079650879,1011762.3850702194,1089295.9833145142,1086473.2518490867,1117891.6692733765,1096322.263330965,1115084.6481323242,1111895.2558029837,1117564.9166107178,1100564.8476509424,1153428.316116333,1150319.3171821279,1116000.6523132324,1096364.060491931,1140719.2945480347,1125483.3763803064,1108352.6611328125,1089688.0850677635,1128035.306930542,1121127.8839313455,1091491.2223815918,1074244.0595070596,1079782.5819099173,1070918.7408186365,1083112.933337289,1070225.1723388967,1153809.3222601495,1132953.801494342
2011,1200000.0,4,1369103.7893295288,1360641.5670957207,1384572.6251602173,1354439.0458957553,1359312.7727508545,1319179.7831403662,1410665.6727733165,1378789.0524813249,1218897.3426818848,1228568.3701321592,1202459.8121643066,1199343.8352400367,1300206.6612243652,1275119.5386919961,1320715.308189392,1316937.7660267975,1374927.9975891113,1354012.997103388,1352435.827255249,1348790.4151505115,1423743.724822998,1398692.2391231118,1405746.1023330688,1386970.3766290203,1331938.5051727295,1309508.7601867288,1350069.8804855347,1341802.8486952235,1361646.6522216797,1340130.6371526932,1372699.62101023,1361431.2494782736,1391228.6344594522,1374674.6615696747,1363007.8330801863,1338370.9735763308
2012,215000.0,1,957697.9279518127,936058.6405168535,1071894.5264816284,1026999.2007479332,1076293.706893921,1023961.6510812364,1091421.7164247683,1052801.3769402725,944395.7209587097,938656.506858279,961084.3062400818,944268.492798306,1055608.2725524902,1017070.0799328169,963016.0927772522,944682.2889444503,941189.5871162415,911473.3355295819,944255.2924156189,926806.5155351475,908462.2263908386,876323.4211999448,943999.1116523743,914731.2224680356,952096.2238311768,922005.9734179685,938171.3271141052,913158.6011397318,936934.0538978577,905579.1566164523,968262.8844316716,949117.8750385778,943129.6073195036,921509.588579625,948272.7786557076,920452.2087020886
2013,750000.0,4,1112213.373184204,1105338.9515306733,1108058.214187622,1083942.6427686096,1071647.5248336792,1040007.69929653,1327927.8071067806,1297920.8031090857,1039474.368095398,1047721.8101035892,1005491.1375045776,1002885.5725199291,1189758.539199829,1166802.4821767618,1158160.5672836304,1154847.9681588681,1185984.0154647827,1167943.1752876965,1157877.9220581055,1154756.9294699063,1179349.660873413,1158598.4114389622,1130371.4513778687,1115273.7432785654,1077464.1036987305,1059319.6886347646,1189794.659614563,1182509.0587600067,1080881.2379837036,1063801.728430842,1318081.0279898273,1307261.0157269246,1353193.8893948444,1337092.4849205478,1201840.8202916784,1180117.1128287422
2014,580000.0,2,1021456.5992355348,990313.9230311874,1089523.196220398,1035699.6629533994,1087686.8963241577,1033090.4162158872,1032325.5673424614,984700.7871927648,940239.4890785217,928741.8863888086,979971.2896347046,956706.5796506118,1057515.6211853027,1009682.4201138648,1041659.4743728638,1014070.0523186692,1030951.8575668335,989255.0811286554,1035234.6897125244,1008321.5528192597,1013763.3085250854,969526.2000954943,1033629.6558380127,992936.6549696777,1056619.7633743286,1021102.6433141617,1042014.5988464355,1007194.260918666,1018268.346786499,980203.0496528466,945505.1703865184,918420.2822764014,919890.4358631355,889407.2957508228,1038672.0864840235,1000549.1033132505
2015,1500000.0,4,2485305.070877075,2469943.778334841,2144105.911254883,2097441.9918229035,2328375.3395080566,2259631.29091011,2176628.861545831,2127443.8752835076,2242833.375930786,2260628.5604680614,2424547.9106903076,2418265.0933644627,2568965.435028076,2519397.968123022,2407476.1867523193,2400590.2645974783,2484436.273574829,2446643.7593779545,2365098.714828491,2358723.7288142326,2509983.3011627197,2465818.88471632,2537574.529647827,2503681.635871936,2552958.7268829346,2509967.0925234016,2148930.549621582,2135771.7661943836,2258562.3264312744,2222873.7276523975,2019027.3235233317,2002453.3042212145,1969085.838526021,1945656.0493589302,1663672.6345525815,1633601.150029081
2016,300000.0,5,965917.468070984,947214.0868484317,1079982.042312622,1037256.7907495509,1081395.149230957,1035592.5357612807,981280.211322826,951150.9498330583,905051.1717796326,904852.5692401304,925618.5293197632,912655.1411689883,988846.8384742737,956102.2023311807,1021300.6734848022,1004677.7730467123,981328.010559082,952217.9921919621,889710.7839584351,877722.8189531423,1007571.9356536865,975295.254069322,973878.9796829224,946732.1466819004,961875.9751319885,936557.6995850628,993293.3449745178,972117.394262189,1002213.1204605103,974179.6324712655,925251.508501458,912134.4158782053,953603.334118424,935742.9826447782,971171.830690224,949902.2916737881
2017,420000.0,1,880232.6917648315,860343.7396528819,1123942.3751831057,1076867.0727227256,1121644.4969177246,1067107.3737897957,1131286.513844631,1091255.5445488838,874694.0493583679,869378.4212691764,901149.3921279907,885382.2425004236,1029575.3479003906,991987.5664235459,898566.2460327148,881459.4319211968,864690.5422210693,837389.6008921542,854094.2668914795,838311.5644617645,866868.3767318726,836201.043433255,864095.8666801453,837305.3096145019,891817.2717094421,863632.090047258,902125.6566047668,878073.9496393478,894561.767578125,864624.8769105324,1004431.6459775551,984571.4885697371,998362.9679243263,975476.7962802497,910255.121501597,883549.9193135991
2018,560000.0,3,990398.7050056458,975153.216489546,1123177.5283813477,1085847.0738838946,1064637.7801895142,1024869.1502279107,1162784.9219328458,1126941.4580658488,971210.4797363281,975232.1756225022,985094.3088531494,976495.0048854228,1035911.9176864624,1006179.9952549253,974507.1530342102,964140.2307388184,1024938.8217926025,1000604.7715041118,1002213.1204605103,990364.831915264,1084577.0835876465,1054235.5817012307,1027968.6450958252,1004094.7848020716,1019257.4262619019,997423.0640511287,1063610.6729507446,1045132.8909593227,1039195.7759857178,1015215.3450876174,1108837.504255367,1091645.800562011,1117352.2807157515,1095706.4236524208,1052074.6459816631,1027986.0109830727
2019,489000.0,1,1030909.0614318848,1007615.5605810079,1133936.4051818848,1086442.5118796797,1083329.5583724976,1030655.402099773,1026346.0001003084,990028.3876175074,955333.8885307312,949528.2017809978,998884.3202590942,981407.1309320676,1108989.0003204346,1068501.9817750936,1015275.4783630371,995946.7655864091,1052459.478378296,1019230.0939138125,960744.7385787964,942991.2552600399,1071544.885635376,1033636.6806134118,1060514.211654663,1027633.8709403648,1007237.5535964966,975404.6049357528,973249.8526573181,947301.8928704849,983006.4177513123,950109.6891850616,967183.7239748704,948060.0523170284,977064.4960278317,954666.5641314625,931846.7956324042,904508.1336487731
2020,1300000.0,4,1370711.9226455688,1362239.7607843871,1387523.2934951782,1357325.496437775,1384095.1919555664,1343230.514544887,1392627.3373253983,1361158.3268454769,1317600.4886627197,1328054.6508371285,1345390.3198242188,1341903.961986477,1360990.4050827026,1334730.4772758903,1377192.0204162598,1373252.942182781,1419254.0645599365,1397664.7889748255,1393741.3692474365,1389984.6204568937,1434435.486793518,1409195.8741734275,1419935.8224868774,1400970.573018201,1344290.6141281128,1321652.8605494988,1369608.759880066,1361222.083514732,1383628.010749817,1361764.6579625197,1371534.1370185125,1360275.33284305,1423726.3909970662,1406785.733296915,1404542.8296618965,1379155.2100740257
2021,380000.0,4,1006660.6998443604,1000438.6832065309,1035144.8059082032,1012616.1082492982,1062158.9422225952,1030799.2620610965,1038221.794603242,1014761.237956695,907508.909702301,914709.3057239947,1037380.576133728,1034692.3749113516,969500.3628730774,950794.1255310307,1078413.486480713,1075328.9819030561,1110803.246498108,1093906.0340762294,949213.7432098389,946655.1927782795,1118400.0968933105,1098721.2856398616,1041527.509689331,1027616.4379796588,1050207.8533172607,1032522.4314747963,1057463.7651443481,1050988.4806498843,1057233.6912155151,1040527.8475999793,995437.9725360759,987266.5089909057,995223.8009425809,983381.8165181689,956931.4641466241,939634.5818655286
2022,690000.0,3,1091040.4920578003,1074245.7959337053,1104410.8867645264,1067704.169159278,1131728.7683486938,1089454.0121425514,1199281.6627849918,1162313.1674634912,1072820.9018707275,1077263.357443104,1057688.7130737305,1048455.7019140745,1102387.3090744019,1070747.4626711372,1069300.0555038452,1057924.7151060335,1094344.3775177002,1068362.5037226696,1099956.3932418823,1086952.5715314562,1119448.6618041992,1088131.6127923178,1113855.004310608,1087986.4927686718,1103757.7390670776,1080113.2252800944,1042223.9303588867,1024117.6936867898,1100093.3647155762,1074707.6640385333,1170359.514330038,1152213.9574672463,1170478.7794493379,1147803.731666384,1088049.2114289913,1063136.8913624226
2023,700000.0,1,1066949.725151062,1042841.8816365919,1122090.220451355,1075092.4938045805,1097619.1759109497,1044250.2231734922,1141728.3171642274,1101327.8610028953,1108789.9208068848,1102051.662038145,1070329.3085098267,1051602.066938711,1039930.2244186401,1001964.4066605448,1077612.4000549316,1057096.9232123534,1088641.0474777222,1054269.299535278,1058148.6225128174,1038595.2248576444,1084084.9876403809,1045733.1495385759,1065496.563911438,1032461.7496050266,1027168.3931350708,994705.5460064516,1131888.3895874023,1101710.9440568364,1041975.9750366211,1007105.8051126584,1110829.3529505904,1088865.4434190937,1131629.795938206,1105688.6557121833,1119014.333598162,1086184.5221265063
2024,400000.0,4,916977.7035713196,911310.0038895683,980805.277824402,959459.2154761706,1020649.790763855,990515.6463124802,1023273.97920825,1000151.1963125905,946443.7961578369,953953.1110215853,966306.3287734985,963802.3047788714,965315.9379959106,946690.4379572108,919151.0677337646,916522.0894137373,923876.2259483337,909822.4924085849,890189.3496513367,887789.8960393207,902949.333190918,887061.4863026261,903165.4000282288,891102.34981726,954393.6848640442,938321.7664649482,938504.695892334,932757.8465859055,940748.393535614,925883.1885439876,916128.8701476734,908608.4481107108,905813.9575436497,895035.8443529406,958332.4008847219,941010.1961654476
2025,690000.0,2,1071943.0446624756,1039261.1126308945,1040350.5563735962,988956.2005906584,1045500.5168914796,993021.5835085764,1125614.9693631527,1073686.423616553,1085002.8991699219,1071735.0749647627,1075805.7832717896,1050265.9436746952,1022126.4362335205,975893.9472136507,1064719.796180725,1036519.5977963428,1069505.0954818726,1026249.036007816,1011788.8450622559,985485.2329781203,1084348.6785888672,1037031.4698609161,1056136.3697052002,1014557.3012576621,1057248.592376709,1021710.3349159851,1073485.7320785522,1037613.7433434664,1065408.46824646,1025580.9610471085,1081363.5222654508,1050386.8434230192,1090126.2246817474,1054001.8460040845,1048842.1391346718,1010345.878631147
2026,2200000.0,1,1720818.042755127,1681935.9744498525,1797252.893447876,1721976.5933234426,1745684.3852996826,1660804.9029635114,1729810.1943901975,1668600.2551469773,1700587.9878997803,1690253.296263027,1716576.5762329102,1686542.1335965698,1786110.520362854,1720903.1199819082,1640371.7994689941,1609142.5655964913,1801781.7735671997,1744893.9783551518,1735259.1753005981,1703193.5354012945,1825885.1766586304,1761290.5613968547,1775904.7746658325,1720844.3582890872,1669238.9249801636,1616483.9449740313,1660763.0252838135,1616485.1740435963,1624416.8281555176,1570055.026941112,1627846.227666966,1595659.585154598,1740608.4351991788,1700707.25226977,1518081.147531785,1473543.453620493
2027,370000.0,5,929286.777973175,911292.6889872698,956496.1791038512,918656.1611496464,971060.3356361388,929930.9656361841,989601.459397626,959216.7020196563,895896.852016449,895700.2582817626,943585.6938362122,930370.6735927146,943396.6875076294,912157.08591402,924698.4124183655,909647.8303087483,938991.0101890564,911136.8724705261,898211.0023498535,886108.5053837809,951674.6401786804,921188.579336748,936610.8775138855,910502.891193975,915894.8063850403,891786.836460048,921070.8737373352,901434.6287916653,907555.878162384,882170.1031304793,928244.1749858217,915084.6559702797,936717.8436397318,919173.746088408,924300.2104914006,904057.2022320131
2028,579000.0,4,1042655.58719635,1036211.0916358652,1026594.2811965942,1004251.6755558816,1033617.377281189,1003100.3717066011,998219.2745529504,975662.64940979,984265.9831047058,992075.3883824572,1079090.7144546509,1076294.428265774,1034791.2311553955,1014825.2248383915,1091794.6100234985,1088671.832429657,1116034.3885421753,1099057.6015254203,1011823.4157562256,1009096.1045941572,1089470.9825515747,1070301.1935902748,1063748.5980987549,1049540.7323520028,1002204.6566009521,985327.6050073229,1082705.1401138306,1076075.292324296,1009554.9821853638,993602.5321321657,961770.9298506601,953875.8361241706,931607.3145269654,920522.2909394586,970753.4413973277,953206.7218788177
2029,265000.0,1,880031.1088562012,860146.7115317001,1122486.3529205322,1075472.0346261673,1070008.5163116455,1017982.0619739471,1049664.6347457168,1012521.8842133719,925770.4615592957,920144.4355525813,910230.8750152588,894304.8293147712,1029695.5108642578,992103.3424727141,893333.7330818176,876326.535027304,943721.6520309448,913925.4553630082,898002.564907074,881408.4864634472,919675.7078170776,887140.2016026296,891194.4031715393,863563.6790408024,885006.1297416687,857036.2088506968,901002.7647018433,876980.9953252792,891987.3237609863,862136.5879525401,915692.1356496416,897586.583097677,883462.679537414,863210.4474588684,985215.9451206882,956311.5309715158
2030,300000.0,2,944651.0076522828,915850.0184771746,1049714.207649231,997857.2781480987,1018828.272819519,967688.1536191154,1100440.3464556308,1049673.1938966557,929363.1911277771,917998.5879068432,961372.4946975708,938549.3237410422,1051736.59324646,1004164.7872786577,948784.2917442322,923654.7643820571,917080.5811882019,879989.3206323035,951876.5211105347,927130.4578528919,933377.8023719788,892648.4381287856,933058.4406852722,896324.8313866594,931066.5726661682,899769.7860721083,954557.478427887,922659.6393696484,932903.9454460144,898029.773040845,1016078.2059480735,986971.6866172678,993157.9655361358,960246.9010910633,978829.767037338,942903.2111768326
2031,470000.0,3,981807.4703216552,966694.2291207548,1014178.1568527222,980470.4565292813,986689.9847984314,949833.0277916229,988600.6309366184,958126.4905126393,903494.656085968,907235.9467921265,986114.4423484802,977506.2332049392,1004313.7073516846,975488.6916972673,982885.0030899048,972428.9562352325,998271.4653015137,974570.5501622802,933055.6988716125,922024.9979924049,992461.3833427429,964696.8570674141,993961.9898796082,970877.9106162032,944433.9871406555,924202.4801355791,961557.3883056641,944852.5467266854,917648.6134529114,896472.9989323731,949840.2874227173,935113.7177362517,967002.4674993686,948269.2554653169,898497.501514197,877925.2175571723
2032,900000.0,2,1050498.7239837646,1018470.5970534665,1120625.138282776,1065265.138037314,1088853.7168502808,1034198.6681467098,1099026.6935039964,1048324.7576878389,1051827.6691436768,1038965.5241494124,1089969.277381897,1064093.1936659003,1095360.7559204102,1045815.7560791998,1045594.6922302246,1017901.0418854868,1067254.7817230225,1024089.7360330042,1071234.4646453857,1043385.4367116422,1084043.3835983276,1036739.4968830062,1062919.25907135,1021073.1548230224,1060705.542564392,1025051.0834963219,1051663.2795333862,1016520.5177907789,1032599.687576294,993998.6507751867,1047631.1817381312,1017620.7976315616,1053076.3651736265,1018179.7371220127,1039429.0632056012,1001278.2962797886
2033,814000.0,1,933506.8464279176,912414.1590754893,1021366.2385940552,978587.2441666916,994510.7698440552,946155.2022323193,1026346.0001003084,990028.3876175074,906211.4953994751,900704.3317423915,920763.1945610046,904652.8679192505,990422.0700263977,954263.6981171296,909816.9803619385,892495.9758981365,940307.5575828552,910619.1543828329,921985.6858253479,904948.4262535224,955538.5112762451,921734.2812552471,947503.0303001404,918126.5050996997,942467.0934677124,912681.1641269396,901800.6324768066,877757.5910282424,931352.4961471558,900184.3880738226,963888.0696208056,944829.5613959314,970213.8288462919,947972.9395787364,921914.7969331921,894867.521426965
2034,298500.0,5,929286.777973175,911292.6889872698,958015.6207084656,920115.4920095918,989597.737789154,947683.2140309729,989601.459397626,959216.7020196563,898425.2214431763,898228.0728883818,937301.0993003845,924174.0954867202,946705.5201530457,915356.350002591,923150.7778167725,908125.3853271807,933322.4296569824,905636.4441583303,896953.9403915405,884868.3810809819,944008.0523490906,913767.5839114897,936610.8775138855,910502.891193975,928159.5945358276,903728.7937116815,923392.653465271,903706.9106614584,933011.8894577026,906914.0694801346,928482.0422446438,915319.1510358794,929717.1492181825,912304.1699824675,931434.875193058,911035.6113417705
2035,700000.0,3,998142.3020362854,982777.6141320935,1077186.4652633667,1041384.5912846937,1025610.2085113524,987299.4199726717,1013907.3507279336,982653.1172021929,962852.1800041199,966839.2649173383,989869.8925971985,981228.9005434994,1040378.212928772,1010518.1024327542,995095.7298278809,984509.7838186783,1019102.5733947754,994907.0870468724,946192.9202079773,935006.9094591438,1031402.7070999146,1002548.7808491322,1022194.2663192749,998454.5119759822,1003154.3970108032,981664.9912009352,1020845.7708358765,1003110.9303720822,1024467.8258895874,1000827.2564475404,1001560.4606083349,986032.007968809,1005229.6445143165,985755.8782039804,1000082.6168660264,977184.4078671369
2036,1100000.0,4,1357581.9730758667,1349190.9654354558,1218411.207199097,1191893.9339108183,1203449.7261047363,1167918.5103884554,1449232.4340015796,1416484.3258529732,1388753.6525726318,1399772.3612246239,1384868.0257797241,1381279.367956955,1386045.0983047485,1359301.7472256077,1367132.1868896484,1363221.8820375786,1372949.481010437,1352064.5771372465,1195412.9934310913,1192190.8272413223,1289498.3291625977,1266808.95860396,1371849.1792678833,1353526.1948722594,1369096.6367721558,1346041.1516242074,1236069.679260254,1228500.717474506,1276720.1662063599,1256546.1142302803,1400815.6456949047,1389316.4721671587,1263301.8182425038,1248270.0229409942,1102580.1989724857,1082650.6631367074
2037,700000.0,4,1058594.9420928955,1052051.9278047222,1019215.7030105592,997033.683363378,1056694.746017456,1025496.3933546218,1074861.9857420537,1050573.4756811007,890893.7573432922,897962.3247122128,927938.0440711975,925533.4451788039,1034692.1682357788,1014728.0733099997,1034214.4966125488,1031256.411064592,1071085.2146148682,1054792.181217336,1053546.9055175781,1050707.1311158035,1073596.3582992554,1054705.891322323,1064385.175704956,1050168.8075647037,1059421.3008880615,1041580.7252763709,1063556.19430542,1057043.6033675766,1057901.382446289,1041184.988329594,983109.8344101615,975039.5714762349,982024.2893206712,970339.3634502131,1031998.9988438629,1013345.2437255385
2038,635000.0,4,962897.1815109252,956945.6605219699,983236.7300987244,961837.7500786391,990763.1874084471,961511.4290907127,1037068.7713743777,1013634.269436869,914971.5900421143,922231.196781472,950164.1392707825,947701.9451065486,943227.2911071777,925027.9853094381,941474.3185043335,938781.4906775509,979400.098323822,964501.7519609007,923859.5366477966,921369.3270052378,1044685.8406066895,1026304.0687045265,985807.8360557556,972640.9793268162,971142.2324180603,954788.2697285834,964466.5718078613,958560.7472834593,939074.2778778076,924235.5263700287,1019345.613220521,1010977.8939369785,1029522.471212226,1017272.3732371468,901824.8676804192,885524.0570593122
2039,160000.0,4,1007008.43334198,1000784.267416304,1079546.2131500244,1056051.1715809035,1074942.4695968628,1043205.3625608571,1035146.6075673448,1011755.5405038806,916033.8640213013,923301.899100317,953939.9147033691,951467.9362378222,1042447.4477767944,1022333.7169093451,1009096.2648391724,1006210.0230708594,1040667.1762466431,1024836.8531062022,933146.1191177368,930630.8780323063,998067.4982070923,980505.9994465167,1003376.3647079468,989974.855452175,1045122.2658157349,1027522.4848871116,1012481.9278717041,1006282.0856221898,1022532.9399108887,1006375.4190828816,908370.5320034742,900913.7974880504,879040.747169151,868581.2034699934,962791.2280804496,945388.4284471133
