Id,preco,fold_busca,log_a200_d6_rs0_bruto,log_a200_d6_rs0_calibrado_cf,log_a200_d6_bt0_bruto,log_a200_d6_bt0_calibrado_cf,log_a200_d6_rs0_bt0_bruto,log_a200_d6_rs0_bt0_calibrado_cf
2038,635000.0,4,571707.1412270224,519715.1009339223,570717.2199468997,520092.1290600476,568570.5819689655,517675.22674486664
2039,160000.0,4,178676.70784675874,162427.53773167313,182771.68786595075,166559.04702322657,188012.99850020194,171183.09444101155
2040,480000.0,4,384722.1532674892,349734.8525117188,415839.953727704,378953.14758961677,392713.0998803887,357559.5528038705
2041,350000.0,3,218127.3392679048,200076.82300864765,224723.2813156781,206703.25579795733,225319.93943306254,206824.02528724482
2042,950000.0,5,1003084.6828914161,919163.6580210442,999996.4772753558,917312.425672728,1014395.5208183953,930261.6260142393
2043,440000.0,1,364111.811498319,334130.29762430687,352931.6565460879,324684.73592633946,354490.9640475341,325612.038747736
2044,790000.0,2,740319.6259213333,678186.7537361274,742441.9927604526,681047.713784495,741932.7159026279,679526.2829854051
2045,860000.0,1,865852.7900623173,794557.1698206067,898305.8681688715,826409.8676832739,882084.0376750302,810224.2679892062
2046,370000.0,4,339992.16298059357,309072.6852230018,337329.38251449843,307406.80430634296,326447.49410359113,297225.68470768037
2047,460000.0,5,431842.4407876498,395713.227739597,442994.7326090676,406366.00424540305,440874.5117367431,404308.4100229192
2048,300000.0,2,276351.9731018804,253158.55606731278,261637.47758463075,240002.05765145444,272876.80899892765,249924.23134538694
2049,1200000.0,3,958338.3193893122,879033.7192687383,965480.6723029842,888061.0731857646,982526.2506177004,901873.2856685603
2050,169000.0,4,152325.85977551292,138473.0815469046,155685.78645116708,141875.78245371507,151655.73270059354,138080.33391573522
2051,1600000.0,1,1041775.6200802223,955994.2495761595,990216.0449175149,910964.0041940619,995472.725901747,914375.6447207213
2052,330000.0,2,386377.8894192121,353950.3173572167,371981.9311756207,341221.8681952123,386802.0548375159,354266.8451479227
2053,530000.0,4,284179.28480035515,258335.52711334504,308205.1223382754,280865.99223173986,293587.21024155477,267306.8752605379
2054,1200000.0,4,1309878.5865126888,1190755.9530208793,1335198.7644807852,1216760.8473453228,1315569.3323328544,1197806.6998393817
2055,450000.0,5,407448.749864723,373360.3849898495,426686.4842875276,391406.19271980127,391898.5211954221,359394.48477227346
2056,435000.0,2,451381.9374293651,413498.76475228486,439434.08652988094,403096.2457786437,465545.15767321916,426386.6032254265
2057,320000.0,3,289580.99112051807,265617.528282085,278834.1942198458,256475.14327667066,287488.66461382154,263889.4852781077
2058,450000.0,2,392391.7386366357,359459.44170759077,388644.5732389236,356506.63709766744,399707.5313947904,366086.79906982376
2059,580000.0,3,739041.347722439,677884.0535102593,769080.0674662046,707409.3657935848,707475.8810241879,649401.0688766926
2060,420000.0,5,348803.2319919552,319621.32421674527,346116.84923557687,317498.40499794466,352508.61692986847,323271.5764602806
2061,1750000.0,1,1342651.6058896102,1232095.6544517926,1389675.5544163918,1278452.7316836321,1381505.6661281984,1268960.0641815877
2062,390000.0,4,262296.0850609121,238442.42356222877,265509.8490105789,241957.9746887115,259467.5152185996,236241.3903100026
2063,220000.0,2,233968.8596203716,214332.5339832938,238685.26938080834,218947.82166272786,237702.7348477393,217708.76577404945
2064,900000.0,5,929919.3500082578,852119.5528121411,966211.349751788,886320.7992174552,897521.2073939097,823080.8601155062
2065,200000.0,3,239447.217730246,219632.4347168924,225738.33959343086,207636.9189663116,243619.18562361173,223621.13506090522
2066,314000.0,5,254065.09135284534,232809.2560143413,255721.08222662087,234576.95258296854,268040.2034160934,245808.9673600625
2067,700000.0,2,778636.6293677402,713287.9225696226,746998.9611268853,685227.8556918893,703018.1364272635,643884.9384563884
2068,607000.0,5,552447.6276148331,506228.2287072524,546773.4181879892,501563.8174026134,532821.6964484991,488629.5015517755
2069,225000.0,1,233049.26487431108,213859.6380961923,227531.319276282,209320.82725921215,229700.00899674918,210987.2911168921
2070,395000.0,1,399300.88617903105,366421.8510012963,390916.6962728289,359629.63917906844,398813.18327216397,366323.5085092633
2071,1000000.0,4,986611.6297176839,896887.4546866892,985959.4259693997,898500.5517565391,993834.2098947417,904871.5608401773
2072,1400000.0,3,1135704.44939725,1041722.4125816929,1091547.0347738136,1004018.4738465383,1126641.8506637814,1034158.8196661938
2073,1200000.0,1,1132365.8728916247,1039125.1648001905,1136163.4327008964,1045230.4781208581,1102468.3921638655,1012654.8127733917
2074,220000.0,5,214790.9500930368,196820.90531802372,220468.43070582434,202239.1433878339,213281.00734630384,195591.49525015286
2075,350000.0,2,299456.2293558312,274323.7393175263,294438.7443794539,270090.91035332106,300482.58683186973,275207.9952200102
2076,550000.0,2,508781.05704847537,466080.54326903116,512667.2374542814,470273.57477758406,524199.3687185967,480107.213138978
2077,270000.0,5,244889.2049138049,224401.05131463194,243661.28150284107,223514.30855725965,238959.2710071733,219140.00548717636
2078,380000.0,3,404589.1906841994,371108.54681224894,412202.1831128117,379148.67030067544,406572.92771377857,373198.43815937405
2079,1100000.0,1,822761.0555589168,755013.6735096244,809322.630697374,744548.4125702749,830469.3019600223,762814.3731538171
2080,750000.0,1,709473.1571551776,651054.0709493313,699702.0248797142,643701.3029618333,714303.7800564877,656112.3799991123
2081,450000.0,4,389644.13443091745,354209.2201602597,398357.57156706706,363021.5284949397,374000.9292914507,340522.3942527342
2082,1350000.0,2,1123534.6751662702,1029239.6788923627,1104238.7787298788,1012926.6704460384,1087772.2141484295,996276.0686672506
2083,220000.0,4,219932.63690028244,199931.58094889883,216654.45897917773,197436.26949142557,223339.98479424734,203347.80049501025
2084,470000.0,1,338591.631099324,310711.4872400643,342449.53874022467,315041.5554730693,338370.8033638689,310805.12145648035
2085,1003680.0,3,884339.1644415928,811158.1568703899,871909.5034016516,801993.1537984704,894123.4808741729,820727.264011966
2086,460000.0,3,369922.4673380039,339310.57093950576,380106.6336855838,349626.78665608383,369555.36836385523,339219.551735365
2087,820000.0,3,565847.9834790978,519022.82043287996,554450.6310528019,509990.5534792068,582866.9456228239,535020.9493394925
2088,175000.0,2,295447.256040555,270651.227468177,294495.4208649534,270142.90012659784,285542.0565989723,261524.16276811404
2089,350000.0,4,367131.2909980055,333743.73380664544,372110.98281124985,339103.12591397925,352455.23883823626,320905.3571698144
2090,520000.0,1,504338.687167753,462810.6815688716,503394.2240379964,463105.016699679,498044.71551546094,457471.0547058682
2091,450000.0,3,345225.9817297195,316657.7737405469,359030.42202938144,330240.6262915771,349604.51066838263,320906.406849506
2092,380000.0,5,275038.433913498,252027.90683992152,272161.6811404579,249658.17137911395,271846.4894008658,249299.560246763
2093,480000.0,1,271215.1274481349,248882.86617661125,264063.9169146549,242929.53477216192,256945.98151793343,236013.64597511632
2094,440000.0,4,326592.9299567394,296892.0017204597,322851.4597545381,294213.1360422326,322600.67144879425,293723.20875619334
2095,380000.0,1,362949.9786504443,333064.13183953706,350388.2495076075,322344.89072592923,363369.0081713365,333766.8250199639
2096,3500000.0,1,1547054.7126618915,1419667.9021635936,1608070.9104278632,1479368.7934165748,1552975.2085740485,1426460.6860915106
2097,900000.0,4,986694.4216956343,896962.717418382,976630.3262763565,889998.9836384093,914727.1432095584,832845.7297787863
2098,1000000.0,5,876762.6288362965,803410.0798093382,961927.0114970861,882390.7086560054,924013.7611183277,847376.1232541521
2099,240000.0,1,175735.883834611,161265.52700199973,181200.03334792142,166697.67045884428,178425.04298710285,163889.48634214737
2100,620000.0,1,727218.4024262923,667338.1460510292,711048.3868943993,654139.5577517705,734131.682700151,674324.984715968
2101,850000.0,4,854506.2123738712,776795.9334203944,847381.8835190056,772215.4379139248,835759.2754705002,760946.6373287183
2102,850000.0,2,808842.6669268133,740958.8552832126,790910.0378402193,725507.8219344247,821381.4332194217,752292.3039588276
2103,270000.0,2,352510.6519047303,322925.4585479253,348648.8474149711,319818.2521475142,344701.54548689007,315707.5499212411
2104,1000000.0,3,1172309.0606343173,1075297.9118673832,1172196.9893364431,1078201.3003452087,1118407.469690435,1026600.3771113921
2105,320000.0,4,221148.13986049045,201036.54395897104,214545.7236362747,195514.58811265687,217726.0575208019,198236.40154759042
2106,450000.0,5,372368.44786599005,341215.0045851835,369334.6679728641,338796.4736499067,374001.2163703712,342981.5811798048
2107,450000.0,4,474014.917746209,430907.17791616725,459891.854605132,419097.4539391175,485465.89051405486,442009.61660460924
2108,950000.0,2,1084525.3614053573,993504.3033347265,1098413.6967348447,1007583.2782160608,1040796.0537586943,953251.2296564415
2109,530000.0,1,460635.69630269037,422706.2606638575,458126.88475383614,421460.65346686065,466464.6890283603,428463.7234871421
2110,249000.0,5,198149.5875514924,181571.80827863034,205910.29795077743,188884.74027315126,203079.9300504293,186236.49460434847
2111,474000.0,1,410856.4486690538,377025.9111061287,413227.3439311929,380154.6519087088,413879.2303893665,380162.18654406915
2112,305000.0,5,301770.9921201284,276523.9403339618,302320.20795325335,277323.06022026105,305029.4459052277,279730.3246184383
2113,430000.0,1,418011.27787367813,383591.6009192515,416927.5285538859,383558.6918830626,403264.949283384,370412.60739739984
2114,650000.0,5,766762.8851871616,702613.2393447123,702671.7460934053,644571.7945095783,797372.3833224734,731238.3726319802
2115,780000.0,3,631795.9868378462,579513.4817138864,635222.4462379249,584285.4688868478,643576.2391305063,590746.7785190882
2116,1065000.0,5,1010255.8794566144,925734.8911179901,974461.8458389323,893889.1084572264,1027987.3418719267,942726.1423633964
2117,1250000.0,5,957547.1062719164,877435.8894518536,975720.0634653524,895043.29118601,900809.5787112478,826096.4941417068
2118,456000.0,3,432110.5070337463,396352.41380624525,425379.2785873384,391269.1258253482,421504.1621107767,386904.0072637539
2119,409000.0,5,347439.3914289386,318371.5865801917,349809.61381274945,320885.835762655,352508.61692986847,323271.5764602806
2120,360000.0,1,289765.2074593374,265905.50471610954,291361.96251045953,268042.77854382567,303320.3189101746,278610.0562515662
2121,959000.0,2,858864.1501936027,786782.1810008731,739277.2244569211,678144.6476341499,794931.6372347722,728067.2884474077
2122,395000.0,1,342074.4786752473,313907.5519113383,340330.74547284434,313092.3400378933,335753.0962511118,308400.66820865375
2123,460000.0,3,415056.76941481925,380709.9104196006,400687.4393818192,368557.266486436,415402.1552466824,381302.8979028254
2124,2750000.0,2,1525165.856558371,1397163.1238078403,1478412.3809657707,1356158.9752538344,1416036.9003768885,1296929.3183312947
2125,2250000.0,5,871858.5758939731,798916.3144089918,845101.314053741,775224.6672368872,848961.063861217,778548.2915511633
2126,850000.0,4,812045.4520767535,738196.6284052683,849387.0447657667,774042.7326677676,811513.2758245055,738871.0080885804
2127,1500000.0,5,1130351.5918411613,1035783.0417784392,1138892.0608955615,1044723.5192328073,1139117.6630315084,1044639.3223210444
2128,400000.0,3,334917.2233422552,307202.08774423826,335961.9830685646,309021.99059232784,338014.9791242818,310268.22910467075
2129,1307550.0,4,867470.4675505023,788581.1967165554,865258.2761069443,788506.1170033683,871648.3459603254,793623.1128493897
2130,317000.0,5,299019.28628057137,274002.4503257658,284880.995174548,261325.79729045162,305544.6980353375,280202.84177227644
2131,1150000.0,5,994904.1183971456,911667.503694815,993501.6452433366,911354.6145593715,998601.6009838571,915777.6528056801
2132,450000.0,1,417320.6245301235,382957.8170101618,437605.9549827076,402582.1183733907,421325.85291981354,387002.1632708061
2133,1490000.0,5,1151681.4901084537,1055328.4178079758,1159575.5076531526,1063696.7687868197,1267140.2532745898,1162043.7277249645
2134,340000.0,1,294774.0200511865,270501.8841501412,286854.6855372422,263896.2419363767,293624.7327900192,269704.32977721037
2135,350000.0,1,358342.87883086596,328836.3875442721,370869.9048749876,341187.29474650393,363066.69875026855,333489.1435078524
2136,320000.0,4,269379.45851559594,244881.6227334209,282625.76550938823,257555.63521402032,270835.1856296279,246591.48851102276
2137,950000.0,5,941296.4559817628,862544.8165238312,873415.7073069983,801197.9034900436,874596.7639861365,802057.7684689843
2138,450000.0,5,390913.829603233,358208.8249552291,409871.5483265201,375981.5886892451,401636.0392869697,368324.37378230965
2139,1657785.0,1,1231761.1091171757,1130336.0478688243,1232870.865230968,1134197.9215642326,1198559.0259996532,1100917.3366769277
2140,550000.0,3,422744.68412696035,387761.6333092171,412514.565385555,379436.0033818389,425187.5171597444,390285.00549989054
2141,440000.0,3,396431.182117135,363625.6313663732,394963.36994785606,363292.1965680608,390531.8266382287,358474.108378208
2142,325000.0,4,373463.8020253466,339500.35528364195,364062.8961474953,331768.93941755407,372206.8325118575,338888.89528773
2143,630000.0,5,508993.8966844396,466409.9651469801,505050.2781565162,463290.52778739954,515095.9806693698,472373.95542154845
2144,295000.0,1,296104.3361309231,271722.66000420565,289156.6118258791,266013.9333230386,295622.9559545954,271539.7658940062
2145,300000.0,4,316377.22259141126,287605.3285243055,312698.4440436412,284960.736827869,311489.83668877516,283606.95567148563
2146,340000.0,5,344117.88643558836,315327.96849699796,342836.33073617285,314489.1340149591,326532.4571755816,299449.8776113612
2147,425000.0,4,540234.9993300075,491105.09027792676,528750.4179285855,481847.96426407865,528815.954262437,481479.217727189
2148,870000.0,4,828504.1774009911,753158.568665051,764224.5681463218,696434.5368170192,834613.2252919666,759903.1753473072
2149,550000.0,1,491266.0001262158,450814.4192285646,479610.1657680221,441224.5179248834,493440.29648299416,453241.7388121933
2150,1600000.0,1,1273110.2185495808,1168280.4094765866,1347173.2546630136,1239352.1077647188,1264979.5313410617,1161926.8357962647
2151,460000.0,1,438126.35948197497,402050.37647190475,445201.108672811,409569.39317419665,434223.6066347155,398849.1898760097
2152,388008.0,1,420812.01090663194,386161.71738434565,424166.3688636309,390218.17088073527,421486.08494220744,387149.3418473448
2153,1100000.0,4,947322.8040750424,861171.6230799393,972696.0783953199,886413.720595376,977513.5909707191,890011.8752179425
2154,240000.0,5,307055.78338498395,281366.5903651438,301994.58884992544,277024.3647185199,301072.85252922494,276101.89082520944
2155,287535.0,2,353705.5738752981,324020.09419422306,351615.448301509,322539.53781183355,357176.150085258,327132.8739604012
2156,3500000.0,2,1701695.7227428993,1558877.351951077,1708909.5820430343,1567595.8192875804,1738621.8524137216,1592380.5751719258
2157,1290000.0,1,1128627.3354805193,1035694.4641791038,1152572.1875208751,1060325.956598882,1121941.1155875009,1030541.1732649119
2158,1003680.0,3,688968.7177929074,631955.0436501802,632411.1582980348,581699.6114413769,674395.2414122213,619035.930927345
2159,434100.0,4,359162.6498351503,326499.774710086,353893.02787977026,322501.18254119164,356843.351984534,324900.670223341
2160,2350000.0,5,932689.7755494436,854658.1963764821,1000608.0445669616,917873.4259247024,911429.2529894076,835835.3733648449
2161,280000.0,5,218725.5044337663,200426.28323096607,198630.2132905976,182206.6046291859,213788.39905005586,196056.80392085528
2162,400000.0,3,443757.8589642721,407035.9217908224,438872.00152574346,403679.8993981597,463298.51576762274,425267.57366332476
2163,1000000.0,3,723221.8749997774,663373.6768896803,691476.783245209,636028.9043870927,690549.058580386,633863.7242370734
2164,360000.0,4,377597.4514997977,343258.0834960778,376349.9619585005,342966.08923921385,366433.9900755103,333632.80640101805
2165,450000.0,5,493783.5035724383,452472.1184115827,527636.0444895874,484008.8048728518,499629.92355949985,458190.65202579886
2166,890000.0,1,742650.2541065906,681499.3158675598,774719.0990021208,712714.3780137153,738234.4165954286,678093.4857034901
2167,350000.0,4,382911.70690322306,348089.0512839773,381064.02148524555,347261.99125529244,380477.33082433156,346419.06344095455
2168,850000.0,1,886654.8588858452,813646.3650285429,873988.5417920854,804038.7809682164,913254.5177195403,838855.4168347311
2169,870000.0,4,904344.6639622438,822101.9896680913,831094.4778166255,757372.795686652,926713.0583647888,843758.7308071569
2170,560000.0,2,465594.18231380096,426518.217275218,454603.83460519917,417011.5716170565,462284.8548705494,423400.5353550944
2171,665000.0,4,394960.55949638196,359042.16029736446,395852.4393593623,360738.6123712536,380203.613847724,346169.84812376637
2172,335000.0,3,338139.6454845646,310157.84737890796,375049.91049549496,344975.55007329246,339623.8346548924,311745.01796669414
2173,340000.0,2,312766.9968695868,286517.37284258084,321202.86496494745,294641.8427008183,311674.5378686814,285458.55396258686
2174,3790000.0,2,2457199.01515285,2250973.451225508,2616222.7233403516,2399881.0975888288,2566701.045620367,2350807.268207948
2175,200000.0,1,194802.57361047703,178762.2368815963,188032.9876505688,172983.74857681015,192756.87740387322,177053.76497468769
2176,750000.0,3,573074.0880483675,525650.9489829286,550278.4756999096,506152.9533423245,579484.6916365288,531916.3355811652
2177,950000.0,1,843197.3610800361,773767.2229152701,881136.9597281843,810615.07455601,789003.3993452862,724726.5275999067
2178,180000.0,2,179853.9968637903,164759.37420640886,177705.611776761,163010.71572912353,178172.03226459323,163185.3889465152
2179,285000.0,1,355606.3154531323,326325.1569085306,355923.34638899605,327436.9855718492,359206.02393315505,329942.98203792615
2180,1000000.0,1,774316.7489156296,710558.3438944811,829864.6550854701,763446.3539709224,792838.1101642647,728248.8402521642
2181,455000.0,4,399087.5583752471,362793.8427309269,402727.0334471687,367003.40016911173,397311.25000591937,361746.1014652484
2182,1100000.0,4,1343721.596780686,1221521.2211607704,1327996.166095394,1210197.15065264,1319104.276881168,1201025.2153212093
2183,170000.0,2,200825.76435691488,183971.04227284793,210443.7351143336,193041.6464551048,210711.44663089153,192987.8047463793
2184,310000.0,1,349956.7652140892,321140.79912830057,350903.42302493425,322818.83227899484,350316.6727508052,321777.80984684767
2185,450000.0,3,347361.77728593774,318616.82752499386,350731.66625104484,322607.3280039617,344056.09078247665,315813.4419850814
2186,840000.0,4,820915.0176407563,746259.5802733215,797821.4777905678,727051.254967454,829198.2013057539,754972.87494347
2187,1200000.0,3,1050526.1444730696,963592.799413118,1044748.7900651929,960972.869090915,1033821.9527724761,948958.260155419
2188,720000.0,1,702620.0300915273,644765.2406693907,711256.4089676378,654330.9307574603,716352.4364006467,657994.1407111447
2189,325000.0,5,388067.04973317514,355600.2150905062,390478.7111789817,358192.23553776776,388744.9386677304,356502.4601627664
2190,350000.0,5,311441.8196346199,285385.6778780818,336938.93984558916,309079.3650148509,321946.778331891,295244.5346559141
2191,325000.0,1,344979.0073211858,316572.91730262345,341566.5552154045,314229.24162344413,349177.6227786947,320731.5536054482
2192,268500.0,1,266015.4660245625,244111.35269053504,254801.3742959755,234408.3206833383,253477.78444682472,232827.98869852856
2193,380000.0,5,344879.0094115656,316025.41367858177,340125.29879908403,312002.26197210647,339179.28152500856,311047.77521812776
2194,550000.0,2,515517.9379180934,472252.01732874865,506281.9251630077,464416.279015523,505508.2236356109,462988.2425494007
2195,280000.0,3,324753.8973304224,297879.7992751566,306142.192296838,281593.3779285996,331640.64929011086,304417.15104149975
2196,480000.0,1,402643.03996160906,369488.8068176531,425558.29586631776,391498.6948658007,421701.0678538966,387346.81098272634
2197,680000.0,5,630505.2756187961,577755.343515772,643291.3351200327,590101.2137972934,642766.8384770548,589455.8010540988
2198,300000.0,3,340138.3482173387,311991.15307206084,339182.16014789557,311983.9493295209,343398.99692291464,315210.2872116153
2199,600000.0,1,670195.2167876228,615010.3352323386,659949.5745727872,607130.4440124206,702210.5379065073,645004.3247004244
2200,740000.0,5,448153.5673599965,410659.71732556686,461485.483759831,423327.8597879671,446654.91805964906,409609.38984253746
2201,490000.0,4,525663.251002741,477858.52204994357,534121.4310236834,486742.54521977284,523820.5653499548,476930.98894090066
2202,900000.0,5,626715.9321888617,574283.0277402817,648842.723132599,595193.5889399865,622466.660736181,570839.3186603597
2203,599000.0,1,490371.2315508788,449993.32724269363,512474.53523853363,471458.5842802353,491966.718071855,451888.2067920052
2204,630000.0,5,511430.3861430568,468642.610706931,521539.75450100243,478416.5826159594,499509.7171242842,458080.4155040614
2205,2100000.0,1,1371172.9394957745,1258268.4985769377,1256807.912338283,1156219.164699389,1346515.3978995606,1236820.309632783
2206,270000.0,5,274029.16833880707,251103.0794017499,273842.1139837013,251199.65873696512,274892.4159153764,252092.8578254259
2207,1100000.0,4,658738.2252590981,598831.4270393499,658560.6525620184,600143.4684904412,643850.959694278,586216.9132905091
2208,373000.0,2,461826.0660538402,423066.3480493241,484905.6328103507,444807.64268039685,473344.2874245962,433529.72218605434
2209,400000.0,2,422780.6907495919,387297.9374887608,423838.7164145829,388790.49359030585,426951.75807679404,391039.42306553316
2210,525000.0,2,458860.9748137243,420350.1082898242,445582.74975738244,408736.4615460078,460127.2501013557,421424.41391235945
2211,217000.0,1,277933.52116056025,255048.05725199147,273140.9933469696,251280.1264794956,287188.4697215891,263792.40266995906
2212,370000.0,3,398556.3871026798,365574.97097312333,404592.9737278957,372149.6253209919,400221.07179599226,367367.98918860534
2213,400000.0,4,382911.70690322306,348089.0512839773,381064.02148524555,347261.99125529244,380477.33082433156,346419.06344095455
2214,590000.0,1,520189.39668715233,477356.2198404247,516573.90444462636,475229.8600597175,510857.96390091727,469240.4602843137
2215,890000.0,4,802067.141591796,729125.7628049024,852862.7842425695,777210.1589891892,794187.269818051,723095.9321834682
2216,598400.0,3,621023.5718163202,569632.5076880198,620494.046310595,570738.1043243089,635651.3949144832,583472.4636730239
2217,1500000.0,2,1129095.343047407,1034333.6560974377,1105992.6475452655,1014535.5077136556,1132019.1749649504,1036801.2701748727
2218,410000.0,2,520840.7298296457,477128.0828022475,508097.1587694236,466081.40667490795,527139.1385323337,482799.70911811956
2219,455000.0,2,455860.8138668392,417601.7421220062,475727.7721436008,436388.72095254227,451343.13144204766,413379.15674291324
2220,800000.0,1,703858.8030812981,645902.0112291203,702071.2017116575,645880.8624878058,675425.1616370493,620401.0432059095
2221,300000.0,2,320086.604663031,293222.6672508977,321442.4916103996,294861.6540539454,324684.98978436127,297374.6534157111
2222,170000.0,2,273003.7968078406,250091.38246784857,262802.8269573044,241071.04153673913,258423.21434964184,236686.37670265418
2223,1620000.0,5,1258159.051972166,1152897.7526099968,1254662.029370791,1150921.1239397947,1270970.1074268182,1165555.9340369315
2224,380000.0,5,412082.679723287,377606.62660081,402296.66844525025,369033.03277332877,411284.10193624144,377172.2267783065
2225,360000.0,5,451358.1782461974,413596.2210075928,464300.1373935161,425909.7856355252,449828.4106971395,412519.6732187045
2226,399000.0,3,354426.10777279735,325096.5691531538,354388.64672743896,325971.0639125629,357775.4096196494,328406.5784524651
2227,580000.0,1,495673.34279949026,454858.8546812176,498091.4220709624,458226.62502128544,486539.88280460774,446903.47354199336
2228,2500000.0,5,1630320.007834207,1493922.6245846315,1826216.5062071055,1675216.9944406052,1637816.9378141714,1501976.5135156184
2229,570000.0,2,515709.87747430237,472427.8479564683,509375.447717553,467253.9908958552,510277.83074006607,467356.6621075653
2230,430000.0,1,363330.6168722436,333413.42773799645,352054.6562983007,323877.9264815683,353713.1934578769,324897.6299388775
2231,670000.0,3,751459.0424375681,689274.1567225981,766148.8084606658,704713.1574769181,789116.5296108662,724340.0539050214
2232,2700000.0,5,2200913.988900317,2016779.029259978,2352680.5750854663,2158150.7277355124,2291535.8630514047,2101476.036006453
2233,348000.0,1,377006.55219199107,345963.2659865123,372663.5806437842,342837.4134947867,372398.0451882825,342060.3034134564
2234,670000.0,3,566127.3776025639,519279.094079173,564756.1735359401,519469.7190180745,578727.6356771003,531221.4243305644
