Id,preco,fold_s7,especialista_s7_bruto,especialista_s7_calibrado_cf,fold_s42,especialista_s42_bruto,especialista_s42_calibrado_cf,fold_s2026,especialista_s2026_bruto,especialista_s2026_calibrado_cf
2037,700000.0,3,1028455.5246531735,1050709.9865354542,4,1063068.379096414,1075181.297134291,2,1017466.9393472641,1046232.1725941573
2038,635000.0,5,777946.4117202944,821351.3304091659,4,799147.1843616874,825984.5742792578,5,791173.3987701822,836339.6350605146
2039,160000.0,3,954882.8078669208,987026.7160317426,4,1014746.4312539554,1029945.9458016286,3,964745.0187375622,989048.3486445994
2040,480000.0,4,757930.4134405653,798994.2854838882,4,756357.0653894576,785035.8919575347,4,762516.0272989023,771856.085806608
2041,350000.0,4,1041843.0080989695,1055389.2687713078,3,978632.480511579,989786.9476327612,2,1001745.18324103,1032635.8066508828
2042,950000.0,4,997173.8677348217,1015698.1411297123,5,987562.3101745974,996658.7526653917,1,1012979.1431508834,1036825.9920260702
2043,440000.0,3,938054.020874199,972353.0691794538,1,960573.0441206791,979458.6141131337,4,947698.1753682406,949416.4474905948
2044,790000.0,5,893734.2534557128,926817.6073595872,2,897862.5323146565,915854.983767152,2,911049.6748804358,953513.42070129
2045,860000.0,4,985392.1703090535,1005192.6546589046,1,1004814.901902486,1019599.1522568673,4,975828.7727458576,976235.9595160683
2046,370000.0,3,667167.5477359488,729726.6051724562,4,675696.7267537533,707357.2296890069,4,693002.6143125978,704694.7401149918
2047,460000.0,5,974117.3425622545,998986.7824393559,5,631332.243207094,662128.4773743235,5,887128.1352789757,924506.1470377506
2048,300000.0,1,911221.0813827026,930115.0629481435,2,956950.7009170952,968994.2526510828,4,922299.3908922025,925168.8344459548
2049,1200000.0,5,1173700.9383571043,1174997.5230337572,3,1173666.727055768,1170300.8748913577,4,1178915.2450932825,1168826.318474645
2050,169000.0,5,1009954.6358703277,1030910.661353778,4,955774.84666532,974517.9167602375,2,954877.4729421993,991898.6669686526
2051,1600000.0,1,1458975.9553299048,1421256.899759456,1,1518331.3074911437,1473482.7458619836,5,1564341.7287238296,1519128.9584031329
2052,330000.0,3,958689.2534799853,990340.0226139959,2,980094.5181903049,989703.9610291594,5,930433.4825199235,963901.2857653364
2053,530000.0,3,1013086.32584844,1037467.7235140187,4,978718.3607194456,996112.8329610763,5,1022779.097889228,1047162.6642195334
2054,1200000.0,2,1226396.561782525,1211173.498296481,4,1222309.7478494016,1223184.2772142142,2,1320799.8628305807,1302605.784731718
2055,450000.0,4,924100.9246927516,950281.647184649,5,949363.8059284119,961362.719937893,4,961716.2577822927,962785.8619172844
2056,435000.0,4,712646.717423532,757075.6345906992,2,707655.1741708803,741883.8003208345,2,709715.3872926868,773077.9575833919
2057,320000.0,2,900226.6967896804,921047.7376925055,3,904571.4500737134,920526.8795337694,4,885823.7872276983,890290.487600556
2058,450000.0,3,937359.5562970748,971746.652679187,2,983201.6983218517,992480.0372602325,1,589212.5453488732,647545.8605121995
2059,580000.0,4,1157930.5857759125,1157569.710563741,3,1209182.2165451075,1202908.1321515366,2,1140883.5521807403,1151842.8656391432
2060,420000.0,1,666958.5329072565,702202.1820655975,5,637195.0213594893,667746.4654955398,1,636455.4601885392,692419.5310667396
2061,1750000.0,5,1679644.7854482583,1605332.7297270074,1,1618876.7086921094,1560214.7470074135,4,1586452.2640674745,1550772.8130668632
2062,390000.0,1,668158.1022882734,703339.693447985,4,658189.7703582275,690406.8342829754,2,935250.6072394517,974744.7160324309
2063,220000.0,1,958975.9665241174,973910.2890380655,2,989230.7445839397,997863.7466780941,3,932053.6256578387,959028.202577518
2064,900000.0,5,959328.2496178416,985768.6232828059,5,959921.6701987772,971130.3624816365,2,979496.5352143488,1013336.331813419
2065,200000.0,3,952941.559341134,985336.1620778383,3,945393.8609375947,958755.6095978928,4,984891.9264612145,984868.8078188241
2066,314000.0,4,919174.1260710703,945848.2676388379,5,891414.1381436794,907580.9313931975,5,913813.970024029,948809.9870574375
2067,700000.0,4,987552.9595381236,1007120.5565836066,2,1037425.7568459848,1040766.4748966623,4,1002606.8712875317,1001731.774129778
2068,607000.0,4,791198.4260686125,829589.7512334099,5,771434.7760101265,795246.1302131517,5,773754.4506656487,820195.7571834008
2069,225000.0,2,1003549.8242332377,1014082.6404045413,1,971830.4626269359,989691.0376322153,4,1013621.066055438,1012209.0807207435
2070,395000.0,1,1038870.4029788043,1046702.8701234583,1,684484.6145207065,723961.5981697765,5,652146.5664326107,706157.8835522938
2071,1000000.0,3,919701.2880212455,956303.233206846,4,905546.9763378847,927103.1880561676,1,907950.5510025381,942775.403798305
2072,1400000.0,3,1593084.7487671154,1519066.6931760565,3,1428238.5691170364,1402456.0957142543,3,1469032.966163501,1440446.4586827094
2073,1200000.0,4,1355511.8594154208,1328615.5934639506,1,1299610.7326619523,1282592.0019718849,5,1396933.918989291,1375804.9305632971
2074,220000.0,4,979850.0396819899,1000245.4244485422,5,960643.7657654104,971798.073055631,3,917691.1428681117,945804.2221757817
2075,350000.0,1,674854.0779667455,709685.5505940372,2,681609.2602853535,717668.3772386706,5,685295.1005215159,737486.8380699172
2076,550000.0,3,961917.9311609152,993148.7878501044,2,949906.625532425,962679.6391506189,4,932254.1430602802,934676.1437999292
2077,270000.0,3,620141.3807620044,686151.5266431775,5,588253.9928293347,620708.2481848515,1,618218.8372057537,675151.131225073
2078,380000.0,1,743609.1347569955,774495.7726794824,3,699070.3398365015,725877.11981254,5,701681.0504316246,752903.2260567388
2079,1100000.0,2,1119296.486349584,1117014.0795409426,1,1121459.7997941053,1124540.4229963403,4,1122403.5773072839,1115406.8803482282
2080,750000.0,5,999059.3915550045,1021220.9109549223,1,1035022.2298509694,1046896.1902812739,1,998713.5991832181,1024129.6514430982
2081,450000.0,4,953402.8394363623,976588.4344006468,4,991158.7584089267,1007805.8512822664,3,1018969.4930662144,1038606.8246199655
2082,1350000.0,5,1280153.5397968069,1267258.2628859042,2,1233115.2712195776,1212729.646138016,1,1284144.5844066094,1274078.0436357588
2083,220000.0,1,1026705.6100999033,1035656.3385898169,4,992294.5486348063,1008872.8488443356,3,965878.1824550398,990086.9684461638
2084,470000.0,5,634039.2473115631,687360.3723465044,1,623166.6758052933,665822.8227102009,1,625867.2556200589,682401.5087660402
2085,1003680.0,4,1022225.2482687978,1037984.5449057728,3,1013350.4959274898,1022111.6182877899,5,992499.3748273831,1019968.9850046538
2086,460000.0,5,670668.9067514214,721808.2437865965,3,669258.5534046927,697293.5191959194,5,691234.9597133935,743080.478884748
2087,820000.0,1,980410.9425777935,993497.0201271302,3,968468.4155583247,980306.7237255842,2,1012338.4236374686,1041800.6890811403
2088,175000.0,5,975896.874268756,1000575.5313892792,2,973406.6620060974,983725.3275964672,3,917948.5474001874,946041.4143767088
2089,350000.0,2,1041179.4317052823,1047687.8699274301,4,1003655.9985890993,1019541.0651670261,4,1084498.7240117053,1079504.5935359593
2090,520000.0,5,740288.6387974904,786624.1970144365,1,748418.7897459652,783984.7407361799,1,732980.7248165761,782786.5532719507
2091,450000.0,5,691405.6856087547,741201.3789457991,3,683365.0491644153,710830.9963706961,2,682635.8357153379,748223.838773553
2092,380000.0,5,669880.228010142,721069.1506722502,5,657006.108803601,686697.7696653503,3,975766.819713206,999145.1033217553
2093,480000.0,5,956782.7632729526,983490.8763729114,1,970607.9867001408,988580.4911321689,2,965925.6580857262,1001529.9562160568
2094,440000.0,3,623252.9002122293,689050.4034777882,4,628230.4016100687,661319.7166099923,1,631841.8250464723,688057.0545835745
2095,380000.0,2,655606.0120859529,695536.9626170523,1,655274.0218680577,696338.9145577877,1,654650.1178370912,709583.5728023631
2096,3500000.0,3,3124462.634874031,2679161.094934802,1,3232167.6688322634,2890878.8251817916,2,3164279.513719379,2713545.4136108924
2097,900000.0,3,1297762.4752750804,1278114.3822881314,4,1172941.8369197208,1177466.8034850764,5,1245447.6267841836,1244259.3395912885
2098,1000000.0,1,1384521.2269004,1355756.787618442,5,1316821.5630121003,1296484.4638388548,3,1250643.6392522284,1247387.445356619
2099,240000.0,2,911655.4846100168,931396.2669663331,1,575843.9655380873,620531.9004381336,2,565063.7582243653,638374.2818731385
2100,620000.0,2,1003629.1259442876,1014153.6107789723,1,1008860.9535526932,1023260.4773571199,4,1040497.7511078082,1037753.0093590177
2101,850000.0,2,898307.6898606612,919308.6485230397,4,912783.0867611321,933946.1045031147,3,907368.8432125351,936286.636609675
2102,850000.0,3,1088625.6873915186,1102258.329325234,2,1047587.9574342384,1049783.1582966794,3,1060851.658732499,1076693.4867652531
2103,270000.0,4,609181.9901993021,659999.920647806,2,634767.2049309824,673846.5789785791,3,590500.5035775423,637679.3871822568
2104,1000000.0,5,1191921.6045179386,1190863.3400647508,3,1246344.4661298634,1236947.2711942655,5,1063188.6868689056,1083298.5347585534
2105,320000.0,3,661375.9394156997,724386.843400715,4,670419.8730847524,702251.6874196164,1,687770.9996898284,740669.2157851008
2106,450000.0,5,734673.0509347487,781426.3036285647,5,684931.5283554002,713328.2906373305,2,697372.5516312025,761768.6460977349
2107,450000.0,5,713263.0708485604,761561.2714186247,4,717157.5260576161,747368.5085854086,5,688903.0304967118,740885.1876619633
2108,950000.0,3,1315424.6602030683,1292751.4707540632,2,1272017.364710198,1246525.2426762464,1,1324437.6110569746,1308736.4438300391
2109,530000.0,1,747344.7301015608,777999.5126405659,1,741162.0732517642,777200.6908729674,2,732943.4487330038,794276.2924119049
2110,249000.0,2,546312.4837019686,591800.2586548872,5,549906.33061586,583616.9437519296,4,559510.9684211735,574783.3283227182
2111,474000.0,2,672961.8681186016,711819.9439819024,1,697616.6707283105,736338.0246459658,3,674100.5850724562,717822.5065224962
2112,305000.0,5,669582.126207607,720789.7617550298,5,640123.1117583499,670550.6327583882,3,654347.8720136051,698986.633820672
2113,430000.0,4,956274.5151681572,979161.0839212113,1,950721.5240795616,970493.45243316,4,967916.1955453745,968695.9357679248
2114,650000.0,2,1086225.6749627013,1087734.7145872486,5,1128461.7469274814,1125874.2817543072,3,1073776.7973112834,1088414.8893821202
2115,780000.0,1,1046335.2199501181,1053475.1131165382,3,969120.0815071742,980914.7779086132,2,1001437.775541314,1032369.6179829707
2116,1065000.0,4,1023062.4152825155,1038728.1220758529,5,1010527.0812886351,1017821.8545316996,5,1025577.503556277,1049670.762050475
2117,1250000.0,2,1309452.477882936,1283544.4397786504,5,1337449.3657046114,1315035.509538217,2,1350218.8416550548,1326933.976814548
2118,456000.0,2,641050.1754096898,681842.9078819295,3,655147.596912818,683729.4262646011,3,640550.8714004906,685794.3739751497
2119,409000.0,5,668034.9736399967,719339.4707289103,5,647330.5213594892,677448.3241613472,3,636896.6103569518,682295.266905657
2120,360000.0,4,999925.0326894823,1018149.05112002,1,980567.6586079637,997623.878949621,3,941870.8173458434,968054.7644425007
2121,959000.0,2,1153517.507050119,1147207.841685667,2,1003996.7291566823,1011033.3197385693,4,1071594.8791031786,1067268.9264588654
2122,395000.0,4,664598.9790444707,712231.326292105,1,672607.7440272467,712746.0361914256,3,654856.070301998,699471.99098933
2123,460000.0,4,1049682.401393152,1062332.8044397852,3,1015778.8977203944,1024369.3414843465,1,1043404.687359612,1063826.8574395787
2124,2750000.0,2,1450200.3491238337,1405008.9501069668,2,1462263.577178784,1410158.5480001045,1,1485490.903036326,1445932.6154494334
2125,2250000.0,2,1549037.611256718,1489493.9856317346,5,1521845.495669551,1479820.3748635133,3,1512768.3315656055,1478729.5112670655
2126,850000.0,4,1111373.137558921,1116751.4430168876,4,1097498.1943959948,1107316.181069864,2,1154264.0820270656,1163179.747508587
2127,1500000.0,2,1346601.1535756206,1315742.4416144243,5,1343316.8371376535,1320307.7503235016,5,1364990.5527254618,1348220.7562436028
2128,400000.0,4,680086.5838930999,726729.3510527124,3,675564.9813126553,703348.2916995833,4,700921.6282708172,712361.4467701003
2129,1307550.0,3,1407015.261042737,1368168.8651046725,4,1502526.3048727496,1480184.718518267,3,1463139.4985723672,1435278.5499288423
2130,317000.0,3,630699.9433803622,695979.2765169388,5,655468.9470535335,685229.095833098,4,677904.1522187714,690065.7126530536
2131,1150000.0,1,1212067.1261045956,1202659.32059956,5,1090811.4524495192,1091489.4201996126,3,1123865.2671353547,1133699.2479518068
2132,450000.0,1,966432.196025665,980728.4802647859,1,949596.4016469922,969468.922573157,3,924728.7105198818,952286.6450503805
2133,1490000.0,4,1600625.5021211684,1536546.008712451,5,1536014.2340496185,1492408.5355165212,3,1585391.1655851775,1542041.9773243088
2134,340000.0,2,566809.1260495782,611422.966484873,1,621004.8139981555,663762.0903045022,3,596176.0066329305,643156.505044734
2135,350000.0,5,669339.2979419997,720562.1647735675,1,672320.4360198115,712474.4620247567,4,675288.8275713639,687530.1336406182
2136,320000.0,2,952417.9588716323,968186.5186681604,4,958291.5745068426,976888.6222377555,2,942946.1798176297,981477.4736027091
2137,950000.0,5,1333253.0971533689,1312903.7360208957,5,1297334.37744408,1278936.2457304439,2,1219518.0439236083,1218171.2918891758
2138,450000.0,5,1020509.822152592,1040285.0932539911,5,980415.296958528,990063.8580723905,3,1000051.5008600776,1021349.213774418
2139,1657785.0,2,1634910.049328921,1562396.3502824716,1,1764182.2477293964,1684542.2429689104,5,1680144.7411843599,1617147.1381215663
2140,550000.0,1,1041811.5603152241,1049371.7261674243,3,972078.8717497643,983675.153922536,1,1019069.2358252386,1042239.0127738144
2141,440000.0,3,742581.2042445337,798615.406442329,3,749537.4879811656,774050.4605865739,2,755657.223320161,814901.5450611839
2142,325000.0,3,725808.3711800242,783393.1566344762,4,784440.5430603775,811930.0865210813,3,697979.6832602869,740515.475468235
2143,630000.0,4,927298.6987238781,953157.5793031022,5,798344.6593959981,820564.5454844399,5,902322.67849289,938355.3972062634
2144,295000.0,5,631125.5392618496,684609.338354181,1,647444.5554505484,688912.6735637063,2,627618.2726082937,697232.073717612
2145,300000.0,1,988691.5844051728,1001052.233268096,4,1007549.4726674663,1023194.856276259,2,973117.5203547283,1007790.0062600938
2146,340000.0,4,996147.5072736375,1014783.5781845478,5,959486.7640166238,970728.1906473029,2,985353.4936561387,1018423.6600230348
2147,425000.0,1,892743.3750570695,913108.8798811216,4,917185.9407545552,938107.697005021,4,913711.6508511421,916963.1643098152
2148,870000.0,5,1030633.6498597444,1049264.6443830426,4,1070285.5129350992,1081923.8440439843,5,1115826.093145999,1130114.2670429107
2149,550000.0,2,736483.8023683754,771016.1713911693,1,725076.1534061811,762136.8214701446,3,721553.9499663851,762838.2216766446
2150,1600000.0,1,1726955.272628001,1654388.129499124,1,1631206.2976246686,1570809.6950742328,3,1994897.375759785,1893708.6335249392
2151,460000.0,3,860016.1827558833,903751.4649326571,1,1078022.8015059577,1085606.3603149543,3,1029708.6723415945,1048388.3267737322
2152,388008.0,4,709225.8095705037,753895.6208008353,1,705809.2190806823,744046.3991456892,3,683062.5523592049,726349.1344157715
2153,1100000.0,4,1036980.4583498344,1051079.107718619,4,1088205.3355970918,1098650.3950331567,3,1018957.4219075751,1038595.8237968159
2154,240000.0,5,639596.9858541199,692603.2936045649,5,589795.496644658,622194.8142352558,5,597345.0512854044,653922.5730249955
2155,287535.0,5,1012025.9810454578,1032751.2911029254,2,958959.1154994129,970793.7007961788,4,1034130.1537210983,1031704.0406185151
2156,3500000.0,1,2735064.903725422,2503258.529256589,2,2827450.316057871,2527455.3261837014,1,2836623.976475333,2536296.5516153313
2157,1290000.0,1,1455808.690294447,1418477.432943315,1,1443221.9736095201,1408288.2898692132,2,1420229.869863929,1384493.3144575136
2158,1003680.0,2,975731.5939802276,989146.9762769934,3,1010174.1031838618,1019157.8375754388,5,981989.8022758439,1010506.5180264472
2159,434100.0,5,655393.53729406,707473.087504922,4,644452.6313446625,677082.4269408757,5,640996.4975122138,695575.7239876147
2160,2350000.0,3,1481127.1497374303,1428627.3470875667,5,1543108.9820927307,1498708.0817892952,1,1573598.647505218,1520151.8268600514
2161,280000.0,1,948295.1059496624,964134.2207184039,5,927660.2758693737,941254.1614779361,3,917461.6886670467,945592.7796056177
2162,400000.0,1,1032052.6031999814,1040513.3947253417,3,971666.0151619827,983290.0226557304,2,962384.1785427972,998444.5896392943
2163,1000000.0,5,1166456.6300231589,1168680.6449015483,3,1119832.595299798,1120726.9168839934,2,1166013.2394443029,1173117.0884946287
2164,360000.0,4,700210.7438243532,745506.1480608687,4,669309.2730750202,701176.7541711668,4,691952.3703002812,703677.6452328933
2165,450000.0,3,968937.9621450994,999250.6946309062,5,955305.7151824703,966861.038773708,5,964861.1753805857,995057.3773519826
2166,890000.0,3,1140390.325828344,1146246.5034619719,1,1127534.1583466856,1129971.9603251256,5,1114067.4935901498,1128554.6757592403
2167,350000.0,4,719767.824182747,763689.1681227022,4,944221.3635628859,963628.6619122605,2,707412.660706365,770970.4530859452
2168,850000.0,5,1154470.654506559,1158217.97292336,1,1134954.9387688774,1136603.1478950332,4,1109940.2433946312,1103608.4756156083
2169,870000.0,5,1075483.216454266,1088909.5240366093,4,1025841.5721317867,1040346.5938210414,1,1054238.798542392,1073416.4015697904
2170,560000.0,3,931171.0256813241,966339.6035033735,2,917386.8143521247,933456.8739669343,1,923860.5844341731,957110.5473700451
2171,665000.0,4,925366.9598963915,951420.410305841,4,968092.5072197393,986116.398308909,1,947534.2332656872,978381.0718089913
2172,335000.0,2,979604.8037988017,992623.6596558243,3,950451.5577114093,963482.8690222657,3,972828.286374167,996454.3838278307
2173,340000.0,3,635239.2530153405,700196.4061054534,2,643182.1226840155,681745.6017393137,4,688182.583404663,700026.2381739547
2174,3790000.0,5,3534879.467010388,3068509.9074566113,2,3538802.0530794803,3082687.334252833,2,3186930.1068046405,2729852.1859302674
2175,200000.0,4,598441.7053799405,649809.6226981307,1,616449.2051893848,659417.0466179483,4,608095.011393269,622219.0013596065
2176,750000.0,5,845391.3999282959,883013.1114378328,3,838460.6732223643,858326.8556574465,5,826172.5250950708,868644.3391568769
2177,950000.0,4,1004062.975471684,1021833.8004094803,1,1091511.1783493867,1097714.2844341036,5,1039772.0126197634,1062379.665244595
2178,180000.0,2,590853.7021317724,634339.3314061698,2,989502.0813182346,998105.9511299798,5,595108.9464203292,651778.8442073679
2179,285000.0,2,666552.4018994009,705812.3456220465,1,719717.8370648997,757110.9750933595,2,695525.8689517183,760073.8525038896
2180,1000000.0,2,1471137.4664837709,1422959.3177651374,1,1310787.2156380392,1292426.1576345947,2,1275963.5969807943,1265360.3285748234
2181,455000.0,2,688512.2517289759,726368.2886707882,4,687048.5912548834,718330.3178406775,3,671638.8101614051,715478.2198155611
2182,1100000.0,5,1488864.4752173235,1445356.3076241044,4,1489962.5961224786,1468745.3845741455,5,1537847.2494661168,1496578.5603889371
2183,170000.0,1,976989.1400133978,990373.1391723152,2,952619.9117340953,965112.5820164247,4,955301.5957420759,956669.1907428489
2184,310000.0,2,639486.8095726271,680370.000007028,1,622955.2051959041,665621.2785667588,1,636216.3362189815,692193.5268632105
2185,450000.0,3,717063.5422456111,775434.8133696767,3,754622.037456159,778889.5723394967,5,756651.3737813438,804300.5592926318
2186,840000.0,1,921094.1541412072,939187.8017407048,4,901569.6822999167,923340.2420731114,2,863191.1162050975,911258.430294073
2187,1200000.0,1,1210289.7194587665,1201070.6268814935,3,1215205.4026382836,1208430.619658221,1,1180595.044165223,1184339.9136892583
2188,720000.0,1,835080.4403876602,859809.4891847635,1,851384.5680299052,879512.3240063286,3,831817.1893405375,866265.9047755342
2189,325000.0,2,688796.6449680319,726634.0037975545,5,685948.6032961956,714296.420012363,4,728060.622799244,738604.748738136
2190,350000.0,1,1042847.5702112413,1050311.6409305774,5,979617.5690609411,989327.5001269686,1,1010025.022454058,1034198.7609667263
2191,325000.0,2,967373.2221132516,981638.9190573482,1,983909.0280698732,1000655.6173462701,4,976499.2847085462,976874.7670295887
2192,268500.0,3,931971.8556292801,967039.6237846345,1,972961.6516611371,990718.5210251631,2,949058.3706016811,986818.6860335922
2193,380000.0,2,650086.901671378,690348.7463958253,5,654520.9905661739,684323.227793454,4,678923.6710353718,691054.0182279247
2194,550000.0,1,1008837.373363411,1019407.0426256002,2,966226.2927139194,977301.145326856,2,961580.3423293498,997744.0280397191
2195,280000.0,1,1027176.8953393564,1036084.5413708157,3,957255.1835710765,969838.8907736074,2,963477.0224654616,999396.8779033251
2196,480000.0,2,856227.6765710815,881065.2490098522,1,908447.5473105661,931907.4887265208,4,920987.8320547276,923915.8635321319
2197,680000.0,5,801484.2658478959,842946.5422999184,5,732744.3287067709,758709.8330913292,3,763641.0908046005,802501.0497814956
2198,300000.0,5,664269.1344251322,715807.578811328,3,638178.6526463283,667387.7866247516,4,663985.8087773,676566.3550001807
2199,600000.0,4,887926.5231868488,917660.0397639512,1,906591.0039205735,930208.5262080797,5,856954.3648196718,896915.7101096648
2200,740000.0,2,761359.2631623417,794036.120286571,5,776977.9629894502,800467.6141739822,5,776929.8219838375,823142.0334708259
2201,490000.0,4,810414.7783265623,847188.6616462156,4,815039.2081038863,841149.7949533171,5,770928.3264351774,817572.2648769246
2202,900000.0,4,1011928.0584760108,1028832.254107154,5,1009144.6757010665,1016549.0822157331,5,1021214.3062063197,1045759.8324988682
2203,599000.0,2,1054495.3235429504,1059546.171875474,1,1095514.738467937,1101304.9863287776,3,1042036.2780113339,1059603.3020066891
2204,630000.0,3,781275.1050322697,833528.0996197191,5,769290.0139680457,793224.9768205596,1,779962.543569339,826194.9668246915
2205,2100000.0,4,1775226.1806245956,1682203.4455097117,1,1878514.0612646206,1781587.8642082105,1,1814169.93624572,1720125.5983643967
2206,270000.0,2,963097.8477894687,977795.6229207657,5,939710.6277915211,952423.8780285253,5,947467.8090085012,979334.4809591785
2207,1100000.0,2,1090108.6234828795,1091177.7223272666,4,1082878.997030622,1093680.937771123,1,1075769.5165664337,1092435.5496230996
2208,373000.0,4,994338.7763463481,1013171.5780645917,2,975244.2786869584,985368.541353101,3,956576.9591047573,981557.9471047054
2209,400000.0,4,724319.6889351284,767912.2921773139,2,720034.96782019,753357.4023049667,5,720421.2440514512,770479.7727084461
2210,525000.0,1,759821.2459877571,789689.114161659,2,738817.1073964642,770721.5389083897,5,734837.4107155523,783962.0337697965
2211,217000.0,5,1014312.6818146347,1034782.7234751062,1,987936.9321927908,1004308.7943707193,1,1002579.6447586771,1027572.7716841074
2212,370000.0,1,1049839.3250063753,1056652.4573488713,3,943279.9558609943,956779.2282153963,2,950845.4200765337,988379.2798103231
2213,400000.0,1,658624.6104325472,694293.7749170923,4,944221.3635628859,963628.6619122605,5,707398.747203803,758272.0140880409
2214,590000.0,3,743131.7305385256,799114.113857646,1,791465.9727160763,824084.5367261184,4,800540.0236617363,808468.3721863382
2215,890000.0,4,1013210.4771625308,1029972.7198443548,4,1048608.1999971024,1061661.49302204,4,1028507.3009029643,1026361.0742262689
