Id,preco,fold,generalista,especialista,catboost_global,blend_arvores,peso_especialista,score_juiz_componentes,r_arvores_livre,pred_livre,r_arvores_ancorada_publico,pred_ancorada_publico
2065,200000.0,3,254858.22517376265,215619.6910352819,241999.856584734,274145.7780573056,0.1426975702768481,0.5295441070970646,0.6163617499358904,255221.64681880988,0.4541503293894674,250751.29852057743
2066,314000.0,5,257962.3738360607,238605.0816988508,249458.9600959881,270717.4944461696,0.174588646314004,0.502533974078445,0.6286742624137454,258595.36583241145,0.42167878254287144,254963.20877489797
2067,700000.0,2,707278.4631931491,679462.4141213109,750997.8240253238,641699.4219448868,0.4206984572904612,0.679314903432332,0.7684519227458657,672247.1222666554,0.6104598093327074,682250.6667184024
2068,607000.0,5,556536.8643224644,493380.5840783077,554318.4283196733,559864.5183266512,0.1420497377474027,0.592188346405561,0.7586731022880635,549272.1945152796,0.5382294665681222,548223.2643143074
2069,225000.0,1,240530.52386606272,213477.9994566259,234092.96904473755,250186.85609805048,0.2266699894616056,0.43533439055997625,0.4715350248959621,235288.8451970075,0.29868381846740955,233137.55881370633
2070,395000.0,1,385299.79162001866,370663.95333077735,386607.90122313687,383337.62721534126,0.2351770174643588,0.560741974881246,0.6721871598099937,381176.98954662035,0.4867951949493141,381640.6883548379
2071,1000000.0,4,875366.1774138797,881795.5368863253,883914.6162325202,862543.5191859188,0.3452007078116919,0.6848582317394012,0.8485019055439521,871309.3602088804,0.660563586361627,873939.3275543833
2072,1400000.0,3,1149693.659263252,1039903.9078559536,1185354.7521836665,1096202.0198826306,0.3770314511034346,0.6274276054406845,0.7533986476169584,1088671.9394051128,0.5960814019877164,1097409.2366992661
2073,1200000.0,1,1248591.2768721208,1013612.3351186144,1218612.0958097137,1293560.048465732,0.0,0.4727367365093871,0.5313787784150193,1258437.8473367754,0.3547873373915258,1245202.6803754885
2074,220000.0,5,231451.0468882665,198576.11162103657,232811.42447861537,229410.48050274327,0.2912798970845441,0.5102564234987951,0.639871814073253,221297.07192823035,0.43171796678932656,221798.78876084497
2075,350000.0,2,336488.9981936971,273281.66016206425,325446.3309284063,353052.9990916332,0.0,0.6035071273857258,0.7078057019085807,344986.48806503636,0.5346520332861011,340206.29219413025
2076,550000.0,2,535010.7333109898,465151.2694190646,520152.1345521717,557298.6314492172,0.0872416792145732,0.5312550746937077,0.6500040597549663,537392.6575538656,0.46239998059408305,531031.7960198183
2077,270000.0,5,267111.13221908105,224792.45813653927,258003.10875326456,280773.16741780576,0.1388571200222642,0.4653427744892857,0.5747470230094643,264661.37050243665,0.37333022307696434,260711.93472217585
2078,380000.0,3,418067.6107559008,374649.80579923495,419073.7140915584,416558.4557524144,0.2041310201579141,0.5448577129844789,0.6378007981782706,408728.6564734483,0.47635505792621824,409051.84115369077
2079,1100000.0,1,951981.4701514292,767668.4346028283,945035.2915973712,962400.737982516,0.0,0.553074713410807,0.6599195414572914,956495.0890130571,0.4752943027436558,953288.989328831
2080,750000.0,1,724829.874404439,672705.0552081033,726479.5523924382,722355.3574224402,0.275887281846101,0.5201853756991534,0.6072966011186455,709830.2328751979,0.42596029617617526,710371.7723576505
2081,450000.0,4,397545.6529322768,366898.2986193176,410853.27704696666,377584.216760242,0.5417143310288774,0.4635474198358453,0.4612079847127293,380010.3200588077,0.3617939902918266,381526.05874283885
2082,1350000.0,2,1198953.8594146976,1043647.1211834906,1221193.8253962805,1165593.910442323,0.3877224838204615,0.5536582109105826,0.6679265687284662,1129617.0340455647,0.484803116810958,1135851.0284095623
2083,220000.0,4,229994.76310337425,201101.7936850695,221724.0999733149,242400.7577984632,0.1242741386094786,0.49576788941923555,0.5175938064836623,228533.39514711348,0.40529162422940346,226499.93010138118
2084,470000.0,1,343171.87396229774,314820.8544595349,341105.7448781801,346271.06758847425,0.1083422511727917,0.49940272436504873,0.574044358984078,340901.85679394845,0.3947863191750183,340076.2480364457
2085,1003680.0,3,909863.6889849548,800985.197062967,907026.9221487656,914118.839239238,0.0908208177900206,0.6434148730585252,0.7757808222819353,902398.2236807522,0.6192629400335853,901389.0240201068
2086,460000.0,3,389454.36056285567,339515.90325221285,385118.211525678,395958.5841186221,0.1169226770596937,0.5524628027972236,0.6484479239161131,385993.7863988363,0.48738243815469795,384451.924670371
2087,820000.0,3,609313.1224881834,530430.2046036151,590559.8912818613,637442.9692976666,0.1671906962862255,0.4622043258225748,0.5220860561516047,600891.4415095726,0.3565076465414573,594426.4882138257
2088,175000.0,2,300253.36776975053,270317.5148781812,296438.033525088,305976.3691367443,0.1386712193802624,0.5788173833693488,0.6880539066954792,298468.6746029334,0.5099622892697242,297005.53745616024
2089,350000.0,4,372723.3842609535,318083.0722583618,359333.177277193,392808.6947365944,0.2363336516917073,0.5165797567033342,0.5540145742308349,363747.28780437936,0.4333876450629367,360663.56576691364
2090,520000.0,1,520156.1932203532,469085.9501088807,511634.60418119497,532938.5767790905,0.0,0.5311956453563462,0.6249130325701541,524947.7343031373,0.4424757006619645,521061.09438333206
2091,450000.0,3,398248.6773939846,322909.6035727933,397544.81319031806,399304.4736994844,0.2650274760614945,0.4392377622622775,0.48993286716718853,378398.063178621,0.32320612937902615,378182.435134229
2092,380000.0,5,305969.29577955336,258700.12502957848,293800.49212249,324222.5012651484,0.0,0.5792123973182582,0.7398579761114745,316308.45823602204,0.5213607327546286,309661.3331009744
2093,480000.0,1,288649.0303308388,251861.8947274745,279826.50390829553,301882.8199646537,0.3408762392591596,0.30856572308285557,0.26870515693256897,274200.42621100455,0.10853081725172853,271871.83697032754
2094,440000.0,4,326406.828470126,295036.3769269684,327775.4854150601,324353.84305272496,0.1454943688450974,0.5993650659680282,0.6988888654440494,320968.70937183336,0.5451478125702736,321418.2194095735
2095,380000.0,1,354246.47136105807,331277.0168602249,350748.53424529656,359493.3770347003,0.2235260047147666,0.49698010538277687,0.570168168612443,350267.66716814,0.39115239070161045,349052.1244334984
2096,3500000.0,1,2211849.533876579,1379552.0028225249,1879480.366623994,2710403.2847554563,0.0,0.9685346712824993,1.0,2710403.2847554563,1.0,2710403.2847554563
2097,900000.0,4,995890.1812063586,922038.5460198636,1097602.1229135771,843322.2686455308,0.3892280857003966,0.6316038007919732,0.7553066513859531,911963.4428696261,0.5886701045825993,937843.2639374011
2098,1000000.0,5,871467.1035947755,811011.8874416873,928623.0354956046,785733.2057435319,0.50629735681331,0.7549436637003348,0.9946683123654857,798907.8598371104,0.7498113790513281,816181.3134104714
2099,240000.0,1,205656.7774486605,166876.7087155148,200147.22235037392,213921.11009609024,0.0565305894392786,0.43993280585365185,0.47889248936584305,204489.74427645202,0.305581441407923,202237.52530984578
2100,620000.0,1,705078.6158516959,666669.2127550853,709019.2758273405,699167.6258882289,0.275210276697947,0.5572893835652043,0.6666630137043269,692603.8795789444,0.48161630797525157,693925.1823825334
2101,850000.0,4,863230.1504587958,787950.1693504361,875567.9053661389,844723.5180977812,0.1812953011583853,0.6264106329380636,0.7462186076416114,840839.3773379925,0.5816593279798214,844994.901462251
2102,850000.0,2,810286.5067958946,727442.3260223563,801988.801782495,822733.064315994,0.2867321466584739,0.5521944895074447,0.6667555916059558,790479.3902521556,0.48333939540782,787765.5246674982
2103,270000.0,2,329016.0671633888,317574.91502294416,338297.11115511577,315094.5011757984,0.1788988281597722,0.6196824946840697,0.7207459957472558,320858.5050947596,0.550827400584445,324095.74153645785
2104,1000000.0,3,1239274.552706894,1106261.6498610177,1222617.7132438857,1264259.8119014064,0.2242192705122329,0.5262440514925418,0.6117416720895587,1216290.840530239,0.4493652487629094,1211045.2478196707
2105,320000.0,4,286566.4294970843,209028.69652296463,283665.3383816563,290918.0661702263,0.0173918018050461,0.4940290327045025,0.5145508072328794,286034.26522539783,0.4029441676645138,285238.890487987
2106,450000.0,5,392735.5746379189,341741.2872161682,391622.4919710402,394405.1986382369,0.082472943044852,0.5326440424807338,0.6723338615970642,389225.25084926496,0.4608218714658469,388685.2166046383
2107,450000.0,4,490853.67294331687,426197.3784988323,480114.1860136507,506962.9033378162,0.0,0.5963088962285344,0.6935405683999353,498734.8606874616,0.541021983421957,494639.93231270614
2108,950000.0,2,1108166.8380790898,978200.6851601332,1213467.6921861868,950215.5569184443,0.3101362350769704,0.7217739811143952,0.8024191848915162,994777.037467578,0.6529188870147705,1021927.5038838052
2109,530000.0,1,476077.0804821143,430824.6901103909,470438.3176931483,484535.22466556326,0.014459817073766,0.546661775649562,0.6496588410392993,478891.2665195264,0.46567489610178814,476335.16501076875
2110,249000.0,5,187664.41796066007,180352.71033561145,191384.29922203856,182084.59606859257,0.3145376626863916,0.5209301921071375,0.6553487785553496,183736.86516528626,0.44559386598017175,185073.96804648024
2111,474000.0,1,403360.1766094189,374972.1268622956,404934.81112525146,400998.2248356703,0.1500500975689654,0.5446713503331809,0.6464741605330896,398275.86880215147,0.4626892581272166,398890.79491529195
2112,305000.0,5,309701.9910691691,284470.04816336377,311476.7854650333,307039.79947537265,0.1078865842817263,0.5471785183206863,0.6934088515649953,305818.4042243445,0.4797166900577851,306664.2607803821
2113,430000.0,1,402518.5346968869,382582.26373241306,429481.1723724799,362074.5781834973,0.4479094628742185,0.6342129743416651,0.7897407589466642,379084.86612601735,0.5970016941399429,386257.56230088294
2114,650000.0,5,787474.8656084191,725721.1792555103,758144.3145042949,831470.6922646054,0.2622436123147902,0.5410029176845235,0.6844542306425592,786668.4773584643,0.47168840923077343,775158.483956171
2115,780000.0,3,658265.8128555301,590025.2793576618,641685.9016702515,683135.6796334479,0.0940158726785804,0.5809857108788985,0.688379995230458,662679.6076308223,0.5287406548731266,656684.6968785037
2116,1065000.0,5,988593.2088555011,929718.6139895964,998562.8808786029,973638.7008208486,0.2242036225840097,0.6667693913134141,0.8668156174044506,966366.9232709309,0.6351848249483312,970845.7567960888
2117,1250000.0,5,1131496.838219984,880999.801064696,1163757.4024014976,1083105.9919477138,0.0303656129164515,0.5548172870938641,0.7044850662861031,1100078.8850079158,0.4896470894629163,1116879.7263124182
2118,456000.0,3,420395.66588374,390993.83527038654,430993.1476529605,404499.4432299092,0.2371724461835648,0.5257970291003115,0.6111158407404361,409155.6836863181,0.4487170662941754,412437.7836621398
2119,409000.0,5,355408.34217001026,321182.356934276,358485.6129761227,350792.4359608416,0.0945023137654255,0.5017313038265714,0.6275103905485286,350589.034960099,0.4206353112154357,352030.158618833
2120,360000.0,1,302714.69240528694,262810.8307004082,289100.1093743852,323136.5669516396,0.1718899140035202,0.4999012411063906,0.574841985770225,300783.7056867856,0.3955340942870311,295729.7453255937
2121,959000.0,2,793060.5350057594,731805.700550089,847548.8373832832,711328.0814394737,0.4886746485814889,0.6034367652330614,0.7077494121864493,741691.1417504777,0.5345816711334368,753752.8162204616
2122,395000.0,1,353855.8153310992,310828.9882166319,352248.96874948184,356266.0852035254,0.0149515756243857,0.5796841253180047,0.7024946005088076,354409.48401120113,0.5152084206044523,353668.3824401179
2123,460000.0,3,413376.9077305085,372192.98643938673,408232.9615956346,421092.8269328194,0.189866790148165,0.6331518892517041,0.7614126449523858,409322.7194467147,0.6043816135136947,407686.73812938796
2124,2750000.0,2,1651542.8699716316,1358244.802874327,1591374.62584197,1741795.2361661242,0.0998381794243049,0.5591642837252222,0.6723314269801779,1659134.987295143,0.49030918962559755,1634488.6502327044
2125,2250000.0,5,1038128.7089847386,790759.9652410536,940379.886553094,1184751.942632205,0.0,0.763934643379246,1.0,1184751.942632205,0.7614996526339126,1126469.122370772
2126,850000.0,4,821923.2222015479,725613.4053434039,840867.3060952532,793507.0963609901,0.3944976698140655,0.516193316368589,0.5533383036450308,779531.9846778978,0.4328659506110306,782986.7362946072
2127,1500000.0,5,1312171.5315583171,1048396.6027132605,1272837.2071118555,1371173.018228009,0.0,0.4494132518683616,0.5516492152091245,1327084.0801410344,0.35262184366976296,1307512.562126395
2128,400000.0,3,384210.6620680287,306343.93419503066,368550.89699690335,407700.3096747167,0.0,0.4625344408876756,0.5225482172427459,389008.35279779526,0.3569863133858534,382526.7014999773
2129,1307550.0,4,1073384.5700983466,757342.8000640271,948131.6919902844,1261263.8872604398,0.0304729499791455,0.5457294812745734,0.6050265922305035,1125997.8955646795,0.47273977323410965,1085836.9225190794
2130,317000.0,5,320305.3140897801,268159.1110400283,313824.4275533869,330026.64389436983,0.1037109394280489,0.5322671338083529,0.6717873440221118,318844.04266123206,0.46033189019175164,315773.31420566555
2131,1150000.0,5,1063084.8678597154,944681.947007224,1039465.0296335994,1098514.6251988895,0.2246293213730228,0.5881585465252271,0.7528298924615795,1052642.5313912034,0.5329907267236882,1042577.1237432192
2132,450000.0,1,454699.8808500476,394288.8080966022,448063.68002378807,464654.1820894368,0.1434379767009068,0.45924000578342195,0.5097840092534752,447594.75674581266,0.33454224130257804,445104.4320783051
2133,1490000.0,5,1194980.2921314205,1017477.4502309724,1239445.85008583,1128281.955199806,0.4021382358308185,0.5738061862322702,0.732018970036792,1101533.4184273737,0.5143326583428443,1116000.9905243164
2134,340000.0,1,269398.05816962343,268401.4128440522,278362.99215316004,255950.6571943185,0.2389212569498267,0.4571727838932934,0.5064764542292696,267343.7107908019,0.33144140846738535,270329.3801365743
2135,350000.0,1,371073.80312947504,333364.01930051256,371866.3819156749,369884.9349501753,0.0389016311313984,0.6279102775410818,0.7796564440657309,368883.8264152804,0.5875476489390679,369249.6717666963
2136,320000.0,4,279135.978015791,248340.0631213488,276641.3677166873,282877.8934644464,0.0979077394618311,0.5903583699211958,0.6831271473620927,277713.67074045446,0.5329887729070498,276869.0040151625
2137,950000.0,5,970442.9095499194,866606.0218922171,944051.2159331876,1010030.449975017,0.1710999234533646,0.4937926918305853,0.6159994031543488,964489.4748823639,0.41031511562065376,953240.5616753709
2138,450000.0,5,388116.6803389323,359506.6979672482,395845.4175205621,376523.5745664877,0.233734862337307,0.6158017341326818,0.7929125144923888,375612.2030501441,0.5689268706133792,378928.45714022114
2139,1657785.0,1,1536536.2917325716,1112192.6289156878,1529272.8784121429,1547431.411713215,0.0,0.5255159610797813,0.6158255377276501,1540455.366946621,0.4339561742471171,1537152.886053415
2140,550000.0,3,417100.1129159936,395649.7582537967,412693.12091191305,423710.60092211433,0.1439956083719495,0.5625962721915321,0.662634781068145,416488.2676276588,0.5020759687764453,414974.03565889096
2141,440000.0,3,425064.6075236369,357822.9664470289,428367.8195215146,420109.7895268203,0.3471607200109745,0.526906468415029,0.6126690557810406,400574.416734302,0.4503257533005157,401449.63648473483
2142,325000.0,4,427409.5470803043,333153.0933737051,427120.9503999975,427842.4421007645,0.0075800579218213,0.6036742533903954,0.7064299434331919,426914.48851305986,0.5509652155904692,426803.1722308088
2143,630000.0,5,558231.2286830405,474556.7651242748,557130.2048422012,559882.7644442995,0.0506714763640941,0.600070032664815,0.7701015473639818,554958.4262692833,0.5484756587051522,554379.2993511893
2144,295000.0,1,294569.09198808746,275587.276676421,294242.6572685451,295058.7440674009,0.1376726519601298,0.4176161968631254,0.4431859149810007,291986.20653029584,0.2721065279221333,291865.8121549064
2145,300000.0,4,305139.299752463,281618.2277034933,312869.2526190464,293544.37045258784,0.3675022863993671,0.5031096263066116,0.5304418460365703,294900.8686444701,0.4152029690273611,296309.4269601024
2146,340000.0,5,378455.126066368,310501.00707158004,366901.0582346148,395786.22781399766,0.0,0.5870145131746364,0.7511710441032229,388598.7612266585,0.5315034833679202,382253.62648372987
2147,425000.0,4,581876.5952949893,491435.128877616,567766.1365822093,603042.2833641594,0.0,0.6595347127175988,0.804185747255798,596134.711042357,0.6263768356821938,589862.2977785477
