Id,xgb_caro_bruto,lightgbm_caro_bruto,preco_correspondencia,tem_correspondencia,xgb_caro_corr50,lightgbm_caro_corr50,especialista_caro_blend_bruto,especialista_caro
53,1036643.6243057251,1176731.956114992,,0,1036643.6243057251,1176731.956114992,1075167.9155532736,1080123.7243521176
54,984130.5613517761,1009174.0049878435,,0,984130.5613517761,1009174.0049878435,991017.5083516947,1003193.1699427234
55,965041.2797927856,986635.2993303187,,0,965041.2797927856,986635.2993303187,970979.6351656073,984786.2281939401
56,1006503.2243728638,1255112.883951614,,0,1006503.2243728638,1255112.883951614,1074870.88075702,1079853.1890392376
57,1018435.5974197388,986789.8910265729,,0,1018435.5974197388,986789.8910265729,1009733.0281616182,1020354.0026686596
58,1144376.8739700317,1097732.2810714066,,0,1144376.8739700317,1097732.2810714066,1131549.6109229098,1131351.333270808
59,1209976.315498352,1199258.929008707,,0,1209976.315498352,1199258.929008707,1207029.0342136996,1199560.5618625958
60,2550337.314605713,2679009.1726559442,2600000.0,1,2575168.6573028564,2639504.586327972,2592861.037784763,2399207.731396441
61,973622.5605010986,961407.1641331683,650000.0,1,811811.2802505493,805703.5820665841,810131.6632499589,835668.6230214485
62,1468784.8091125488,1480255.264716419,1544962.0,1,1506873.4045562744,1512608.6323582095,1508450.5922018064,1468225.6316006598
63,3731785.774230957,3596904.6615429595,5000000.0,1,4365892.8871154785,4298452.33077148,4347346.734120879,3833088.473719318
64,995816.5287971497,1003130.0205958786,380000.0,1,687908.2643985748,691565.0102979393,688913.8695209001,721469.852670874
65,999947.9055404663,1049783.1414965088,420000.0,1,709973.9527702332,734891.5707482544,716826.297714189,747921.579448426
66,885070.1451301575,1026717.4330884998,,0,885070.1451301575,1026717.4330884998,924023.1493187016,941511.0668110222
67,1285972.3567962646,1168983.0640311744,,0,1285972.3567962646,1168983.0640311744,1253800.3012858648,1241625.6385621903
68,1022236.5856170654,1075670.7440334419,900000.0,1,961118.2928085327,987835.3720167209,968465.4895907845,982474.2238522498
69,933054.2087554932,1002690.5370659495,,0,933054.2087554932,1002690.5370659495,952204.1990408687,967506.7549120144
70,1937008.8577270508,2017917.806658001,,0,1937008.8577270508,2017917.806658001,1959258.8186830622,1861000.5621989188
71,1024064.302444458,1050538.8443667865,,0,1024064.302444458,1050538.8443667865,1031344.8014730983,1040133.6048997664
72,949343.8005447388,1047576.5593510651,350000.0,1,649671.9002723694,698788.2796755326,663178.9046082393,696992.8551705751
73,931266.9634819031,1022115.7942655386,,0,931266.9634819031,1022115.7942655386,956250.3919474029,971233.2302538193
74,935024.6787071228,1016541.6225494837,,0,935024.6787071228,1016541.6225494837,957441.8382637721,972330.2512528631
75,2663809.299468994,2736553.0882057003,,0,2663809.299468994,2736553.0882057003,2683813.8413715884,2475383.2520328397
76,960329.8902511597,1052244.1525242534,,0,960329.8902511597,1052244.1525242534,985606.3123762605,998225.8598445181
77,1000470.1614379883,1081985.5225635367,490000.0,1,745235.0807189941,785992.7612817683,756443.4428737571,785301.5287638217
78,963454.9617767334,1003046.3351215231,,0,963454.9617767334,1003046.3351215231,974342.5894465506,987877.9218857702
79,961247.0269203186,988012.75677682,,0,961247.0269203186,988012.75677682,968607.6026308564,982604.9257174042
80,943812.9663467407,986645.5647643331,495000.0,1,719406.4831733704,740822.7823821665,725295.9654557894,755928.8336941858
81,961373.6271858215,1018884.9980411052,,0,961373.6271858215,1018884.9980411052,977189.2541710245,990494.1916989551
82,921308.1002235413,995337.5014197625,,0,921308.1002235413,995337.5014197625,941666.185552502,957794.4614701627
83,1480517.1489715576,1568505.0230277556,1600000.0,1,1540258.5744857788,1584252.5115138777,1552356.907168506,1506917.3437861789
84,2641604.9003601074,2678127.796978311,,0,2641604.9003601074,2678127.796978311,2651648.6969301132,2448472.026029423
85,967724.7405052185,964600.8484026664,407500.0,1,687612.3702526093,686050.4242013332,687182.8350885083,719826.1480811591
86,995816.5287971497,1003130.0205958786,450000.0,1,722908.2643985748,726565.0102979393,723913.8695209001,754622.7941955896
87,980545.9976196289,1202953.2593546747,550000.0,1,765272.9988098145,876476.6296773374,795853.9972983833,822305.4640484118
88,1034222.7220535278,998918.6904894041,512500.0,1,773361.3610267639,755709.3452447021,768507.056686697,796647.1816702519
89,899979.6509742737,981424.3281472728,,0,899979.6509742737,981424.3281472728,922376.9371968484,939990.2449632874
90,1083382.3680877686,1182868.9801280098,420000.0,1,751691.1840438843,801434.4900640049,765370.5931994175,793698.9942036639
91,1031092.0476913452,950846.1106296722,1100000.0,1,1065546.0238456726,1025423.0553148361,1054512.2074996927,1061294.0264358358
92,943245.1128959656,988360.6190255914,,0,943245.1128959656,988360.6190255914,955651.8770816127,970682.1011300333
93,906699.7170448303,981424.3281472728,311450.0,1,609074.8585224152,646437.1640736364,619349.492549001,655099.1470149666
94,1007342.9346084595,1066648.1371993201,180000.0,1,593671.4673042297,623324.0685996601,601825.932660473,638272.9159570583
95,1359343.8863754272,1436356.9473060586,,0,1359343.8863754272,1436356.9473060586,1380522.4781313508,1354877.679053782
96,967571.3181495667,1053258.6533205567,791574.0,1,879572.6590747833,922416.3266602784,891354.6676607945,911282.9407273104
97,1902364.0155792236,1898296.8581496552,,0,1902364.0155792236,1898296.8581496552,1901245.5472860923,1810973.7762735751
98,897072.3748207092,981797.4079502253,,0,897072.3748207092,981797.4079502253,920371.7589313262,938137.4564982741
99,969663.9180183411,1046633.5704591816,600000.0,1,784831.9590091705,823316.7852295907,795415.2862197862,821894.500442727
100,954719.0070152283,1048046.8983630316,458000.0,1,706359.5035076141,753023.4491815157,719192.088567937,750159.0916676868
101,1006352.0669937134,1012622.0000676343,430000.0,1,718176.0334968567,721311.0000338171,719038.1492945208,750013.5202715697
102,1217590.33203125,1236811.3105353566,1250000.0,1,1233795.166015625,1243405.6552676782,1236438.0505599396,1226027.802486795
103,1052041.5306091309,1130620.995502151,990000.0,1,1021020.7653045654,1060310.4977510755,1031825.4417273558,1040573.0551870414
104,915294.7068214417,942391.8742926521,465000.0,1,690147.3534107208,703695.9371463261,693873.2139380123,726176.8686528112
105,1220560.1930618286,1232025.318397082,890000.0,1,1055280.0965309143,1061012.659198541,1056856.5512645117,1063432.8460891654
106,981642.6634788513,1041657.1607552454,900000.0,1,940821.3317394257,970828.5803776227,949073.3251149298,964622.2580398839
107,1220814.58568573,1220660.6857755198,,0,1220814.58568573,1220660.6857755198,1220772.2632104221,1211936.46854632
108,928809.7620010376,1000495.4550852878,,0,928809.7620010376,1000495.4550852878,948523.3275992065,964115.4496328064
109,1008562.0880126953,1025324.939987496,550000.0,1,779281.0440063477,787662.469993748,781585.9361528828,808928.9051118444
110,912067.4729347229,1138182.867659465,,0,912067.4729347229,1138182.867659465,974249.206484027,987792.0847928538
111,971126.7948150635,998717.1396490391,,0,971126.7948150635,998717.1396490391,978714.1396444067,991895.3676045275
112,901435.0771903992,1007313.947903939,,0,901435.0771903992,1007313.947903939,930551.7666366226,947539.9191103416
113,1011475.2054214478,1000459.7843745867,,0,1011475.2054214478,1000459.7843745867,1008445.964633561,1019174.8121565403
114,958203.0773162842,1189800.602074267,,0,958203.0773162842,1189800.602074267,1021892.3966247295,1031487.3536477094
115,797864.556312561,1010930.6046253432,380000.0,1,588932.2781562805,695465.3023126717,618228.8597992881,654024.4524238296
116,870547.7714538574,996553.4744096287,690000.0,1,780273.8857269287,843276.7372048143,797599.6698833472,823940.5173505611
117,3916098.5946655273,3854297.5172870858,,0,3916098.5946655273,3854297.5172870858,3899103.298386456,3472989.985684828
118,1106611.3710403442,1073948.0189154483,,0,1106611.3710403442,1073948.0189154483,1097628.9492059979,1100560.8606827124
119,895030.5581092834,1001548.4266520274,372500.0,1,633765.2790546417,687024.2133260136,648411.485979269,682907.3927038342
120,2298869.3714141846,2277763.5941806296,,0,2298869.3714141846,2277763.5941806296,2293065.282674957,2146294.56879197
121,990571.916103363,1020581.4413121177,,0,990571.916103363,1020581.4413121177,998824.5355357706,1010355.3196591035
122,1105178.5945892334,1032309.5085204494,,0,1105178.5945892334,1032309.5085204494,1085139.5959203178,1089201.759531672
123,864057.3620796204,1011349.7905229272,,0,864057.3620796204,1011349.7905229272,904562.7799015298,923516.6518902465
124,940298.9745140076,1016541.6225494837,,0,940298.9745140076,1016541.6225494837,961265.7027237635,975850.2037883736
125,939299.4046211243,1034702.8904074527,,0,939299.4046211243,1034702.8904074527,965535.3632123646,979778.9765998347
126,1009273.7674713135,1016396.6337303034,,0,1009273.7674713135,1016396.6337303034,1011232.5556925357,1021727.6728347832
127,1253949.4037628174,1255846.2074483035,,0,1253949.4037628174,1255846.2074483035,1254471.024776326,1242227.794254508
128,988131.1058998108,1097085.1577615645,,0,988131.1058998108,1097085.1577615645,1018093.470161793,1028010.3196150354
129,1467185.7357025146,1441039.5072936565,,0,1467185.7357025146,1441039.5072936565,1459995.5228900786,1425402.9816247171
130,1387178.1826019287,1510818.6529426316,,0,1387178.1826019287,1510818.6529426316,1421179.311945622,1391003.0717942799
131,3007003.7841796875,3068230.411371438,,0,3007003.7841796875,3068230.411371438,3023841.106657419,2758100.5121922423
132,1011168.1222915649,1090878.2486277928,,0,1011168.1222915649,1090878.2486277928,1033088.4070340276,1041727.6956370904
133,1802902.5793075562,1748115.941876861,,0,1802902.5793075562,1748115.941876861,1787836.254014115,1712760.1669727613
134,1214761.49559021,1203769.7053246838,1200000.0,1,1207380.747795105,1201884.852662342,1205869.3766335952,1198515.6791342578
135,938413.3219718933,1022282.8378188098,,0,938413.3219718933,1022282.8378188098,961477.4388297953,976045.0733373574
136,908174.0975379944,970004.003941597,,0,908174.0975379944,970004.003941597,925177.3217989851,942577.1762356568
137,1853588.9387130737,1270786.9392179113,,0,1853588.9387130737,1270786.9392179113,1693318.388851904,1630462.2767057447
138,952310.5025291443,1002954.354799263,,0,952310.5025291443,1002954.354799263,966237.5619034269,980424.9565164576
139,995816.5287971497,1003130.0205958786,470000.0,1,732908.2643985748,736565.0102979393,733913.8695209001,764067.2720822778
140,2407198.667526245,2201709.7837551814,,0,2407198.667526245,2201709.7837551814,2350689.2244892027,2195135.544345311
141,999329.149723053,1014260.7878710299,,0,999329.149723053,1014260.7878710299,1003435.3502137467,1014582.8130120807
142,972947.0610618591,1040358.6555683657,,0,972947.0610618591,1040358.6555683657,991485.2495511484,1003622.422716305
143,1195800.0659942627,1384519.3150786504,,0,1195800.0659942627,1384519.3150786504,1247697.8594924693,1236145.6625781078
144,947248.6972808838,1001765.1085801878,,0,947248.6972808838,1001765.1085801878,962240.7103881924,976747.5106521243
145,940809.965133667,1004907.013269204,,0,940809.965133667,1004907.013269204,958436.6533709397,973246.1269115821
146,885028.5410881042,1056692.676329344,,0,885028.5410881042,1056692.676329344,932236.1782794453,949094.7470464314
147,1751090.5265808105,1595003.0766703184,,0,1751090.5265808105,1595003.0766703184,1708166.4778554253,1643418.523305292
148,892763.1974220276,1015447.1131527934,,0,892763.1974220276,1015447.1131527934,926501.2742479881,943799.9585006644
149,1019051.5518188477,1068989.388878404,1020000.0,1,1019525.7759094238,1044494.694439202,1026392.2285051128,1035604.3422841636
150,919213.1757736206,1057068.2386833334,,0,919213.1757736206,1057068.2386833334,957123.3180737917,972036.9871365646
151,1064148.5452651978,1129834.8376017157,,0,1064148.5452651978,1129834.8376017157,1082212.2756577402,1086537.5918963659
152,1026247.1437454224,1052756.0864420922,1100000.0,1,1063123.5718727112,1076378.0432210462,1066768.5514935034,1072470.9958131658
153,962931.6926002502,1158506.364905103,800000.0,1,881465.8463001251,979253.1824525516,908357.3637420423,927028.2032131784
154,1030203.3424377441,998918.6904894041,450000.0,1,740101.6712188721,724459.3452447021,735800.0315759754,765847.3016850131
155,1062934.398651123,1054341.056977796,,0,1062934.398651123,1054341.056977796,1060571.229690958,1066820.958926615
156,894408.7624549866,1035305.7223662254,,0,894408.7624549866,1035305.7223662254,933155.4264305773,949943.1656885323
157,986101.1505126953,1017635.1960220216,310000.0,1,648050.5752563477,663817.5980110108,652386.5065138801,686701.7672639103
158,869846.7016220093,989755.2507404829,690000.0,1,779923.3508110046,839877.6253702415,796410.7763147948,822826.9975990201
159,1932793.4980392456,1972037.1173677365,,0,1932793.4980392456,1972037.1173677365,1943585.4933545806,1847498.7403801936
160,1340139.0314102173,1402682.8763168915,1200000.0,1,1270069.5157051086,1301341.4381584458,1278669.2943797763,1263932.3076618612
161,909792.1848297119,981797.4079502253,475000.0,1,692396.092414856,728398.7039751126,702296.8105939266,734164.6916437219
162,939890.6230926514,977120.5775003185,,0,939890.6230926514,977120.5775003185,950128.8605547599,965594.8296695625
163,956045.4487800598,958800.5053703425,560000.0,1,758022.7243900299,759400.2526851713,758401.5446711938,787144.2370619862
164,985548.9134788513,997627.8563714311,,0,985548.9134788513,997627.8563714311,988870.6227743109,1001222.6994946762
165,1001209.4974517822,1016805.5043547315,325644.5,1,663426.9987258911,671225.0021773658,665571.4496750466,699272.1392549792
166,918915.2121543884,1025421.179344051,,0,918915.2121543884,1025421.179344051,948204.3531315457,963821.5103814487
167,863960.6833457947,988978.5700443267,,0,863960.6833457947,988978.5700443267,898340.602187891,917755.5960565384
168,931601.4647483826,998486.632982443,220000.0,1,575800.7323741913,609243.3164912215,584997.4430063746,622070.9740047061
169,1240643.1436538696,1335778.9468978753,,0,1240643.1436538696,1335778.9468978753,1266805.4895459712,1253295.9683804703
170,913768.0530548096,989925.5872488944,,0,913768.0530548096,989925.5872488944,934711.3749581829,951379.0481039963
171,937805.8910369873,1014450.8104088092,440000.0,1,688902.9455184937,727225.4052044046,699441.6219321191,731458.2169149392
172,986041.9631004333,966787.8657975725,625000.0,1,805520.9815502167,795893.9328987863,802873.5431710733,828878.1705187993
173,937917.8881645203,1016035.7918356911,,0,937917.8881645203,1016035.7918356911,959400.3116740922,974133.2334235467
174,1018435.5974197388,986789.8910265729,560000.0,1,789217.7987098694,773394.9455132864,784866.5140808091,812006.5093388077
175,2042940.378189087,2402508.504831942,,0,2042940.378189087,2402508.504831942,2141821.613015872,2017548.8276951907
176,969593.5249328613,980503.9458995375,,0,969593.5249328613,980503.9458995375,972593.8906986973,986270.4002295738
177,926292.5386428833,1016541.6225494837,360000.0,1,643146.2693214417,688270.8112747418,655555.5183585992,689725.215144603
178,1174806.5948486328,1159656.973575749,,0,1174806.5948486328,1159656.973575749,1170640.4489985898,1166728.262269156
179,996780.8127403259,1008071.021335715,,0,996780.8127403259,1008071.021335715,999885.620104058,1011328.3518478541
180,995780.5275917053,1016398.5261599127,,0,995780.5275917053,1016398.5261599127,1001450.4771979623,1012763.1758548052
181,1004531.8603515625,1045143.4634691796,385000.0,1,694765.9301757812,715071.7317345898,700350.0256044536,732319.4176594857
182,2761882.781982422,2666606.3970785593,,0,2761882.781982422,2666606.3970785593,2735681.7761338595,2518715.720407873
183,926037.9672050476,943530.4675314091,560000.0,1,743018.9836025238,751765.2337657046,745424.2023973985,774923.3205748816
184,1052858.591079712,1097436.55601735,,0,1052858.591079712,1097436.55601735,1065117.5314375623,1070966.0774968015
185,944640.2192115784,1014976.0162346788,420000.0,1,682320.1096057892,717488.0081173393,691991.2816964656,724391.0591619326
186,1066520.2140808105,1142246.0346201796,,0,1066520.2140808105,1142246.0346201796,1087344.814729137,1091208.2959331437
187,941716.6709899902,995764.6218351359,425000.0,1,683358.3354949951,710382.3109175679,690789.9287362027,723250.8300941007
188,1376449.9425888062,1303287.323972035,,0,1376449.9425888062,1303287.323972035,1356330.222469194,1333334.76892828
189,944640.2192115784,1014976.0162346788,386147.0,1,665393.6096057892,700561.5081173393,675064.7816964654,708308.5529088661
190,1966502.4280548096,1847499.3752672193,,0,1966502.4280548096,1847499.3752672193,1933776.5885382222,1839043.666744103
191,1482391.9534683228,1446741.066019641,,0,1482391.9534683228,1446741.066019641,1472587.9594199352,1436544.2674494812
192,910100.519657135,1108727.4318268688,,0,910100.519657135,1108727.4318268688,964722.9205038119,979031.5241593771
193,968423.60496521,1113725.9917135136,,0,968423.60496521,1113725.9917135136,1008381.7613209935,1019115.9862546066
194,936425.9839057922,1030657.1058187454,300000.0,1,618212.9919528961,665328.5529093727,631169.7712159272,666423.8847689959
195,1030861.7353439331,921727.495072168,,0,1030861.7353439331,921727.495072168,1000849.8192691978,1012212.4548723984
196,909455.1801681519,1016806.2448421023,,0,909455.1801681519,1016806.2448421023,938976.7229534882,955314.113264709
197,1165885.090827942,1100602.7674543269,,0,1165885.090827942,1100602.7674543269,1147932.4519001977,1146191.3611832925
198,931250.5125999451,1007342.1646835969,280000.0,1,605625.2562999725,643671.0823417985,616087.8584614747,651970.7110273652
199,953751.802444458,1035965.3200511134,550000.0,1,751875.901222229,792982.6600255567,763180.2598931441,791639.4734725648
200,1134974.9565124512,1100357.2664096733,975000.0,1,1054987.4782562256,1037678.6332048366,1050227.5458670936,1057383.8443333113
201,1001703.6199569702,1006519.8414841043,,0,1001703.6199569702,1006519.8414841043,1003028.0808769321,1014209.4752941503
202,928017.9142951965,1069708.7311277092,535000.0,1,731508.9571475983,802354.3655638546,750991.4444620687,780168.4722440322
203,1286020.6365585327,1391532.1679032168,,0,1286020.6365585327,1391532.1679032168,1315036.307678321,1296479.6625460722
204,950589.9548530579,1060394.84962487,,0,950589.9548530579,1060394.84962487,980786.3009153062,993799.0936715936
205,989606.0824394226,1019916.9655450505,,0,989606.0824394226,1019916.9655450505,997941.5752934703,1009545.5568408534
206,1004601.240158081,1060688.6385250657,225000.0,1,614800.6200790405,642844.3192625329,622512.6373545009,658131.6462465228
207,1004957.5567245483,1012931.9921523803,397000.0,1,700978.7783622742,704965.9960761901,702075.2632336011,733954.7205201312
208,1337600.3503799438,1386318.0364880923,,0,1337600.3503799438,1386318.0364880923,1350997.7140596847,1328581.4277146745
209,1683376.669883728,1662337.2287893386,,0,1683376.669883728,1662337.2287893386,1677590.823582771,1616727.030718155
210,946365.3564453125,1012612.3758122892,,0,946365.3564453125,1012612.3758122892,964583.2867712311,978903.0543209244
211,2647574.1863250732,3000982.218599327,5150000.0,1,3898787.0931625366,4075491.1092996635,3947380.6976002464,3511952.4498440507
212,971142.8880691528,1012129.6755774893,470000.0,1,720571.4440345764,741064.8377887446,726207.1273169727,756789.7273579875
213,1013244.9865341187,999522.5373592608,570000.0,1,791622.4932670593,784761.2686796305,789735.6565055164,816572.1784113096
214,1555523.157119751,1608206.5037220337,,0,1555523.157119751,1608206.5037220337,1570011.0774353787,1522445.833644214
215,931250.5125999451,1007342.1646835969,,0,931250.5125999451,1007342.1646835969,952175.7169229493,967480.5181270756
216,964129.0903091431,1009954.9211248648,,0,964129.0903091431,1009954.9211248648,976731.1937834666,990073.2525564195
217,943297.3265647888,1034300.6830425066,550000.0,1,746648.6632823944,792150.3415212533,759161.6247980807,787859.4048908354
218,1018435.5974197388,986789.8910265729,550000.0,1,784217.7987098694,768394.9455132864,779866.5140808091,807315.3842981051
219,927941.4415359497,1045890.506809684,275000.0,1,601470.7207679749,660445.253404842,617688.7172431133,653506.386990249
220,943812.9663467407,986645.5647643331,,0,943812.9663467407,986645.5647643331,955591.9309115787,970626.8992545563
221,1022848.2484817505,1040634.2219158551,1162500.0,1,1092674.1242408752,1101567.1109579275,1095119.6955880646,1098279.6610421527
222,3065410.375595093,2481278.7731613633,,0,3065410.375595093,2481278.7731613633,2904774.184925817,2659457.6480394197
223,978213.6678695679,968984.0612021664,352500.0,1,665356.8339347839,660742.0306010832,664087.7630180162,697858.7793377788
224,939132.2731971741,1029366.6663811516,386147.0,1,662639.636598587,707756.8331905758,675046.865661384,708291.5104101807
225,875761.1513137817,1008012.5139665423,580000.0,1,727880.5756568909,794006.2569832711,746065.1380216455,775527.3610192178
226,1029832.8399658203,1146100.0806137437,427500.0,1,728666.4199829102,786800.0403068719,744653.1655719996,774196.6038604398
227,891679.6445846558,992811.4787752138,590000.0,1,740839.8222923279,791405.739387607,754745.4494935296,783703.2396658576
228,2420990.7054901123,2532068.8678276516,,0,2420990.7054901123,2532068.8678276516,2451537.200132936,2280345.3280904326
229,968078.9709091187,1037881.966672382,,0,968078.9709091187,1037881.966672382,987274.7947440161,999757.745900668
230,999836.4448547363,1003130.0205958786,450000.0,1,724918.2224273682,726565.0102979393,725371.0890917752,755999.8166281728
231,1004579.5440673828,1161451.6984227023,,0,1004579.5440673828,1161451.6984227023,1047719.3865150957,1055094.207049893
232,930175.9600639343,1001548.4266520274,380000.0,1,655087.9800319672,690774.2133260136,664901.69418783,698634.1666515938
233,980810.1058006287,1020966.8416731732,674500.0,1,827655.0529003143,847733.4208365866,833176.6040827893,857191.3085380619
234,882470.965385437,1000144.1739352712,550000.0,1,716235.4826927185,775072.0869676357,732415.5488683208,762652.9559227069
235,868080.198764801,1045291.8465406084,272000.0,1,570040.0993824005,658645.9232703042,594406.700951574,631135.1988541911
236,1094339.13230896,1089416.8235741777,1300000.0,1,1197169.56615448,1194708.411787089,1196492.7487034474,1190063.6284308669
237,1728633.5229873657,1582530.2759722194,,0,1728633.5229873657,1582530.2759722194,1688455.1300582006,1626216.3582205782
238,1118635.892868042,1109211.4272404904,1240000.0,1,1179317.946434021,1174605.7136202452,1178022.0824102326,1173396.0976568619
239,1018435.5974197388,986789.8910265729,482500.0,1,750467.7987098694,734644.9455132864,746116.5140808091,775575.7775390812
240,1087123.5132217407,1100929.2604414863,800000.0,1,943561.7566108704,950464.6302207431,945460.0468535854,961292.2134139022
241,867055.0584793091,1012657.1340747641,,0,867055.0584793091,1012657.1340747641,907095.6292680593,925860.7320185545
242,1039681.4346313477,1050560.8601565645,584000.0,1,811840.7173156738,817280.4300782823,813336.6383253911,838665.2785329062
