Id,preco,fold,base,especialista_caro,score_faixa_1m,score_continuo_q95,score_continuo_q99,score_utilidade,peso_continuo_q99_livre,pred_continuo_q99_livre,peso_continuo_q99_gate_faixa,pred_continuo_q99_gate_faixa,peso_continuo_q99_gate_preco,pred_continuo_q99_gate_preco,peso_continuo_q99_gate_faixa_preco,pred_continuo_q99_gate_faixa_preco,peso_continuo_q95_gate_faixa,pred_continuo_q95_gate_faixa,peso_continuo_q95_gate_preco,pred_continuo_q95_gate_preco,peso_utilidade_gate_faixa,pred_utilidade_gate_faixa,peso_utilidade_gate_faixa_preco,pred_utilidade_gate_faixa_preco,peso_faixa_pura,pred_faixa_pura,peso_preco_puro,pred_preco_puro
2010,980000.0,4,763517.5786054413,1136413.7581894966,0.4526746910231861,0.17401092124194925,0.19663509673913843,0.13955012215006113,0.0,763517.5786054413,0.002552347581636986,764469.3392676043,0.010701238011510817,767508.0293767534,0.0010428708087648756,763906.4611458294,0.0023576816090276746,764396.7490701233,0.009469989415382537,767048.9014791389,0.0012455860224919932,763982.0528745719,0.0021109256909419756,764304.7347309793,0.00430216722446961,765121.8403273777,2.9619835675790952e-06,763518.6831177976
2011,1200000.0,4,1141843.3626469222,1285888.0344741736,0.9836545145577715,0.498212315532969,0.5085263569021634,0.5516254493700252,0.3627895353532451,1194101.2622092415,0.5512326465040859,1221245.4883130705,0.2583853712763245,1179062.398657383,0.4844595622556887,1211627.1813056166,0.5418896882975809,1219899.6849643188,0.257461548246847,1178929.3268722754,0.4841666297423937,1211584.9859378717,0.48445956225204767,1211627.1813050923,0.4529242162247963,1207084.682735638,0.0056911657819603565,1142663.1447542992
2012,215000.0,1,254462.2309935422,1010232.4406892258,0.003236760701423046,0.08190366262315271,0.07865239567042194,0.0001816615204516641,0.0,254462.2309935422,0.0,254462.2309935422,0.0,254462.2309935422,1.7538359030614036e-17,254462.2309935422,2.7362989970415246e-18,254462.2309935422,0.0,254462.2309935422,1.0377003495117709e-16,254462.2309935423,1.9658193814043362e-17,254462.23099354224,5.749546088182271e-16,254462.23099354265,8.414854780220261e-11,254462.23105713917
2013,750000.0,4,527452.6744126636,1176161.7300471135,0.04371958409669062,0.15330194240756007,0.1697940442883394,0.012481369847914007,0.0,527452.6744126636,1.884032931055599e-09,527452.6756348527,0.0019574391073218554,528722.4828874363,3.9645876511823986e-10,527452.6746698499,1.768864847461786e-09,527452.6755601423,0.0017673129735185226,528599.1463427253,5.988309292661619e-10,527452.6748011307,5.752436689862912e-10,527452.6747858294,3.491613271199679e-09,527452.6766777047,2.6372434022770885e-08,527452.6915207003
2014,580000.0,2,513720.74346623896,851793.9424205603,0.006746046679655651,0.1837259433994053,0.1817188602919729,0.0877535011943261,0.0,513720.74346623896,3.952855974534305e-10,513720.74359987443,9.286831375259383e-09,513720.74660586775,4.4250414382962906e-07,513720.8930650304,3.973640146546483e-10,513720.74360057706,9.36727127709288e-09,513720.7466330623,1.253894872858836e-14,513720.7434662432,9.444270833021321e-07,513721.0627517242,7.675170548641666e-08,513720.76941393357,1.50292546810136e-08,513720.7485472272
2015,1500000.0,4,2117118.094729572,2281961.474518828,0.9963448014601957,0.6589351039367523,0.6550011464302887,0.6054393827249744,0.5825017196454331,2213139.646928979,0.7385936441330273,2238870.367319323,0.9957112157265801,2281254.4968240107,0.9463795933486627,2273122.5054607475,0.7424421098264918,2239504.761411237,0.9957112157265801,2281254.4968240107,0.5828986704905708,2213205.081647902,0.946379593348079,2273122.505460651,0.48913412093820163,2197748.616395272,0.9999994095391391,2281961.377185264
2016,300000.0,5,301371.81473129266,665472.211450944,0.0002933295522350429,0.0672266198498132,0.06690507235662975,0.0015425871429990009,0.0,301371.81473129266,9.566290343611763e-23,301371.81473129266,6.223925676515165e-11,301371.814753954,2.3413888475338856e-27,301371.81473129266,9.581652115338092e-23,301371.81473129266,6.240058857513174e-11,301371.81475401274,5.2890140501494565e-23,301371.81473129266,5.543519078064412e-27,301371.81473129266,3.1849668767417945e-22,301371.81473129266,2.867060314798224e-10,301371.81483568245
2017,420000.0,1,362169.8605373268,969173.9488170826,0.0008088448967666363,0.06922521822576297,0.05879064580156532,0.002648185758201656,0.0,362169.8605373268,0.0,362169.8605373268,0.0,362169.8605373268,5.177986099702327e-21,362169.8605373268,0.0,362169.8605373268,0.0,362169.8605373268,2.5538922023740292e-20,362169.8605373268,6.694737607751403e-21,362169.8605373268,1.4001078895301268e-19,362169.8605373268,7.254094494173934e-10,362169.8609776533
2018,560000.0,3,532479.5062037493,811449.6356492045,0.007946778071882168,0.12920618568016332,0.10718514181368584,0.023697478629739633,0.0,532479.5062037493,7.708031203234559e-08,532479.5277068539,3.335230990801491e-09,532479.5071341791,1.0435401322437227e-06,532479.7973202751,8.26059338852917e-08,532479.5292483374,4.6195727905047405e-09,532479.5074924722,2.3207398751565453e-14,532479.5062037559,9.024298959862057e-07,532479.7579547343,1.259263202155726e-13,532479.5062037845,2.9161692049903152e-08,532479.5143389903
2019,489000.0,1,518485.6814773125,845746.9009048286,0.0024726110311792,0.11365980419378384,0.12381685522772859,0.01852423072253267,0.0,518485.6814773125,1.251659016994273e-17,518485.6814773125,0.0,518485.6814773125,9.73917013076441e-18,518485.6814773125,9.615157731070962e-18,518485.6814773125,0.0,518485.6814773125,2.2307570817757714e-17,518485.6814773125,9.083898296157333e-18,518485.6814773125,1.1426278864505901e-16,518485.6814773126,1.6531991326467636e-08,518485.68688759214
2020,1300000.0,4,1310065.7202438372,1365314.910155592,0.9934869757307173,0.528522009535188,0.5321834820955889,0.5683364004095208,0.39827522314338326,1332070.1036844326,0.6078777012305667,1343650.4708022457,0.5167699078946761,1338616.83902579,0.642544422657678,1345565.7790779902,0.6043570025945357,1343455.9550546815,0.5167699078946761,1338616.83902579,0.5324554020496735,1339483.4498712195,0.6425444226554562,1345565.7790778673,0.48077632399975706,1336628.2226735752,0.1420111418726254,1317911.7207907431
2021,380000.0,4,407045.6889078568,760370.0996355594,0.00023942270058933623,0.04990382389066235,0.04703127076937643,0.0008062311432387231,0.0,407045.6889078568,2.769501863677928e-23,407045.6889078568,0.0002437375041992407,407131.80731790024,3.301206272313123e-24,407045.6889078568,2.823609681567863e-23,407045.6889078568,0.0002586243851405454,407137.06721633644,1.5369295164213896e-23,407045.6889078568,8.605496913008718e-24,407045.6889078568,9.418070894666987e-23,407045.6889078568,2.373058460232088e-09,407045.6897463163
2022,690000.0,3,969565.8961146802,1121625.6703061948,0.6237178435365683,0.4288835990289229,0.45541994716040185,0.4002814614827981,0.2692749339505023,1010511.7817666286,0.07951593407982245,981657.0710954854,0.00014796286360007596,969588.395314308,0.07483067959203257,980944.6323560423,0.07629652869266003,981167.5290392825,0.0001382781056434856,969586.9226522,0.022559128357033362,972996.2320786081,0.07468809856299574,980922.951516963,0.029437370666134218,974042.1360509645,0.0001824809862420699,969593.6441322424
2023,700000.0,1,738058.3957523099,1094127.741311782,0.1477464800229421,0.2374523637764427,0.2231101856458414,0.11110970270032254,0.0,738058.3957523099,1.860730237965088e-06,738059.0583013081,0.0,738058.3957523099,1.1610436373233345e-06,738058.8091643581,2.047208400965549e-06,738059.1247004655,0.006059559026442875,740216.0189692344,1.4926624662116804e-06,738058.9272436574,9.977117937355868e-07,738058.7510068954,5.2008324343031395e-06,738060.2476093111,1.335084546347615e-06,738058.8711349906
2024,400000.0,4,353148.3974388833,965502.9133319096,0.0031192610231467683,0.08147072102986908,0.08815149445697724,0.000856538882211467,0.0,353148.3974388833,1.7330774971232662e-16,353148.39743888343,0.0003191953094983115,353343.85812810645,1.9494345515594154e-17,353148.3974388833,1.671540393082098e-16,353148.39743888343,0.0002950043237993152,353329.0446687698,7.517363199190107e-17,353148.3974388834,3.573298916098414e-17,353148.3974388833,4.605537421121981e-16,353148.3974388836,8.075371529621805e-10,353148.39793338237
2025,690000.0,2,753574.2828426919,914039.3942272298,0.03397840496872504,0.1847447210986839,0.16295118639470485,0.10606412868540288,0.0,753574.2828426919,2.4189683009610426e-07,753574.3216586936,1.0340143520985054e-06,753574.44876592,2.2513637029442986e-05,753577.8954959655,2.5642161237839433e-07,753574.3239894145,1.1398359164127934e-06,753574.4657465891,2.220826232962199e-10,753574.2828783283,5.263555742359693e-05,753582.7290132766,9.807288997174007e-06,753575.8565704132,1.820865094023169e-06,753574.575028012
2026,2200000.0,1,1664893.7612170908,1977543.0751812672,0.9951721774175488,0.6348650985633257,0.6233240633560384,0.7696263541338823,0.5349860950340576,1832156.7968098626,0.6597179597765424,1871154.1287510728,0.6652676947691823,1872889.2495892048,0.7700505729170058,1905649.5445573137,0.6737313796012254,1875535.414845552,0.6847175405993219,1878970.2305447068,0.7674474946156223,1904835.693912191,0.801942475647287,1915620.5260669484,0.4856902200882139,1816744.4753267807,0.7462670147806026,1898213.6314223402
2027,370000.0,5,382821.3826354242,958131.431967923,0.0005475768877362659,0.04176381486510262,0.04012063215128202,0.0003045899434443928,0.0,382821.3826354242,3.506841607721592e-21,382821.3826354242,2.4882079943915704e-10,382821.3827785733,1.7542494045571435e-25,382821.3826354242,3.540062995850802e-21,382821.3826354242,2.530244121148344e-10,382821.38278099167,2.2261704158323953e-21,382821.3826354242,5.145055956410398e-25,382821.3826354242,1.3478471931246171e-20,382821.3826354242,1.4618364506258805e-09,382821.3834764334
2028,579000.0,4,498557.8127217558,1044650.5537708772,0.0009248879376783202,0.05962444347122588,0.06280162385416632,0.002129906867650485,0.0,498557.8127217558,1.0190451470168973e-19,498557.8127217558,0.0005977455236263821,498884.2372132028,1.676206439231034e-20,498557.8127217558,9.991578131329735e-20,498557.8127217558,0.0005675051375486865,498867.72315787926,5.1362827468038036e-20,498557.8127217558,3.872744467082785e-20,498557.8127217558,3.1297143200786917e-19,498557.8127217558,1.4796964769334382e-08,498557.82080227084
2029,265000.0,1,238103.34188219556,948572.9024350004,0.0006285425224870617,0.05236854724888295,0.05080553948849694,0.00010250780052237812,0.0,238103.34188219556,0.0,238103.34188219556,0.0,238103.34188219556,7.372370408732099e-22,238103.34188219556,0.0,238103.34188219556,0.0,238103.34188219556,5.56248185518867e-21,238103.34188219556,1.0019728711439894e-21,238103.34188219556,3.083031692411835e-20,238103.34188219556,6.06673632836197e-11,238103.34192529786
2030,300000.0,2,392142.1928282797,996312.462743414,0.001663806793358544,0.11968998206831004,0.12122962415724538,0.005493796085645711,0.0,392142.1928282797,1.230827431183713e-12,392142.1928290233,6.032081689858427e-10,392142.1931927201,2.391237560330183e-08,392142.20727542613,1.224928119368253e-12,392142.19282901974,5.977843137976346e-10,392142.1931894432,1.9353837055609572e-18,392142.1928282797,3.952243006326559e-08,392142.2167065569,1.1514595557620218e-09,392142.19352395734,1.3210509833389693e-09,392142.1936264194
2031,470000.0,3,491458.0572070885,994487.8938703892,0.0010487848760357427,0.07446011814039045,0.07226422257780263,0.0014806222500582753,0.0,491458.0572070885,1.5704345022502686e-10,491458.057286086,5.716661517426967e-10,491458.0574946536,1.2414533236535965e-08,491458.0634519691,1.58310054453146e-10,491458.05728672317,6.28048949817353e-10,491458.0575230159,1.1123928132149831e-19,491458.0572070885,9.940981981003803e-09,491458.06220769905,6.654087390772706e-19,491458.0572070885,1.2838223965489986e-08,491458.0636650982
2032,900000.0,2,544607.4516354381,1064185.8185480027,0.006985956845069441,0.07298922928014819,0.06864377121426966,0.014851537522997643,0.0,544607.4516354381,3.1992661710312265e-10,544607.4518016651,8.819209308426143e-09,544607.4562177085,3.1951737718713833e-07,544607.6176497552,3.251016028937708e-10,544607.4518043539,9.14222250862828e-09,544607.4563855391,1.1079293930886207e-14,544607.4516354438,9.140387054861843e-07,544607.926550176,8.523494871749074e-08,544607.4959216736,2.7875070530984923e-08,544607.4661187218
2033,814000.0,1,598215.6809474294,858180.6490676356,0.004403737937617101,0.12343992967064966,0.12698053622514024,0.04061568588687376,0.0,598215.6809474294,4.2830858754355016e-16,598215.6809474295,0.0,598215.6809474294,3.9179139578287946e-16,598215.6809474295,3.9602985438618356e-16,598215.6809474295,0.0,598215.6809474294,7.818854233027338e-16,598215.6809474296,3.8926264551482345e-16,598215.6809474295,3.64668964603562e-15,598215.6809474303,8.144250204226685e-08,598215.7021196268
2034,298500.0,5,435972.4347050405,781102.1932265082,0.0007586807380401721,0.09180613723562835,0.09297701699260603,0.002644283655947501,0.0,435972.4347050405,3.2368310264215144e-20,435972.4347050405,1.111832073748415e-09,435972.4350887668,3.2589959149136656e-24,435972.4347050405,3.2200843777590205e-20,435972.4347050405,1.1031601928545113e-09,435972.4350857739,1.5910589843882574e-20,435972.4347050405,6.5386627623747654e-24,435972.4347050405,9.535080246395359e-20,435972.4347050405,4.232168573477621e-09,435972.4361656878
2035,700000.0,3,581681.0666420467,1011997.7987233226,0.00793211617164201,0.08333916447894829,0.09607886700554666,0.0068192058299728275,0.0,581681.0666420467,7.388301555027993e-08,581681.0984351445,7.18958479057067e-09,581681.0697358453,1.1278674852701992e-06,581681.5519822972,7.070397190762448e-08,581681.0970671488,5.201836881955619e-09,581681.0688804841,2.1314943513074476e-14,581681.0666420559,8.203112853360997e-07,581681.4196357182,1.2453872097954077e-13,581681.0666421002,7.801390591597276e-08,581681.1002127357
2036,1100000.0,4,1469847.122349592,1370854.9508447098,0.9958941477779467,0.5512945986270491,0.5477439441498243,0.5691675434493387,0.4216159162247365,1428110.4472614848,0.6319495999695649,1407289.059166963,0.7562657142087786,1394982.7370653744,0.7554318708417901,1395065.2810309674,0.635413676626364,1406946.1426964472,0.7562657142087786,1394982.7370653744,0.5411738652517499,1416275.1462666306,0.7554318708392771,1395065.2810312163,0.48780818846481877,1421557.9304955967,0.8016982527513002,1390485.271418071
2037,700000.0,4,703550.299116554,1075181.297134291,0.06275315143053888,0.21753963362601428,0.2115428974621364,0.04401105174030126,0.0,703550.299116554,1.9025281841049993e-08,703550.3061869384,0.007788614762245028,706444.7897938228,6.726367924004435e-09,703550.3016162808,1.9391490143577768e-08,703550.3063230328,0.00800940339836375,706526.8416950145,5.981948819810173e-09,703550.3013396316,1.1367232457455581e-08,703550.30334097,3.0533968188702255e-08,703550.310463923,8.92718165177938e-07,703550.6308782967
2038,635000.0,4,599756.7380525314,825984.5742792578,0.0014433134906858055,0.1454782908993786,0.1469310631022846,0.01596957029750696,0.0,599756.7380525314,2.2322341717925465e-18,599756.7380525314,0.002733212774042295,600375.0668643502,5.65264180164031e-19,599756.7380525314,2.219101244268504e-18,599756.7380525314,0.0027061882942698186,600368.9531747662,7.8675986430581375e-19,599756.7380525314,9.678336390428619e-19,599756.7380525314,4.519954159975216e-18,599756.7380525314,1.1198898138989471e-07,599756.7633875563
2039,160000.0,4,182265.72734600227,1029945.9458016286,0.0015094032126156203,0.01068919303863313,0.015492312833748845,0.00021194255407784075,0.0,182265.72734600227,1.3657924216073875e-18,182265.72734600227,1.7977198965279796e-05,182280.96626194837,6.943495797224806e-20,182265.72734600227,1.3089915449491748e-18,182265.72734600227,1.2403683820222194e-05,182276.24170341264,9.624811788324073e-19,182265.72734600227,2.6450659204997714e-19,182265.72734600227,5.912914842970748e-18,182265.72734600227,2.647856831153244e-11,182265.72736844764
2040,480000.0,4,408453.9354565949,785035.8919575347,0.000935265360990854,0.13290650590274514,0.14095435571032786,0.03391674130675068,0.0,408453.9354565949,1.6126639608945172e-19,408453.9354565949,0.0007373621210064928,408731.61272677325,2.3182581783315498e-20,408453.9354565949,1.5588011564263419e-19,408453.9354565949,0.0006952621122926358,408715.75862312305,6.283834930456881e-20,408453.9354565949,5.017680829312582e-20,408453.9354565949,3.3464096470479274e-19,408453.9354565949,2.4408456170674713e-09,408453.93637577334
2041,350000.0,3,220892.32827717377,989786.9476327612,0.003700735401111147,0.042389828904952305,0.03372727573321354,0.00044554529953486836,0.0,220892.32827717377,5.923024173971461e-09,220892.3328313552,0.0,220892.32827717377,4.4166645417667754e-08,220892.36223666978,6.142547170094034e-09,220892.33300014524,0.0,220892.32827717377,2.1373996481010647e-16,220892.32827717395,5.0822492989420656e-08,220892.36735431518,1.2843938335728558e-15,220892.32827717476,5.733250162014193e-11,220892.3283212564
2042,950000.0,5,1062209.2500967984,996658.7526653917,0.6283513980324742,0.43299165521691574,0.4456771814633795,0.35119086947100214,0.2456771814633794,1046104.9886443279,0.026727800935672757,1060457.2294502174,0.0010231332228807723,1062142.1832051,0.0017868542529784989,1062092.1209116783,0.026142222243032306,1060495.6144248052,0.0009973208400082451,1062143.875219637,0.019958767135887432,1060900.9429829235,0.00203066592321573,1062076.1389354146,0.030774111180642653,1060191.9918008978,0.0011627371843661014,1062133.0320959813
2043,440000.0,1,351471.99686146074,979458.6141131336,0.0006744528409878254,0.04620075790154325,0.05504759653849286,0.00022797555793222876,0.0,351471.99686146074,0.0,351471.99686146074,0.0,351471.99686146074,1.640376156150668e-21,351471.99686146074,0.0,351471.99686146074,0.0,351471.99686146074,8.495802483521476e-21,351471.99686146074,2.1603882017442173e-21,351471.99686146074,4.706299209883853e-20,351471.99686146074,5.856831712237136e-10,351471.9972292619
2044,790000.0,2,761176.5821958587,915854.983767152,0.008453706639415623,0.19053331592161007,0.18124095552907082,0.046570468998635865,0.0,761176.5821958587,9.73549964264969e-10,761176.5823464459,1.3072053546069881e-06,761176.7843922934,6.562019833496573e-06,761177.5971985976,9.972792540930759e-10,761176.5823501162,1.3597350772691061e-06,761176.792517507,4.028986703541571e-14,761176.582195865,1.2991520213473979e-05,761178.5917034392,1.5103636582541341e-07,761176.6055579224,2.119875377854483e-06,761176.9100947937
2045,860000.0,1,800029.7849645122,1019599.1522568671,0.02883607575131331,0.15143878623098794,0.14341318004845144,0.06393084340895204,0.0,800029.7849645122,4.557288180958385e-11,800029.7849745186,0.0,800029.7849645122,5.447232885176883e-11,800029.7849764727,5.134061024912192e-11,800029.7849757851,0.0,800029.7849645122,6.7965756563189e-11,800029.7849794354,5.435264528959059e-11,800029.7849764464,2.874663076336087e-10,800029.785027631,4.6108768128947085e-06,800030.7973718167
2046,370000.0,4,365505.4839690591,707357.2296890069,0.00027153935423553425,0.07567741996027665,0.07599370438651053,0.0003091819808751913,0.0,365505.4839690591,7.054948010046998e-23,365505.4839690591,0.00029875443019488805,365607.61369256274,8.036749229895041e-24,365505.4839690591,7.042269316844614e-23,365505.4839690591,0.00029751101964789814,365607.1886304966,3.2639052147199974e-23,365505.4839690591,1.5950052667404305e-23,365505.4839690591,2.0043182892932354e-22,365505.4839690591,1.0339387261560547e-09,365505.4843225128
2047,460000.0,5,402182.445007177,662128.4773743235,0.0007000545265087002,0.045655631783492225,0.04362442134267341,0.002498048901681471,0.0,402182.445007177,1.5621476180315796e-20,402182.445007177,3.796858527831055e-10,402182.44510587485,9.63079312651366e-25,402182.445007177,1.580078737002068e-20,402182.445007177,3.8733934784613814e-10,402182.44510786433,9.813987326708777e-21,402182.445007177,2.8691330648972654e-24,402182.445007177,5.885199816538995e-20,402182.445007177,2.1531130711111088e-09,402182.4455668702
2048,300000.0,2,301566.35961764253,968994.2526510828,0.0007962382387502338,0.09566596744620916,0.09784840612365041,0.00015565190163594711,0.0,301566.35961764253,5.986009564337764e-14,301566.35961768246,8.510856488405008e-11,301566.35967444634,3.994345409560991e-09,301566.36228358006,5.942147994061907e-14,301566.3596176822,8.385224952256335e-11,301566.35967360786,2.267396882090281e-20,301566.35961764253,6.721309383352985e-09,301566.3641036319,1.2620283180070473e-10,301566.35970187385,2.1586781128250142e-10,301566.3597617187
2049,1200000.0,3,1107757.7459074757,1170300.8748913575,0.9838332456439984,0.45366199682837377,0.453755647611905,0.5452304233869009,0.26719455951488125,1124468.9297070063,0.3112790844025826,1127226.113833251,0.0023308228499674148,1107903.5228616197,0.2652663524923225,1124348.333606487,0.31123449353708466,1127223.3249809986,0.002330282217563972,1107903.4890487776,0.5033588973422596,1139239.3863491372,0.26523522645937736,1124346.3868869937,0.45341822149202293,1136115.9402178936,0.0028864275506157513,1107938.2721180764
2050,169000.0,4,155991.52348590043,974517.9167602377,0.0030020130415255304,0.0241049964578504,0.0321273789138899,0.0002065746105777927,0.0,155991.52348590043,9.670930613018867e-17,155991.5234859005,3.129319741139065e-05,156017.1377939116,4.955863760458292e-18,155991.52348590043,9.08374039762815e-17,155991.5234859005,2.3479114644807265e-05,156010.74176092792,5.956979751631863e-17,155991.52348590048,1.5053094162898155e-17,155991.52348590043,3.6596997126998255e-16,155991.52348590072,1.565595859834396e-11,155991.52349871525
2051,1600000.0,1,1096292.323135053,1473482.7458619836,0.9778589768015931,0.45079689316948696,0.45285859365335596,0.41204195363643337,0.2792878904800339,1201637.0406077297,0.4074849113074847,1249991.729085969,0.2857939380893961,1204091.0594557866,0.33750408248020974,1223595.630677828,0.4052317465605485,1249141.8569225988,0.283166852851458,1203100.148064349,0.3583549504910619,1231460.378397065,0.33788096875243656,1223737.7885701694,0.4371468629056952,1261179.9331482039,0.0017222313046897217,1096941.9322889026
2052,330000.0,2,390702.4832207042,989703.9610291594,0.00036550620763591685,0.0331824193751772,0.037020284914339174,0.0001007824495934704,0.0,390702.4832207042,2.1151177471210907e-15,390702.4832207055,2.97854148348553e-10,390702.4833991193,2.6315029816920996e-09,390702.48479697836,2.0808694653089254e-15,390702.4832207054,2.847178529115912e-10,390702.4833912506,2.120928022022902e-22,390702.4832207042,7.512600717838917e-09,390702.48772076314,1.2207431064038926e-11,390702.48322801647,1.2835548141523304e-09,390702.48398955545
2053,530000.0,4,270277.92489862035,996112.8329610764,0.0022147068431233718,0.08453586944294876,0.09062392799521952,0.000287177993290785,0.0,270277.92489862035,2.249442518047431e-17,270277.92489862035,0.00018900313029145745,270415.10996831895,1.9648821933088054e-18,270277.92489862035,2.1776008667717133e-17,270277.92489862035,0.0001763060187312793,270405.893961517,9.607216019237075e-18,270277.92489862035,3.49209335025601e-18,270277.92489862035,5.900210277127026e-17,270277.9248986204,1.5394257045629083e-10,270277.9250103572
