Id,generalista,especialista,catboost_global,blend_arvores,score_juiz,peso_juiz,previsao_lambda_0.40,previsao_lambda_0.70,previsao_lambda_1.00
16,394303.78,333972.678651973,393127.8984929425,396067.59,0.31105737467851274,0.08657267940424777,392214.5699619569,390647.6624334245,389080.7549048921
17,348076.39,279523.93463283137,345057.68936755374,352604.45,0.25340116848881933,0.051552929952712004,346662.758028148,345602.534049259,344542.31007037
18,339258.1,303975.83604920655,339174.86139591207,339382.96,0.4332364494022951,0.23541068552506106,335935.771222587,333444.02463952726,330952.27805646753
19,921491.57,806155.2517611344,913404.759342364,933621.78,0.4069226159514323,0.19282459599813714,912595.6984126712,905923.7947221746,899251.8910316781
20,734549.61,589453.8501517123,709617.6666871413,771947.53,0.16160579268102296,0.021936356130197992,733276.4610955945,732321.5994172904,731366.7377389863
21,285310.68,258880.8220260223,284303.45395712764,286821.53,0.38908215853284894,0.1674509951829947,283540.3975918849,282212.68578579853,280884.97397971223
22,332375.65,278351.8075924313,331876.76819405775,333123.97,0.3564732684254224,0.12805579175680937,329608.4236347015,327533.0038607276,325457.5840867537
23,342734.55,296982.7825360192,326404.8470267258,367229.1,0.26453956501075987,0.05706503219424532,341690.2195666897,340906.971741707,340123.7239167243
24,308895.19,269270.2271247628,310351.8971000521,306710.13,0.5305454464497851,0.44037872095868436,301915.19381238706,296680.1966716774,291445.1995309677
25,355394.12,324521.0226823655,352469.1453951763,359781.57,0.35949375288316787,0.13134348229635823,353772.127955611,352555.6339223193,351339.1398890275
26,458018.41,375643.7607755412,462880.0860265397,450725.88,0.43424344035153684,0.23716303427814567,450203.92129693175,444343.0547696306,438482.1882423294
27,553063.58,494792.0119444932,543004.3825606164,568152.39,0.2577005857223265,0.05361826340841948,551813.8118859113,550876.4858003447,549939.1597147782
28,744680.81,674864.1020830239,754939.713355,729292.46,0.4441282412600614,0.25483788641821803,737564.033087104,732226.4504024319,726888.8677177598
29,883379.43,803225.0753841039,889868.3873731623,873645.99,0.40648037738128145,0.19216170142078448,877218.3911362898,872597.6119885072,867976.8328407245
30,356385.73,327534.5165654696,355937.8242853867,357057.59,0.30991483925028185,0.08570537187903927,355396.6484093728,354654.8372164024,353913.02602343203
31,1409942.27,1230599.0395261548,1421335.4107722954,1392852.57,0.6166909117228629,0.6436182664740371,1363770.838359428,1329142.264628999,1294513.69089857
32,1145660.84,930550.0488275174,1098758.6057576777,1216014.18,0.33733192852334243,0.10882055925037626,1136297.4493615278,1129274.9063826737,1122252.3634038197
33,1332201.0,1060383.6072790325,1282504.7291942528,1406745.41,0.1781974264059023,0.02564490475089328,1329412.7075416138,1327321.4881978242,1325230.2688540346
34,1113840.35,912322.897279328,1087518.2309810913,1153323.53,0.20038284593591602,0.03156936285835134,1111295.6389651082,1109387.1056889393,1107478.5724127705
35,340729.13,341838.23511424306,352560.4497041919,322982.16,0.5030787499666596,0.3764848152013887,340896.1544935899,341021.4228637823,341146.6912339747
36,478934.41,440056.45275905245,478360.2493860528,479795.64,0.27627681669281295,0.06346967461301666,477947.38148171926,477207.1100930088,476466.83870429825
37,2247921.4,1449915.6788173863,2139881.7761558425,2409980.82,0.01564456196831845,0.005459190241958979,2246178.813981557,2244871.8744677245,2243564.934953892
38,428593.47,391282.8944384393,437577.4143042121,415117.56,0.3603070481661549,0.13224088390421845,426619.87660350563,425139.68155613483,423659.48650876404
39,355863.01,349752.1514987296,364474.1768943351,342946.26,0.44578827148355876,0.2578896855199773,355232.63904914015,354759.86083599523,354287.0826228503
40,1839658.98,1429051.9466893114,1752466.077833111,1970448.33,0.0964251395434372,0.011820985692164308,1837717.468053653,1836261.3340938927,1834805.2001341323
41,653362.51,637621.5083145398,649904.5668673385,658549.42,0.4850332841794473,0.3365931196255787,651243.1848546638,649653.6909956617,648064.1971366594
42,357185.24,332283.91466472705,358384.6782440039,355386.07,0.4167517265096665,0.2080079976634181,355113.3700711378,353559.46762449114,352005.56517784455
43,1054116.76,859416.4306466421,1050294.1184523932,1059850.73,0.21905356293558506,0.03756325659374735,1051191.328627845,1048997.255098729,1046803.1815696127
44,983899.15,1002217.226265068,999916.7604705808,959872.73,0.35371642624756217,0.12511660001488126,984815.9081684395,985503.476794769,986191.0454210986
45,229816.15,224989.28685592517,223598.0266811299,239143.32,0.5689484520741822,0.5326304075986298,228787.77636645944,228016.49614130403,227245.21591614862
46,904152.46,793333.4724588655,933781.6240901658,859708.71,0.19385238137262784,0.029699802221879266,902835.9391950397,901848.5485913196,900861.1579875994
47,534434.59,399663.7227547576,538934.9099228781,527684.11,0.1946675428274058,0.02992717387725203,532821.2655289454,531611.2721756544,530401.2788223636
48,247608.4,236880.13355951256,245751.9665495944,250393.04,0.527536362301905,0.4332403278858707,245749.2329318705,244354.85763077336,242960.48232967625
49,433146.63,397157.7702688872,432899.3329467023,433517.58,0.3238665357029315,0.0968525027747403,431752.38554521307,430706.70220412285,429661.0188630327
50,467894.58,370385.26438879105,467734.2179810776,468135.12,0.324629406782474,0.09749791229852231,464091.79811929975,461239.7117087746,458387.6252982494
51,347565.92,312293.0272302959,346091.2466360839,349777.93,0.3189745601935974,0.09280376695791703,346256.5370717875,345274.49987562816,344292.4626794688
52,663085.36,482152.0464309813,653499.9998454251,677463.41,0.14410809904982996,0.018593671428031453,661739.674166845,660730.4097919789,659721.1454171126
53,864136.84,824279.4396505072,889150.1917312318,826616.81,0.5126996257872577,0.3985002025717563,857783.5671546974,853018.6125207205,848253.6578867435
54,926029.38,857854.5962048833,942986.5048825224,900593.7,0.471457622419447,0.3080123675439339,917629.9093745882,911330.3064055291,905030.7034364702
55,314450.06,291453.6277713469,323784.9043816084,300447.81,0.4019020164153056,0.18540094067791502,312744.6359330287,311465.56788280024,310186.4998325718
56,595302.98,522087.70059217565,597611.2431211348,591840.58,0.42197888840689385,0.21643435445174966,588964.4593061452,584210.5687857541,579456.6782653631
57,382354.71,342743.231125739,390702.708122445,369832.72,0.43359061648771796,0.23602597787193183,378614.9747854997,375810.17337462446,373005.3719637492
58,824101.55,752499.1436857559,805332.4025007216,852255.27,0.4234381252131578,0.2188303351014316,817834.038572874,813133.4050025296,808432.7714321851
59,1199261.47,1079826.4517312946,1238192.2409048127,1140865.31,0.6091693442616437,0.6268134293001691,1169316.0806481857,1146857.0386343251,1124397.9966204644
60,2046397.05,1485737.257496117,1994239.935066003,2124632.72,0.02886005648186142,0.006196595473524176,2045007.3772270335,2043965.1226473085,2042922.8680675835
61,600300.86,502517.4788868306,586272.8855366632,621342.82,0.21344508553064778,0.03565614767531068,598906.228529135,597860.2549259863,596814.2813228377
62,1242889.44,914988.5862860769,1190097.7667003362,1322076.95,0.0664877176848802,0.008883084145113079,1241724.3316500818,1240850.5003876432,1239976.6691252047
63,3567252.38,2032235.4067562253,3495393.7012963668,3675040.41,0.011564898571035891,0.005249692928785432,3564029.0328999986,3561611.5225749975,3559194.0122499964
64,389471.14,352385.81236831506,387601.1663439352,392276.09,0.31267600720154903,0.08781499694339605,388168.4808269515,387191.48644716514,386214.4920673788
65,428539.9,397976.68561066943,432077.9943207907,423232.77,0.35321908848663836,0.12459256260719452,427016.7203190881,425874.33555840416,424731.95079772023
66,533898.75,504041.58598618244,536846.8675643721,529476.58,0.45255779956019204,0.27057933954625996,530667.2573121667,528243.6377962918,525820.0182804168
67,1034139.75,803038.1344021998,950901.4429667272,1158997.21,0.0958113385064212,0.011752042837066006,1033053.3835655118,1032238.6087396457,1031423.8339137795
68,788697.79,656831.1654538994,761132.4826709605,830045.75,0.22699192305544422,0.04043090646688838,786565.1951347489,784965.7489858107,783366.3028368724
69,365345.54,340007.2575802669,376325.0862726709,348876.21,0.4267472333817749,0.2243341980380596,363071.84269348293,361366.5697135951,359661.2967337073
70,1643663.23,1269971.6099773839,1568777.2689555571,1755992.16,0.08673545246469937,0.010777824139425882,1642052.1969748077,1640843.9222059133,1639635.647437019
71,266370.65,243082.0412741512,265874.3420764416,267115.12,0.4095559528909876,0.19680787697358745,264537.29734359885,263162.282851298,261787.26835899716
72,449797.89,457111.9071965834,454164.7265601549,443247.64,0.46276900333282384,0.29044674707569396,450647.62300112133,451284.9227519623,451922.2225028034
73,399910.92,360414.65545373556,406209.3398139168,390463.28,0.6133674283168028,0.6362336099965279,389859.3796105409,382320.7243184466,374782.0690263523
74,260517.03,247610.11957181545,272957.2156217296,241856.75,0.4831821239381514,0.33261864780508105,258799.79836241438,257511.87463422515,256223.95090603596
75,2008109.87,1598973.9223803647,1859187.8893264672,2231492.84,0.06895016509205228,0.009094606493856726,2006621.4978215634,2005505.218687736,2004388.9395539083
76,304184.34,292251.7933911055,315566.49375370936,287111.12,0.47320566201360525,0.3116168418863298,302696.98700403,301581.47225705243,300465.9575100749
77,401404.24,295544.81070037704,392673.9503367661,414499.68,0.22921332502161743,0.041270218641488714,399656.7032830165,398346.05074527895,397035.3982075413
78,192632.25,175657.07102173832,189645.66609273164,197112.12,0.483870594126924,0.33409406145872095,190363.72740446555,188662.3354578147,186960.94351116384
79,280446.54,246244.2754634419,280470.3273453002,280410.85,0.40467741391305223,0.18947712498538702,277854.3212990493,275910.1572733363,273965.9932476233
80,531129.66,502466.7337726184,526576.0591505503,537960.05,0.38399344991866835,0.16072097907182625,529286.9665734688,527904.9465035702,526522.9264336717
81,419855.95,381700.90619637776,411701.7254204487,432087.27,0.3292427094231144,0.10148316947584421,418307.11208932754,417145.4836563231,415983.85522331874
82,273748.05,220714.74751950608,257964.7790847543,297422.95,0.21538073426024182,0.03630356977353267,272977.9307212314,272400.341262155,271822.7518030785
83,1500840.24,1244620.8618883397,1490216.8363289908,1516775.34,0.2742130891160594,0.06229694915101956,1494455.5657721087,1489667.0601011903,1484878.554430272
84,2401528.98,1532089.9382190688,2186850.335083618,2723546.93,0.03694595356265542,0.006695747010833182,2399200.3624539576,2397453.8992944257,2395707.4361348934
85,383382.62,346935.6482165744,402038.05813440273,355399.45,0.4802437566550807,0.32635871598822924,378624.7052348408,375056.2691609714,371487.833087102
86,406395.98,350105.7172324533,404651.6441842389,409012.5,0.27498778670424234,0.06273478511597685,404983.43698446243,403924.02972280927,402864.62246115605
87,543812.83,500351.00295801164,552734.2198544384,530430.74,0.3971128530380214,0.17852706711335606,540709.1849947223,538381.4512407641,536053.7174868059
88,458018.41,375643.7607755412,462880.0860265397,450725.88,0.43424344035153684,0.23716303427814567,450203.92129693175,444343.0547696306,438482.1882423294
89,321129.47,267840.1947022408,290434.33434471174,367172.18,0.20650259650810754,0.03342434616194419,320417.0063262914,319882.65857101,319348.3108157285
90,534799.8,508983.40372914943,533180.2863002841,537229.06,0.437325659850732,0.24258233087679842,532294.7593671113,530415.9788924446,528537.198417778
91,821491.14,644874.1169661419,802347.7136646638,850206.28,0.1609463318188963,0.021800328371620256,819951.0163607376,818795.9236312907,817640.8309018438
92,173009.47,153885.9544076099,164929.30303596813,185129.72,0.3761213496792029,0.15074285183036698,171856.37668903224,170991.55670580643,170126.73672258062
93,301465.04,268257.4357436129,298169.0233906136,306409.06,0.2795748679794099,0.06538660736233089,300596.50696761755,299945.10719333077,299293.70741904393
94,190611.81,176968.91293683051,192725.77106035943,187440.88,0.48873017308494543,0.34459955923887425,188731.27547411618,187320.87457970332,185910.47368529046
95,766808.04,675867.4880776377,767531.3279740302,765723.1,0.4124954456028847,0.20132727224332198,759484.5146980674,753991.8707216181,748499.2267451687
96,840076.63,781749.7915581852,847328.1508307211,829199.34,0.45569057277928227,0.2765829930643678,833623.7453791124,828784.0819134468,823944.418447781
97,1645667.13,1148193.8775682205,1539949.8564976922,1804243.04,0.11914580939786472,0.014674153501702201,1642747.13045233,1640557.1307915775,1638367.1311308248
98,385430.59,341972.74828490056,391470.742364767,376370.36,0.4239796818240551,0.21972438273009584,381611.09102174704,378746.4667880573,375881.8425543676
99,574624.54,516879.4260290214,578144.4423929069,569344.68,0.38224948718777424,0.15846538114240674,570964.299402191,568219.118953834,565473.9385054772
100,432271.14,398125.48921782523,422722.2891394721,446594.41,0.36521467176901684,0.1377668170434417,430389.4849503452,428978.243663104,427567.0023758629
101,408884.4,360463.37049926707,411116.8770975718,405535.68,0.34890808704751813,0.12012860419619095,406557.6997249338,404812.6745186341,403067.64931233437
102,1257302.35,1129056.6503499271,1261283.4278888702,1251330.74,0.45499686837309905,0.27524650486069224,1243182.6777631615,1232592.9235855325,1222003.1694079034
103,781595.23,600410.929425629,772390.629688376,795402.12,0.18027932068135438,0.026151364287816458,779699.9433409786,778278.4783467124,776857.0133524464
104,465508.21,416433.7985375917,462111.1869578213,470603.73,0.23118897853141046,0.04203066659043155,464683.15790948074,464064.36884159135,463445.5797737019
105,791618.23,681289.77280902,781109.2233152688,807381.74,0.299329669502062,0.07803760767172642,788174.3224570814,785591.3917998924,783008.4611427034
106,854036.24,775613.2764411488,853453.9311674815,854909.7,0.3381722790276578,0.10960894690319296,850597.8966205147,848019.1390859007,845440.3815512868
107,1001513.0,921678.3871084491,1038444.275731032,946116.09,0.5164430164011076,0.4071838611360588,988510.0536282063,978757.8438493611,969005.6340705157
108,309598.49,265994.5997420607,290125.1757717322,338808.45,0.21611114203252918,0.03655079946876564,308960.9871804496,308482.8600657868,308004.73295112397
109,560637.02,499252.22633215704,549680.1677711395,577072.29,0.26374859321596156,0.056655985759747264,559245.8936016359,558202.5488028628,557159.2040040897
110,428903.05,383168.1940978782,422677.4420099508,438241.46,0.3032039714799351,0.08076839074049168,427425.47771521495,426317.2985016261,425209.11928803736
111,842875.2,775772.385397159,831480.537525131,859967.19,0.3475201444403502,0.11872108317973049,839688.5924663768,837298.6368161595,834908.681165942
112,254325.97,219958.83968870426,258819.1764759148,247586.16,0.4476137813880039,0.2612731143329316,250734.28713315283,248040.52498301744,245346.76283288206
113,395030.79,354625.0100976181,393397.9707304261,397480.01,0.3911195057050274,0.1702079015061075,392279.83679763915,390216.6218958685,388153.4069940979
114,787805.84,605126.287907122,725177.2214683058,881748.76,0.07691332398419064,0.00981338449782239,787088.758126169,786550.9467207958,786013.1353154226
115,369283.18,326943.5185772311,369120.0308994693,369527.91,0.39430398118388343,0.1745891705214129,366326.3614528165,364108.7475424289,361891.1336320413
116,523618.4,383779.7819185873,513549.4686442183,538721.8,0.1369293418954056,0.01737163354448667,522646.70990852895,521917.9423399256,521189.1747713223
117,3053154.32,1892109.0870500205,2799201.016340669,3434084.28,0.01252208742026883,0.005298116531215547,3050693.7788231275,3048848.372940473,3047002.9670578185
118,886147.57,775507.2838968935,910423.3170081032,849733.94,0.5767188853190863,0.5512296438401144,861752.2877988064,843455.8261479114,825159.3644970162
119,317721.04,268948.266995542,316877.1063584486,318986.94,0.3421138223236229,0.11337389804384577,315509.21624243073,313850.34842425387,312191.48060607695
120,1991770.44,1556943.3931153684,1999456.104798877,1980241.95,0.21970784080191727,0.03779202282566039,1985197.2425275685,1980267.344423245,1975337.4463189214
121,300413.44,279925.74110251357,309923.8596074577,286147.82,0.5393096150579973,0.4613001902074716,296633.04824067047,293797.75442117325,290962.4606016761
122,478624.25,374388.4804730642,465976.1001299159,497596.48,0.21027735111632578,0.03462054890875618,477180.77017722034,476098.16031013563,475015.55044305086
123,275255.48,244139.1322342605,276041.0126989261,274077.19,0.3793027253895666,0.154712588476776,273329.8437172875,271885.6165052532,270441.3892932189
124,280891.35,246013.46936368902,279406.1928288987,283119.1,0.3592875521193686,0.13111678037699417,279062.1198338375,277690.1972092156,276318.2745845938
125,678676.21,621828.3624224365,657875.6330015459,709877.09,0.3055638386405113,0.08247417841769697,676800.8181904904,675394.2743333582,673987.730476226
126,335483.78,293550.6611759188,342752.40650850395,324580.83,0.4875839573449342,0.3421074632595797,329745.52683701244,325441.8369647718,321138.1470925311
127,1413190.47,1268500.8199703537,1441745.341525908,1370358.17,0.6001085695991297,0.6061588620948557,1378108.5045524507,1351797.0304667887,1325485.5563811266
128,306458.42,263352.44701831916,301997.93157538783,313149.16,0.41487499771807107,0.20504229025971862,302923.001030385,300271.4368031738,297619.87257596257
129,950413.0,845489.9084055042,902132.081608766,1022834.39,0.3413508286247704,0.1126363919604226,945685.7366117853,942140.2890706242,938594.8415294631
130,836866.66,858648.8858356137,928235.2224800652,699813.82,0.5385686435205953,0.4595250332242027,840870.451220323,843873.2946355653,846876.1380508075
131,1929784.93,1553123.7120659747,1724791.230120678,2237275.49,0.0731817532652714,0.00946981519077753,1928358.1651506526,1927288.091513642,1926218.0178766316
132,583560.47,552817.8451401452,597026.8006154572,563360.98,0.5164684090144669,0.40724297026388456,578552.5828553457,574796.667496855,571040.7521383644
133,1457937.25,1216014.5865528202,1500301.7610788206,1394390.48,0.5399026641825723,0.4627216768372533,1413160.1058019146,1379577.2476533505,1345994.3895047866
134,1226684.37,1070490.563785939,1204837.7390720472,1259454.31,0.3342204390010539,0.10594467657138126,1220065.2090872794,1215100.838402739,1210136.4677181984
135,541470.46,481175.465487736,524928.5361831089,566283.34,0.3285812311781851,0.10090299524671548,539036.8817821313,537211.6981187297,535386.5144553282
136,493803.26,419072.3474999813,486105.4337539476,505350.01,0.23619177860789833,0.04401664511676538,492487.4983780939,491500.67716166424,490513.85594523465
137,1523814.98,1196668.0411728006,1642087.633819218,1346406.0,0.18265091054904045,0.026740160586622274,1520315.7953281356,1517691.4068242372,1515067.0183203388
138,778583.78,742132.8811500844,794753.8894188597,754328.61,0.5305447410888402,0.4403770446326609,772162.9243561081,767347.2826231892,762531.6408902701
139,418579.19,361232.15938159334,418243.8475627893,419082.19,0.3168766699754746,0.09111449868064793,416489.13162175205,414921.5878380661,413354.0440543801
140,2202129.98,1497122.5321663648,2088342.0097779944,2372811.93,0.04740141990433314,0.007400798736160453,2200042.9327084357,2198477.6472397624,2196912.361771089
141,397231.92,365465.42913463135,403553.0280051367,387750.25,0.4708208738491495,0.30670514919972053,393334.7414718342,390411.8575757099,387488.97367958556
142,359755.21,288876.7016828519,351856.46685727965,371603.32,0.2953235448671096,0.07530301496536519,357620.2638509884,356019.05423922976,354417.84462747106
143,1242318.6,1034466.5803788467,1203905.8388418432,1299937.75,0.321902546413094,0.09520843745144612,1234402.8935962971,1228466.11379352,1222529.3339907427
144,374024.13,333786.3778316047,380514.1703757173,364289.08,0.39863556368198094,0.18069072465728714,371115.8945608449,368934.7179814786,366753.54140211234
145,421038.56,359764.7472072059,417389.2776756168,426512.48,0.4538282878318025,0.273004201653515,414347.35666249454,409328.95415936544,404310.5516562363
146,266727.02,238799.57192715933,257372.42956743672,280758.9,0.42603635061814815,0.22314357801171497,264234.287724916,262364.738518603,260495.18931228996
147,1885952.0,1586415.9606395236,1852875.007868874,1935567.49,0.29577355703925906,0.07560575039121696,1876893.3411899752,1870099.3470824566,1863305.352974938
148,584421.25,535890.2724632565,600520.1798785188,560272.86,0.46020571089686224,0.2853790506276696,578881.3602818125,574726.442993172,570571.5257045313
149,1056990.86,942982.8737609665,1063413.560401024,1047356.81,0.394706267202215,0.17514892446398772,1049003.5095319713,1043012.9966809498,1037022.4838299282
150,429050.47,396564.8667590415,420618.239664428,441698.81,0.44923186412733646,0.26429597404803035,425616.14433955716,423040.4000942251,420464.655848893
151,601386.03,532131.5986796102,608393.555358928,590874.73,0.48984364452007984,0.34702867568383866,591772.7205654591,584562.7384895534,577352.7564136478
152,924761.27,749667.6543878401,917455.0766385688,935720.56,0.182601280135283,0.026727707728164286,922889.3296067403,921485.3743117955,920081.4190168506
153,803655.13,706107.6677533936,807260.8362836374,798246.57,0.3146352880857919,0.0893403046014559,800169.1620039156,797554.6860068524,794940.2100097892
154,422168.46,363854.85002943745,425561.4092423547,417079.03,0.4846096062508405,0.3356814084027071,414338.5421104142,408466.10369322484,402593.66527603543
155,436445.71,388094.86308090994,416579.7759856052,466244.61,0.4282899168436924,0.2269334615322747,432056.73997625354,428765.01245844364,425473.2849406338
156,489963.72,446594.4231271958,492025.7793513132,486870.62,0.31241311524994964,0.08761213442863489,488443.8493329218,487303.9463326131,486164.04333230446
157,353432.26,330566.0587576441,355790.4161745383,349895.02,0.39669961427387945,0.17794339558062963,351804.7042027621,350584.0373548336,349363.3705069052
158,619271.79,525145.0987469635,612910.2137040917,628814.16,0.21670895008066704,0.03675435121204393,617887.9638125034,616850.0941718809,615812.2245312583
159,1803450.81,1563713.2113129997,1865672.30487672,1710118.57,0.5313697544583859,0.442338650056036,1761032.7276916467,1729219.1659603817,1697405.6042291166
160,1251348.99,974650.1999498266,1227163.448552997,1287627.3,0.14424845274305836,0.018618385685088164,1249288.3160832995,1247742.810645774,1246197.3052082486
161,474367.49,436339.65317375184,470063.4674629234,480823.53,0.2716374146835732,0.06086168558621083,473441.71470062283,472747.38322609,472053.05175155716
162,986779.38,883300.7905999785,917969.4363911136,1089994.3,0.4254032946226504,0.2220871029729319,977586.8759441695,970692.4979022966,963798.1198604237
163,510876.45,450381.4023426886,518184.2484924619,499914.75,0.33543475674827383,0.10705898713769715,508285.8345883846,506342.87302967306,504399.9114709615
164,354407.09,323996.71368040337,359305.8674743289,347058.91,0.41439033090445726,0.2042815115024396,351922.17894402996,350058.4956520524,348194.81236007484
165,342111.78,303278.8450215697,343691.0222658633,339742.92,0.30062409714101773,0.07894044503393835,340885.5843323315,339965.93758158013,339046.2908308288
166,528048.34,422040.4560257379,506777.1824854429,559955.09,0.10810229484501492,0.013211332837347559,527488.1378245732,527067.9861930031,526647.8345614331
167,570786.0,516567.3170675156,566065.5394913119,577866.7,0.334533328337479,0.10623081576453541,568482.1220329613,566754.2135576825,565026.3050824035
168,293086.91,288870.27481802745,294000.2526441421,291716.89,0.4128504065710678,0.20187823542711952,292746.4112520094,292491.0371910164,292235.66313002346
169,862451.89,699904.4287940817,790351.4728295025,970602.51,0.2046130860272353,0.03284065072045042,860316.6242404162,858715.1749207283,857113.7256010405
170,560543.76,505688.79035078787,565793.5224907589,552669.13,0.4162653214777777,0.2072363298322283,555996.5829667356,552586.2001917873,549175.817416839
171,432325.01,385751.86810592224,426679.4659891144,440793.31,0.2539087943762667,0.05179280798671091,431360.14848181687,430636.50234317954,429912.8562045422
172,629671.71,554296.7127020457,634470.2821951469,622473.85,0.3632823888777159,0.13556828512221641,625584.3263500899,622518.7886126572,619453.2508752246
173,717318.27,662016.991578501,718782.6055026283,715121.77,0.3582525270347872,0.12998386465025236,714442.9604442696,712286.4782774717,710129.996110674
174,537084.56,479609.0327505413,539226.7198346378,533871.32,0.300584580095198,0.07891274190797452,535270.3394208555,533909.6739864971,532549.0085521388
175,2298250.31,1878823.678014821,2395674.3465499016,2152114.24,0.4065050175106704,0.19219859006828424,2266005.027078144,2241821.0648867516,2217637.1026953594
176,722127.27,667902.7824213998,736412.3584365888,700699.64,0.42969167043345535,0.2293136601138696,717153.5037142208,713423.1789998865,709692.8542855522
177,368137.38,340903.22750394646,366700.11402632017,370293.28,0.30043315311072555,0.07880666744323966,367278.88688045804,366635.0170408015,365991.147201145
178,1183090.61,964690.2883247897,1170834.1991378495,1201475.23,0.24500673993234082,0.04773551606765834,1178920.4291741967,1175792.7935548439,1172665.1579354913
179,282298.46,264768.86913182307,281275.1892027082,283833.37,0.502233960952904,0.3745743889087716,279672.00568509276,277702.1649489123,275732.32421273185
180,843921.94,803762.8717332181,835308.8549639574,856841.58,0.49077917337043453,0.3490757809552459,838314.5167529351,834108.9493176366,829903.3818823381
181,383922.45,346559.43238998146,389331.5949359702,375808.74,0.37576891859157213,0.15030828032897187,381676.06163005484,379991.27035259595,378306.47907513706
182,1699181.02,1197078.7897835518,1603927.275258422,1842061.63,0.056941436868379366,0.008108172419073746,1697552.5674181615,1696331.2279817825,1695109.8885454035
183,617225.73,573311.5063476625,625825.6259727078,604325.87,0.43466325994398675,0.23789624687374403,613046.9184034938,609912.8097061142,606778.7010087348
184,736711.17,659968.6167669643,729170.798024425,748021.72,0.32309025971298405,0.09619967040377639,733758.1266692152,731543.3441711264,729328.5616730377
185,419475.96,378131.0530722663,413566.9205981816,428339.52,0.31293104088321877,0.08801220112630702,418020.4174943712,416928.7606151495,415837.1037359279
186,477606.64,408791.6953717872,470758.2360304933,487879.23,0.357687227170597,0.1293686224204175,474045.64216460433,471374.89378805755,468704.14541151084
187,473042.15,451042.1465779858,472448.373616301,473932.81,0.36742375177599634,0.14031690544648864,471807.36104000435,470881.2693200076,469955.1776000108
188,1254339.58,1090727.0828043744,1295095.681707202,1193205.42,0.4837898994435197,0.3339209614110186,1232486.1230550318,1216096.0303463053,1199705.9376375792
189,369324.59,326908.87655989785,369097.8529804624,369664.71,0.30701645305475755,0.08354041536785457,367907.219472436,366844.191576763,365781.16368109
190,1467529.51,1182115.8694050582,1421673.276513683,1536313.85,0.24678858269380688,0.04852269361927612,1461989.89454506,1457835.1829538546,1453680.4713626495
191,1180405.02,848794.3568948437,1083942.264113069,1325099.16,0.09876418252668098,0.012087391900995979,1178801.6967825994,1177599.2043695492,1176396.711956499
192,308131.4,273703.2912600328,298451.7973985146,322650.81,0.3670139081278616,0.13984082998167432,306205.6178796415,304761.2812893726,303316.94469910365
193,359581.85,327790.4760910696,365043.3384818555,351389.62,0.41773198357830277,0.20956957920328978,356916.8480590444,354918.09660332766,352919.345147611
194,287205.55,259825.48082170234,288937.075167132,284608.25,0.348269574560469,0.11947930370726303,285897.0093596481,284915.6038793842,283934.1983991203
