Id,especialista,catboost_global,blend_arvores,peso_especialista,fracao_arvores_ancorada,fracao_arvores_intensidade175,peso_catboost_final,peso_arvores_final,previsao_final
74,247610.11957181545,272957.2156217296,241856.75,0.2487348290360877,0.6354764838740903,0.812083846779658,0.14117486097596102,0.6100903099879513,247678.4173072623
75,1598973.9223803647,1859187.8893264672,2231492.84,0.0,0.905543680811158,1.0,0.0,1.0,2231492.84
76,292251.7933911055,315566.49375370936,287111.12,0.3556560610648775,0.3997266331828487,0.39952160806998516,0.386914612301614,0.2574293266335084,299949.2315533156
77,295544.81070037704,392673.9503367661,414499.68,0.0601303603970227,0.2364510948407223,0.11378941597126402,0.8329224222234322,0.10694721737954518,389167.7412201383
78,175657.07102173832,189645.66609273164,197112.12,0.2741544694344383,0.383645024922381,0.37137879361416676,0.4562818930738886,0.2695636374916731,187823.31470731745
79,246244.2754634419,280470.3273453002,280410.85,0.1761528335391841,0.4606502032718383,0.506137855725717,0.4068669281826307,0.4169802382781852,274416.51044783625
80,502466.7337726184,526576.0591505503,537960.05,0.0563523425745766,0.5294300651750921,0.6265026140564111,0.352449933300187,0.5911977241252364,531947.6316692684
81,381700.90619637776,411701.7254204487,432087.27,0.1322593578506541,0.4995502188108056,0.5742128829189097,0.36947278639486403,0.49826785575448185,417891.2979209199
82,220714.74751950608,257964.7790847543,297422.95,0.0896551033014033,0.4260999950689217,0.44567499137061295,0.5046269427181681,0.40571795398042865,270634.01202833495
83,1244620.8618883395,1490216.8363289908,1516775.34,0.0357374915483484,0.3495049025884076,0.31163357952971327,0.663765931336563,0.3004965771150886,1489420.5917145463
84,1532089.9382190688,2186850.335083618,2723546.93,0.0,0.5194656083467297,0.609064814606777,0.39093518539322303,0.609064814606777,2513733.3471664526
85,346935.6482165744,402038.05813440273,355399.45,0.3081724917211346,0.4857725495152976,0.5501019616517707,0.3112518388500049,0.3805756694288605,367307.49165820563
86,350105.7172324533,404651.6441842389,409012.5,0.072245624608108,0.5247080310847498,0.6182390543983122,0.35418038763571197,0.5735739877561801,403212.21308205475
87,500351.0029580117,552734.2198544384,530430.74,0.2844677220771947,0.5185126750461613,0.6073971813307822,0.28091998916129945,0.4346122887615058,528139.5190419527
88,375643.7607755412,462880.0860265397,450725.88,0.297684967977938,0.4617021863971951,0.5079788261950915,0.34555386643632685,0.3567611655857352,432574.99462888576
89,267840.1947022408,290434.33434471174,367172.18,0.0,0.61255645964437,0.7719738043776475,0.2280261956223525,0.7719738043776475,349673.94099496934
90,508983.40372914943,533180.2863002841,537229.06,0.1763245123330283,0.4439627364058314,0.4769347887102049,0.4308359929907496,0.39283949467622215,530504.300995204
91,644874.1169661419,802347.7136646638,850206.28,0.0400263637299655,0.3800820011979366,0.36514350209638907,0.6094455008021888,0.3505281354678456,812820.3922290325
92,153885.9544076099,164929.30303596813,185129.72,0.1494413063424954,0.3196986151098849,0.25947257644229854,0.6298620379987961,0.22069665565870844,167737.13505742396
93,268257.4357436129,298169.0233906136,306409.06,0.0128968129281067,0.6052128686196008,0.7591225200843014,0.23777092811863207,0.7493322589532612,303957.7844867166
94,176968.91293683051,192725.77106035943,187440.88,0.2750071936618553,0.5003797198978506,0.5756645098212385,0.30764017785357256,0.4173526284845722,186186.85855158413
95,675867.4880776377,767531.3279740302,765723.1,0.312868449362865,0.3999109989389857,0.39984424814322495,0.41238595239714143,0.2747455982399935,738355.8018465207
96,781749.7915581852,847328.1508307211,829199.34,0.245279997363903,0.6129568746968193,0.7726745307194337,0.17156707877468097,0.5831529238614159,820671.221999159
97,1148193.8775682205,1539949.8564976922,1804243.04,0.0,0.4998219891745147,0.5746884810554007,0.4253115189445993,0.5746884810554007,1691836.1046779298
98,341972.74828490056,391470.742364767,376370.36,0.2496944242840897,0.3805504414629234,0.3659632725601159,0.47572129180681394,0.27458428390909634,374965.0415513944
99,516879.4260290214,578144.4423929069,569344.68,0.2213895973503402,0.5137959362572466,0.5991428884501816,0.3121115170287837,0.46649888562087616,560475.9257384248
100,398125.4892178252,422722.2891394721,446594.41,0.0929390303750498,0.3352333605496446,0.286658380961878,0.6470443406385508,0.26001662898639943,426643.4347973355
101,360463.3704992671,411116.8770975718,405535.68,0.1160258373466726,0.5457291780296094,0.6550260615518164,0.3049480483769536,0.5790261142763738,402008.10271154076
102,1129056.6503499271,1261283.4278888702,1251330.74,0.3157373623271708,0.4177196128136526,0.43100932242389206,0.3893390618494779,0.29492357582335127,1216599.2116184635
103,600410.929425629,772390.629688376,795402.12,0.0625378870576702,0.3578576180118055,0.3262508315206596,0.6316143190757803,0.3058477938665496,768673.396162524
104,416433.7985375917,462111.1869578213,470603.73,0.0,0.5173248530270176,0.6053184927972808,0.3946815072027192,0.6053184927972808,467251.8803121289
105,681289.77280902,781109.2233152688,807381.74,0.1829744499407324,0.3397218704653023,0.29451327331427896,0.5764006809299134,0.24062486912935419,769166.6351544639
106,775613.2764411488,853453.9311674815,854909.7,0.1430545455129458,0.5445997273406729,0.6530495228461775,0.29731763432908276,0.5596278201579714,843133.1604215719
107,921678.3871084492,1038444.275731032,946116.09,0.4686190091115059,0.5276431565351645,0.6233755239365378,0.20013108728346246,0.33124990360503165,953141.858083261
108,265994.5997420607,290125.1757717322,338808.45,0.0597637613309244,0.622449298852062,0.7892862729911085,0.1981206821187825,0.742115556550293,324811.65693371865
109,499252.226332157,549680.1677711395,577072.29,0.0,0.5293514585736716,0.6263650525039253,0.37363494749607473,0.6263650525039253,566837.6358492137
110,383168.1940978782,422677.4420099508,438241.46,0.110831099293594,0.4949704224370045,0.5661982392647579,0.3857230347174586,0.5034458659889474,426134.2291468606
111,775772.385397159,831480.537525131,859967.19,0.1695915630312213,0.5926481280142104,0.7371342240248682,0.21828595816009438,0.6121224788086844,839470.2252580456
112,219958.83968870423,258819.1764759148,247586.16,0.3164193260493443,0.3085440881349076,0.23995215423608823,0.5195540186420388,0.16402665530861688,244680.5007780842
113,354625.0100976181,393397.9707304261,397480.01,0.1636089406406336,0.3082913093825857,0.23950979141952494,0.636067211187049,0.20032384817231735,387872.09753066296
114,605126.287907122,725177.2214683058,881748.76,0.0,0.6242389318901647,0.7924181308077881,0.2075818691922119,0.7924181308077881,849247.3473692905
115,326943.5185772311,369120.0308994693,369527.91,0.1721785931745756,0.4202206817165517,0.4353861930039654,0.467399396020516,0.3604220108049084,362005.1469483947
116,383779.7819185873,513549.4686442183,538721.8,0.0,0.5012088340279621,0.5771154595489337,0.42288454045106627,0.5771154595489337,528076.8102225283
117,1892109.0870500205,2799201.016340669,3434084.28,0.0,0.7072750712217037,0.9377313746379815,0.06226862536201849,0.9377313746379815,3394550.9719065814
118,775507.2838968935,910423.3170081032,849733.94,0.4470272967652213,0.642613427773288,0.824573498603254,0.0970060666963783,0.45596663653840036,822439.8363281162
119,268948.266995542,316877.1063584486,318986.94,0.105600140185642,0.4343975617545012,0.46019573307037714,0.4828008606690469,0.411598999145311,312684.2196180162
120,1556943.3931153684,1999456.104798877,1980241.95,0.2552568440594631,0.165358484142473,0.0,0.7447431559405369,0.0,1886501.7065583493
121,279925.7411025136,309923.8596074577,286147.82,0.3289875856104866,0.45527861652734,0.4967375789228449,0.33769533223849374,0.33331708215101963,292129.890880594
122,374388.4804730642,465976.1001299159,497596.48,0.1512450357685589,0.3555043693967498,0.3221326464443121,0.5753432814208195,0.2734116828106216,460769.308590349
123,244139.1322342605,276041.0126989261,274077.19,0.2111254478216573,0.3704624520488803,0.3483092910855405,0.5141022161536809,0.2747723360246618,268766.10974894837
124,246013.46936368904,279406.1928288987,283119.1,0.1875677552853705,0.3817961311033269,0.368143229430822,0.5133408144516539,0.2990914302629756,274253.2933619025
125,621828.3624224365,657875.6330015459,709877.09,0.1066463388154296,0.4932596420399276,0.5632043735698733,0.3902129720607616,0.5031406891238088,680195.3724796389
126,293550.6611759188,342752.40650850395,324580.83,0.4091625763882481,0.373541399803199,0.35369744965559824,0.38185973371919096,0.20897768989256102,318823.43954497186
127,1268500.8199703535,1441745.341525908,1370358.17,0.4863589298504332,0.5152905137277612,0.6017583990235822,0.20455324210360404,0.3090878280459628,1335421.4156224108
128,263352.4470183192,301997.93157538783,313149.16,0.3412211949017398,0.4474058369266474,0.48296021462163297,0.3406148519998215,0.31816395309843865,292359.1920747465
129,845489.9084055042,902132.081608766,1022834.39,0.1798715716623386,0.4546738502832735,0.4956792379957286,0.41360779392061486,0.4065206344170465,941011.7438751314
130,858648.8858356137,928235.2224800652,699813.82,0.4742590961654933,0.8400134657749461,1.0,0.0,0.5257409038345067,775142.7947625847
131,1553123.7120659747,1724791.230120678,2237275.49,0.0,0.9963890228257846,1.0,0.0,1.0,2237275.49
132,552817.8451401452,597026.8006154572,563360.98,0.462021814193097,0.4328912315252967,0.45755965516926916,0.2918210726205075,0.24615711318639558,568314.2175874198
133,1216014.5865528202,1500301.7610788206,1394390.48,0.4081048677445928,0.2313180651246475,0.10480661396813312,0.5298606076194975,0.062034524635909555,1377712.625342098
134,1070490.563785939,1204837.7390720472,1259454.31,0.1486429707504097,0.3646721872770173,0.33817632773478024,0.563448235506772,0.28790879374281836,1200592.5668798303
135,481175.465487736,524928.5361831089,566283.34,0.0440254123459309,0.5091629262712936,0.5910351209747637,0.39096003159114645,0.5650145560629226,546368.3553240144
136,419072.3474999813,486105.4337539476,505350.01,0.0569788928533006,0.4999779996051486,0.57496149930901,0.40082027750159055,0.5422008296451089,492720.387921435
137,1196668.0411728006,1642087.633819218,1346406.0,0.3165200803123101,0.542962770307861,0.6501848480387568,0.2390916319680076,0.44438828771968236,1369705.9336190172
138,742132.8811500844,794753.8894188597,754328.61,0.3626421147741525,0.5698818404604478,0.6972932208057836,0.19293255263075332,0.44442533259509415,757705.2774477465
139,361232.1593815933,418243.8475627893,419082.19,0.1127770470207821,0.5131361319994132,0.5979882309989731,0.3566740688254903,0.5305488841537277,412259.0193686452
140,1497122.5321663648,2088342.0097779944,2372811.93,0.0,0.3428148092360646,0.29992591616311304,0.700074083836887,0.29992591616311304,2173661.911221427
141,365465.42913463135,403553.0280051367,387750.25,0.3363314583045997,0.4634556374314231,0.5110473655049904,0.32450248189342706,0.3391660598019732,385383.20438377146
142,288876.7016828519,351856.46685727965,371603.32,0.1842501154840395,0.1781394078456701,0.011743963729922646,0.8061697474595165,0.009580137056444027,340441.6154102744
143,1034466.5803788468,1203905.8388418432,1299937.75,0.1453064308259702,0.4379774154427093,0.46646047702474125,0.4560127991871332,0.3986807699868966,1217571.3012366334
144,333786.3778316047,380514.1703757173,364289.08,0.2501954130198806,0.4274719142290815,0.44807584990089255,0.4138352594094147,0.33596932757070475,363371.9583173321
145,359764.7472072059,417389.2776756168,426512.48,0.2306334823951512,0.451889140493285,0.4908059958632487,0.3917568177479613,0.37760969985688747,407544.1412337456
146,238799.57192715933,257372.42956743672,280758.9,0.2616051879415443,0.2862379288807445,0.20091637554130287,0.5900392027011693,0.14835560935728645,255983.1877255795
147,1586415.9606395236,1852875.007868874,1935567.49,0.2410438027022243,0.7008842049343815,0.9265473586351677,0.05574733737173043,0.7032088599260452,1846796.7919441836
148,535890.2724632565,600520.1798785188,560272.86,0.2741049445380376,0.5234742896348163,0.6160800068609286,0.27868562471264247,0.44720943074931996,564805.8216789017
149,942982.8737609664,1063413.560401024,1047356.81,0.2148250336183235,0.5885963733283643,0.7300436533246376,0.21196296542534787,0.5732120009563286,1028338.1120686686
150,396564.8667590415,420618.239664428,441698.81,0.2130414350858624,0.4096108171724198,0.41681893005173465,0.4589393378915782,0.3280192270225594,422408.70696867805
151,532131.5986796102,608393.555358928,590874.73,0.3315469447854217,0.4822827300354571,0.5439947775620498,0.30481808413245115,0.36363497108212717,576738.6790657555
152,749667.6543878401,917455.0766385688,935720.56,0.0031059553235308,0.4476908464582615,0.48345898130195764,0.5149366653711952,0.48195737930527405,925737.1208938272
153,706107.6677533936,807260.8362836374,798246.57,0.0911262269224073,0.5729237467408652,0.7026165567965141,0.2702840120751582,0.6385897610024345,792286.7115425495
154,363854.8500294375,425561.4092423547,417079.03,0.318159260347411,0.4151656039755623,0.426539806957234,0.39100852218559606,0.29083221746699295,403461.9468401393
155,388094.86308090994,416579.7759856052,466244.61,0.2156941099325276,0.2034687276080464,0.05607027331408121,0.7403296444495455,0.04397624561792691,412619.820989312
156,446594.4231271958,492025.7793513132,486870.62,0.1499199227312944,0.533809085695903,0.6341658999678302,0.31098828002287426,0.5390917972458313,482435.6098168276
157,330566.0587576441,355790.4161745383,349895.02,0.1245135132955044,0.5553135662360944,0.6717987409131652,0.28733576724992493,0.5881507194545706,349182.2613104149
158,525145.0987469635,612910.2137040917,628814.16,0.0,0.5219492864775039,0.6134112513356319,0.3865887486643681,0.6134112513356319,622665.8733026395
159,1563713.2113129997,1865672.30487672,1710118.57,0.4973045906518202,0.7777669689765891,1.0,0.0,0.5026954093481798,1637310.5130289285
160,974650.1999498266,1227163.448552997,1287627.3,0.0,0.4709917083091857,0.5242354895410749,0.4757645104589251,0.5242354895410749,1258860.7453158554
161,436339.65317375184,470063.4674629234,480823.53,0.0296967255250289,0.5221734375393128,0.6138035156937973,0.37472771331303023,0.5955755611619409,475470.41088997776
162,883300.7905999785,917969.4363911136,1089994.3,0.3483545461025514,0.544071518795461,0.6521251578920567,0.22669105938493395,0.4249543945125146,978995.1777785649
163,450381.4023426886,518184.2484924619,499914.75,0.0851113116559457,0.5465717195638935,0.6565005092368136,0.31426379855118225,0.6006248897928721,501440.34380404244
164,323996.71368040337,359305.8674743289,347058.91,0.2541551160022008,0.5163062688395443,0.6035359704692026,0.2957006681146976,0.45014421588310155,344818.9683266587
165,303278.8450215697,343691.0222658633,339742.92,0.0804305585397952,0.4211717793728096,0.43705061390241673,0.5176710525441198,0.401898388916085,338853.9123383692
166,422040.4560257379,506777.1824854429,559955.09,0.0,0.4368299919732226,0.4644524859531395,0.5355475140468605,0.4644524859531395,531475.793828365
167,516567.3170675156,566065.5394913119,577866.7,0.1278498828894111,0.4937255907511613,0.5640197838145322,0.38024019660405556,0.4919099205065333,565542.3054789092
168,288870.27481802745,294000.2526441421,291716.89,0.0936924383327614,0.5956293693894401,0.7423513964315201,0.23350887766711795,0.6727986840001207,291983.3691309466
169,699904.4287940817,790351.4728295025,970602.51,0.0777804701378094,0.5792681694323454,0.7137192965066044,0.2640136557842965,0.6582058740778941,901958.7506961065
170,505688.7903507879,565793.5224907589,552669.13,0.2202189489487881,0.5108865896626176,0.5940515319095807,0.3165509231201765,0.46323012793103535,546477.7075395347
171,385751.86810592224,426679.4659891144,440793.31,0.0015068512710169,0.5005913281137624,0.5760348241990841,0.42332632333689335,0.5751668253920897,434735.6090400447
172,554296.7127020457,634470.2821951469,622473.85,0.1988983953741813,0.5190290497338212,0.6083008370341871,0.31379082798250274,0.48731077664331596,612677.8971815828
173,662016.991578501,718782.6055026283,715121.77,0.1997436273207221,0.5408472318437918,0.6464826557266357,0.2829045076074141,0.5173518650718639,705550.0957953294
174,479609.0327505413,539226.7198346378,533871.32,0.104842644753638,0.504983717111956,0.583721504945923,0.37263475667854334,0.5225225985678187,530177.9264086817
175,1878823.678014821,2395674.3465499016,2152114.24,0.346060837243435,0.5483281124081771,0.65957419671431,0.22261776478137524,0.4313213979751897,2111759.885818733
176,667902.7824213998,736412.3584365888,700699.64,0.2867326116144543,0.6006395454712741,0.7511192045747296,0.1775185549722999,0.5357488334132458,697635.3815447366
177,340903.22750394646,366700.11402632017,370293.28,0.0439803002858827,0.5893705465893762,0.7313984565314082,0.2567883669295915,0.6992313327845258,368078.0134433175
178,964690.2883247896,1170834.1991378495,1201475.23,0.0710870212055371,0.3738592295302739,0.3542536516779793,0.5998421639654551,0.3290708148290078,1166263.111571498
179,264768.86913182307,281275.1892027082,283833.37,0.2633742326740417,0.4452333770618225,0.4791584098581893,0.38366533599348357,0.35296043133247473,277830.78641740524
180,803762.8717332181,835308.8549639574,856841.58,0.2441146443758869,0.4492983843732215,0.4862721726531376,0.38831934146808605,0.367566014156027,835522.7164015137
181,346559.43238998146,389331.5949359702,375808.74,0.192851971676001,0.5434443784826319,0.6510276623446059,0.28167233427816823,0.5254756940458308,373976.96747316985
182,1197078.7897835518,1603927.275258422,1842061.63,0.0,0.6954503843645161,0.9170381726379032,0.08296182736209678,0.9170381726379032,1822305.5687729446
183,573311.5063476625,625825.6259727078,604325.87,0.2727046136871437,0.4253282027501029,0.44432435481268007,0.4041403330311575,0.3231550532816988,604557.0284803355
184,659968.6167669643,729170.798024425,748021.72,0.1894978385913172,0.5129233842570307,0.5976159224498037,0.32613316457087316,0.48436899683780965,725187.9364171086
