Id,preco,fold,xgboost_alpha150_bruto,lightgbm_alpha150_bruto,blend_arvores_alpha150_corr30,catboost_alpha150_corr30,generalista_cat60_arvores40
2092,380000.0,5,315947.59375,318973.8384361383,324222.5012651484,293800.49212249,305969.29577955336
2093,480000.0,1,296644.8125,307120.8274293075,301882.81996465375,279826.50390829553,288649.0303308388
2094,440000.0,4,324807.90625,319060.2167577856,324353.84305272496,327775.4854150601,326406.828470126
2095,380000.0,1,365858.6875,369836.6754562866,359493.3770347003,350748.53424529656,354246.47136105807
2096,3500000.0,1,2523778.5,2897028.069510912,2710403.2847554563,1879480.366623994,2211849.533876579
2097,900000.0,4,783952.8125,902691.7247910616,843322.2686455308,1097602.1229135771,995890.1812063586
2098,1000000.0,5,782420.9375,789045.4739870639,785733.2057435319,928623.0354956046,871467.1035947755
2099,240000.0,1,199138.953125,206349.93286382925,213921.11009609024,200147.22235037392,205656.77744866046
2100,620000.0,1,691030.0625,707305.1892764578,699167.6258882289,709019.2758273405,705078.6158516959
2101,850000.0,4,845478.5625,826588.6320650892,844723.5180977812,875567.9053661389,863230.1504587958
2102,850000.0,2,817243.1875,828222.941131988,822733.064315994,801988.801782495,810286.5067958946
2103,270000.0,2,328737.59375,314389.55246656685,315094.5011757984,338297.11115511577,329016.0671633888
2104,1000000.0,3,1177260.625,1351258.998802813,1264259.8119014064,1222617.7132438857,1239274.552706894
2105,320000.0,4,247401.953125,242649.66450421818,290918.0661702263,283665.3383816563,286566.4294970843
2106,450000.0,5,371790.65625,386509.91128781985,394405.1986382369,391622.4919710402,392735.57463791885
2107,450000.0,4,510660.96875,530661.6122151894,506962.90333781624,480114.1860136507,490853.67294331687
2108,950000.0,2,974853.8125,925577.3013368888,950215.5569184443,1213467.6921861868,1108166.8380790898
2109,530000.0,1,481090.46875,474724.4588658952,484535.22466556326,470438.3176931483,476077.0804821143
2110,249000.0,5,193623.40625,189475.43966026447,182084.59606859257,191384.29922203856,187664.41796066018
2111,474000.0,1,406637.53125,409071.6825662008,400998.22483567026,404934.81112525146,403360.17660941894
2112,305000.0,5,307251.90625,305147.5208224934,307039.79947537265,311476.7854650333,309701.9910691691
2113,430000.0,1,356078.1875,368070.9688669946,362074.5781834973,429481.1723724799,402518.5346968869
2114,650000.0,5,856110.8125,806830.5720292109,831470.6922646054,758144.3145042949,787474.8656084191
2115,780000.0,3,690475.375,675795.9842668958,683135.6796334479,641685.9016702515,658265.8128555301
2116,1065000.0,5,967955.8125,956726.1898452815,973638.7008208486,998562.8808786027,988593.2088555011
2117,1250000.0,5,977984.4375,959461.2537791823,1083105.9919477138,1163757.4024014976,1131496.838219984
2118,456000.0,3,416878.59375,395976.9583354551,404499.44322990923,430993.1476529605,420395.66588373994
2119,409000.0,5,347101.28125,335019.9643524047,350792.4359608416,358485.6129761227,355408.34217001026
2120,360000.0,1,321977.03125,324296.10265327926,323136.5669516396,289100.1093743852,302714.69240528694
2121,959000.0,2,695957.875,726698.2878789472,711328.0814394737,847548.8373832832,793060.5350057594
2122,395000.0,1,346012.9375,354747.30593864387,356266.0852035254,352248.96874948184,353855.8153310992
2123,460000.0,3,409502.1875,432683.46636563895,421092.82693281944,408232.9615956346,413376.9077305085
2124,2750000.0,2,1602056.75,1881533.7223322485,1741795.2361661242,1591374.62584197,1651542.8699716316
2125,2250000.0,5,1138381.5,1231122.3852644104,1184751.9426322053,940379.886553094,1038128.7089847386
2126,850000.0,4,797159.1875,789855.00522198,793507.0963609901,840867.3060952532,821923.2222015479
2127,1500000.0,5,1295379.5,1345114.8377943127,1371173.0182280093,1272837.2071118555,1312171.5315583171
2128,400000.0,3,394893.71875,401392.88032061904,407700.3096747167,368550.89699690335,384210.6620680287
2129,1307550.0,4,1260253.75,1262274.0245208796,1261263.8872604398,948131.6919902844,1073384.5700983466
2130,317000.0,5,314599.09375,311191.31737677095,330026.64389436983,313824.4275533869,320305.3140897801
2131,1150000.0,5,1074774.0,1122255.250397779,1098514.6251988895,1039465.0296335994,1063084.8678597154
2132,450000.0,1,477394.84375,451913.52042887354,464654.1820894368,448063.68002378807,454699.8808500476
2133,1490000.0,5,1140698.375,1115865.5353996118,1128281.955199806,1239445.85008583,1194980.2921314205
2134,340000.0,1,257694.1875,271307.6901980529,255950.6571943185,278362.99215316004,269398.05816962343
2135,350000.0,1,370179.8125,360920.0016433581,369884.9349501753,371866.3819156749,371073.80312947504
2136,320000.0,4,297851.84375,267903.9431788929,282877.8934644464,276641.3677166873,279135.978015791
2137,950000.0,5,1003724.5,1016336.399950034,1010030.449975017,944051.2159331876,970442.9095499194
2138,450000.0,5,381642.59375,371404.5553829753,376523.5745664877,395845.4175205621,388116.6803389323
2139,1657785.0,1,1513264.125,1365111.3370377573,1547431.411713215,1529272.8784121429,1536536.2917325716
2140,550000.0,3,413976.96875,433444.23309422866,423710.60092211433,412693.12091191305,417100.11291599355
2141,440000.0,3,398697.90625,392330.0638266295,420109.7895268203,428367.81952151464,425064.6075236369
2142,325000.0,4,379980.375,367569.45957361296,427842.44210076454,427120.95039999747,427409.5470803043
2143,630000.0,5,523430.46875,519091.71537657024,559882.7644442995,557130.2048422012,558231.2286830405
2144,295000.0,1,301175.21875,288992.6214425741,295058.7440674009,294242.6572685451,294569.09198808746
2145,300000.0,4,294494.09375,292594.6471551757,293544.37045258784,312869.2526190464,305139.299752463
2146,340000.0,5,392697.125,398875.33062799525,395786.22781399766,366901.0582346148,378455.12606636796
2147,425000.0,4,600065.75,606018.8167283188,603042.2833641594,567766.1365822093,581876.5952949893
2148,870000.0,4,930588.1875,899870.4863821062,915229.3369410532,851133.244616694,876771.6815464377
2149,550000.0,1,456995.34375,443989.67747791327,463844.7574297696,485970.0553384728,477119.93617499154
2150,1600000.0,1,1506714.875,1878913.9757322914,1692814.4253661456,1526454.218156678,1592998.301040465
2151,460000.0,1,459626.125,463414.4000783829,461520.26253919146,461476.5340391339,461494.0254391569
2152,388008.0,1,400599.0,397438.68418862805,395715.58946601977,420264.84192678926,410445.14094248146
2153,1100000.0,4,880374.375,914490.7522277377,897432.5636138688,916478.5156916882,908860.1348605604
2154,240000.0,5,302435.03125,315833.817624971,285394.0971062399,294780.4694973276,291025.9205408925
2155,287535.0,2,355686.875,365510.612874221,360598.7439371105,354135.3489493825,356720.70694447367
2156,3500000.0,2,2196051.25,2073111.9161096981,2134581.583054849,1905370.1262097736,1997054.7089478038
2157,1290000.0,1,1296156.875,1273367.0130386404,1284761.9440193202,1227970.2112431163,1250686.904353598
2158,1003680.0,3,884840.5625,899363.3938176448,892101.9781588224,720510.4986106647,789147.0904299278
2159,434100.0,4,352128.5,361769.33828172897,346614.24339860515,346419.30337571143,346497.2793848689
2160,2350000.0,5,1221444.875,1417459.842240528,1319452.358620264,1012859.2836512184,1135496.5136388368
2161,280000.0,5,251635.40625,247245.795059359,249440.6006546795,192904.40493710383,215518.8832241341
2162,400000.0,3,408698.84375,405487.0868174142,407092.96528370713,462868.99522253295,440558.5832470026
2163,1000000.0,3,773104.875,757931.4899616657,865862.727736583,855070.4691468015,859387.3725827141
2164,360000.0,4,383263.84375,399146.3892485619,387843.5815494967,377185.73438694404,381448.8732519651
2165,450000.0,5,492121.75,540583.092099831,516352.4210499155,512947.26727937546,514309.3287875914
2166,890000.0,1,736305.1875,753821.1060726839,881544.2027504393,911659.1535306383,899613.1732185587
2167,350000.0,4,395070.75,390218.5424727422,392644.64623637113,395843.13346902427,394563.73857596295
2168,850000.0,1,906186.875,865060.8263524001,885623.8506762001,905790.7325391984,897723.9797939991
2169,870000.0,4,933485.875,886345.579843249,909915.7274216246,934731.7846582877,924805.3617636224
2170,560000.0,2,554096.9375,555627.205983886,554862.071741943,487050.14786191727,514174.91741392756
2171,665000.0,4,406433.21875,394445.4953005835,400439.35702529177,403869.0099125492,402497.14875764627
2172,335000.0,3,333415.84375,331889.31827273825,332652.5810113691,342940.04303653265,338825.0582264672
2173,340000.0,2,324480.34375,319177.2034756765,323980.14152898674,320672.0833775819,321995.30663814384
2174,3790000.0,2,2825379.5,2813597.990780605,2819488.7453903025,2774369.158976538,2792416.9935420435
2175,200000.0,1,198833.8125,202735.5887752327,200249.29044633143,192542.4022546519,195625.15753132373
2176,750000.0,3,594192.3125,583194.4729432592,626585.3749051406,617182.312090627,620943.5372164324
2177,950000.0,1,735997.6875,788114.6848924399,762056.1861962199,896273.9737759945,842586.8587440846
2178,180000.0,2,192989.796875,174526.47343378962,183758.1351543948,182919.43659496025,183254.91601873407
2179,285000.0,1,384462.40625,380177.30907621555,393623.90036417544,379994.0777620428,385446.0068028959
2180,1000000.0,1,828358.125,824500.5515683873,826429.3382841937,781383.1170963169,799401.6055714677
2181,455000.0,4,374263.4375,363402.7587173488,371433.16867607203,393144.97926896636,384460.2550318086
2182,1100000.0,4,1387293.625,1385131.588580209,1420348.824753073,1381903.153302589,1397281.4218827826
2183,170000.0,2,163493.359375,174287.94066787418,168890.6500214371,207331.8717604436,191955.383064841
2184,310000.0,1,333923.40625,341074.0456145752,329249.1081526013,341286.4264709806,336471.49914362887
2185,450000.0,3,389949.28125,377750.86465971445,385095.0510684001,373538.3474057477,378161.02887080866
2186,840000.0,4,871694.9375,879379.3794224544,831876.010922859,796358.004759348,810565.2072247523
2187,1200000.0,3,883604.3125,926925.673350781,905264.9929253905,1083308.1534730138,1012090.8892539644
2188,720000.0,1,645065.4375,643420.7165360549,659470.1539126192,697800.0229421599,682468.0753303436
2189,325000.0,5,365750.90625,359853.1353033784,372461.41454368236,389890.198321823,382918.6848105667
2190,350000.0,5,293216.71875,290439.36339537444,291828.04107268725,325834.2093731317,312231.7420529539
2191,325000.0,1,342730.0625,329803.70960692235,336266.8860534612,351349.2611724618,345316.3111248616
2192,268500.0,1,278885.6875,290988.3090144881,284936.99825724406,260603.08432617312,270336.6498986015
2193,380000.0,5,330026.125,334735.03884554,340666.40734593896,348495.49880829547,345363.8622233529
2194,550000.0,2,514294.71875,503817.5074818698,509056.1131159349,509990.5198447708,509616.7571532364
2195,280000.0,3,331861.75,326496.9297567632,329179.3398783816,313914.13405818806,320020.21638626547
2196,480000.0,1,441881.9375,452480.03906707367,447180.98828353686,439342.5537402562,442477.9275575684
2197,680000.0,5,547752.75,577707.5261428626,519911.0966500019,568059.1743365204,548799.943261913
2198,300000.0,3,336778.375,336635.13043638447,331694.72690273455,333581.5890382063,332826.8441840176
2199,600000.0,1,638233.9375,626272.9008280851,632253.4191640426,669805.512309453,654784.6750512888
2200,740000.0,5,457859.53125,465363.31033991807,495627.9945564713,496959.22690993344,496426.7339685486
2201,490000.0,4,548643.0625,539748.3353584175,559436.9892504462,555292.4362244068,556950.2574348226
2202,900000.0,5,654947.625,652791.5139648572,757708.6986376999,750475.8797204806,753369.0072873684
2203,599000.0,1,597971.5,577033.0280007572,587502.2640003785,516282.27669080935,544770.271614637
2204,630000.0,5,589439.5625,593532.7760991978,604540.3185097192,554803.1946069573,574698.044168062
2205,2100000.0,1,1420146.375,1506028.0082411268,1654161.0341343943,1607550.7098318655,1626194.839552877
2206,270000.0,5,252703.890625,256031.9572785149,254367.92395175743,277291.8809253659,268122.2981359225
2207,1100000.0,4,818309.3125,813474.5482944888,815891.9303972444,685096.6307424259,737414.7506043534
2208,373000.0,2,447213.53125,456033.6065721116,451623.5689110558,468323.709121402,461643.65303726355
2209,400000.0,2,412584.09375,410362.4659442247,423031.2958929786,436772.89926011016,431276.2579132576
2210,525000.0,2,495407.625,491119.4343300497,494984.4707655174,487764.9526795128,490652.7599139146
2211,217000.0,1,245545.953125,240565.1815460076,243055.56733550382,273588.0881226691,261375.07980780298
2212,370000.0,3,423804.65625,424200.0238670984,424002.3400585492,405619.5227608672,412972.64967993996
2213,400000.0,4,395070.75,390218.5424727422,392644.64623637113,395843.13346902427,394563.73857596295
2214,590000.0,1,551656.75,530431.926524232,543431.0367834812,535174.4533595636,538477.0867291307
2215,890000.0,4,850495.75,839502.7965752796,858499.4913013477,862904.5402478189,861142.5206692305
2216,598400.0,3,649888.5625,646771.2449243673,678530.9325985286,659201.5127237539,666933.2806736638
2217,1500000.0,2,1345267.875,1380526.224420234,1338027.9347970819,1224637.7610755705,1269993.830564175
2218,410000.0,2,524830.0625,524312.8403347905,524571.4514173953,535783.717610681,531298.8111333667
2219,455000.0,2,477017.125,485410.98188867053,481214.05344433524,491570.3193224892,487427.8129712276
2220,800000.0,1,793276.3125,805733.721311139,799505.0169055695,727556.1476261455,756335.6953379151
2221,300000.0,2,339490.34375,333768.258058854,336629.30090442696,325105.95595911285,329715.2939372385
2222,170000.0,2,333859.40625,309121.2380793716,321490.3221646858,280801.433098678,297076.98872508114
2223,1620000.0,5,1336345.125,1384652.9803354319,1340849.3368674011,1327283.2559480907,1332709.6883158148
2224,380000.0,5,457267.375,450894.70198832225,449856.72694591276,418604.72194192145,431105.523943518
2225,360000.0,5,441559.6875,438775.3366154562,447617.25844040967,461243.20550962084,455792.8266819364
2226,399000.0,3,362404.125,358949.91543067,358523.9141507345,358781.9600732558,358678.7417042473
2227,580000.0,1,618747.375,659784.6566868179,639266.0158434089,517796.0081977772,566384.0112560298
2228,2500000.0,5,2227197.0,2301069.1875124923,2244893.1656293725,2050662.7121717948,2128354.893554826
2229,570000.0,2,518328.875,520219.8036508094,502992.0375277833,498674.2335972333,500401.3551694533
2230,430000.0,1,363040.28125,372063.80677237856,395586.43080783245,394667.67568869726,395035.1777363514
2231,670000.0,3,736114.9375,772140.1232950859,754127.530397543,791683.8625215999,776661.3296719771
2232,2700000.0,5,2949802.75,3187750.963548037,3068776.8567740186,2688222.2838545614,2840444.113022344
2233,348000.0,1,376473.59375,378224.0970690663,381982.0917866732,380874.4299703974,381317.4946969077
2234,670000.0,3,612587.0625,616982.7788908482,614784.9206954241,588302.6411804013,598895.5529864104
2235,600000.0,5,469842.03125,452527.181760216,456329.22455357556,453288.7906608691,454504.9642179517
2236,650000.0,4,679757.5625,682492.927633201,659787.6715466203,620771.4739444263,636377.952985304
2237,900000.0,3,649680.375,791826.8019195953,720753.5884597977,611489.8868101451,655195.3674700062
2238,260000.0,1,300604.46875,318092.3089874388,309348.3888687194,341550.20229719416,328669.4769258043
2239,398000.0,1,305078.6875,279103.15560581954,292090.9215529098,252706.6403287836,268460.35281843407
2240,1150000.0,1,790463.25,813880.398763764,812770.2770673174,833782.4515208205,825377.5817394193
2241,780000.0,5,627083.125,621992.186752114,648676.3591132399,645353.5767285561,646682.6896824297
2242,540000.0,5,626115.625,601602.9260249262,641201.4928587242,634902.938191205,637422.3600582127
2243,750000.0,3,713345.875,701693.0303185745,705263.616861501,716100.6822098701,711765.8560705225
2244,790000.0,4,875317.0,957708.2329797441,916512.6164898721,750042.0255411951,816630.2619206659
2245,265000.0,2,201118.90625,204447.89579727215,202783.40102363608,219825.79559913315,213008.83776893432
2246,550000.0,2,642325.6875,639070.8095160094,640698.2485080047,613736.8500469555,624521.4094313752
2247,630000.0,2,533469.25,531252.0027031795,532360.6263515898,521991.13079619,526138.92901835
2248,290000.0,5,329460.40625,329588.3180044831,365667.0534890691,378977.62490723445,373653.3963399683
2249,165000.0,5,245258.546875,232788.58045211202,239023.563663556,172803.32821188346,199291.4223925525
2250,750000.0,4,792217.875,786493.835841795,840849.0987946282,831136.3555684162,835021.452858901
2251,550000.0,2,546639.125,540469.0661075469,552397.4668876413,546095.4036171212,548616.2289253292
2252,761000.0,1,604719.125,600235.1126773065,617483.9831870572,606035.1476232843,610614.6818487934
2253,420000.0,5,342456.28125,339890.50539648166,341173.3933232408,396092.0667258649,374124.59736481524
2254,630000.0,1,516047.6875,525926.5106966125,520987.09909830627,512907.1020208326,516139.10085182206
2255,450000.0,5,342382.15625,355682.96851468034,347072.7936676381,351447.9135396406,349697.8655908396
2256,635000.0,2,650462.75,648606.9204309621,639174.3846508367,603718.0271422009,617900.5701456552
2257,650000.0,2,644671.8125,629601.226432961,637136.5194664805,578740.6650997596,602099.0068464479
2258,270000.0,2,331264.125,324904.88886492496,331659.1548527237,311917.0463631558,319813.889758983
2259,1003680.0,2,867228.9375,876397.46952357,911373.2424582494,898198.6705717634,903468.4993263579
2260,1300000.0,5,1319049.25,1339940.3975505654,1185646.3766426977,1298802.8714645407,1253540.2735358034
2261,350000.0,3,364417.40625,363477.1330868259,356763.0887678891,354031.3986058862,355124.0746706873
2262,280000.0,5,301267.71875,298428.54162651784,299848.13018825895,299085.9194706618,299390.8037577006
2263,850000.0,2,971136.5625,981460.6238040557,976298.5931520278,1080521.284511944,1038832.2079679775
2264,750000.0,2,792489.875,755919.2966683682,774204.5858341841,822854.8933992354,803394.770373215
2265,900000.0,4,839482.4375,828317.9675004638,833900.2025002319,802691.0055509773,815174.6843306791
2266,1200000.0,2,1244901.625,1264314.5929591223,1223225.6762856927,1163557.469924265,1187424.752468836
2267,340000.0,2,361434.25,338289.6267483511,349861.9383741756,352599.48669519374,351504.46736678644
2268,1900000.0,2,947112.5,1099335.493777906,1023223.996888953,962099.059268015,986549.0343163903
2269,870000.0,3,1262718.875,1269396.135823899,1266057.5054119495,1183276.1493333264,1216388.6917647757
2270,320000.0,1,330471.15625,363840.0419756832,347155.5991128416,313203.7744588158,326784.50432042615
2271,735000.0,4,1224918.75,1291411.8703955305,1258165.3101977652,1191273.2841811916,1218030.094587821
2272,289000.0,2,310591.59375,311442.9951374888,322712.10611062107,324656.7563425122,323878.89624975575
2273,590000.0,4,397559.21875,401613.04737387184,470210.2931433551,493842.7924534042,484389.7927293846
2274,330000.0,1,397926.40625,393050.7690612442,392402.01135893544,390603.89650399255,391323.14244596974
2275,325000.0,3,491152.625,536764.9477678392,513958.7863839196,543571.3057784099,531726.2980206138
2276,545000.0,3,566124.75,584361.5554193152,580870.2068967603,556925.7581232649,566503.537632663
2277,450000.0,4,456325.96875,450450.2685193927,452371.68304428743,394830.0569348449,417846.7073786219
2278,390000.0,2,422612.8125,438437.4860402297,421067.6044890804,379136.13418432133,395908.722306225
2279,1598000.0,1,894649.4375,912449.4217759615,1127484.6007465865,1108712.1320660235,1116221.1195382487
2280,680000.0,5,807484.8125,831041.0568046317,819262.9346523159,887108.6890829975,859970.3873107249
2281,350000.0,3,370505.09375,351104.67508610553,360804.88441805274,355431.6722820897,357580.9571364749
2282,1400000.0,3,971478.375,1005386.0318640118,988432.2034320058,911959.2415342884,942548.4262933754
2283,490000.0,2,471872.15625,517246.12097151554,494559.1386107578,494556.6303531597,494557.6336561989
2284,350000.0,4,382951.46875,380975.4453659947,366374.41994059813,372758.6281895871,370204.94488999154
2285,496000.0,4,418177.0625,421253.8137700718,428350.8066945251,401590.35861168616,412294.53784482175
2286,499000.0,2,410671.125,418379.18200687406,432667.6074524059,436943.1546023034,435232.9357423444
2287,680000.0,1,516751.4375,522982.5317207265,519866.98461036326,526899.1122402013,524086.2611882661
