Id,preco,fold,base,xgb_raw,lgb_raw,cat_raw,media_arvores_raw,media_tres_raw
2041,350000.0,3,220892.32827717377,241179.97288703918,226405.4429514698,242804.06978611866,233792.7079192545,236796.49520820923
2042,950000.0,5,1062209.2500967984,1073414.5736694336,1044204.676721276,980765.8559140605,1058809.6251953547,1032795.0354349233
2043,440000.0,1,351471.99686146074,363679.2004108429,367446.0932124217,347822.5430603745,365562.6468116323,359649.2788945464
2044,790000.0,2,761176.5821958587,774536.7252826691,771219.6266056922,754296.2904827057,772878.1759441807,766684.214123689
2045,860000.0,1,800029.7849645122,794545.2928543091,762557.8506741474,882300.2675776388,778551.5717642282,813134.4703686984
2046,370000.0,4,365505.4839690591,366464.9334669113,365473.3421373576,353681.8180933829,365969.1378021345,361873.364565884
2047,460000.0,5,402182.445007177,399756.8984031677,404876.00371941767,398968.0367057875,402316.45106129267,401200.312942791
2048,300000.0,2,301566.35961764253,314534.4853401184,333355.9820558098,277886.45967227186,323945.2336979641,308592.30902273336
2049,1200000.0,3,1107757.7459074757,1138583.6577415466,1165993.3634518622,1060448.6840237854,1152288.5105967044,1121675.235072398
2050,169000.0,4,155991.52348590043,167544.69275474548,176093.53383531512,159771.7052483874,171819.1132950303,167803.310612816
2051,1600000.0,1,1096292.323135053,1204732.7756881714,1236470.7618009073,1101207.634272756,1220601.7687445395,1180803.7239206117
2052,330000.0,2,390702.4832207042,383180.29046058655,401175.43300452514,367013.27444110124,392177.86173255584,383789.6659687376
2053,530000.0,4,270277.92489862035,289332.3600292206,285108.8208993325,318867.68163808313,287220.59046427655,297769.6208555454
2054,1200000.0,4,1250513.1364965106,1237245.9173202515,1260635.975820597,1377049.0118907487,1248940.9465704244,1291643.6350105323
2055,450000.0,5,405158.2467982607,394724.577665329,397121.7331152243,424047.8081886884,395923.15539027663,405298.0396564139
2056,435000.0,2,426233.8670881366,426437.2652769089,419401.8541092604,433997.46580585785,422919.5596930847,426612.1950640091
2057,320000.0,3,297924.0706704946,306457.19170570374,306482.24747987953,297916.8733301015,306469.71959279163,303618.7708385616
2058,450000.0,2,372885.0549408624,376117.2890663147,361375.4748042869,396716.94390574854,368746.3819353008,378069.9025921167
2059,580000.0,3,782338.719899743,847025.9308815002,860884.3519704894,762236.2155469987,853955.1414259948,823382.1661329962
2060,420000.0,5,348906.43382576125,349266.2828647613,347302.241433335,347609.28412474407,348284.26214904815,348059.2694742801
2061,1750000.0,1,1519847.987379515,1683125.7343292236,1642300.2540078503,1573038.676246803,1662712.994168537,1632821.5548612922
2062,390000.0,4,326980.3931411585,334982.95580104063,335437.27258037316,313579.7461304572,335210.11419070687,327999.99150395696
2063,220000.0,2,229110.02514856745,242951.4229297638,219789.9343942867,231148.38236932954,231370.67866202525,231296.57989779336
2064,900000.0,5,895406.93660607,881595.184803009,890752.3325000893,919638.9136812998,886173.7586515492,897328.8103281328
2065,200000.0,3,250751.29852057743,299599.1110801697,247132.76343236543,221218.1715629018,273365.9372562675,255983.34869181228
2066,314000.0,5,254963.208774898,273793.2801246643,295937.67596481123,255861.6037978361,284865.47804473777,275197.5199624372
2067,700000.0,2,682250.6667184024,661402.2254943848,663765.0534624368,732609.4192641978,662583.6394784108,685925.5660736732
2068,607000.0,5,548223.2643143074,559227.2305488586,558125.6560772475,548163.1986112942,558676.4433130531,555172.0284124668
2069,225000.0,1,233137.5588137064,248310.93847751617,251536.9966451683,245857.5119962994,249923.96756134223,248568.48237299462
2070,395000.0,1,381640.6883548379,382094.0840244293,383682.01204614417,391874.29265585355,382888.0480352867,385883.462908809
2071,1000000.0,4,873939.3275543833,848586.9426727295,844079.99503178,860901.2202481345,846333.4688522548,851189.3859842146
2072,1400000.0,3,1097409.236699266,1094691.0381317139,1180320.6001308018,1279963.9473835188,1137505.819131258,1184991.8618820116
2073,1200000.0,1,1245202.6803754885,1290470.9696769714,1316721.3214108897,1259886.28932974,1303596.1455439306,1289026.1934725337
2074,220000.0,5,221798.78876084497,219558.2091808319,222787.28901336106,224557.2968071615,221172.7490970965,222300.9316671182
2075,350000.0,2,340206.29219413025,350892.39787101746,348736.9792132882,322115.0526735398,349814.6885421529,340581.47658594855
2076,550000.0,2,531031.7960198183,540147.5429534912,572435.2186925367,517726.7412227264,556291.380823014,543436.5009562514
2077,270000.0,5,260711.93472217585,290811.10632419586,281544.93844554725,266176.044015898,286178.02238487155,279510.6962618804
2078,380000.0,3,409051.8411536908,418758.2677602768,429862.11548997107,425813.9383182421,424310.19162512396,424811.44052283
2079,1100000.0,1,953288.989328831,962477.2775173187,966786.6018255778,949433.7167576059,964631.9396714482,959565.8653668341
2080,750000.0,1,710371.7723576505,703760.9815597534,707365.1694153313,735889.9485299371,705563.0754875424,715672.0331683407
2081,450000.0,4,381526.05874283885,349098.8612174988,372492.3910620113,412890.17205185303,360795.626139755,378160.47477712104
2082,1350000.0,2,1135851.0284095623,1180525.8631706238,1164309.8691028717,1240483.7638837206,1172417.8661367479,1195106.4987190722
2083,220000.0,4,226499.9301013812,233462.4081850052,249375.50230804403,214530.99830734418,241418.9552465246,232456.30293346444
2084,470000.0,1,340076.2480364457,348672.26378917694,351881.87268097844,336346.56576817925,350277.06823507766,345633.5674127782
2085,1003680.0,3,901389.0240201068,912654.5456924438,909059.2759018841,907074.3391409251,910856.910797164,909596.0535784177
2086,460000.0,3,384451.924670371,386750.9845018387,394091.50206338806,384847.1477216667,390421.24328261334,388563.2114289645
2087,820000.0,3,594426.4882138257,636152.8635025024,643300.8933780595,560862.7705414665,639726.8784402809,613438.8424740095
2088,175000.0,2,297005.53745616024,303963.39297294617,312698.5723861431,297366.49228527106,308330.9826795446,304676.15254812007
2089,350000.0,4,360663.5657669136,383420.9144115448,405118.9517042707,372523.3747593309,394269.93305790774,387021.08029171545
2090,520000.0,1,521061.09438333206,515945.69396972656,530208.0942313009,515854.68768798455,523076.8941005137,520669.491963004
2091,450000.0,3,378182.435134229,407686.19549274445,407390.8629878446,398874.1288380935,407538.52924029453,404650.3957728942
2092,380000.0,5,309661.3331009744,312150.71272850037,308203.57164997363,291625.6366330612,310177.142189237,303993.30700384505
2093,480000.0,1,271871.83697032754,283201.54547691345,300952.1649151948,276677.65429531597,292076.8551960541,286943.7882291414
2094,440000.0,4,321418.2194095735,331831.9311141968,327632.5397323406,320322.5744962689,329732.2354232687,326595.68178093544
2095,380000.0,1,349052.1244334984,355694.82934474945,359641.5895807126,350879.1491876672,357668.209462731,355405.18937104306
2096,3500000.0,1,2710403.2847554563,2637571.8116760254,2945605.1923256204,2023785.5775933333,2791588.5020008227,2535654.193864993
2097,900000.0,4,937843.2639374012,662275.9103775024,821391.7569720246,1019172.1022654505,741833.8336747636,834279.9232049925
2098,1000000.0,5,816181.3134104714,799213.4690284729,815567.0296911021,908493.2524959611,807390.2493597874,841091.2504051788
2099,240000.0,1,202237.52530984572,205909.0332388878,209673.25875695806,195217.10456679604,207791.14599792293,203599.798854214
2100,620000.0,1,693925.1823825334,691666.1262512207,703054.6463065126,684249.3530345404,697360.3862788667,692990.0418640912
2101,850000.0,4,844994.901462251,837039.4201278687,844515.600590921,852476.1129993227,840777.5103593948,844677.0445727041
2102,850000.0,2,787765.5246674982,841386.6758346558,836611.552809023,843857.045769981,838999.1143218393,840618.4248045533
2103,270000.0,2,324095.74153645785,326023.53036403656,318616.85087257216,333849.6771233119,322320.19061830436,326163.35278664023
2104,1000000.0,3,1211045.2478196707,1164865.493774414,1332248.0513404077,1213648.868444992,1248556.7725574109,1236920.804519938
2105,320000.0,4,285238.890487987,298783.9454650879,286987.29330479493,280476.68884672667,292885.6193849414,288749.3092055365
2106,450000.0,5,388685.2166046383,391614.6137714386,391322.06833413563,387867.2359470097,391468.34105278715,390267.9726841946
2107,450000.0,4,494639.9323127061,492563.8782978058,499403.62914206705,474946.2821695139,495983.7537199364,488971.26320312894
2108,950000.0,2,1021927.5038838052,1037516.2363052368,1021139.4548224224,1109502.357368588,1029327.8455638296,1056052.6828320825
2109,530000.0,1,476335.1650107688,480633.7982416153,476002.6012844152,465247.3780939377,478318.19976301526,473961.2592066561
2110,249000.0,5,185073.96804648024,169253.98516654968,174405.75509213592,194665.56071636107,171829.8701293428,179441.76699168223
2111,474000.0,1,398890.794915292,403752.2165775299,400090.40204997215,401228.08412375,401921.30931375106,401690.2342504174
2112,305000.0,5,306664.2607803821,309220.7266807556,307612.6102356751,311437.28302191535,308416.66845821537,309423.5399794487
2113,430000.0,1,386257.5623008829,366085.2909088135,362480.26603072166,438081.80684236053,364282.77846976754,388882.45459396514
2114,650000.0,5,775158.483956171,897519.9460983276,941316.1987107452,791449.7573548502,919418.0724045364,876761.9673879743
2115,780000.0,3,656684.6968785037,664988.8753890991,670084.9584341602,613185.3312927461,667536.9169116297,649419.7217053352
2116,1065000.0,5,970845.7567960888,1006495.1419830322,987902.3515505119,976774.7647849726,997198.7467667721,990390.7527728389
2117,1250000.0,5,1116879.7263124182,1162850.706577301,1163720.2510534977,1239987.2239838438,1163285.4788153993,1188852.727204881
2118,456000.0,3,412437.7836621398,405959.12754535675,406539.6708738911,434690.7674241623,406249.3992096239,415729.8552811367
2119,409000.0,5,352030.158618833,356658.25622081757,359184.77462498774,356964.1310391435,357921.51542290265,357602.38729498297
2120,360000.0,1,295729.7453255937,319688.081741333,314623.3561325364,277217.8245080386,317155.7189369347,303843.087460636
2121,959000.0,2,753752.8162204616,540869.5936203003,629646.6566274242,758740.3232795105,585258.1251238622,643085.5245090782
2122,395000.0,1,353668.3824401179,352269.9371576309,355122.5073780555,350257.5681205095,353696.2222678432,352550.004218732
2123,460000.0,3,407686.738129388,406868.45779418945,413817.5207138485,424373.3257848878,410342.989254019,415019.76809764194
2124,2750000.0,2,1634488.6502327044,1799730.5393218994,1516152.7908624918,1458192.811379069,1657941.6650921956,1591358.7138544868
2125,2250000.0,5,1126469.122370772,1219039.0825271606,1214201.6668852512,963321.956733786,1216620.374706206,1132187.5687153994
2126,850000.0,4,782986.7362946072,707978.9042472839,725644.8532641542,810129.8357006176,716811.878755719,747917.8644040186
2127,1500000.0,5,1307512.562126395,1417228.898525238,1390790.8502935702,1296023.4159524017,1404009.8744094041,1368014.38825707
2128,400000.0,3,382526.7014999773,398563.74645233154,395436.82768272684,360664.4175953057,397000.28706752916,384888.330576788
2129,1307550.0,4,1085836.9225190794,1219349.1458892822,1329080.2207428098,1015717.8333699843,1274214.683316046,1188049.0666673586
2130,317000.0,5,315773.31420566555,329926.48935317993,332082.11024794885,302909.7438963713,331004.2998005644,321639.44783250004
2131,1150000.0,5,1042577.1237432192,1045332.3125839233,1089053.1210653742,999954.1746800004,1067192.716824649,1044779.8694430994
2132,450000.0,1,445104.4320783051,442456.60305023193,421458.5927412145,443479.3886668226,431957.5978957232,435798.19481942296
2133,1490000.0,5,1116000.9905243164,1014761.209487915,1200457.1191273425,1222726.536700928,1107609.1643076288,1145981.6217720618
2134,340000.0,1,270329.3801365743,257605.21845817566,261800.27451547774,283015.6782981093,259702.74648682668,267473.72375725425
2135,350000.0,1,369249.6717666963,376306.8630695343,371796.15595952305,376650.84570667084,374051.5095145287,374917.95491190936
2136,320000.0,4,276869.0040151625,296464.6816253662,278604.2775374491,292178.2302598498,287534.4795814076,289082.39647422166
2137,950000.0,5,953240.5616753708,1001430.0346374512,1029533.0323565417,952974.8076099489,1015481.5334969964,994645.9582013139
2138,450000.0,5,378928.45714022114,384115.15951156616,373529.236561285,389581.872690931,378822.1980364256,382408.7562545941
2139,1657785.0,1,1537152.886053415,1636923.4704971313,1576018.9366756137,1578823.209521214,1606471.2035863725,1597255.2055646528
2140,550000.0,3,414974.03565889096,446252.07781791687,441542.15023758577,422956.6293525577,443897.1140277513,436916.9524693534
2141,440000.0,3,401449.6364847348,417283.4540605545,418549.8401532072,436510.4417743711,417916.64710688085,424114.5786627109
2142,325000.0,4,426803.1722308088,424430.522274971,428223.2613980038,420541.2936007202,426326.8918364874,424398.35909123166
2143,630000.0,5,554379.2993511893,570723.260641098,549931.4938886553,545972.0506834647,560327.3772648766,555542.268404406
2144,295000.0,1,291865.8121549064,301156.7155122757,295752.14307303604,294819.30127781245,298454.4292926559,297242.71995437477
2145,300000.0,4,296309.4269601024,302496.999502182,300584.8770986765,310504.71746438043,301540.93830042926,304528.864688413
2146,340000.0,5,382253.62648372987,389857.2027683258,402109.2506544666,355384.7981794397,395983.22671139624,382450.4172007441
2147,425000.0,4,589862.2977785477,589491.4865493774,595677.2567497094,537965.0616890639,592584.3716495434,574377.9349960502
2148,870000.0,4,877371.0526522915,890741.2886619568,859582.411445182,822671.7844386795,875161.8500535694,857665.1615152728
2149,550000.0,1,470510.2414388126,458274.00839328766,453424.343173166,487309.20421479695,455849.17578322685,466335.8519270835
2150,1600000.0,1,1564177.8151935434,1703409.194946289,1843962.2161380928,1736449.1176804863,1773685.705542191,1761273.5095882893
2151,460000.0,1,446953.4969699032,446358.1144809723,451729.7944067392,462562.6286033297,449043.95444385574,453550.1791636804
2152,388008.0,1,402950.69247939374,401003.54002227786,392194.055692879,410435.6161918673,396598.79785757844,401211.0706356747
2153,1100000.0,4,886254.986380339,887798.9649772644,873233.5289790407,911377.1681373834,880516.2469781525,890803.2206978962
2154,240000.0,5,288520.12823688734,284454.48899269104,293066.74948592985,295977.45731011487,288760.61923931044,291166.2319295786
2155,287535.0,2,351433.92101317464,349416.67318344116,356582.1676522253,347400.1852974524,352999.42041783326,351133.0087110396
2156,3500000.0,2,2033467.125072442,2435234.0698242188,2623783.8257461814,2134391.732079583,2529508.9477852,2397803.2092166613
2157,1290000.0,1,1233414.9326063506,1352266.4308547974,1372732.2009009747,1275925.2138224216,1362499.315877886,1333641.281859398
2158,1003680.0,3,843562.6484866596,886825.9191513062,884219.0801045126,710493.3762229215,885522.4996279094,827179.4584929134
2159,434100.0,4,342238.0283904666,342750.1438856125,345315.3758958732,340949.01874077175,344032.75989074283,343004.8461740858
2160,2350000.0,5,1228767.2044108617,1245084.0473175049,1331619.910372506,1053326.4210185367,1288351.9788450054,1210010.1262361824
2161,280000.0,5,216479.7588572194,254366.51706695557,245037.2295672513,178905.80706744417,249701.87331710343,226103.18456721702
2162,400000.0,3,422153.7689812001,417889.5652294159,426016.92442708137,488915.0638869576,421953.24482824863,444273.85118115164
2163,1000000.0,3,856464.2095765676,913150.8636474609,939703.026317605,924258.3045547066,926426.944982533,925704.0648399242
2164,360000.0,4,380237.41315137135,388552.4913072586,387244.5257147434,367578.3880253368,387898.508511001,381125.13501577964
2165,450000.0,5,509065.9400011191,486337.0656967163,494359.388066452,519581.6721800608,490348.22688158415,500092.70864774304
2166,890000.0,1,856375.8655463964,869486.9613647461,865257.9743726485,883337.8397874644,867372.4678686974,872694.2585082864
2167,350000.0,4,370130.6745129612,408854.75277900696,401201.6488420823,407957.0317503509,405028.20081054466,406004.4777904801
2168,850000.0,1,881601.9183817529,910911.6196632385,888622.5192022145,928260.2717879486,899767.0694327266,909264.8035511338
2169,870000.0,4,896058.6245961084,905711.7104530334,932717.5199534215,946387.8201308585,919214.6152032275,928272.3501791045
2170,560000.0,2,521525.32946214033,570222.8546142578,590160.3853996864,486010.5167632662,580191.6200069721,548797.9189257368
2171,665000.0,4,382336.6940327022,416258.87155532837,431872.84060842765,410578.4378832781,424065.856081878,419570.050015678
2172,335000.0,3,331282.2940334639,327574.0444660187,330390.5546695524,346624.1666305957,328982.2995677856,334862.9219220556
2173,340000.0,2,319206.6777760831,328297.8158712387,323707.2711715833,331285.4122897088,326002.543521411,327763.4997775103
2174,3790000.0,2,2796142.114798086,2666346.788406372,3097224.0234774337,2741283.8497501477,2881785.4059419027,2834951.5538779846
2175,200000.0,1,191385.0104942997,201328.97169589996,201894.83447739942,204332.6051825632,201611.9030866497,202518.80378528754
2176,750000.0,3,615161.5093065096,630409.8029136658,627929.391064448,600404.2560813985,629169.5969890569,619581.1500198374
2177,950000.0,1,774439.5839847785,691319.1080093384,830216.3279784333,846521.9187800136,760767.7179938859,789352.4515892618
2178,180000.0,2,179374.22619922223,185897.26090431213,182880.94246922692,172601.62232791702,184389.1016867695,180459.94190048534
2179,285000.0,1,376660.313753919,387575.9342908859,386558.86290729523,376050.3707618569,387067.3985990906,383395.05598667933
2180,1000000.0,1,765739.800013159,1010598.1826782227,901406.2818859705,785326.5122656144,956002.2322820965,899110.3256099358
2181,455000.0,4,376854.5668067888,376000.3603696823,376057.7508655021,386284.0457373452,376029.0556175922,379447.38565750985
2182,1100000.0,4,1371454.6739230242,1415880.835056305,1429558.3329383975,1414267.1867198036,1422719.5839973511,1419902.1182381685
2183,170000.0,2,184642.8356955704,151872.38156795502,170771.21574235643,211177.88473766367,161321.79865515573,177940.4940159917
2184,310000.0,1,333352.7496999574,331976.49347782135,331971.2444982328,341354.1481737349,331973.8689880271,335100.62871659634
2185,450000.0,3,368423.1223979887,386017.90323257446,364308.26288140536,380039.10891452926,375163.08305698994,376788.42500950303
2186,840000.0,4,814760.6894625811,802494.5380687714,803865.1601284501,789220.9069441416,803179.8490986107,798526.8683804544
2187,1200000.0,3,963525.542569762,995048.8805770874,918595.6458252876,1049562.6158925511,956822.2632011875,987735.7140983087
2188,720000.0,1,672681.716362813,662987.8304004669,657270.6078546899,678150.0122061152,660129.2191275784,666136.1501537574
2189,325000.0,5,377346.7152308374,378932.904958725,371389.0378707756,394140.0879202408,375160.9714147503,381487.34358324716
2190,350000.0,5,305056.07883705216,303616.40453338623,297420.40173557994,331022.5953324569,300518.4031344831,310686.46720047435
2191,325000.0,1,336470.6581054158,328898.51927757263,328203.30728236627,341946.10504548973,328550.9132799695,333015.9772018096
2192,268500.0,1,265997.9641601712,283397.22752571106,286890.9957972878,249235.56042655805,285144.1116614994,273174.5945831856
2193,380000.0,5,340284.3211992323,343228.97362709045,347136.7853779696,343362.448228147,345182.87950253004,344576.0690777357
2194,550000.0,2,505275.4814133809,504290.5807495117,505244.2093173621,502868.91317807435,504767.39503343694,504134.5677483161
2195,280000.0,3,317331.11090952967,326576.8587589264,326738.809513688,308993.8046992606,326657.8341363072,320769.8243239583
2196,480000.0,1,428135.3750992252,431437.6711845398,401560.63414836855,425937.9069151329,416499.1526664542,419645.4040826804
2197,680000.0,5,546678.313755656,504672.46866226196,523296.53817214916,545432.6060301489,513984.50341720553,524467.2042881866
2198,300000.0,3,330373.552261033,331674.0355491638,329853.6868269285,338360.04975361045,330763.86118804617,333295.92404323426
2199,600000.0,1,638228.1486373212,647680.938243866,662113.3778946246,631110.4404833276,654897.1580692453,646968.2522072727
2200,740000.0,5,491722.96193875466,516003.5437345505,513085.1977398943,496778.9226882169,514544.3707372224,508622.5547208872
2201,490000.0,4,557466.5963793896,563789.1087532043,563872.181869754,558256.5842396797,563830.6453114792,561972.6249542128
2202,900000.0,5,741790.8905501395,756705.1708698273,737067.628184638,758669.6627956412,746886.3995272326,750814.1539500356
2203,599000.0,1,541486.3624633957,561080.9326171875,566653.9130677625,486138.22324498923,563867.422842475,537957.6896433131
2204,630000.0,5,581258.6709044712,590957.2629928589,586914.6944672272,560031.2883387271,588935.978730043,579301.0819329377
2205,2100000.0,1,1623370.30708085,1677898.6501693726,1699415.5385822654,1574381.9991124216,1688657.094375819,1650565.3959546864
2206,270000.0,5,265126.0414070134,256008.14819335938,254388.34930604792,275981.9988236922,255198.24874970363,262126.16544103317
2207,1100000.0,4,710477.5400524086,809871.0775375366,829857.9825499853,710588.9555751344,819864.530043761,783439.3385542188
2208,373000.0,2,453616.3985586418,450383.5439682007,433689.2506045459,446880.2395940437,442036.3972863733,443651.0113889301
2209,400000.0,2,424413.12712951767,424435.9678030014,422622.9862676904,435381.3241382042,423529.47703534586,427480.0927362987
2210,525000.0,2,490378.7326247103,486985.67361831665,474056.1377686558,474678.11879349936,480520.9056934862,478573.31006015727
2211,217000.0,1,258628.51200627003,265268.56422424316,248449.2020625001,290632.6894134852,256858.8831433716,268116.8185667428
2212,370000.0,3,409797.717323985,423948.734998703,413176.14222315315,396502.0590019537,418562.4386109281,411208.97874126997
2213,400000.0,4,370130.6745129612,408854.75277900696,401201.6488420823,407957.0317503509,405028.20081054466,406004.4777904801
2214,590000.0,1,538923.7978708501,551648.025226593,545545.9803258942,542762.0530225054,548597.0027762436,546652.0195249976
2215,890000.0,4,839695.6199354386,843503.723859787,884686.6668076008,859491.9196634158,864095.1953336939,862560.7701102678
2216,598400.0,3,664751.0745646935,676125.8444309235,671927.3378755364,640193.9391558048,674026.5911532299,662749.0404874216
2217,1500000.0,2,1234786.9017272794,1372920.7482337952,1365931.8647066834,1276386.8245263845,1369426.3064702393,1338413.1458222878
2218,410000.0,2,520667.7365969351,552796.0062026978,546137.997189454,535110.4485449761,549467.0016960759,544681.4839790426
2219,455000.0,2,472956.1474826742,483421.1766719818,464709.5644449984,486820.03321612976,474065.3705584901,478316.92477770336
2220,800000.0,1,731436.8464854134,817518.1150436401,827617.4464050601,745374.7648118074,822567.7807243501,796836.7754201692
2221,300000.0,2,322154.60693619744,341442.0783519745,338153.6051636616,307403.1075579102,339797.841757818,328999.59702451545
2222,170000.0,2,293443.1143830773,344976.18675231934,308204.54888222145,283036.6699359597,326590.3678172704,312072.4685235002
2223,1620000.0,5,1295482.3639624896,1329796.911239624,1324253.2130783617,1318746.4996202555,1327025.062158993,1324265.5413127472
2224,380000.0,5,435687.6982830624,443936.5453720093,434874.30858884385,414833.69005308306,439405.42698042654,431214.8480046454
2225,360000.0,5,448554.85551067546,448701.043844223,444196.36355079134,464313.0728688085,446448.70369750715,452403.49342127424
2226,399000.0,3,354598.7714670124,356517.0351743698,355592.78619128186,356095.45799490914,356054.91068282584,356068.42645352025
2227,580000.0,1,562695.2706922628,591623.1870651245,616021.8934497124,526363.4338929027,603822.5402574185,578002.8381359132
2228,2500000.0,5,2115237.89264487,2198775.7062911987,2330017.935401247,2221944.4268472707,2264396.820846223,2250246.022846572
2229,570000.0,2,495699.930193336,500713.58275413513,497408.3038054762,501174.7292059163,499060.94327980565,499765.5385885092
2230,430000.0,1,389591.2088620069,388505.0757408142,397901.3294210141,393460.2461491658,393203.20258091413,393288.88377033133
2231,670000.0,3,749586.8907211152,742383.5396766663,732284.4960725374,762011.1002930963,737334.0178746018,745559.7120140999
2232,2700000.0,5,2946959.903585237,2725238.084793091,3345372.6878932198,2841809.4126710207,3035305.386343155,2970806.7284524436
2233,348000.0,1,380813.8720270908,379944.9504188537,383397.5546780671,376342.5713568454,381671.2525484604,379895.0254845887
2234,670000.0,3,595330.9341952305,609097.4807739258,618768.1373949312,571482.8057148978,613932.8090844285,599782.8079612516
2235,600000.0,5,448927.6822970813,462383.4035396576,468912.2367976741,458820.601431556,465647.82016866584,463372.08058962924
2236,650000.0,4,637335.4506987494,656872.8702068329,657156.525319298,594308.8850323067,657014.6977630655,636112.7601861459
