Id,preco,fold_busca,iter_400_bruto,iter_400_calibrado_cf,iter_600_bruto,iter_600_calibrado_cf,iter_800_bruto,iter_800_calibrado_cf,iter_1000_bruto,iter_1000_calibrado_cf,iter_1200_bruto,iter_1200_calibrado_cf
2030,300000.0,2,357348.96905725566,327153.46526173863,361020.57554252184,330245.0801360623,362130.52534362767,330797.0477385662,364303.9355628601,332522.7692981961,364925.3962144059,332816.313792671
2031,470000.0,3,476430.26297409483,437623.3020306443,473019.4974320485,433922.79698226583,473151.55637302506,433311.7487134144,471519.38780516695,431311.28589878004,471311.9988502524,430604.76505175367
2032,900000.0,2,530472.4399084195,485648.23735109967,530555.1599955927,485327.54972772684,531337.5004404485,485363.32674994797,534026.9419596299,487439.4709623516,533210.4792462202,486294.3166446168
2033,814000.0,1,570294.4910875445,523874.9069017035,571595.7130806644,524429.3868393824,571796.1504307272,523715.3715909683,571687.8600026519,523068.2773914262,571745.9366111254,522532.18263220706
2034,298500.0,5,363200.04494051053,332468.76203705877,362638.9787981558,331755.6091386976,361907.9816757253,330657.9726152786,362014.00856061396,330473.57709023537,360315.01968655176,328676.80169452407
2035,700000.0,3,553549.8004575081,508461.17541402014,555652.3378825901,509725.7468512388,556645.7397141509,509775.64300613175,554418.1033190291,507140.9389573201,554393.6224514241,506510.6259213546
2036,1100000.0,4,1441903.956438779,1310822.5147729546,1505518.3692884878,1367300.3433480726,1551647.1778539862,1406903.7889405787,1564517.8204795858,1417173.3040337039,1562732.3893433358,1414294.393979533
2037,700000.0,4,744833.231472398,677121.4998095258,737999.8376806477,670245.8449101883,736576.3657330578,667865.7974470522,729781.5817985152,661051.5789352361,726065.3493041823,657099.1682172724
2038,635000.0,4,570249.7257957845,518409.13278467424,574657.1142734569,521899.2246669483,576928.9235862595,523110.85930341535,577922.9247742887,523494.79824278364,579237.4156626477,524217.8605507181
2039,160000.0,4,183051.297563526,166410.36397271403,180825.43897907512,164224.28968369408,178771.5120361458,162095.0440461265,177215.9874966775,160525.98649932668,176488.25120793615,159724.30467862825
2040,480000.0,4,389970.1147921701,354518.48528156406,392932.0587045813,356857.91003210924,393037.2823580642,356373.3106576784,391587.48517155333,354708.21930855745,391693.78419757506,354488.28406253183
2041,350000.0,3,226704.83882215375,208238.91314618356,224744.77240477703,206168.8382370181,224454.57369591933,205555.2867255613,223349.532982278,204303.73971236032,222860.33448040712,203611.87960924656
2042,950000.0,5,1032384.6263852845,945031.9278914914,1052976.590096032,963302.1006562418,1065005.412271682,973044.3877349657,1075235.8238143292,981556.0185759814,1082633.690654073,987570.762829903
2043,440000.0,1,354113.38361989515,325290.03659627226,356828.3590998958,327383.97662414424,359423.38169531577,329200.4497778608,361015.26714505284,330312.4783805841,360626.63368997775,329585.2404902999
2044,790000.0,2,721450.2907999315,660488.7185541871,723496.5681194899,661821.5090863848,723860.0322013209,661227.7752639721,724266.3059302327,661082.723098224,726362.9824199812,662451.7032583704
2045,860000.0,1,875957.1305006794,804657.887043281,873118.8314136459,801071.7416482064,866584.4133547342,793715.6934567345,861998.733039353,788689.4649160379,856690.7678932041,782950.0274919608
2046,370000.0,4,331860.14306443476,301691.2085871683,337732.10781120986,306725.734066051,337990.4784453676,306461.47625409096,341362.4220194016,309213.29572192964,343545.8050861001,310913.6980341354
2047,460000.0,5,437730.3007786134,400692.82268346637,439636.26103787235,402195.5832311663,438506.6766206821,400642.5279660634,438458.4824281314,400257.83441283455,436986.4596303928,398615.94462555635
2048,300000.0,2,268981.7695584112,246253.1744121788,268544.449469703,245652.1573651173,270001.9515484039,246639.93285600844,267807.3857906529,244444.39070917602,268877.8009302947,245219.76133917447
2049,1200000.0,3,945638.2850459196,868612.640693844,942687.6735759221,864771.2709929718,953317.2301672298,873047.0195404419,949187.029472005,868246.5426197423,948402.6858996035,866489.1128010632
2050,169000.0,4,152974.84996658424,139068.123528467,151890.9665861166,137946.2217141982,153281.79981963226,138983.10648180445,153428.45030423158,138978.73261920825,152277.23454128142,137813.00023668012
2051,1600000.0,1,1070412.6179723246,983285.5118717587,1078526.4233630982,989529.7287062785,1083056.056598476,991984.8265995579,1086390.9338030955,993998.0784538824,1091088.2812584704,997171.4786985652
2052,330000.0,2,381104.83889070654,348901.99627562,379298.93412857974,346965.28503556777,378800.06310267345,346024.2475793595,379187.0370247222,346107.49795669416,379836.7976006737,346415.6897044116
2053,530000.0,4,284040.59657145065,258218.86917834228,286135.2120133695,259865.8253600395,288111.4952872165,261235.38916723023,286443.74175067263,259466.79456303103,285807.68660268054,258659.90343252764
2054,1200000.0,4,1266097.9012037595,1150998.7384344467,1311642.6670774394,1191223.903759165,1332177.1872450812,1207906.7709629014,1334972.6716325083,1209246.4573348262,1351897.7840852828,1223486.1645560367
2055,450000.0,5,409702.15419228276,375036.20912418974,411704.1013748447,376642.2059459161,410122.98236333503,374709.7072666966,409185.0715223238,373534.86627649306,407762.30353868066,371957.8770134945
2056,435000.0,2,441547.66655511374,404237.4868824521,443073.96417622786,405303.7602792999,443696.7733127184,405305.7459425736,444243.4698661837,405488.5342215966,443720.97117227345,404678.8179447357
2057,320000.0,3,279313.055691472,256562.00126526708,283393.67247505,259970.20350121032,285851.99659154756,261782.98865966918,289729.69207711826,265023.4312411238,292864.9928827358,267570.2332208647
2058,450000.0,2,387362.6269004793,354631.0096758028,388024.23787353863,354946.7930981908,389804.2030221173,356076.2502234337,390375.99885233346,356320.35653243447,389501.56455317413,355230.07243623596
2059,580000.0,3,732392.2976302905,672736.3070305329,739566.4844735113,678438.7519738305,743671.5557350529,681053.7087823317,745149.1746822947,681607.7069803012,750614.8038860837,685784.1770636307
2060,420000.0,5,349078.6206427065,319542.1874953075,349833.96018103254,320041.1024261674,351320.9638120595,320985.1219458006,351382.62551045447,320768.4521422475,352621.22491032956,321658.57674752467
2061,1750000.0,1,1307021.8334393618,1200635.7277023573,1324734.8037145194,1215421.748166179,1340591.4891409276,1227864.8069915401,1347166.5610318535,1232595.8652244157,1352254.594600913,1235857.5715979931
2062,390000.0,4,266247.1775097885,242043.02458296245,262356.2992910747,238269.9975090627,260410.88679099357,236118.79590715922,259577.4189032434,235130.7115740522,261110.8509081046,236308.92606106005
2063,220000.0,2,236281.1450968338,216315.70841905952,237418.88238096482,217179.91480095344,238874.54866640983,218205.8400179031,239229.3782204194,218359.4728957116,239478.0005943671,218406.79278300665
2064,900000.0,5,916124.4737736504,838608.843556905,918333.5125073291,840125.6115491193,919228.1904184258,839854.7288379829,920026.4916362725,839869.2827322197,917628.8725076809,837054.5397212418
2065,200000.0,3,235580.503014101,216391.6225209999,235047.15262547263,215619.6910352819,235039.49164102925,215248.94458847152,234345.0435164048,214361.62473308702,235996.07766022658,215613.08819193637
2066,314000.0,5,262791.4826188838,240556.02447542123,260817.001370268,238605.08169885082,258669.7943191984,236334.19017277838,257915.06675886267,235444.24437099372,257389.17412979153,234788.57644449262
2067,700000.0,2,758945.247275844,694815.4020011664,742781.4267650027,679462.4141213109,734183.3811428511,670657.8926212228,722449.8678837192,659424.7475714098,712010.4755035632,649362.0457690365
2068,607000.0,5,532873.7574351892,487785.9486100324,539309.7395806025,493380.58407830773,544844.3637854994,497798.17479018157,549825.4272473521,501921.94617014646,551476.7703449064,503053.19285182876
2069,225000.0,1,234631.4026303748,215533.38867924458,232677.86357635207,213477.9994566259,231947.25964234537,212443.44716485505,230909.09734960005,211271.27622423918,230720.68853487173,210861.11371969522
2070,395000.0,1,405535.70531684125,372526.7965731835,404000.86653094727,370663.95333077735,402348.7637585163,368516.35353303456,401064.92204848415,366956.08316232933,400355.9510156664,365894.8066233418
2071,1000000.0,4,971645.3797654414,883314.4776974859,970934.7219852277,881795.5368863253,975129.6548129214,884165.9532175672,977561.916619826,885496.2424454632,977394.6815700827,884555.684822553
2072,1400000.0,3,1113890.6701649292,1023160.2630272225,1133599.8645209458,1039903.9078559536,1122705.351085924,1028172.5007904561,1121659.027632673,1026011.2522629173,1127999.998813259,1030574.5995269852
2073,1200000.0,1,1079363.9069002054,991508.2033531392,1104774.9802337606,1013612.3351186144,1118874.930402475,1024791.7889935868,1135747.3542418894,1039156.9485705352,1145861.9362882168,1047230.4221570538
2074,220000.0,5,218042.3349375846,199593.21640569228,217061.7055094172,198576.11162103657,214991.70836000107,196427.61700434034,213462.03126901778,194864.17480612078,213927.3595520463,195143.0178894244
2075,350000.0,2,296914.56940925156,271825.6905153408,298748.74198360764,273281.66016206425,299451.85769918567,273541.6749878331,300784.1256226878,274544.3039435262,300828.5919189837,274359.2637961859
2076,550000.0,2,512933.2799403915,469591.1126406014,508498.6547894002,465151.2694190646,508403.59758290136,464413.7883170837,507293.39625276136,463038.10774931556,506559.2565697225,461988.0836959836
2077,270000.0,5,244270.2745450421,223601.9430937697,245718.55068795913,224792.45813653938,246473.19415431502,225190.74131971315,247077.23208292766,225550.65487287033,246534.4342042814,224886.95978403208
2078,380000.0,3,412188.81585877674,378614.55217009835,408405.9747140029,374649.80579923495,408593.68339444156,374189.70957651996,405059.2954079264,370518.477258958,404404.41728760925,369475.9936450302
2079,1100000.0,1,838713.0714904354,770445.3385239617,836711.2852520442,767668.4346028283,835336.7400333623,765095.5517637063,832552.0183024693,761747.0660479089,832519.2803383785,760859.1312726478
2080,750000.0,1,734086.5673460969,674334.9938254853,733207.0539411048,672705.0552081033,731499.4895397837,669989.6924705573,729418.9124865407,667384.9853122515,730095.8535987373,667251.9304166911
2081,450000.0,4,418967.2203857371,380879.50517166394,403987.41280170856,366898.2986193176,395697.1606211858,358785.065636463,388431.4870709102,351849.44953472295,382625.33452294266,346281.21187001944
2082,1350000.0,2,1124339.2115001497,1029334.0712366506,1140904.4585848963,1043647.1211834906,1158455.662450043,1058219.8579113581,1171766.5868105611,1069543.9504800825,1188774.8896105087,1084176.8777775199
2083,220000.0,4,221805.2622171221,201641.26071712276,221430.8260527232,201101.7936850695,221729.6744885006,201045.91018551006,221262.10048169203,200423.886447619,221498.4752334697,200459.17902126868
2084,470000.0,1,341022.5803642367,313264.7699244014,343135.3301575671,314820.8544595349,343668.4925831157,314770.34632306325,343079.4440388084,313902.019540795,341415.960629371,312028.1503888969
2085,1003680.0,3,875310.5315488623,804013.3360282357,873154.4366882379,800985.197062967,874329.3141030016,800709.9605663918,873506.5318926121,799019.5848898194,875687.1854225018,800054.0526393303
2086,460000.0,3,369848.7770261339,339723.26200229814,370106.4867838996,339515.90325221285,370268.2228278198,339091.2889654351,369252.31539554277,337764.88325472886,368815.5710435144,336960.95729376917
2087,820000.0,3,582070.5654977588,534658.821414592,578222.2795144708,530430.2046036151,581001.6726359071,532080.7833860408,579465.5846394381,530052.5342304613,579765.0490151074,529690.7214867846
2088,175000.0,2,296993.04450941144,271897.534575845,295508.36839215783,270317.51487818116,295663.9554189145,270081.52235295955,292962.17999790673,267404.72963057365,292267.99953831354,266551.9014433002
2089,350000.0,4,349155.30498406047,317414.0918899383,350237.53967037,318083.0722583618,351870.1843217998,319046.43181978905,353271.23921669467,320000.5540028534,356383.3025497612,322531.81052696693
2090,520000.0,1,510231.81936370174,468701.08521952014,511274.77764842805,469085.9501088807,510902.45012786303,467942.05647221406,510233.63041953155,466840.46453160635,511628.2181438227,467589.17274956027
2091,450000.0,3,356120.2259353095,327112.9508458264,352003.94968929735,322909.6035727933,350357.6225998252,320857.180070474,349558.51228548674,319750.4393881164,348487.8991970881,318388.9871745432
2092,380000.0,5,279138.2583112236,255519.65774980554,282782.70682217844,258700.12502957846,283075.15237739985,258632.19581252555,282967.6117281148,258314.08906048862,282652.24879051524,257833.37371017417
2093,480000.0,1,274222.0467099421,251901.52006660876,274513.9439691427,251861.89472747454,276141.5820374307,252921.589520165,277943.04985129734,254305.19426801018,280778.9655645815,256610.5612980743
2094,440000.0,4,320485.68765726575,291350.7887732005,324861.09378442384,295036.3769269684,326780.72592790547,296297.4109208134,327290.9600388788,296467.0680941681,327866.9867243379,296724.1508893543
2095,380000.0,1,363481.50129512156,333895.628709909,361071.53304406645,331277.0168602249,358114.6534756183,328001.76894488535,357229.949431563,326849.08558479307,356370.50801020063,325695.4662066506
2096,3500000.0,1,1462255.4251758098,1343233.9549162777,1503626.6665710495,1379552.0028225249,1548223.25790372,1418037.386589677,1581659.580422313,1447146.266403676,1594555.040551715,1457301.7004813151
2097,900000.0,4,1019696.8723830133,926997.6773379982,1015245.8272816906,922038.5460198637,1010933.4061105752,916629.7981417871,1006632.9546631089,911829.4030500895,1002524.3274744544,907298.361411075
2098,1000000.0,5,866414.4829927853,793104.9419852662,886509.5707607511,811011.8874416873,892511.3534108888,815444.8356969121,887414.6942580901,810098.7846850278,869379.1778389633,793041.5109547828
2099,240000.0,1,187588.70471980952,172319.76944665195,181885.32852758118,166876.7087155148,179964.98391145063,164832.2192297907,179317.99061831707,164067.77022968433,177598.48339168393,162311.46951192972
2100,620000.0,1,718105.0664713398,659654.3202195612,726628.3576331651,666669.2127550853,729513.0886983286,668170.3226583828,730047.2851066623,667959.9175558108,735215.3919723427,671930.7980554985
2101,850000.0,4,867817.899828678,788925.8065620064,867602.6886208918,787950.1693504361,864857.3914660873,784180.2945369097,859969.4915056638,778978.5387498359,851254.1873810928,770396.7955579231
2102,850000.0,2,804289.4232686046,736328.0565489201,795232.5803199876,727442.3260223563,793712.815021527,725036.5202222187,788821.7185193958,720006.4471424628,789406.4853623825,719948.1298582332
2103,270000.0,2,344090.0576173981,315014.9138771034,347169.6794157057,317574.91502294416,348374.4488617993,318231.22086071107,350546.9566094817,319965.92241240374,351468.7807866837,320543.7200262762
2104,1000000.0,3,1193370.844078179,1096166.4905005966,1205936.478297068,1106261.6498610175,1200114.631035496,1099063.8463007961,1201423.9884163714,1098974.3767813481,1210597.13322707,1106037.8165572558
2105,320000.0,4,227072.72265334925,206429.86380309777,230159.04578299363,209028.69652296466,228819.77606523543,207474.62085804704,228635.579200304,207102.93929130878,229771.1710496125,207946.08298233972
2106,450000.0,5,370678.9194636774,339314.8298963154,373554.2308718808,341741.2872161682,376029.96530344366,343560.5520334675,376142.27127260895,343370.9164364884,376257.9156957462,343219.79819411185
2107,450000.0,4,463156.7720368847,421051.84741636465,469280.9340641309,426197.3784988323,471168.828571466,427216.4572004712,472789.00557045237,428262.27248066675,476313.7779593681,431070.54703474534
2108,950000.0,2,1029295.6667417561,942321.5772577309,1069359.0778312308,978200.6851601332,1079549.088904078,986140.7048175865,1090229.7548382287,995120.2330273696,1086607.6790248645,990999.1631807099
2109,530000.0,1,468312.6528316173,430193.9633595237,469572.3621449665,430824.6901103909,468880.88423430675,429453.96944994165,467386.45827711246,427637.25926584285,468149.3830825123,427852.8333580576
2110,249000.0,5,204950.07156686787,187608.72285796085,197141.87461482416,180352.71033561145,194207.41902206268,177438.0082565291,192672.91339036752,175886.30658156064,191461.28159419287,174649.62114945299
2111,474000.0,1,407880.64334571164,374680.8664629734,408696.51018407004,374972.1268622956,409410.4145347507,374984.20935461606,410703.99259001,375775.3923982942,411613.0451178193,376182.9321256571
2112,305000.0,5,312897.15419463755,286422.1272798822,310951.570743439,284470.04816336377,308470.27269495686,281834.4997784226,306099.66932438343,279430.7686323409,305542.289873031,278713.5066011161
2113,430000.0,1,415266.0803700831,381465.1598307609,416991.0903889137,382582.26373241306,420501.0621098878,385142.2746224952,422516.6145203596,386583.40186792944,425259.6018281321,388654.8442226975
2114,650000.0,5,792833.9663409946,725750.2606683215,793279.0888469522,725721.1792555103,791674.6582155786,723315.181512105,789866.1836458828,721049.1775440839,790024.1332765454,720654.4029519259
2115,780000.0,3,640950.5235806241,588742.7948355888,643186.9057236272,590025.2793576618,646322.0969370445,591901.1663043496,645801.0449470199,590731.338593375,647095.1269445035,591205.4982343114
2116,1065000.0,5,1002604.9347212667,917771.9719545285,1016266.7923600058,929718.6139895964,1017555.4510356378,929691.6329536629,1013467.8752041769,925169.5958298431,1008971.4530597037,920376.592908146
2117,1250000.0,5,938337.4981985784,858942.3672844816,963012.7098948678,880999.801064696,976468.7679787175,892152.7003825081,988221.0476582509,902122.3954122232,997123.236949235,909568.7343282786
2118,456000.0,3,422845.4757356766,388403.1887164715,426222.6108995746,390993.83527038654,423848.29984054004,388159.8729188553,422559.48325728474,386526.3630850565,421233.33982830046,384851.40155823063
2119,409000.0,5,350170.53354455176,320541.71085932094,351081.4548969282,321182.356934276,352015.5553767782,321619.7369590482,351841.7873546674,321187.60956028145,351379.90015239705,320526.2491202822
2120,360000.0,1,286793.2201433379,263449.45260845486,286447.6094386567,262810.8307004082,289103.22977514344,264793.32764969586,288781.47287458647,264221.85623876663,290628.3055787735,265612.1069244544
2121,959000.0,2,809053.4785998276,740689.5556583762,800002.5771437424,731805.700550089,791100.8877724556,722650.5909441473,785708.704173952,717165.0061094072,778483.3217444319,709986.0743586904
2122,395000.0,1,336430.2500322555,309046.236056854,338784.44195622834,310828.9882166319,340320.24876807025,311703.6471988163,342661.63027394755,313519.7390315409,342908.54413105553,313392.257879575
2123,460000.0,3,407209.82024214003,374041.113679968,405727.79447789,372192.98643938673,408040.6913987742,373683.2800288631,406449.1400333254,371789.80498817546,408069.44110696897,372824.4692291324
2124,2750000.0,2,1469099.4635358013,1344962.5490115571,1484819.4566874418,1358244.802874327,1495215.6183264365,1365841.5340867469,1490986.9871655947,1360916.1844322984,1483448.824718862,1352923.0211561576
2125,2250000.0,5,843545.9392814606,772171.3641313872,864372.3824714429,790759.9652410536,880882.7173830285,804820.3084470584,900131.0589472451,821707.2374714767,918833.7543351126,838153.6243661301
2126,850000.0,4,810666.0780995911,736969.5758101295,798964.408998448,725613.4053434039,795672.0324513984,721448.8017554111,789336.065513749,714997.2888223039,786165.7615320613,711490.8712813301
2127,1500000.0,5,1133590.5040762336,1037674.5179338333,1145992.6009101663,1048396.6027132605,1140006.0004497503,1041568.8295477309,1144910.207612643,1045160.029196834,1137129.6440187711,1037281.5844125968
2128,400000.0,3,329839.8607780545,302973.21608822484,333945.7037105432,306343.93419503066,337713.8714395968,309278.0446925138,340163.06829802005,311156.17766181246,342265.6895411101,312704.1899838262
2129,1307550.0,4,808083.4306898206,734621.7132098989,833901.2733316583,757342.8000640271,849159.1885980924,769946.4781063691,861399.792171423,780274.1353187738,878192.4724762778,794776.3155917735
2130,317000.0,5,291107.5935550098,266476.2369858019,293122.23668333446,268159.1110400283,295391.1886610469,269884.76772141445,296343.52508302726,270524.6274062909,298538.470145546,272324.6719927854
2131,1150000.0,5,1019175.5068337269,932940.465662666,1032623.0728732935,944681.947007224,1035040.272124336,945666.6757420535,1035340.1598290995,945136.2600146731,1037708.6396571841,946590.4504064409
2132,450000.0,1,429357.9921001691,394410.04893811967,429750.50231639313,394288.8080966022,429843.70145724085,393699.3169071515,431036.45481161267,394378.66655095964,434363.59631754854,396975.2008822008
2133,1490000.0,5,1097000.4825712114,1004180.4715476974,1112195.162155201,1017477.4502309725,1122697.4581113518,1025754.8442025039,1127381.4821754305,1029158.4920737247,1134408.2294633489,1034799.12938494
2134,340000.0,1,291950.6717516866,268187.1092462058,292540.9994490661,268401.4128440522,293810.23869167117,269104.53702377854,294930.8794149257,269848.28232033475,295210.4290856081,269799.81836025097
2135,350000.0,1,366889.4689618686,337026.2020751478,363346.237090014,333364.01930051256,361314.3366545897,330932.3994917788,359794.8537326676,329195.85585632967,359626.52686799533,328671.2191268017
2136,320000.0,4,276196.9556294815,251088.28249910072,273444.3304123962,248340.06312134874,272196.38872209133,246804.90261884124,272541.563653059,246873.9078538079,269765.6700988734,244141.65695336222
2137,950000.0,5,932074.6261117476,853209.4127914663,947279.0034062107,866606.0218922171,940655.3098281008,859431.6606044034,936918.1084470962,855289.2192493333,937512.3407653426,855192.0982365876
2138,450000.0,5,393343.1249319528,360061.3590874813,392973.43656195863,359506.6979672482,391379.0207272977,357584.2481246984,390373.19253051566,356361.9702139072,389051.4655295768,354889.9834818663
2139,1657785.0,1,1206473.9158574508,1108271.9896940626,1212221.4253466798,1112192.6289156878,1220870.148436032,1118210.5073125334,1226078.2777331045,1121805.6172785035,1232623.927687658,1126524.2655102462
2140,550000.0,3,431003.4116869926,395896.63140099624,431298.03529536864,395649.75825379667,430852.5642263356,394574.37163196405,430249.0761880833,393560.2376208609,430116.57585001417,392967.3921745541
2141,440000.0,3,390132.06968547264,358354.40741741715,390063.0271917606,357822.9664470289,391825.60392195603,358833.51822319394,391187.1369429756,357829.2461044124,390561.1146850928,356828.3375716891
2142,325000.0,4,364857.79174343805,331689.0878702203,366830.9631453899,333153.0933737051,368175.1121025163,333830.3756186745,368045.50975210447,333383.40047176497,369714.41335630865,334596.6499120024
2143,630000.0,5,516736.06536407815,473013.70785797975,518733.5977022657,474556.76512427477,518443.355491803,473676.83920379286,516654.6654283772,471641.1833988091,515827.2490694144,470533.9527575282
2144,295000.0,1,299072.6042495817,274729.34625287936,300373.1481890858,275587.276676421,301635.5843835801,276271.87073838763,301853.0580028459,276181.75952546985,302555.80754809175,276512.9340896099
2145,300000.0,4,308680.64625764336,280618.92692806735,310086.5270726731,281618.2277034933,310667.391230063,281687.1876932521,310139.93643170636,280931.3084660126,310619.29131077643,281114.74834621215
2146,340000.0,5,333654.4069322725,305423.0558786168,339405.7704482156,310501.00707158004,340408.91411704296,311015.30527437857,342099.18937146233,312293.83437610156,344498.8500765569,314249.40411616757
2147,425000.0,4,533302.4528646126,484820.6839830929,541113.4557512208,491435.128877616,547621.0985652851,496536.9766217581,555948.6765461119,503590.05982591095,559146.790808195,506035.5676021871
2148,870000.0,4,846935.0109605425,769941.3514742616,840905.3972904955,763703.8922228006,836908.6215506903,758838.6892728934,839540.1038024419,760473.1676433019,837448.460451032,757902.4220265716
2149,550000.0,1,494464.6054628895,454217.2565249181,496277.7998024164,455326.47690737725,499715.92696706875,457696.1775351957,502147.0935161153,459441.6526552924,501913.5925231521,458710.7458050478
2150,1600000.0,1,1238530.8882761032,1137719.6587559648,1276146.989536612,1170843.2514873738,1294748.1254521406,1185876.2867275134,1313998.8979648836,1202248.968605938,1329746.0213258187,1215286.4522104466
