Id,preco,fold_busca,iter_400_bruto,iter_400_calibrado_cf,iter_600_bruto,iter_600_calibrado_cf,iter_800_bruto,iter_800_calibrado_cf,iter_1000_bruto,iter_1000_calibrado_cf,iter_1200_bruto,iter_1200_calibrado_cf,iter_1400_bruto,iter_1400_calibrado_cf,iter_1600_bruto,iter_1600_calibrado_cf
2010,980000.0,4,801454.0642032134,733955.2799275505,797149.1302135343,728772.4937404228,798052.2359855617,728680.2714768315,787477.2248428911,718004.1361307912,779425.5982125275,709895.1194062548,771745.3100235166,702318.3499573537,769302.1859798423,699358.3811995332
2011,1200000.0,4,1019440.9402539682,933583.213427925,1025682.0167314472,937702.6365416106,1025727.012608552,936564.0547146358,1039957.5099301651,948210.0179838332,1053754.061158107,959751.4718353999,1058243.4814356063,963042.8667099162,1062482.8230554524,965883.4730047697
2012,215000.0,1,255190.26344352128,235779.23510724455,254110.07739796996,234355.9912576229,253626.06525769515,233562.82390655295,252770.27564604307,232416.2239859722,252190.9931640625,231640.39613651705,251655.49969931244,230942.73174357435,250927.6224485658,230051.0500472101
2013,750000.0,4,504408.78836247476,461927.2769282843,511727.04237214685,467832.9043450904,514556.1063343904,469827.4954279917,520499.6203153806,474579.9223787207,526033.3553954839,479107.32274708594,527000.4599617847,479590.98508269346,528337.9592862965,480302.26179860486
2014,580000.0,2,512481.1501920164,472868.18879617006,508222.3377025734,468083.32704065496,506985.4861221426,466467.9943745588,507161.24306524073,465974.744642442,505835.53246078925,464215.8894855008,505170.687191891,463256.02019338735,504452.09835927596,462149.01422245626
2015,1500000.0,4,1510177.008928566,1382989.2926305935,1704574.9554852166,1558362.5371875742,1813829.6580941952,1656159.6197278479,1859656.818141173,1695593.52967393,1933811.7743188355,1761301.5836117899,2014637.3994948808,1833398.6560054421,2038741.6945392988,1853382.3472254598
2016,300000.0,5,275266.81582921545,253310.29762366263,279850.1033472172,257218.75014483096,282592.2965218556,259584.77440569137,283537.142701128,260190.20815477232,284944.10644481255,261296.01392412186,285687.3561867948,261829.39865771713,286883.00400532543,262708.7640314715
2017,420000.0,1,382734.10374795937,353621.4627213735,380949.89328922535,351335.4951345007,381108.303097227,350960.5031926905,381827.74963434937,351081.4851796276,383713.69140363316,352445.54281888943,383574.68826891086,352004.17412834417,383848.3094239939,351913.05676176236
2018,560000.0,3,570873.5377784416,526534.8005451651,571538.4404806974,526076.0762487535,571110.2776446017,525018.3165842082,570044.137658642,523164.06248406577,569760.7566352229,522308.7129212229,569386.2415002317,521528.88116391306,571921.1115693029,523333.421861698
2019,489000.0,1,484976.4555497448,448086.7576667899,486111.1314570534,448321.67712720745,487110.23189745983,448577.0861135682,488147.60049401043,448840.04562902346,488455.45948737726,448652.08987496846,489453.78590716963,449168.78238185064,489598.1855869213,448864.7985279783
2020,1300000.0,4,1164811.399547797,1066710.5140552823,1206224.0666728348,1102758.4272009416,1234295.6573335845,1127002.5370679903,1273650.3576423,1161285.9342745831,1295958.0244098385,1180349.0655089568,1301779.7837669088,1184670.405985566,1313576.758775735,1194148.3234298246
2021,380000.0,4,401008.516861332,367235.4179635972,402005.46615654876,367522.857347546,401934.5219442016,366995.72203380195,399954.962605529,364669.99724861706,399450.29825117154,363816.4025202551,398878.9365211084,362995.3987303304,397599.2813840852,361450.1490603558
2022,690000.0,3,907944.5107126937,837426.0676271255,911887.6222436255,839352.5759811664,911304.7498107493,837757.0924026866,905605.3254704323,831128.9070111066,910691.516750788,834845.3424406567,912058.6670952858,835399.4205282545,911852.0424994277,834385.4422918583
2023,700000.0,1,815073.1967948591,753074.7149341817,801532.8399037956,739223.0372941999,788792.9237979983,726394.9885142068,773783.3771985207,711475.3119287848,764573.7894228694,702270.0265203178,756494.4311511301,694230.3692452172,753115.0199461936,690457.6684476439
2024,400000.0,4,373956.4820643085,342461.71643923275,368199.1486654351,336616.326350542,366079.39421342744,334257.3585149888,365806.57155858603,333534.25739428867,365349.3954080232,332757.55026903993,365343.9715908236,332477.2719211145,364693.43533708935,331536.05334760674
2025,690000.0,2,834734.060457087,770212.100770774,824876.1862943633,759728.0973966871,825201.1083193766,759252.3188339669,826737.7936459443,759598.525218671,822483.2996621336,754810.1942981314,816319.5275962104,748588.4378258057,814262.1336536641,745978.5450603927
2026,2200000.0,1,1358335.44881713,1255013.7643164438,1379907.65369639,1272635.9746824494,1386222.9004120426,1276564.9100584532,1378188.6420549718,1267211.4998810599,1376873.597506622,1264674.6085371082,1362586.182524152,1250437.107888233,1367160.6709432723,1253416.2037031874
2027,370000.0,5,393652.2604724185,362252.7872097851,387527.14172404906,356187.99439135485,381722.2369232677,350643.9558931812,375801.9461368556,344857.76945768733,372906.0544919874,341957.8205096144,370918.3791165659,339942.7172817759,369790.1644910844,338629.7400268577
2028,579000.0,4,533640.8034646399,488697.35993795254,511667.27686438273,467778.2653114616,504375.7030026985,460532.03990643716,501804.07917980757,457533.7457540914,500588.9490961068,455932.7440707614,500536.4721947883,455507.723441308,500551.23137376993,455041.8616517039
2029,265000.0,1,228537.09503790468,211153.43796647043,230144.27215815306,212253.24704229532,232343.9706736515,213964.262123697,233110.94560229726,214339.94012235999,233801.9566201333,214749.84958621443,234060.1163196703,214795.55471535405,234330.04431238503,214834.35034229155
2030,300000.0,2,345257.6419501449,318570.46011512977,349881.008602558,322247.6747389061,353747.47571077384,325476.52748803364,354372.8931223805,325594.3166770388,354340.41968981386,325185.64345758647,354265.8963091066,324871.9954965636,353872.7068358458,324197.130225717
2031,470000.0,3,527537.2427687182,486564.35886361887,527299.9023205695,485356.4414422354,521209.86367603444,479145.1597454242,519404.66796479025,476689.15126773674,514487.80088450015,471639.11863746843,513832.17367389804,470644.17632588773,510309.27463687665,466955.83272084943
2032,900000.0,2,521880.1005883108,481540.63391696237,521359.213174451,480182.66215762874,522022.1272769477,480302.9305484951,522770.0415249916,480315.9546144392,522368.4811334065,479388.52363506425,521675.8359277041,478391.7153354697,520961.0329069532,477273.5183168732
2033,814000.0,1,555342.7571062769,513100.6517489863,555947.9751451749,512729.52311436593,556967.772907736,512908.5046251082,557866.52550298,512944.92999302293,559143.542949223,513579.9267092558,559612.0933805841,513552.6373016732,560345.0319707892,513725.6780888706
2034,298500.0,5,358883.3368102282,330257.18914108,359829.8934078658,330730.61020915053,359258.05395849416,330008.7158711026,358991.3505854145,329431.3871711674,358543.5383458555,328787.27886996145,359000.2146997818,329019.84738651157,358652.1510245202,328430.2729593954
2035,700000.0,3,574620.6004162977,529990.8354602385,578445.4638738008,532433.6884544103,578734.5099325919,532027.2284489996,579212.5062672759,531578.4301632867,579572.6835152769,531303.461752756,578105.3750772352,529515.1647227713,576616.4955725677,527629.9084359403
2036,1100000.0,4,1340985.622374477,1228047.2728367425,1457953.8105583445,1332895.682887263,1494936.9458032425,1364987.1654871977,1517992.1369874158,1384071.3084602961,1537638.6765567944,1400470.0312656693,1526386.6881709353,1389071.4544159842,1522869.753345024,1384412.7117884143
2037,700000.0,4,759217.0850263853,695275.516158628,752503.0825140993,687956.0263011928,747357.7601824608,682392.4939042773,742732.0123890593,677206.4513211614,740223.2857352798,674189.9406684008,737803.7728723161,671430.2265603731,738659.7702747927,671501.9281254637
2038,635000.0,4,551554.7845013952,505102.6182724025,556627.6802598,508882.12412552885,559753.6042338626,511096.12867577415,561507.1982493568,511969.7155567709,563552.685108853,513279.65312473447,566123.0845434071,515194.10023648536,566135.4799378543,514663.2883730465
2039,160000.0,4,190131.51453041192,174118.56175307182,186943.73448811917,170908.36131949272,182195.04938451736,166357.45388682396,180777.72146371537,164829.08665345062,178033.82284797853,162151.90034669096,176427.26062025674,160555.69234692075,174791.26724907194,158899.50651242398
2040,480000.0,4,409857.18380431016,375338.84661059757,412937.66202088376,377517.3280684461,414294.92962757446,378281.68154892244,412621.1010129374,376218.6992026814,412158.015521771,375390.49822596647,411195.21763657127,374203.69519585633,410157.8864799884,372866.9445538047
2041,350000.0,3,228735.01554540324,210969.5717488944,226170.84224710628,208180.34417975755,224109.1261461744,206022.200520864,222929.1610347348,204595.6055475422,221152.86005468902,202734.33076747472,220178.59172348073,201672.40833785795,219127.57482952497,200511.54125982034
2042,950000.0,5,969941.320470722,892574.4420946288,983681.6816520537,904131.7822240597,996515.5781381413,915383.3091934277,1000985.1726966439,918562.3370632364,1002038.0865346898,918876.9021351181,1003038.281961059,919273.8303224669,1010363.9872798772,925225.5121926941
2043,440000.0,1,345371.3846390166,319100.73605194455,351919.071955539,324561.48058007687,355588.1601180925,327459.1463638903,360920.56568911346,331857.82949340204,361232.24453710514,331796.06920943025,362270.0181552399,332453.00707328017,362359.5493807678,332212.1096762337
2044,790000.0,2,744096.9354775992,686580.9016316759,745416.5958821852,686544.1645267649,741590.0559701293,682323.331783037,741835.4242398527,681591.0661620006,742712.0881585629,681602.4784950969,743552.9783353361,681859.423517432,745138.298324363,682651.3977244727
2045,860000.0,1,905157.5541722861,836306.8123934102,898632.1670854227,828774.0275780675,891088.2286711644,820598.1622072684,878572.2863096783,807826.2080496901,870798.4284630067,799838.6080069238,864209.2144768897,793079.5751641853,861994.9358823686,790279.0382344766
2046,370000.0,4,328410.01195500913,300751.188397907,334937.1235921287,306207.40029045,340392.40842445445,310803.25496872794,343046.1840982483,312781.8447264528,345650.95368135103,314816.35399098275,347807.0469030712,316517.98606597487,350511.9841582767,318643.95851124224
2047,460000.0,5,435742.8907243829,400986.0796488842,438461.81839837035,403003.6064511611,437802.56988998764,402158.4549115088,436610.752437895,400659.4743714885,435424.6180175381,399287.8409452267,434855.44498236926,398540.35258152086,433155.95649602043,396656.0039291383
2048,300000.0,2,266745.3206504142,246126.86066317678,267198.4060740266,246095.280779031,267899.45906211657,246489.3508462842,266391.4997488542,244757.88078786866,267298.68575047643,245305.61655152487,265588.5796256439,243552.35077100754,265732.04863363836,243447.9006486059
2049,1200000.0,3,933319.4269927245,860830.1590732799,936975.5914447004,862444.9516877779,934443.4201407151,859028.3358387842,933075.2008486675,856339.6769311974,936415.545269295,858426.9669561764,931872.8554710703,853548.2108249193,931755.4564171142,852597.9570977755
2050,169000.0,4,154817.93152581865,141779.10294060866,153289.93141063958,140141.262588476,154690.38243404683,141243.67401551324,155471.63940086964,141755.566534804,155087.46832576714,141252.52891105867,155047.84519278308,141099.58996306753,154840.2663425728,140762.4207851708
2051,1600000.0,1,1021689.8537954311,943975.0913460449,1038257.7511529562,957545.355713253,1047840.1003922746,964950.0835077129,1047133.2451722532,962813.9789423145,1050413.3923497237,964817.0668517984,1052860.9281805963,966204.1131253944,1063021.677879007,974580.8406132709
2052,330000.0,2,378249.0758406918,349011.77407129435,379166.00689971773,349219.76631851046,377923.765280811,347720.6855869439,377437.3919405392,346785.75055345363,377868.2826493212,346777.6573248355,377929.35222354386,346572.063788095,378476.96429045906,346738.0877622374
2053,530000.0,4,290985.719489327,266478.7849257903,293495.8394062879,268320.8030713944,296073.3221843429,270336.67604464624,297114.47873395734,270902.3421952127,294646.6734277108,268362.02954497555,295135.74537041655,268585.04614128254,295783.4371200478,268891.24916035373
2054,1200000.0,4,1223654.181828838,1120597.5334987908,1253373.5534217542,1145863.5975313496,1294102.5942578998,1181610.6605329765,1316516.7038198072,1200370.5107998343,1341232.6778120622,1221584.8878334432,1347761.9178105914,1226515.9424464134,1354447.585208985,1231303.2354183288
2055,450000.0,5,416369.13763254584,383157.6641640863,410357.0823997448,377171.6879338839,407470.65328838164,374296.0403119969,406199.20221833524,372752.06334746856,403887.23376867553,370367.8085338275,403560.0937697107,369858.4987600488,401275.4157637446,367461.8818114137
2056,435000.0,2,427647.0996097084,394591.50714247755,429924.4567114733,395969.3526722241,429937.02361070155,395577.1251856596,431115.41042769485,396104.5841581087,430548.0246596347,395122.9627173151,431233.16613742575,395453.1911395994,430726.57128728577,394606.0705610648
2057,320000.0,3,277267.09026039223,255732.2461225266,282440.20463389653,259973.82521414748,288416.3490779922,265139.4520385797,291834.11417626776,267833.8582184002,294970.9225640779,270404.51824636036,297255.52073585213,272270.9609924817,299455.7096221605,274015.38086708344
2058,450000.0,2,385353.8471667153,355567.3719649709,385033.7132580279,354624.0457264393,386227.56859456183,355360.86185130535,387285.278011549,355833.89108065935,386789.1580137025,354964.5319639487,387285.0078617999,355151.46854605956,387175.17632496153,354706.87237096
2059,580000.0,3,741672.6951363292,684068.2896655181,743347.6579470781,684218.9282187163,742038.0931548813,682151.2512719426,745435.6829258682,684131.5162048292,746481.4052230817,684311.3314512019,747498.7146451094,684670.8611946121,750826.318545964,687039.6957900492
2060,420000.0,5,345605.3871600917,318038.34842257196,347744.9257074071,319622.9484635486,348929.8222195373,320521.36699795496,350388.92150094634,321537.2968491677,350659.59252407297,321557.637790775,350942.74575456005,321635.26349456207,351007.7669879478,321430.0441065472
2061,1750000.0,1,1344581.9135355316,1242306.3906691987,1369802.7910788432,1263316.64693478,1373065.2885362853,1264448.1389275135,1369040.4780778768,1258799.9818632603,1372414.9919076557,1260579.3268055788,1366728.614720911,1254238.5928894551,1379753.946360215,1264961.7490079706
2062,390000.0,4,272689.4700179279,249723.45295831762,274618.1851212059,251062.40728587366,274463.39381467225,250605.22519348748,274043.5208924464,249866.75839403187,272231.76763165765,247946.69771207072,272211.1699591718,247722.78787137778,273381.4424785308,248526.0103846739
2063,220000.0,2,233652.51025595007,215592.00624454668,236007.03782866144,217367.3828884326,239436.45560311168,220301.0663670724,240825.69175231011,221268.2687253104,242470.61425826605,222520.37401251943,243042.43054796828,222876.88491911936,243546.35986611812,223122.69191797762
2064,900000.0,5,950291.0965105445,874491.608300335,945812.042042041,869324.6435008089,940921.2375932181,864315.2350590326,940543.4611459242,863097.4996885107,942784.9307352719,864541.2865788388,943505.2831519677,864712.4752575154,941150.2812804142,861844.1096582343
2065,200000.0,3,217821.92393361416,200904.0806464244,217509.78351915043,200208.21935131933,217752.59994172392,200178.683396732,217400.146944289,199521.2941354995,216351.38710319603,198332.74443809898,216832.77812275014,198607.81299538107,216488.8681376703,198097.00650248548
2066,314000.0,5,250115.28185844058,230164.96302662382,242922.30422438594,223277.28568809293,239168.0504142286,219695.9548294869,239536.00713223792,219812.20154283536,236807.58456090785,217154.44016298276,237213.79903415125,217403.90328585092,238123.23688751544,218057.74610729897
2067,700000.0,2,713594.7568554895,658436.4324078419,712360.0929234456,656098.4388327647,709638.0608259367,652924.8904091427,710736.9460607449,653018.091341024,707358.1074337949,649157.3880342491,701942.3346464318,643701.2688941717,700040.3122189235,641335.304700308
2068,607000.0,5,545411.3748152569,501906.912628007,549427.482358836,504995.52659524244,552617.811969523,507625.9042382669,555378.755877099,509647.9167412658,558671.0839180575,512305.8312867048,560392.5706515308,513593.78218336654,562127.548471228,514759.78508708056
2069,225000.0,1,239263.1525156167,221063.61868294983,235778.2214639422,217449.2226910122,232506.52478451916,214113.95729455136,231587.0618629057,212938.7654644704,231046.53973629788,212218.96674030068,229671.50352219708,210768.1512641111,228848.2332287677,209808.6127067106
2070,395000.0,1,399777.1490759124,369368.13007889286,400123.7164927229,369018.7778640426,398718.3894097675,367177.53311118897,398016.403011235,365966.5648420093,398079.3951273502,365640.61080919165,398365.1153712077,365577.2597264729,397555.3081218231,364479.66625919903
2071,1000000.0,4,937381.4480485879,858434.8047263111,936084.572998399,855790.5450304403,931347.8527986571,850388.954024518,929787.6686843028,847759.6186631628,927045.2300398266,844345.9975953663,921881.7235672728,838948.3454481622,924153.0218379025,840130.4105356429
2072,1400000.0,3,1118108.3434822946,1031266.8474954268,1123015.1860278526,1033686.2418849837,1117811.9318131972,1027597.929280329,1125157.2507621103,1032625.0185816368,1120124.505440024,1026835.8814372792,1124269.7642524522,1029774.0084693619,1119163.8021604,1024084.9836811427
2073,1200000.0,1,1124493.2762196036,1038958.7791188462,1163278.313566494,1072847.0317901273,1171238.5639604507,1078587.037924955,1178964.5747978736,1084029.7340635452,1177370.5223509392,1081428.6853591464,1189018.1885596514,1091154.8084061702,1195070.223856438,1095643.2663553471
2074,220000.0,5,231393.12036982388,212936.16527069604,223525.43506054048,205449.03269346434,219563.60209833964,201687.6214245652,217011.0557521655,199141.99328572908,218103.90046749345,200003.01295755035,219090.28981605882,200793.90141710153,218775.16937890675,200340.0464505786
2075,350000.0,2,297102.8044100775,274137.8194203185,297782.7748923991,274264.1195920948,297808.3164522883,274007.93885861814,298761.88864323095,274499.47462076606,299033.53421358863,274429.353342659,299541.99389604316,274688.6062301604,299824.8221814618,274681.67237536056
2076,550000.0,2,515480.1450035826,475635.3720266617,516082.50303972623,475322.7025445654,515584.51998358883,474379.80682029296,514744.53931343334,472942.2023910716,517017.8477476677,474478.1350263634,516304.6499460776,473466.18361984653,515178.8989484275,471976.2710307064
2077,270000.0,5,237992.29561221425,219008.96064083523,240699.31516227743,221234.06876123784,243187.93646057634,223388.55800841702,246232.00345269017,225956.83804380524,247365.57959658638,226836.2056582371,248099.382634372,227380.42393460005,249334.10910347034,228323.93247055108
2078,380000.0,3,407495.98364338896,375846.49186156463,406251.5680429852,373936.7569156096,404089.9989674673,371477.5575067423,404332.63743146945,371080.5729226106,403175.5673721342,369597.4305409101,402341.4559618195,368524.3409126916,402269.0193376899,368094.16218487127
2079,1100000.0,1,820350.6359040115,757950.726031511,816121.0838702659,752677.2159339389,813886.2115226255,749503.2567283143,811481.6807263113,746138.0005467901,810522.5763075252,744474.5282053953,808020.9929016932,741515.983675449,808872.5083986865,741576.268469929
2080,750000.0,1,706579.1659485566,652833.2744440177,705438.525422462,650598.9317290162,705784.5468808477,649953.038823545,705542.7087558376,648729.6491280829,705761.9398498092,648250.6503256954,704659.2948578836,646661.5778213613,705857.075563744,647131.4709482688
2081,450000.0,4,444182.46511578833,406773.2388968285,422045.5818336288,385844.0026932356,411686.9019251643,375900.3608176242,401573.5617525415,366145.79978058825,396287.2815744284,360935.5501251452,389843.9868877084,354773.24196946336,388760.93991852965,353415.3763891111
2082,1350000.0,2,1046665.6624492377,965762.1473337553,1075285.7267336866,990360.4842796031,1085201.475516811,998473.8609552277,1102225.7627956243,1012714.1523133732,1119367.5729236596,1027267.125735701,1122015.490522434,1028920.4102955275,1132997.89690145,1037985.2970622358
2083,220000.0,4,217373.0926610009,199065.8431950623,217014.41313538206,198399.68337658673,217574.49156960164,198661.48158532227,218442.43814060534,199170.93363905305,219584.36646877218,199995.83079075528,219836.9447254797,200060.1989723269,219361.20908392777,199417.2158597348
2084,470000.0,1,337668.96840703866,311984.2035355881,340417.0784253725,313953.6325057192,342177.1796381325,315109.0495034886,344202.4236662751,316485.8976826764,343868.9558485474,315847.6841398902,343207.49262274354,314959.4425548554,343090.60375394,314546.29380670766
2085,1003680.0,3,845561.6642754965,779888.3864550877,848129.6581420719,780666.1653944284,848749.9382446678,780250.8223384941,847864.252074548,778136.4235622709,847044.4733664923,776499.0893438045,848518.1379777805,777199.5227367268,848366.1598556655,776293.0174245446
2086,460000.0,3,372915.52618632553,343951.8373277929,369808.5485895436,340392.5552962068,369573.6464189705,339746.87777816656,369972.6894457542,339546.3656789736,369108.41516375,338367.53235007264,369700.7094111985,338627.0747194527,369492.53445026773,338102.21111723816
2087,820000.0,3,547525.9884852644,505000.6140804343,553142.3215383146,509143.25531150453,554632.9345190468,509870.7920373944,555672.9225119664,509974.7271286523,557115.5034438387,510716.6089687504,555746.4569458489,509035.5312030479,555529.1339386158,508334.02846457495
2088,175000.0,2,300506.2379614673,277278.17972143553,298953.77439982153,275342.63445603225,294400.5378007287,270872.50457819283,292646.0542886617,268880.3063767146,291866.3728216937,267851.8988399298,292133.5223891752,267894.8252111836,292432.7639589076,267909.5082159891
2089,350000.0,4,357839.817221897,327702.403604915,365948.1334894941,334558.39530471794,365589.4348026779,333809.9896081193,367625.2531920514,335192.49066623347,367350.2994479899,334579.9589962233,368795.943588525,335618.7011543556,371008.5253762253,337276.9848403129
2090,520000.0,1,509721.5225883458,470949.59302857134,510164.17492468236,470504.87781857804,510131.4095458219,469777.1597564042,511003.8627780028,469855.83223961835,512343.76418001973,470593.77895993,512947.3415566014,470728.6764693323,513812.3389969774,471064.3928318277
2091,450000.0,3,373255.6621323788,344265.5555169567,365108.6464417343,336066.50142904586,360551.55436099746,331452.92165487574,357992.5217897234,328551.4395563889,359961.1272774906,329982.0686147195,358762.6632318487,328608.37990342564,361060.40775918233,330386.43769053475
2092,380000.0,5,264955.55104387575,243821.5056536515,269722.5349409275,247910.19368437465,272546.3761372818,250356.75223798366,272508.3800370638,250069.57272085594,272980.0071865925,250324.839663422,272438.76799704565,249687.20964002164,273411.9803225792,250372.87820859702
2093,480000.0,1,268242.75623395503,247838.89100807562,270258.1302917952,249248.72192601775,271510.0838670415,250032.1165439332,271981.32436394686,250080.32389017963,273334.5634694894,251061.0143744697,274556.5866662313,251958.92090040466,276683.2448423776,253663.86683676206
2094,440000.0,4,314249.22421702405,287783.02791005635,320014.63459089573,292564.9096822881,323156.1090550163,295065.2484355248,323743.17696867045,295181.7941833222,325126.1907371077,296122.55040728813,324400.13598811236,295216.7836642502,324913.6463874572,295372.9833456156
2095,380000.0,1,351250.8945733178,324533.0215020585,350363.5067112776,323126.8423377932,349622.10816233896,321965.04251086875,347684.8663324935,319687.9204389577,346617.49691457377,318372.25146620086,346207.4061831513,317712.4451058148,345806.8958994254,317036.59700332757
2096,3500000.0,1,1459606.783931713,1348581.9028864738,1567408.5982144647,1445560.9140009913,1598101.7549658106,1471682.9612941686,1611409.6148120214,1481652.6073411463,1612836.9083853175,1481409.6874543282,1614632.6370694102,1481738.6165320496,1627315.525293262,1491926.8022338923
2097,900000.0,4,1044582.1222939972,956606.9949845686,1052332.983368481,962067.5774046348,1045383.3058580623,954511.6932969561,1039795.5205514412,948062.3196882333,1038080.0994359847,945475.7424343994,1027743.781213075,935286.9492378302,1031191.0354075681,937436.6879142132
2098,1000000.0,5,874991.4592773502,805198.208509172,931856.9224406861,856498.0682055033,938677.0630676863,862253.7721490127,927540.9348706485,851165.6237237876,893890.3143655455,819704.5341393459,876904.4390084393,803673.5157286429,863099.420050326,790370.2161229877
2099,240000.0,1,181468.88537791895,167665.46816014985,179590.39627547984,165629.3436705144,177076.72927305527,163068.96885826337,175828.11109213822,161669.7435890165,174340.1257594084,160133.45792697548,173778.19822759446,159475.20266439338,173491.0201606705,159056.98612317946
2100,620000.0,1,679972.7051322962,628250.6320833025,690130.0746540629,636480.5339417927,695632.1883987722,640603.7887219202,698387.9251504041,642150.9966945184,700187.0874670295,643130.082782232,703671.2033427653,645754.8122073106,705171.9741051259,646503.3682770443
2101,850000.0,4,884314.1341304788,809836.8413726769,885449.3897490378,809498.668932231,881328.924345742,804718.000770388,870654.9721692611,793843.7473986478,863985.860600269,786911.9863175233,854396.6948983589,777534.3357146505,849722.4583763115,772466.9626436186
2102,850000.0,2,801368.2650426101,739425.3620985794,791744.4819934772,729213.1097048987,784498.3620706782,721802.4727774414,779740.1406263077,716417.5454729412,773125.0525887567,709513.0945527928,772730.8005131643,708616.3239527034,771158.9371107895,706489.9596091355
2103,270000.0,2,342446.4575810478,315976.5702511046,346268.1351026137,318920.1432185961,349522.40793525963,321589.12055965094,352183.0983941932,323582.3548932099,353334.93286475685,324262.88708539354,354804.7418373083,325366.1323125402,355073.27480057755,325297.0192007306
2104,1000000.0,3,1126316.8422841523,1038837.8067243844,1139519.8724157424,1048878.0820827396,1152193.4340826953,1059204.6419411735,1160873.9481981068,1065404.397044993,1164856.3468713446,1067842.269210573,1161985.0984388518,1064319.3392260906,1164956.9500396042,1065987.7641392457
2105,320000.0,4,220564.92781146467,201988.86070283456,223460.28563264833,204292.65170097945,224084.14703962504,204605.27486253713,225738.62495469904,205823.43373078253,226376.8432687785,206182.36885168497,227513.9138845533,207046.5405055327,228663.61759838596,207873.86329749305
2106,450000.0,5,352551.71319036663,324430.6042737518,356248.95329938916,327439.2591321669,360243.76611214806,330914.17532694945,364452.39330233994,334442.7582660532,366312.4342313412,335911.418241702,367511.74974797724,336820.57799310505,368077.2431056458,337061.1582225369
2107,450000.0,4,461813.55226858146,422919.42878423067,466649.5056127572,426621.95945324056,465958.221977106,425454.0597431296,468925.9653546641,427556.21628415445,470785.8886587228,428788.3351670912,471969.2878551322,429510.47084026085,472797.3212188675,429811.29552096047
2108,950000.0,2,1045483.2404230881,964671.1223044668,1103356.4200447425,1016214.1757500997,1117758.2822075111,1028428.7782772442,1120979.310720985,1029944.7270569082,1111442.2247787067,1019993.8673295672,1114540.5037085956,1022065.6328308537,1116006.1373073,1022418.4573724372
2109,530000.0,1,447852.45847199793,413786.5946550771,453563.4489175039,418304.1961882343,454321.87678785383,418382.47341526597,456083.97858994507,419358.31202245003,455302.54848375515,418200.7508259097,455101.6158146262,417644.0034202504,454626.99571154383,416803.12722321786
2110,249000.0,5,200361.62680364904,184379.88307854292,195289.4136773727,179496.44578221368,192300.8474471281,176644.49001965398,191452.83167337682,175688.27720544822,190490.3311498565,174681.1500738433,188828.2882287535,173059.10144715704,188226.961075611,172365.98756702832
