Id,pipeline_atual_21_19,especialista_caro,score_faixa_acima_1m,score_utilidade_especialista,peso_especialista_caro,previsao_final
19,897727.3969880408,831953.3477390256,0.34853670663909164,0.3237861333997077,0.0005391768580603585,897691.9331428248
20,741619.7891773703,1057515.0101853092,0.026981753974760048,0.06262975035866007,4.254920959568343e-11,741619.7891908113
21,279610.6613244468,1028053.2012709462,0.0005378170018212039,0.00011964289039141957,2.03910903266374e-21,279610.6613244468
22,321740.38078977604,696197.4979200328,0.0012778978958872123,0.004800388139050409,3.7451697317852333e-19,321740.38078977604
23,337735.8399863006,956864.552542446,0.0003370645575873585,0.00014475334265674688,1.2358318947851216e-22,337735.8399863006
24,293627.12146647496,999754.2341158452,0.004096332765173056,0.000533940582672155,3.988316904271239e-16,293627.12146647525
25,348649.4449618537,1007330.7654247194,0.0009595982474173435,0.00019312235863254114,6.581262259921126e-20,348649.4449618537
26,432970.0158021306,796647.1816702519,0.0011036325892535153,0.01977301982928903,1.658331379235857e-19,432970.0158021306
27,556766.3563386935,787324.9275273138,0.0009512272680868215,0.008849822323708362,6.484145724554387e-20,556766.3563386935
28,721181.8745839116,931942.258937831,0.08722349877219769,0.17906075283372908,7.817466373861938e-08,721181.8910600338
29,859159.1148028325,1007594.4869560584,0.6276831518253525,0.29018171155617106,0.016402699261111355,861593.855571973
30,354482.4759418309,688825.3315017652,0.0002395989299842477,0.0009564302159121203,1.6000292245618447e-23,354482.4759418309
31,1322777.8881523826,1351536.5503284822,0.9924434001565037,0.5696507689847873,0.5553784510420381,1338749.829405786
32,1100950.0270370475,1670563.6223780524,0.8758041650543718,0.14926499087956638,0.07118309838772846,1141496.887637194
33,1302117.4504590896,1415039.1732724232,0.9885137978536477,0.5389775046923807,0.5087851615659806,1359570.3474449804
34,1122073.4699962726,1176442.9711857417,0.9852145940656134,0.4553901785254439,0.4079329921726003,1144252.5832994245
35,337903.43423881824,650531.6270248125,0.0003147690802275889,0.002560286786906611,8.283392611256551e-23,337903.43423881824
36,477823.2760546968,760017.7779402236,0.00048014002289833746,0.002633134833068599,1.0437613546208272e-21,477823.2760546968
37,2371283.022617355,2609504.896004065,0.9978894502827789,0.776506776453957,0.7781661069662142,2556659.2104248893
38,420266.31954505615,725330.9542969158,0.0004348944649134282,0.0011014856689933396,5.725279859210381e-22,420266.31954505615
39,349715.1521076433,666562.2875166894,0.00026007454374309217,0.000590625348869829,2.612839600556713e-23,349715.1521076433
40,1831999.242751691,2131594.714211747,0.9961858557290141,0.847733515861045,0.8202509392297165,2077742.7096057716
41,646216.4429482506,1010124.5919157618,0.25974160301511673,0.2878365986310125,8.168928580810298e-05,646246.1703450395
42,350933.8009290936,982608.6960272874,0.000286788405375723,6.32320867545966e-05,4.687010474065694e-23,350933.8009290936
43,1053813.044215453,1243342.6880799718,0.9673913480287848,0.6880920138356326,0.5813933371061125,1164004.3163423787
44,985593.9620289576,978313.0695579948,0.6549538677667726,0.38472973896667595,0.028819910182990342,985384.1273618924
45,226751.50795216917,1013802.1539948032,0.001395546017277797,0.00023562950758015142,6.227561652776507e-19,226751.50795216917
46,861256.1140913002,1566507.9056755535,0.36318593255255893,0.03866420225955564,0.0002284818978742378,861417.2513591206
47,532443.076096088,861692.5439916274,0.003029879365931341,0.081743449179559,9.247659305773437e-17,532443.076096088
48,245398.91006817832,966534.1714010368,0.0002716258691678674,7.505497020331304e-05,3.3835731271174803e-23,245398.91006817832
49,427884.4561712442,957543.1344702824,0.0005048368357934211,0.0006610675419293603,1.3981872898658848e-21,427884.4561712442
50,445719.99363905145,826937.2119888274,0.0010083305182614168,0.02788596202968414,9.989912366240008e-20,445719.99363905145
51,342395.4853059287,711968.9923422224,0.00041458076654890655,0.0016098033307202692,4.3063674720023605e-22,342395.4853059287
52,661883.3016537026,989400.0746746016,0.5196287146565687,0.24216935489380995,0.004444025680433713,663338.7946037803
53,842686.291269126,1080123.7243521176,0.5266768324100612,0.1809916323262293,0.0038178058119767632,843592.7812811311
54,895810.9128646171,1003193.1699427234,0.4546673428365567,0.15765155152112012,0.0014410125260670432,895965.652042144
55,305484.33175596007,984786.22819394,0.00034130439532635326,5.1825375272379665e-05,1.3315456512957416e-22,305484.33175596007
56,577141.5630100021,1079853.1890392376,0.007828135526258424,0.005439759280876974,1.9845118449073188e-14,577141.5630100121
57,369800.7502579017,1020354.0026686596,0.0009754247665779168,0.0003959453155027857,7.26640331058176e-20,369800.7502579017
58,805953.8183745169,1131351.333270808,0.28931958631174737,0.0514918112636889,6.168394766554606e-05,805973.8901777962
59,1126858.836085043,1199560.5618625958,0.9898855162913462,0.46019729220787725,0.4250064980973471,1157757.5419633943
60,2091790.9247912485,2399207.731396441,0.9960432522634022,0.7956191977569332,0.7840290618340693,2332814.635265943
61,605851.9850332926,835668.6230214485,0.0010262875769283647,0.0033224620683991045,9.984191658480645e-20,605851.9850332926
62,1264719.9918161975,1468225.6316006598,0.9894187021541647,0.5785233820391835,0.5549188223736524,1377649.1017917881
63,3602898.635016062,3833088.473719318,0.9971352257928331,0.5717772398136213,0.5737413320141733,3734968.0596897956
64,386590.3864991276,721469.852670874,0.0004213467120354393,0.0009675874779764778,4.732356574027075e-22,386590.3864991276
65,423726.5037036245,747921.579448426,0.0003516818025645058,0.001891370087878347,1.6065297189830047e-22,423726.5037036245
66,526126.2239541761,941511.0668110222,0.0006803333031993452,0.002010536579262601,8.424524803660527e-21,526126.2239541761
67,1091711.873322862,1241625.6385621903,0.9877299635094065,0.5351736965596325,0.5021930469179422,1166997.5238633414
68,780592.2971157361,982474.2238522498,0.47708050245563627,0.292972130280557,0.0031933053913982355,781236.9677608096
69,356223.50513820176,967506.7549120144,0.0006593890985877079,0.00018256425741852855,6.927923631675945e-21,356223.50513820176
70,1653600.9487444942,1861000.5621989188,0.9591907489490313,0.5935931361592214,0.47407622492296436,1751924.1745414499
71,261965.72203613888,1040133.6048997664,0.0006238628773045315,7.056603180004323e-05,4.9667825877642816e-21,261965.72203613888
72,449558.28071328887,696992.8551705751,0.0014154666553679658,0.030680488904621498,7.73698576685115e-19,449558.28071328887
73,385751.98476583377,971233.2302538191,0.0020121048407037117,0.007872354859016498,5.783685281592881e-18,385751.98476583377
74,251804.79476282696,972330.2512528632,0.00028499110519743134,6.079087461719016e-05,4.5134599819680727e-23,251804.79476282696
75,2196326.2847435945,2475383.25203284,0.9973651741114135,0.7495020681133691,0.7537828390382411,2406674.6378002837
76,299945.4724081103,998225.859844518,0.0012397537508927242,0.00011017487179457648,3.0593412956592576e-19,299945.4724081103
77,391683.9420262674,785301.5287638217,0.0038063883304067683,0.01156380272496651,2.6936869662798824e-16,391683.9420262675
78,187889.79145218828,987877.9218857702,0.0007729578490358303,5.842960278178506e-05,1.7966031550949937e-20,187889.79145218828
79,274418.73935383244,982604.9257174042,0.0007441651826532452,5.5942109614606455e-05,1.4306343728065074e-20,274418.73935383244
80,530904.8321137985,755928.8336941858,0.0008024641408529466,0.007821686888601001,2.3268003200637494e-20,530904.8321137985
81,416570.562763021,990494.1916989553,0.00040029224007095477,0.00012859111255835885,3.4666761086075744e-22,416570.562763021
82,269930.8675020886,957794.4614701628,0.0004509556580928197,6.0355110915725756e-05,7.084741017640626e-22,269930.8675020886
83,1490390.452415307,1506917.3437861789,0.9904970117910092,0.761266429729293,0.7325208917957503,1502496.7456209096
84,2465645.7582594748,2448472.026029423,0.9959752011406535,0.6090707824116148,0.6111692579868724,2455149.701075569
85,369383.1362395885,719826.1480811591,0.0004973091537683735,0.004360841535866792,1.2984400101594417e-21,369383.1362395885
86,402833.8049813981,754622.7941955896,0.0004213467120354393,0.0014349442012639246,4.742012368655861e-22,402833.8049813981
87,529558.0144113282,822305.4640484118,0.0010849918698190495,0.02367204750626691,1.5226658543708493e-19,529558.0144113282
88,432970.0158021306,796647.1816702519,0.0011036325892535153,0.01977301982928903,1.658331379235857e-19,432970.0158021306
89,337440.5974000512,939990.2449632874,0.000599466184125317,9.025224653381818e-05,3.909900708133595e-21,337440.5974000512
90,530394.343300792,793698.9942036639,0.006973573739498962,0.04496509440622178,1.1763395187666647e-14,530394.3433007952
91,813506.711124869,1061294.0264358358,0.5193678104608048,0.32471882437671545,0.0059215975872917645,814974.0078933758
92,168771.91718835203,970682.1011300331,0.0007792961526150927,8.769350606890201e-05,1.8870696733436315e-20,168771.91718835203
93,302705.9193351952,655099.1470149666,0.0003777794168626454,0.0003045291525966002,2.4513954132457447e-22,302705.9193351952
94,186475.31282653232,638272.9159570583,0.0006456522633068686,0.0002336627768812169,6.10718963819477e-21,186475.31282653232
95,738355.7189092916,1354877.679053782,0.19119584977240361,0.008447154985823994,4.2683243666595676e-06,738358.3504249966
96,822856.5071043953,911282.9407273104,0.15009480566667743,0.13382807793561993,1.6946131383003094e-06,822856.6569529915
97,1672049.4012010808,1810973.7762735751,0.9960096890206509,0.4452207769026395,0.42384090263785135,1730931.2337302063
98,374799.770370634,938137.456498274,0.000529999306110263,0.0002769093185964718,1.8688872012617164e-21,374799.770370634
99,561060.6877672968,821894.500442727,0.0019315786934825316,0.10323049512064159,6.789795024973843e-18,561060.6877672968
100,427695.2516166176,750159.0916676868,0.002734263770511392,0.004075277169654745,3.582328367070978e-17,427695.2516166176
101,402547.3335355604,750013.5202715697,0.00033327453508954233,0.0006742513779366479,1.157435765810162e-22,402547.3335355604
102,1216689.7178961192,1226027.802486795,0.893780774181752,0.49490439384111856,0.2512873463732604,1219036.2603931192
103,769355.2304138397,1040573.0551870414,0.45288328094105806,0.2534419266783079,0.002029949954143518,769905.789024801
104,466504.590538942,726176.8686528112,0.0006529216136052333,0.0030693468028566975,6.6128049092840386e-21,466504.590538942
105,770137.0520413287,1063432.8460891654,0.35302989228260984,0.1930470129206393,0.00036290651937728773,770243.4909970947
106,842997.8677309126,964622.258039884,0.17669995763858737,0.20314443602496893,5.932594974594392e-06,842998.5892791593
107,957838.626152613,1211936.46854632,0.63396019959905,0.17453397942437276,0.011321865801305639,960715.4878245959
108,317174.8982094291,964115.4496328064,0.0004945511827959624,6.444040902957358e-05,1.232526166261435e-21,317174.8982094291
109,564180.2276264151,808928.9051118444,0.0009641346303760455,0.01033786433469712,7.075903739460218e-20,564180.2276264151
110,425148.5044860521,987792.0847928538,0.00043611603220381856,0.00033330225479086554,5.802971660394588e-22,425148.5044860521
111,836052.3262422913,991895.3676045276,0.16219271709867716,0.09152086911788364,2.2668962706495227e-06,836052.6795223005
112,244153.8057490824,947539.9191103416,0.00048814163651297247,0.00013165669457502305,1.1400690784909164e-21,244153.8057490824
113,388106.9300926938,1019174.8121565405,0.0006270982127566868,0.0002682931699143033,5.1277676242826806e-21,388106.9300926938
114,822915.2714457304,1031487.3536477094,0.18220281313913844,0.13362497705648646,5.4181253499796285e-06,822916.4015154162
115,362000.0262975724,654024.4524238296,0.00041741805615972804,0.0018879636875249054,4.491695645192297e-22,362000.0262975724
116,526166.0634928151,823940.5173505611,0.0018416623677313282,0.01943458027799169,3.575593998765152e-18,526166.0634928151
117,3248238.1218627896,3472989.985684828,0.9984720363811638,0.7107499545772722,0.7244128304827888,3411051.255690395
118,828546.3378552335,1100560.8606827124,0.2659354162890721,0.11690781076805763,4.892548401204079e-05,828559.6462974211
119,312635.53756804555,682907.3927038342,0.00031628211233210714,0.0005775972214909358,8.451791584438086e-23,312635.53756804555
120,1884135.491093176,2146294.56879197,0.9924848133949244,0.6187156865837183,0.6086508261791002,2043698.830324898
121,292791.3279022011,1010355.3196591036,0.0009143901320262707,9.60328479392212e-05,4.9246767418301e-20,292791.3279022011
122,461664.937368716,1089201.759531672,0.005309640901190883,0.03562508626137518,2.201921383981926e-15,461664.9373687174
123,268731.78985594254,923516.6518902464,0.0003084128784534437,6.101365891474115e-05,7.249652888607091e-23,268731.78985594254
124,274294.4771419321,975850.2037883736,0.00037880522629948996,5.355319723266993e-05,2.48887921703996e-22,274294.4771419321
125,676946.0415749059,979778.9765998347,0.004206404043133634,0.015398986520302346,4.988406545570391e-16,676946.041574906
126,318610.3860170664,1021727.6728347832,0.0013499958896192902,0.0005412347401766781,5.110069188046056e-19,318610.3860170664
127,1338591.9667051022,1242227.794254508,0.9944105929379897,0.6386933445574728,0.6367686860023557,1277230.279236033
128,292098.0027564461,1028010.3196150354,0.001070799617488225,0.0001273474920774223,1.2702731795327726e-19,292098.0027564461
129,936952.5633643796,1425402.9816247171,0.9043313975070782,0.41173413675338805,0.21628624868052979,1042597.6719963438
130,794355.653586483,1391003.07179428,0.20101116980066078,0.028104472864560148,6.2758783785722475e-06,794359.3980731146
131,2235424.921035432,2758100.5121922423,0.9972690620762914,0.6433502156833492,0.6527212014413928,2576586.3608593955
132,568760.9991773013,1041727.6956370904,0.038202051952597425,0.01956546224831755,2.8500617406484213e-10,568760.9993120998
133,1369781.8284649735,1712760.1669727613,0.994989865895984,0.7437873935664084,0.7383029567870439,1623003.7498991808
134,1201824.5766976755,1198515.6791342578,0.9445072546304956,0.5211549252974031,0.3721443196713914,1200593.1892650751
135,543131.6083915331,976045.0733373574,0.005248950264543193,0.006071446089047835,1.80855903092089e-15,543131.608391534
136,491359.5842496366,942577.1762356568,0.0016250118783649144,0.012426586852246398,1.636947450916474e-18,491359.5842496366
137,1391374.7070027571,1630462.276705745,0.9858608274673708,0.3947714857653262,0.34546081188143146,1473970.0929431096
138,760988.0788810103,980424.9565164576,0.1888660036516802,0.1154099969525512,6.239198134811756e-06,760989.4479911679
139,412195.90666143055,764067.2720822778,0.0003828486394394181,0.0014271912805532167,2.6685355425919626e-22,412195.90666143055
140,2185862.5112123,2195135.544345311,0.995984447464352,0.699321807066595,0.7030709734526528,2192382.111643985
141,385882.3372251567,1014582.8130120808,0.0007252902500558624,0.0004557603643264036,1.2284039272631614e-20,385882.3372251567
142,343121.9952854531,1003622.422716305,0.016534385129900207,0.0031413921381969003,1.7445526894278628e-12,343121.9952866054
143,1215233.472583962,1236145.6625781078,0.9777193067324149,0.5305148224653075,0.46759837138545474,1225011.9785673278
144,363622.6185293971,976747.5106521244,0.00046404734020958195,0.00013437868944530225,8.41462825664701e-22,363622.6185293971
145,407270.98046342086,973246.126911582,0.0008152260075014103,0.0012726491763940502,2.4859122769966716e-20,407270.98046342086
146,257456.5585702221,949094.7470464314,0.0009304054154102443,9.749439616673991e-05,5.465434473750525e-20,257456.5585702221
147,1832634.1787853795,1643418.523305292,0.9974093403205708,0.6646351735547754,0.6751829264642556,1704878.9987854818
148,567511.3283134272,943799.9585006644,0.015397592028430617,0.01856267532340089,1.216650308510113e-12,567511.328313885
149,1030121.3886302534,1035604.3422841636,0.7172730852947218,0.34345182394766177,0.04369138160380056,1030360.9464506623
150,422289.1277250519,972036.9871365646,0.0013379460083674402,0.0010993325810760412,4.85423603481938e-19,422289.1277250519
151,577461.3587595304,1086537.591896366,0.006921155397826319,0.0022379586237697914,9.347968305414958e-15,577461.3587595351
152,925085.8278117584,1072470.9958131658,0.8054411303956707,0.44840197389011965,0.1195465518838305,942705.2164451457
153,793349.2627146293,927028.2032131784,0.017124232958471014,0.08988770926100795,3.118532107563304e-12,793349.2627150462
154,403527.7310414828,765847.3016850131,0.0011249688550774622,0.018420954832336738,1.84937685719625e-19,403527.7310414828
155,418361.347760524,1066820.958926615,0.02744133948925034,0.008298408253610385,3.728529428130979e-11,418361.347784702
156,482875.4033093601,949943.1656885324,0.0002810797840602561,0.0015206175128202504,4.1808535027538635e-23,482875.4033093601
157,349783.4808651406,686701.7672639103,0.00021364065360357005,0.0009376123927612779,8.040562109558654e-24,349783.4808651406
158,621211.2671254176,822826.9975990201,0.005480250096297065,0.021895519959424466,2.509074887040098e-15,621211.2671254181
159,1654688.2801087708,1847498.7403801936,0.9960949392554297,0.49979938931075896,0.48718695470762596,1748623.021084181
160,1255641.421236974,1263932.3076618612,0.9770494837384649,0.5993208709996211,0.5352008283412265,1260078.7105192565
161,474513.7448678301,734164.6916437219,0.0004735073918090288,0.0024842793262590443,9.595609050212394e-22,474513.7448678301
162,966882.449082227,965594.8296695624,0.6138876412421869,0.44394003342619354,0.023155446532908824,966852.6336797622
163,503277.75488130696,787144.2370619862,0.00035368389322565396,0.00604077038316547,1.69251158148413e-22,503277.75488130696
164,345615.7532574567,1001222.6994946762,0.0003887617861834784,0.00014206373617282477,2.9092241453693705e-22,345615.7532574567
165,338911.56130768947,699272.1392549792,0.00022146379180823216,0.0019308414781798796,1.0020295140879296e-23,338911.56130768947
166,530006.8873981796,963821.5103814488,0.0025198960110166283,0.009876683854097117,2.251029603599312e-17,530006.8873981796
167,564818.8106846935,917755.5960565384,0.002217682841505641,0.010548909252990644,1.0489400378243254e-17,564818.8106846935
168,292286.9999237643,622070.9740047061,0.0003075918738517388,0.0005694161350653694,7.150470883357154e-23,292286.9999237643
169,879608.8017939773,1253295.9683804703,0.8822847598609538,0.5874424211313639,0.28382221652132333,985669.5217001287
170,547328.8302470363,951379.0481039964,0.0031449007246392453,0.009480962308239835,8.491417701284942e-17,547328.8302470363
171,433672.4157964816,731458.2169149392,0.00091503889676057,0.0015597163469233152,4.977355531622945e-20,433672.4157964816
172,613535.8312919138,828878.1705187993,0.010295388877331049,0.06357343101172096,1.3184508494577161e-13,613535.8312919422
173,705859.5660662791,974133.2334235468,0.005712414280252788,0.018402553214637577,3.170049156939476e-15,705859.5660662799
174,530555.3895017074,812006.5093388077,0.0011616004863236281,0.01676329416242535,2.225383169890997e-19,530555.3895017074
175,2129478.438155089,2017548.827695191,0.9940072691268272,0.600801611376125,0.5950196096876749,2062878.125026747
176,701468.5073772448,986270.4002295738,0.011580944807181713,0.008825023210286623,2.1113690170106043e-13,701468.507377305
177,367590.1280501946,689725.215144603,0.0002796737705629381,0.00033640758058563116,4.0360305595617876e-23,367590.1280501946
178,1166821.1422176072,1166728.262269156,0.8470882083904128,0.32710775082141724,0.11235865101560853,1166810.7063518928
179,277766.8573428911,1011328.351847854,0.000444362592040353,9.433382396638489e-05,6.486497783336658e-22,277766.8573428911
180,834920.920984294,1012763.1758548052,0.6662298893180968,0.09403332532068999,0.011003641767606058,836877.8334480324
181,375151.2331746304,732319.4176594857,0.0005391654110244354,0.001204383634965632,2.079794768102705e-21,375151.2331746304
182,1769537.9037938484,2518715.720407873,0.9974014133592363,0.8369640037083882,0.8193407803571019,2383369.840684613
183,604854.0651045853,774923.3205748816,0.05748574609977859,0.03809569593843186,3.5840931979800584e-09,604854.0657141294
184,723893.9434323328,1070966.0774968015,0.05710068624939053,0.05009177689109124,3.6237632977905693e-09,723893.9446900401
185,419382.2033704561,724391.0591619326,0.00044900028377638744,0.0007099960330423085,6.921998831069085e-22,419382.2033704561
186,462627.1700834282,1091208.2959331437,0.0019583049519213717,0.0037074880714012704,4.8273524247959265e-18,462627.1700834282
187,471908.30537833023,723250.8300941007,0.000542028219959895,0.002847409098828256,2.1623737135850205e-21,471908.30537833023
188,1165294.5156881802,1333334.76892828,0.9946728810882189,0.47513852354609465,0.45461665289638353,1241688.413168055
189,366616.3625648864,708308.5529088661,0.00023123128685326687,0.0004661999152251683,1.2899400186543267e-23,366616.3625648864
190,1450430.3730164748,1839043.666744103,0.9704423284903572,0.6983324585854205,0.6007980647678622,1683908.4878310985
191,1202950.4932041503,1436544.2674494812,0.9911157840741934,0.29954202886668935,0.26260786270858844,1264294.0550007492
192,300341.59889521234,979031.5241593772,0.00039439661885523874,7.11493148929124e-05,3.1705929563033546e-22,300341.59889521234
193,349475.6227910591,1019115.9862546066,0.0006763542749434979,0.00024770014724273125,8.070888988644297e-21,349475.6227910591
194,283351.5533607316,666423.8847689959,0.00034153575751509234,0.00015992731536956366,1.3376013441530392e-22,283351.5533607316
195,658510.5641069032,1012212.4548723984,0.06735655638291818,0.0847793904232302,1.1305390708244335e-08,658510.5681056412
196,249313.62133732636,955314.113264709,0.0007469606325925798,5.3863242241485405e-05,1.4631704340189452e-20,249313.62133732636
197,1183438.16101289,1146191.3611832925,0.986099960666517,0.4939933010889481,0.45222358300195836,1166594.2797385927
198,313466.4595407507,651970.7110273652,0.0002795213802108657,0.00041802771029375585,4.024286215387755e-23,313466.4595407507
199,513032.126797263,791639.4734725648,0.0025297013454808302,0.027132219823899625,2.482835882146851e-17,513032.126797263
200,1146809.6374324134,1057383.8443333113,0.8730942249492557,0.4707603464957052,0.2056363828432191,1128420.440806628
201,287940.28506867826,1014209.4752941504,0.0007866238489573557,0.00011482295654562223,1.996304596710518e-20,287940.28506867826
202,591043.9781631605,780168.4722440322,0.001491804060066062,0.03575177401393002,1.0837222820231141e-18,591043.9781631605
203,1195289.6797344447,1296479.6625460722,0.9851838621482699,0.4381956473650499,0.3894390469440004,1234697.0102008847
204,643752.1252374509,993799.0936715936,0.006232652567970476,0.016112935413608694,5.295141310762996e-15,643752.1252374528
205,253078.39740729728,1009545.5568408534,0.0006579779744621793,7.940736554269252e-05,6.836363972117407e-21,253078.39740729728
206,185393.5724783496,658131.6462465228,0.0004921184074787799,0.00021271949380056526,1.197367082179212e-21,185393.5724783496
207,365920.5417601488,733954.7205201312,0.0011613609495870554,0.0012628941765178152,2.0777939587347802e-19,365920.5417601488
208,938806.3873114832,1328581.4277146745,0.9672482436609536,0.5754477855405161,0.4814656580106065,1126469.6836153164
209,1327802.5608945156,1616727.030718155,0.9844865632912656,0.6040711238202137,0.5649790279336154,1491038.8270017107
210,671218.3145716594,978903.0543209244,0.23294010222178313,0.07032009612561532,1.819976769397733e-05,671223.9143624458
211,2958669.456756034,3511952.4498440507,0.9962884385161573,0.7356667706873685,0.7371497074314591,3366521.8532376676
212,483097.7015806053,756789.7273579875,0.000844253058073561,0.002689268194388189,3.0855733443555116e-20,483097.7015806053
213,575448.6953648194,816572.1784113096,0.002088154556301523,0.006868704348546706,7.19416889929234e-18,575448.6953648194
214,1028086.5286998572,1522445.833644214,0.9354075589355355,0.3646874179355389,0.22995759421013462,1141768.2051402559
215,359967.50799904106,967480.5181270756,0.0005998599548354108,8.82622485271257e-05,3.925301706240037e-21,359967.50799904106
216,284318.9038981562,990073.2525564196,0.0005323421946754638,6.249233868102054e-05,1.917212851641548e-21,284318.9038981562
217,550760.1423218484,787859.4048908354,0.020848506759194547,0.02091759928579169,7.573986253499444e-12,550760.1423236442
218,508061.0835627036,807315.3842981051,0.0009250715028848186,0.018122580546566878,5.710486552030967e-20,508061.0835627036
219,302856.6151213749,653506.386990249,0.001482500046458551,0.0025658601443180754,9.041379544214958e-19,302856.6151213749
220,559489.3817138845,970626.8992545564,0.0019114322876788703,0.0023885887939702807,4.15034612083681e-18,559489.3817138845
221,922700.2735027724,1098279.661042153,0.7814493194178731,0.31863188758433825,0.06732244240559129,934520.7067080013
222,2349829.315175489,2659457.64803942,0.9946244799027897,0.45905192982671267,0.43605330450280855,2484843.7728885016
223,305867.44476416224,697858.7793377788,0.0003919961637124622,0.0005565451218958538,3.06303536497237e-22,305867.44476416224
224,356448.24274639186,708291.5104101807,0.0002854746346800172,0.0004259246888853535,4.56687143947183e-23,356448.24274639186
225,557657.6220291216,775527.3610192178,0.00346236635133222,0.01759420710593387,1.5662661585505754e-16,557657.6220291216
226,373900.5253141833,774196.6038604398,0.0006564761274847537,0.0018963761128823536,6.796925179064023e-21,373900.5253141833
227,585066.0656735345,783703.2396658576,0.0011001223111732046,0.018624107335231604,1.6188636393365776e-19,585066.0656735345
228,1990785.0192220807,2280345.328090433,0.9984732573362591,0.8085434498034195,0.8050522754162714,2223896.204746786
229,498124.5572271663,999757.745900668,0.006256429079450012,0.007870692852087444,5.2270545649714326e-15,498124.55722716893
230,380375.6028409044,755999.8166281728,0.0004132444717754161,0.002486559807161326,4.239929145105764e-22,380375.6028409044
231,423660.4758480437,1055094.207049893,0.0004240654966143655,0.0005588602617698194,4.909792362860906e-22,423660.4758480437
232,353738.4905220986,698634.1666515938,0.0004261487691028102,0.00033859165121523805,5.05144453364676e-22,353738.4905220986
233,629903.3427557657,857191.3085380619,0.01810837038191842,0.06530931984897764,3.93257055304632e-12,629903.3427566595
234,501339.7259575921,762652.9559227069,0.0006165793400925765,0.007930731163347051,4.790105703041806e-21,501339.7259575921
235,276021.73374542594,631135.1988541911,0.0002947373051858633,0.00031728283789590744,5.528641554218372e-23,276021.73374542594
236,1030607.870619486,1190063.6284308669,0.9281015000130454,0.4273458498977126,0.26416687591700305,1072730.8000074967
237,1191955.3536477098,1626216.3582205782,0.9769944048934609,0.3910799837566162,0.32365128399828264,1332504.4853681028
238,1195216.682279076,1173396.097656862,0.870577343984876,0.4865315612615601,0.2102601411477775,1190628.6830764823
239,507657.6998496437,775575.7775390812,0.0012766021486324134,0.026201767986200226,4.084346673536781e-19,507657.6998496437
240,779047.1762966381,961292.2134139022,0.3372636869802813,0.2801120957357952,0.00038101695039629565,779116.6147449054
241,235695.3868022699,925860.7320185544,0.0007905188031672736,0.00012112787741613101,2.0564081921646462e-20,235695.3868022699
242,522946.3646564352,838665.2785329062,0.002305114446881897,0.03255201563951678,1.4548813228400955e-17,522946.3646564352
243,436037.9692384615,976549.9862095864,0.0004581479179977842,0.00031515935436457243,7.798984613575705e-22,436037.9692384615
244,649270.8920960301,995955.5632464536,0.024300286651567245,0.05424444113919184,2.191123855030181e-11,649270.8921036264
245,342995.8158183046,691781.6479078251,0.0009439220151282008,0.0003663310315577477,5.96646928713136e-20,342995.8158183046
246,521092.4183686516,1087746.776502013,0.010223138606535552,0.018044528269099396,1.0398722620893988e-13,521092.4183687105
