Id,preco,fold_busca,log_a200_d6_bruto,log_a200_d6_calibrado_cf,log_a250_d6_bruto,log_a250_d6_calibrado_cf,log_a300_d6_bruto,log_a300_d6_calibrado_cf
2037,700000.0,4,742732.0123890593,677206.4513211614,744775.6376876924,690459.5898731347,717234.513006088,675762.7024552913
2038,635000.0,4,561507.1982493568,511969.7155567709,567910.3520463172,526492.985157277,546620.0072374478,515013.43927069666
2039,160000.0,4,180777.72146371537,164829.08665345062,171744.85197161147,159219.60125240643,165577.10264691012,156003.1319190623
2040,480000.0,4,412621.1010129374,376218.6992026814,386791.5328261885,358583.05455684016,390361.77112009114,367790.3399848071
2041,350000.0,3,222929.1610347348,204595.6055475422,209430.51074665182,195461.32913296754,204283.94575248726,193642.53622679884
2042,950000.0,5,1000985.1726966439,918562.3370632364,936332.4975697389,874607.8842482216,910075.6349926128,864603.1347617451
2043,440000.0,1,360920.56568911346,331857.82949340204,352569.7407259844,329865.25318382954,347944.22279212956,331091.4086911446
2044,790000.0,2,741835.4242398527,681591.0661620006,742539.5443031507,693309.6705169759,723866.2019847339,686206.6246821736
2045,860000.0,1,878572.2863096783,807826.2080496901,841749.2013627301,787542.949241927,855065.891496348,813650.4416353224
2046,370000.0,4,343046.1840982483,312781.8447264528,332632.0989424099,308373.43623036676,317261.56025864085,298916.91693277674
2047,460000.0,5,436610.752437895,400659.4743714885,443262.5777727928,414041.96299765864,454035.60806769686,431349.4339753116
2048,300000.0,2,266391.4997488542,244757.88078786866,255461.25385761505,238524.34405778637,245418.06275061402,232650.03948849704
2049,1200000.0,3,933075.2008486675,856339.6769311974,915586.7664561615,854516.4010250991,819752.5692298497,777050.6194178986
2050,169000.0,4,155471.63940086964,141755.566534804,147399.5070832149,136649.7480021702,144471.8908868154,136118.2620804413
2051,1600000.0,1,1047133.2451722532,962813.9789423145,1012502.347853912,947300.0792306438,984774.2836981125,937076.3572850336
2052,330000.0,2,377437.3919405392,346785.75055345363,377858.5464560713,352806.778245508,377644.1301783185,357996.9657240117
2053,530000.0,4,297114.47873395734,270902.3421952127,287408.47754776565,266447.9468606169,289636.3328628859,272889.03068026615
2054,1200000.0,4,1316516.7038198072,1200370.5107998343,1244195.844130562,1153457.3753343956,1213863.6520895078,1143675.8369452483
2055,450000.0,5,406199.20221833524,372752.06334746856,413350.5320570714,386101.769653024,415817.7491446557,395041.15435741836
2056,435000.0,2,431115.41042769485,396104.5841581087,434360.82127298426,405562.99013660214,425818.5168319979,403665.0507528697
2057,320000.0,3,291834.11417626776,267833.8582184002,283212.533950644,264322.0327150616,268032.2094447308,254070.07210559657
2058,450000.0,2,387285.278011549,355833.89108065935,375409.651512674,350520.2433944505,373587.9005654836,354151.7639119536
2059,580000.0,3,745435.6829258682,684131.5162048292,714036.5129585676,666409.7097160055,692630.744659705,656550.7317303644
2060,420000.0,5,350388.92150094634,321537.2968491677,348692.9519381174,325706.52598133206,353709.4810357007,336036.16484128736
2061,1750000.0,1,1369040.4780778768,1258799.9818632603,1315166.3040480826,1230473.3383255117,1288716.308808218,1226296.831896174
2062,390000.0,4,274043.5208924464,249866.75839403187,259286.8240410846,240377.18895148198,242467.82108293544,228447.88846916478
2063,220000.0,2,240825.69175231011,221268.2687253104,231718.43277878815,216355.65609281985,231182.90180148173,219155.47140405214
2064,900000.0,5,940543.4611459242,863097.4996885107,946734.6441159107,884324.3037957657,921921.0519279216,875856.6880061532
2065,200000.0,3,217400.146944289,199521.2941354995,215576.70728367195,201197.56947328575,202796.15903368,192232.25020293554
2066,314000.0,5,239536.00713223792,219812.20154283536,246172.68652395305,229944.56892101964,243596.52754898294,231425.07417818744
2067,700000.0,2,710736.9460607449,653018.091341024,707505.6122398684,660598.4646531815,675766.9631280703,640609.777840706
2068,607000.0,5,555378.755877099,509647.9167412658,531688.3562291578,496638.56538992276,524368.1792514138,498167.7941018178
2069,225000.0,1,231587.0618629057,212938.7654644704,224390.08851998963,209940.00565441363,219717.63656320955,209075.52716419898
2070,395000.0,1,398016.403011235,365966.5648420093,392255.62482783734,366995.4793346214,388918.1853328684,370080.7813796981
2071,1000000.0,4,929787.6686843028,847759.6186631628,958241.2405948867,888357.2723120007,911161.0125024843,858476.0172790958
2072,1400000.0,3,1125157.2507621103,1032625.0185816368,1065642.5952802412,994563.3867366717,1036302.6327370292,982320.3157865572
2073,1200000.0,1,1178964.5747978736,1084029.7340635452,1033239.2027417867,966701.5397012446,1031135.4689226209,981192.0204260879
2074,220000.0,5,217011.0557521655,199141.99328572908,237544.10808247575,221884.8008852443,218170.5469661802,207269.51867157183
2075,350000.0,2,298761.88864323095,274499.47462076606,297456.0962046501,277734.9565220143,294987.96448192734,279641.0370783927
2076,550000.0,2,514744.53931343334,472942.2023910716,508724.3119912904,474996.23129386,520430.07080259913,493354.38136133313
2077,270000.0,5,246232.00345269017,225956.83804380524,245484.18233426844,229301.45208570844,240028.34937084356,228035.18226197016
2078,380000.0,3,404332.63743146945,371080.5729226106,401542.87411608495,374759.6450908077,396190.3247548926,375552.26883570413
2079,1100000.0,1,811481.6807263113,746138.0005467901,804157.7077559262,752372.2408010004,783716.925163633,745757.290307247
2080,750000.0,1,705542.7087558376,648729.6491280829,708476.9504690822,662853.0518817932,683474.6653265293,650370.3034117108
2081,450000.0,4,401573.5617525415,366145.79978058825,391279.75551888236,362743.9538167542,391923.7964094818,369262.04611679184
2082,1350000.0,2,1102225.7627956243,1012714.1523133732,1048110.7928637274,978621.7502363313,1015634.6246639636,962795.6185688897
2083,220000.0,4,218442.43814060534,199170.93363905305,218679.5328105305,202731.36351074115,211942.8091115585,199687.8884856131
2084,470000.0,1,344202.4236662751,316485.8976826764,341075.0595365213,319110.79673778836,340547.1207317247,324052.58815330575
2085,1003680.0,3,847864.252074548,778136.4235622709,859084.4537165475,801782.8374779448,816572.0712021264,774035.797561565
2086,460000.0,3,369972.6894457542,339546.3656789736,361482.627724378,337371.4489908162,350222.00893187476,331978.5008175911
2087,820000.0,3,555672.9225119664,509974.7271286523,526194.5002131709,491096.90859963786,493943.17830312083,468213.0524071184
2088,175000.0,2,292646.0542886617,268880.3063767146,296146.64582043857,276512.3218200631,287160.14429200377,272220.4639719007
2089,350000.0,4,367625.2531920514,335192.49066623347,360928.68260338646,334606.3667408589,343880.2923304122,323996.5052606754
2090,520000.0,1,511003.8627780028,469855.83223961835,521891.0583479975,488282.7600061574,522508.4710188512,497200.56948909553
2091,450000.0,3,357992.5217897234,328551.4395563889,350829.49211367726,327428.88599711633,345523.30436280934,327524.5577219516
2092,380000.0,5,272508.3800370638,250069.57272085594,264640.2656424808,247194.73415822396,259205.01314092774,246253.67199224557
2093,480000.0,1,271981.32436394686,250080.32389017963,275175.8602206217,257455.31824383148,272253.8325898903,259067.11205146872
2094,440000.0,4,323743.17696867045,295181.7941833222,323657.7056667962,300053.5401611577,319391.1045215898,300923.32705391984
2095,380000.0,1,347684.8663324935,319687.9204389577,333125.2237063871,311672.9077020551,327523.6251904763,311659.8906967055
2096,3500000.0,1,1611409.6148120214,1481652.6073411463,1394782.9217659694,1304962.8725296457,1352157.0054786284,1286664.7536866227
2097,900000.0,4,1039795.5205514412,948062.3196882333,950098.8507295607,880808.7021352764,957083.2181382282,901742.9170453296
2098,1000000.0,5,927540.9348706485,851165.6237237876,888490.9828417199,829920.162649211,779006.9095697296,740083.3404583067
2099,240000.0,1,175828.11109213822,161669.7435890165,175233.11964184343,163948.60562288997,175058.37097461388,166579.35051788116
2100,620000.0,1,698387.9251504041,642150.9966945184,690750.3383160963,646267.983084069,668731.1171056835,636340.8646977305
2101,850000.0,4,870654.9721692611,793843.7473986478,840829.7048318469,779508.49057551,833935.3611165228,785715.6942144351
2102,850000.0,2,779740.1406263077,716417.5454729412,753068.7200446947,703140.768968488,772109.8768311341,731940.393143587
2103,270000.0,2,352183.0983941932,323582.3548932099,335766.1804642961,313505.1078887797,325334.97638828435,308409.2273217744
2104,1000000.0,3,1160873.9481981068,1065404.397044993,1122444.8851144523,1047576.9186676606,1072853.0603933826,1016966.7853633972
2105,320000.0,4,225738.62495469904,205823.43373078253,214449.02621356564,198809.38526375554,202333.19122008843,190633.91626572437
2106,450000.0,5,364452.39330233994,334442.7582660532,376086.34207075107,351294.0977557534,370454.392698625,351944.40648451116
2107,450000.0,4,468925.9653546641,427556.21628415445,463815.855845916,429990.0391456109,454300.63215462526,428032.13920263614
2108,950000.0,2,1120979.310720985,1029944.7270569082,1077796.0330893255,1006338.8789440574,947079.9755046397,897807.5665270811
2109,530000.0,1,456083.97858994507,419358.31202245003,455768.2440560483,426418.06670398015,446898.26577188744,425252.57401512074
2110,249000.0,5,191452.83167337682,175688.27720544822,192513.2397708871,179822.44316287394,184615.50818493622,175391.0784608843
2111,474000.0,1,412087.28449329006,378904.40388916375,413600.4680200681,386965.7753937109,413766.8403071039,393725.8820612948
2112,305000.0,5,305150.8053444238,280024.1647523881,299169.8650698569,279448.0843062751,288273.21744015405,273869.4652215741
2113,430000.0,1,416160.148837021,382649.30525922275,407422.5913520926,381185.7363948337,410993.4689153181,391086.8399942602
2114,650000.0,5,739344.8796279092,678465.9543928792,730860.2754994823,682680.7366985201,716725.6400748349,680913.9936790535
2115,780000.0,3,638153.4029216501,585672.0641524169,619646.6078654798,578315.6863549678,613730.5237248064,581760.5232565176
2116,1065000.0,5,986351.1366917713,905133.2926778037,969197.6218064836,905306.4842101581,953004.6136427692,905387.1400530707
2117,1250000.0,5,956360.8852171175,877612.4899375809,850923.3436754019,794829.0454523449,801324.8084168857,761286.1114837098
2118,456000.0,3,448167.6593878794,411310.62994939915,449813.85978146107,419810.9176254314,434423.4920253617,411793.8219884287
2119,409000.0,5,351418.9714872496,322482.5307532441,356815.9774629668,333294.0679991757,352363.80856435077,334757.7297394607
2120,360000.0,1,276669.5402642756,254391.02630168948,269951.03552597074,252566.95738452097,273155.07014951267,259924.6978184812
2121,959000.0,2,782285.7038093775,718756.3838018188,795376.7006227261,742643.7588090105,713885.8972835639,676745.5513739962
2122,395000.0,1,335986.51032101415,308931.561828031,334641.8889638388,313091.9040348495,327673.4335526656,311802.443032459
2123,460000.0,3,409981.2457360785,376264.6431950605,403783.5176764026,376850.8359438096,414550.75202136853,392956.27818647213
2124,2750000.0,2,1525938.0842516415,1402016.8513899378,1369664.5929105137,1278856.7489974243,1276931.5646870502,1210498.4271285357
2125,2250000.0,5,918772.1727523872,843118.8965152291,895650.8974624749,836608.083653886,863097.2340801997,819972.0391327582
2126,850000.0,4,799685.4472225021,729135.3204836008,776739.8114608679,720092.6353129414,742095.6381738547,699186.3119230452
2127,1500000.0,5,1155177.1236397414,1060057.8583535952,1074776.019355723,1003924.9761908664,1034134.4097208052,982463.2349561284
2128,400000.0,3,333906.0441165721,306445.8188194145,328020.4839264647,306141.25679455715,320373.7638000627,303685.0885871152
2129,1307550.0,4,834196.1942903907,760601.4484603829,749287.0791350291,694642.0145576154,661566.586480346,623313.5971947939
2130,317000.0,5,286700.14209245244,263092.76075222733,288774.06281375483,269737.59082252724,278647.5696785821,264724.76899109536
2131,1150000.0,5,979189.9739461825,898561.7923528216,960857.1803021416,897515.8586399234,938047.5702183141,891177.4346897837
2132,450000.0,1,429715.38398034725,395113.0198285159,435460.06159614,407417.6733774086,433631.3281523005,412628.225692169
2133,1490000.0,5,1237412.0769107223,1135521.4445537583,1145387.2976857717,1069881.4402723734,1050361.6203752183,997879.6428466205
2134,340000.0,1,295990.55810613825,272156.2401856963,275717.9396388247,257962.48929079398,280449.8139364503,266866.1178457396
2135,350000.0,1,363023.88757720025,333791.78367296985,363652.4465238819,340234.26428063447,361061.57978224725,343573.4213807398
2136,320000.0,4,268941.7527420105,245215.0802019113,265826.5959783454,246440.01918003787,262257.9055602282,247093.6740883523
2137,950000.0,5,890153.1442900831,816856.4079331127,849953.5795367683,793923.2097970499,827141.9925451721,785813.3238051548
2138,450000.0,5,387580.22466367716,355666.20433293376,388647.8182186992,363027.50026533904,385719.26196243154,366446.55697590683
2139,1657785.0,1,1337844.6789870698,1230116.1905813168,1193904.7069016632,1117020.6428054303,1161042.8598155593,1104807.2961877726
2140,550000.0,3,408690.43745806196,375079.9901866305,405668.70320780604,378610.27810109925,391940.8315215183,371524.13708820875
2141,440000.0,3,406877.1535684409,373415.82963578706,393454.74877707433,367211.00414388534,389858.6151141452,369550.3859712937
2142,325000.0,4,370696.7344544787,337992.9986439861,372917.9175759691,345721.2338809322,362896.179790458,341912.85934928176
2143,630000.0,5,497699.45993993076,456718.0329414146,494949.9642678945,462322.0300274095,477509.6119386914,453650.54451151
2144,295000.0,1,297678.11453911196,273707.90797144576,289987.1780421749,271312.8293652694,285593.93040105107,271761.07702358894
2145,300000.0,4,314666.4571269206,286905.8438659311,305408.4547309633,283135.19632841967,300917.7383743793,283518.1247041842
2146,340000.0,5,352617.8233928734,323582.6671371386,343930.78013028344,321258.28454991046,333099.8788285088,316456.3343421713
2147,425000.0,4,547426.3140117619,499131.07996957784,523091.51825693727,484942.7624715775,497097.4464582554,468354.3634763764
2148,870000.0,4,785755.787084591,716434.5676511468,772537.5546351663,716196.8465980692,691010.7487012739,651055.2441361162
2149,550000.0,1,473854.8155529398,435698.1716576596,460773.2696799682,431100.78292695014,458620.1251678982,436406.6805807105
2150,1600000.0,1,1310105.6257950072,1204610.7944924466,1232779.8635672543,1153392.350058727,1196238.572978941,1138298.2912606103
2151,460000.0,1,447878.94104033016,411813.9762018293,421494.47814814287,394351.4337436624,408236.3390984413,388463.25283512106
2152,388008.0,1,438948.4087773851,403602.56534098473,424751.15202486125,397398.38709442026,417092.94880857645,396890.8892005858
2153,1100000.0,4,934225.7673296108,851806.1778313004,937911.6843984048,869510.3386538246,861494.9238024354,811681.7126106528
2154,240000.0,5,308510.07248331804,283106.82407451334,305209.2318833318,285089.32590009127,301174.40322954947,286126.03516671446
2155,287535.0,2,351487.15494859015,322942.9289240832,350483.6536649212,327246.8224868133,346311.58748623915,328294.51753056044
2156,3500000.0,2,1662269.5777758777,1527276.882100736,1587587.2451481256,1482331.275546492,1464832.7717942314,1388623.9602024562
2157,1290000.0,1,1135179.8005944567,1043770.681204472,1086353.2218662833,1016395.1672089145,1012591.5898717452,963546.3213876514
2158,1003680.0,3,655896.9852579001,601956.4253181691,635413.1354041379,593030.573968672,634375.2853254363,601329.873072128
2159,434100.0,4,354039.48953990464,322805.2949645637,349751.739384161,324244.5513958492,352439.6273213835,332060.92385714885
2160,2350000.0,5,956422.0776573635,877668.6436873628,917755.144216248,857255.1812782832,878148.4147278098,834271.1780937684
2161,280000.0,5,216341.96249876826,198527.99431819387,245023.26089089597,228870.91535923685,236465.0968813968,224649.96991931883
2162,400000.0,3,466844.69798974827,428451.6805183231,449289.759679458,419321.77541701565,457490.27747707954,433659.02936445025
2163,1000000.0,3,670041.1101797381,614937.3462075301,621753.1554008466,580281.7254945212,572195.5026959263,542389.1140905195
2164,360000.0,4,367644.423888389,335209.9700787532,377363.658037083,349842.7491133494,366730.0942554889,345525.08987206157
2165,450000.0,5,525350.4059775093,482092.15266574844,509985.91199271305,476366.7827850066,510027.7075191474,484543.8530391826
2166,890000.0,1,760537.5212672487,699296.064146821,759004.1226710294,710126.4180440126,747071.8441954411,710887.1281243612
2167,350000.0,4,390106.26518860017,355690.1750292934,371070.40073129477,344008.45534964453,371682.5328666095,350191.16943029163
2168,850000.0,1,884003.839982538,812820.3917676796,861952.7041153018,806445.403936293,854558.2109738024,813167.3508168405
2169,870000.0,4,905399.4674272711,825523.0017516927,884945.7391735378,820407.1685625657,833125.9177615494,784953.0543538005
2170,560000.0,2,464646.62699141866,426912.7349966807,472154.1191663125,440850.6177265421,456049.0670931729,432322.8383386523
2171,665000.0,4,392317.7492292762,357706.55675831344,383712.4382930653,355728.5165712511,367006.6583198945,345785.66249674116
2172,335000.0,3,340366.3602526801,312374.842576381,342180.9345265893,319357.1940787398,328079.37403650937,310989.30382470717
2173,340000.0,2,323635.2207871646,297352.8467044155,313451.5647990558,292669.9362763376,318286.20946041035,301727.1767598257
2174,3790000.0,2,2523072.8068489875,2318174.393177175,2039426.0847487492,1904213.5031176438,1572110.374685068,1490320.3808695285
2175,200000.0,1,190414.39670589234,175081.4844104603,194112.80689196623,181612.49476428246,191292.73525128755,182027.39703072776
2176,750000.0,3,561968.035085288,515752.13356103905,542817.8819347715,506611.4975408802,509111.9780315173,482591.69014149014
2177,950000.0,1,855373.1837743255,786495.1880262742,850440.9933743794,795675.0145934235,836062.3226242492,795567.3180313954
2178,180000.0,2,181128.4352489262,166419.01863890293,174870.80591360966,163276.98876264185,171034.74383964794,162136.55776687333
2179,285000.0,1,349904.4721021523,321728.794866946,343072.8993899746,320979.9813924984,333279.162668849,317136.65647312003
2180,1000000.0,1,813861.1342915908,748325.8512004272,820824.3805603639,767965.627326592,718277.9892689672,683487.9147885209
2181,455000.0,4,399108.21997682244,363897.9562416269,404271.21516439324,374787.95397570444,402012.49036550487,378767.39334749413
2182,1100000.0,4,1286481.8163433827,1172985.3715780643,1257079.0198778168,1165400.9886758986,1204572.963445756,1134922.3529010147
2183,170000.0,2,198405.04021953765,182292.59277247175,206475.28449300327,192786.1116084879,203621.78682899376,193028.24012029736
2184,310000.0,1,349525.02002408466,321379.8977549628,343859.2620867862,321715.7045703978,337392.94934653223,321051.1902890263
2185,450000.0,3,354071.52973682573,324952.9074501082,332753.32998306357,310558.41825544677,321679.73360693135,304923.02877231257
2186,840000.0,4,823810.7690370275,751132.2497938694,800707.4911704869,742312.3662830535,793746.8517192143,747850.9578897004
2187,1200000.0,3,1060909.3300315202,973660.8068740556,1000002.8514665609,933301.866034514,957174.1339844882,907313.7207757764
2188,720000.0,1,700573.3474442809,644160.4402339513,714903.0208568887,668865.3016315479,747011.9749421694,710830.1586617158
2189,325000.0,5,385844.8532867501,354073.72641103965,392131.3943810545,366281.43322706263,391265.53536858276,371715.70735069184
2190,350000.0,5,309924.8803679252,284405.1342517552,310107.4654996541,289664.659716705,314961.54128414375,299224.29021613346
2191,325000.0,1,333059.5503053672,306240.2920857486,324980.54133922094,304052.7196915498,327419.6049484434,311560.9087156549
2192,268500.0,1,262989.49674419506,241812.55341450108,263805.27409797866,246816.96549560386,270957.98871300614,257834.03287803553
2193,380000.0,5,340010.511058949,312013.46252011345,336613.55466463696,314423.42289586476,324779.6568257759,308551.8374532563
2194,550000.0,2,502702.2180958427,461877.83650941605,494248.308679546,461479.9772930216,483863.7052288841,458690.40308961016
2195,280000.0,3,316582.1887395505,290546.66652893624,300437.67020670336,280398.2386847768,293489.9875709242,278201.7223187176
2196,480000.0,1,421725.42613945465,387766.4446568856,420097.8008734845,393044.69850917347,430995.032286487,410119.6198445579
2197,680000.0,5,626667.4138083074,575066.544330905,614914.4119282026,574378.2194959096,610063.4212814879,579581.2195848217
2198,300000.0,3,338188.6887499043,310376.2614229507,332610.7827256766,310425.3790134864,331954.5782058709,314662.64369969186
2199,600000.0,1,663698.6916886336,610255.0760466242,685202.8950248868,641077.779347328,684303.2800974266,651158.783903087
2200,740000.0,5,443724.29418564116,407187.27489325195,422677.3209541525,394813.7209366526,420931.51591781655,399899.40856455493
2201,490000.0,4,521795.99532190175,475761.92814002314,518017.5094631374,480238.79814527824,509526.1080696778,480064.3771554948
2202,900000.0,5,644702.921105681,591616.977029689,617414.0834042177,576713.1084233234,600534.6748053364,570528.5829062259
2203,599000.0,1,487634.8331782365,448368.56834392337,475247.82022599556,444643.21362663485,472899.8677810388,449994.77829244133
2204,630000.0,5,522035.0288644401,479049.7693894581,500221.88473220647,467246.416626384,478328.6334021188,454428.6430535309
2205,2100000.0,1,1333174.0046973,1225821.6172612451,1234531.565874215,1155031.2477241887,1200332.125636523,1142193.5710990683
2206,270000.0,5,271326.9279148547,248985.40339237222,272014.220288783,254082.5853099078,269355.39949626697,255896.88792334823
2207,1100000.0,4,657198.8574912592,599219.2320651523,620907.918330513,575625.4702026654,597757.3230290612,563193.9019910636
2208,373000.0,2,461229.5962132029,423773.2008424322,466874.3185667541,435920.8643657155,450195.7911613428,426774.08263006725
2209,400000.0,2,423780.00438896485,389364.88548735256,416035.66179766745,388452.7764443116,407766.07207442663,386551.7953606589
2210,525000.0,2,463090.2550410401,425482.75580946385,448028.7418620262,418324.7367572941,431288.32176162273,408850.2857702478
2211,217000.0,1,271333.1395599693,249484.33346290127,270958.90596296045,253509.9238347601,282562.329930097,268876.313303524
2212,370000.0,3,396008.40301887976,363440.91836840846,389812.2343813319,363811.448355001,386879.4371076368,366726.3971212332
2213,400000.0,4,390106.26518860017,355690.1750292934,371070.40073129477,344008.45534964453,371682.5328666095,350191.16943029163
2214,590000.0,1,516201.11387884215,474634.5803454894,509393.43129180116,476589.94455182913,507754.4445474866,483161.16004274605
2215,890000.0,4,812518.1944103444,740835.932600516,794433.295109811,736495.7436391016,743966.5217922853,700949.0176309331
2216,598400.0,3,611490.3869815544,561201.7980523364,589302.6729841607,549995.7160608512,567173.6640436767,537628.8693754423
2217,1500000.0,2,1147878.0480517277,1054659.0214362296,1047113.59266416,977690.6637412,999650.6207131075,947643.1920984316
2218,410000.0,2,518028.8128896647,475959.7605383992,515091.62075234915,480941.3917544418,507073.53898360964,480692.73119471554
2219,455000.0,2,484350.7354567475,445016.67538267246,477906.9671546936,446222.0557515726,445383.010729164,422211.69001296937
2220,800000.0,1,709668.5131937183,652523.2276487612,667427.6659527735,624447.2244216566,634479.1031686761,603747.8604112717
2221,300000.0,2,313626.2644347834,288156.71639238734,312602.9325345561,291877.5677618196,310132.48533279245,293997.6550652622
2222,170000.0,2,273477.83942169766,251268.73973983727,267366.53239510267,249640.31061278583,260819.9581632327,247250.6419697603
2223,1620000.0,5,1278047.7975556739,1172811.1502776889,1244890.703275161,1162825.4139824675,1218941.4843331722,1158036.3081076771
2224,380000.0,5,403529.932470046,370302.58584758174,400961.38332487934,374529.33444606164,403863.85930474545,383684.5481251607
2225,360000.0,5,448167.2564225242,411264.396000651,454688.70672354376,424714.86230714706,443607.10639010015,421441.9989285625
2226,399000.0,3,350401.0506551644,321584.2862841896,343372.76572178444,320469.5291854272,336619.033651091,319084.1217517347
2227,580000.0,1,491597.55267576524,452012.1941617822,474377.62848072173,443829.05975233426,437889.9420502554,416680.5719654622
2228,2500000.0,5,1712809.4964181418,1571773.8253159525,1309461.1471903878,1223139.2656155608,1088281.1200784969,1033904.4709504053
2229,570000.0,2,509827.15988541563,468424.16270524764,484145.1325890482,452046.63500139775,487943.983288661,462558.402213602
2230,430000.0,1,360567.2195169644,331532.93613764294,349627.19906775095,327112.20283101575,350984.8561504346,333984.7677871395
2231,670000.0,3,771862.2447577834,708384.7740354538,763949.7676599295,712993.7106359217,736692.9495407067,698317.6805401347
2232,2700000.0,5,2260643.4045256902,2074498.1499911,1711875.993870222,1599026.2486672287,1374366.6189954067,1305695.528377677
2233,348000.0,1,368279.7731372311,338624.44476194744,370363.5780051946,346513.2180010382,363194.24486625596,345602.789999838
2234,670000.0,3,579220.7761204558,531586.0199088871,549568.3150635052,512911.67141173343,538600.497347187,510544.11512929515
2235,600000.0,5,445556.2838013406,408868.4153424546,446285.18046046654,416865.31063159293,446155.265145217,423862.8373323535
