Id,preco,fold,generalista,especialista,loss_generalista,loss_especialista,delta_loss,especialista_vence,decil_preco_real,decil_preco_previsto
2027,370000.0,5,387868.7082918679,356544.2046056855,0.0023322917167265846,0.0013225597494058118,0.0010097319673207728,True,"(331274.0, 380000.0]","(371708.671, 411670.459]"
2028,579000.0,4,509140.0656620561,457304.5768356473,0.014557916321994727,0.0441765059141062,-0.02961858959211147,False,"(511000.0, 600000.0]","(487661.932, 566407.917]"
2029,265000.0,1,248442.7700788176,215351.16422593265,0.0039037645092616334,0.03510155776034617,-0.03119779325108454,False,"(89999.999, 275000.0]","(120650.75, 278313.978]"
2030,300000.0,2,408795.025203346,330245.0801360623,0.13151508343329654,0.010164054138186994,0.12135102929510955,True,"(275000.0, 331274.0]","(371708.671, 411670.459]"
2031,470000.0,3,510220.1860169168,433922.7969822658,0.007323057325646861,0.005892098585707611,0.00143095873993925,True,"(440000.0, 511000.0]","(487661.932, 566407.917]"
2032,900000.0,2,563518.9802726245,485327.5497277269,0.1397771316503388,0.2122879518701368,-0.07251082021979799,False,"(740000.0, 950000.0]","(487661.932, 566407.917]"
2033,814000.0,1,607093.4522205994,524429.3868393824,0.06460998785683793,0.1265494207725614,-0.06193943291572347,False,"(740000.0, 950000.0]","(566407.917, 703996.533]"
2034,298500.0,5,432284.2430515949,331755.6091386976,0.20087285886594572,0.012411982179864466,0.18846087668608125,True,"(275000.0, 331274.0]","(411670.459, 487661.932]"
2035,700000.0,3,585384.2062483733,509725.7468512388,0.02680975546390906,0.07388630900269158,-0.04707655353878252,False,"(600000.0, 740000.0]","(566407.917, 703996.533]"
2036,1100000.0,4,1589475.11564298,1367300.3433480726,0.19800486680471785,0.0590491516975186,0.13895571510719926,True,"(950000.0, 1300000.0]","(1178419.257, 4119593.829]"
2037,700000.0,4,721238.1504257739,670245.8449101883,0.0009205286398118394,0.0018067545818542137,-0.0008862259420423744,False,"(600000.0, 740000.0]","(703996.533, 902688.818]"
2038,635000.0,4,596982.7312910217,521899.2246669483,0.00358438271459027,0.03172369119210722,-0.028139308477516948,False,"(600000.0, 740000.0]","(566407.917, 703996.533]"
2039,160000.0,4,189148.84472006728,164224.28968369408,0.03318965423885134,0.0006970555988970396,0.0324925986399543,True,"(89999.999, 275000.0]","(120650.75, 278313.978]"
2040,480000.0,4,440928.7082326583,356857.91003210924,0.006625719793267124,0.06581586077109418,-0.05919014097782706,False,"(440000.0, 511000.0]","(411670.459, 487661.932]"
2041,350000.0,3,229566.6342000038,206168.8382370181,0.11840159671767911,0.16887675995174753,-0.05047516323406842,False,"(331274.0, 380000.0]","(120650.75, 278313.978]"
2042,950000.0,5,1063154.432028032,963302.1006562418,0.014187175055497499,0.00019606191896818554,0.013991113136529313,True,"(740000.0, 950000.0]","(902688.818, 1178419.257]"
2043,440000.0,1,357884.3468460555,327383.97662414424,0.034829444694725833,0.06550810289768227,-0.03067865820295644,False,"(380000.0, 440000.0]","(333776.363, 371708.671]"
2044,790000.0,2,763585.0373535991,661821.5090863848,0.0011180103374631553,0.026325469528748174,-0.02520745919128502,False,"(740000.0, 950000.0]","(703996.533, 902688.818]"
2045,860000.0,1,824236.1475665746,801071.7416482064,0.001729384993077104,0.004695159048642151,-0.002965774055565047,False,"(740000.0, 950000.0]","(703996.533, 902688.818]"
2046,370000.0,4,363648.8207705867,306725.734066051,0.0002946492155159285,0.029244943239445553,-0.028950294023929624,False,"(331274.0, 380000.0]","(333776.363, 371708.671]"
2047,460000.0,5,402283.112951814,402195.5832311663,0.015743095701952068,0.01579088184302941,-4.778614107734183e-05,False,"(440000.0, 511000.0]","(371708.671, 411670.459]"
2048,300000.0,2,298288.7829804027,245652.1573651173,3.2536263201771896e-05,0.03281875554517748,-0.032786219281975705,False,"(275000.0, 331274.0]","(278313.978, 333776.363]"
2049,1200000.0,3,1095296.9118450503,864771.2709929718,0.0076130115758216476,0.07804048663310245,-0.07042747505728081,False,"(950000.0, 1300000.0]","(902688.818, 1178419.257]"
2050,169000.0,4,167787.74971523107,137946.2217141982,5.1453056717984554e-05,0.03376412400909403,-0.033712670952376046,False,"(89999.999, 275000.0]","(120650.75, 278313.978]"
2051,1600000.0,1,1128551.6014137054,989529.7287062784,0.08682171583186786,0.14557576255212112,-0.058754046720253264,False,"(1300000.0, 7100000.0]","(902688.818, 1178419.257]"
2052,330000.0,2,388863.32541456353,346965.28503556777,0.031817181624066125,0.0026429834374477462,0.02917419818661838,True,"(275000.0, 331274.0]","(371708.671, 411670.459]"
2053,530000.0,4,287737.520229194,259865.8253600395,0.20893951265468197,0.2597809622941,-0.05084144963941806,False,"(511000.0, 600000.0]","(278313.978, 333776.363]"
2054,1200000.0,4,1309234.595572882,1191223.903759165,0.00828624782636883,5.348601751972137e-05,0.008232761808849107,True,"(950000.0, 1300000.0]","(1178419.257, 4119593.829]"
2055,450000.0,5,418705.6251386376,376642.2059459161,0.00483623653315294,0.026574646659167325,-0.021738410126014386,False,"(440000.0, 511000.0]","(411670.459, 487661.932]"
2056,435000.0,2,433012.10137708834,405303.7602792999,2.0883820504553094e-05,0.004660413019153309,-0.004639529198648755,False,"(380000.0, 440000.0]","(411670.459, 487661.932]"
2057,320000.0,3,302660.2576667977,259970.20350121032,0.0029361978924008496,0.03519117644224709,-0.03225497854984624,False,"(275000.0, 331274.0]","(278313.978, 333776.363]"
2058,450000.0,2,389078.4860500664,354946.7930981908,0.018328053639268895,0.0446178377398427,-0.026289784100573806,False,"(440000.0, 511000.0]","(371708.671, 411670.459]"
2059,580000.0,3,793729.9616464123,678438.7519738305,0.13579220126449718,0.028805552586698337,0.10698664867779883,True,"(511000.0, 600000.0]","(703996.533, 902688.818]"
2060,420000.0,5,350577.2366063453,320041.1024261674,0.027321542387819538,0.05664275059056664,-0.029321208202747105,False,"(380000.0, 440000.0]","(333776.363, 371708.671]"
2061,1750000.0,1,1535139.4895076223,1215421.748166179,0.015074298438871883,0.09331392892529113,-0.07823963048641924,False,"(1300000.0, 7100000.0]","(1178419.257, 4119593.829]"
2062,390000.0,4,315733.30267309764,238269.9975090627,0.03626260573205605,0.1513609050355019,-0.11509829930344584,False,"(380000.0, 440000.0]","(278313.978, 333776.363]"
2063,220000.0,2,235704.6937889789,217179.91480095344,0.00509581419433043,0.00016431571342730318,0.004931498480903127,True,"(89999.999, 275000.0]","(120650.75, 278313.978]"
2064,900000.0,5,930260.9572789668,840125.6115491193,0.0011305253523943863,0.004425854805391296,-0.0032953294529969096,False,"(740000.0, 950000.0]","(902688.818, 1178419.257]"
2065,200000.0,3,254858.22517376265,215619.6910352819,0.07523562173038116,0.006099368700941641,0.06913625302943952,True,"(89999.999, 275000.0]","(120650.75, 278313.978]"
2066,314000.0,5,257962.3738360607,238605.0816988508,0.03184931991246516,0.05765339066125365,-0.025804070748788488,False,"(275000.0, 331274.0]","(120650.75, 278313.978]"
2067,700000.0,2,707278.4631931491,679462.4141213109,0.00010811433970209348,0.0008608008851520998,-0.0007526865454500064,False,"(600000.0, 740000.0]","(703996.533, 902688.818]"
2068,607000.0,5,556536.8643224644,493380.5840783077,0.00691148045566513,0.03503706530452386,-0.02812558484885873,False,"(600000.0, 740000.0]","(487661.932, 566407.917]"
2069,225000.0,1,240530.52386606272,213477.9994566259,0.0047643885739129645,0.0026223505485730987,0.002142038025339866,True,"(89999.999, 275000.0]","(120650.75, 278313.978]"
2070,395000.0,1,385299.79162001866,370663.95333077735,0.0006030702939596875,0.0037958222559627153,-0.0031927519620030278,False,"(380000.0, 440000.0]","(371708.671, 411670.459]"
2071,1000000.0,4,875366.1774138797,881795.5368863253,0.01553358973242852,0.013972295099992075,0.0015612946324364448,True,"(950000.0, 1300000.0]","(703996.533, 902688.818]"
2072,1400000.0,3,1149693.659263252,1039903.9078559536,0.031965951129092326,0.06615775284561916,-0.03419180171652683,False,"(1300000.0, 7100000.0]","(902688.818, 1178419.257]"
2073,1200000.0,1,1248591.2768721208,1013612.3351186144,0.001639661241710487,0.024125251124955355,-0.02248558988324487,False,"(950000.0, 1300000.0]","(1178419.257, 4119593.829]"
2074,220000.0,5,231451.04688826652,198576.11162103657,0.0027092246867206245,0.009483119695749673,-0.006773895009029049,False,"(89999.999, 275000.0]","(120650.75, 278313.978]"
2075,350000.0,2,336488.9981936971,273281.66016206425,0.0014901809780401714,0.04804656055093061,-0.04655637957289044,False,"(331274.0, 380000.0]","(333776.363, 371708.671]"
2076,550000.0,2,535010.7333109898,465151.2694190646,0.0007427375731380851,0.023799362251888122,-0.023056624678750037,False,"(511000.0, 600000.0]","(487661.932, 566407.917]"
2077,270000.0,5,267111.13221908105,224792.45813653935,0.00011447952065338274,0.02803459315962341,-0.02792011363897003,False,"(89999.999, 275000.0]","(120650.75, 278313.978]"
2078,380000.0,3,418067.6107559008,374649.80579923495,0.010035616264977659,0.00019823114948684195,0.009837385115490817,True,"(331274.0, 380000.0]","(411670.459, 487661.932]"
2079,1100000.0,1,951981.4701514292,767668.4346028283,0.018107012544241533,0.09127625566887156,-0.07316924312463002,False,"(950000.0, 1300000.0]","(902688.818, 1178419.257]"
2080,750000.0,1,724829.874404439,672705.0552081033,0.0011262848399934487,0.010621348427346425,-0.009495063587352977,False,"(740000.0, 950000.0]","(703996.533, 902688.818]"
2081,450000.0,4,397545.6529322768,366898.2986193176,0.01358744951259834,0.03410317418451413,-0.020515724671915793,False,"(440000.0, 511000.0]","(371708.671, 411670.459]"
2082,1350000.0,2,1198953.8594146976,1043647.1211834906,0.012518483723300371,0.05149634368129651,-0.038977859957996144,False,"(1300000.0, 7100000.0]","(1178419.257, 4119593.829]"
2083,220000.0,4,229994.76310337425,201101.7936850695,0.0020639522622432085,0.00737897111408427,-0.005315018851841061,False,"(89999.999, 275000.0]","(120650.75, 278313.978]"
2084,470000.0,1,343171.87396229774,314820.8544595349,0.07281744479056265,0.10901116890298254,-0.03619372411241989,False,"(440000.0, 511000.0]","(333776.363, 371708.671]"
2085,1003680.0,3,909863.6889849548,800985.197062967,0.008737077004725275,0.040784457213160416,-0.032047380208435144,False,"(950000.0, 1300000.0]","(902688.818, 1178419.257]"
2086,460000.0,3,389454.36056285567,339515.90325221285,0.023519315896009325,0.06860310760458477,-0.045083791708575446,False,"(440000.0, 511000.0]","(371708.671, 411670.459]"
2087,820000.0,3,609313.1224881834,530430.2046036151,0.06601570546650684,0.12470354908671061,-0.05868784362020377,False,"(740000.0, 950000.0]","(566407.917, 703996.533]"
2088,175000.0,2,300253.36776975053,270317.5148781812,0.5122744861278166,0.2966670577159934,0.21560742841182318,True,"(89999.999, 275000.0]","(278313.978, 333776.363]"
2089,350000.0,4,372723.3842609535,318083.0722583618,0.004215119936905716,0.008315838991550651,-0.004100719054644935,False,"(331274.0, 380000.0]","(371708.671, 411670.459]"
2090,520000.0,1,520156.1932203532,469085.9501088807,9.022308463132185e-08,0.009586688152053938,-0.009586597928969307,False,"(511000.0, 600000.0]","(487661.932, 566407.917]"
2091,450000.0,3,398248.6773939846,322909.6035727933,0.013225676007268561,0.07976280920505951,-0.06653713319779095,False,"(440000.0, 511000.0]","(371708.671, 411670.459]"
2092,380000.0,5,305969.29577955336,258700.12502957848,0.03795391390149069,0.10189515005429287,-0.06394123615280217,False,"(331274.0, 380000.0]","(278313.978, 333776.363]"
2093,480000.0,1,288649.0303308388,251861.89472747452,0.15892011108215384,0.22589841613427916,-0.06697830505212532,False,"(440000.0, 511000.0]","(278313.978, 333776.363]"
2094,440000.0,4,326406.828470126,295036.3769269684,0.06664983790400501,0.10854572321518584,-0.041895885311180825,False,"(380000.0, 440000.0]","(278313.978, 333776.363]"
2095,380000.0,1,354246.47136105807,331277.0168602249,0.0045931041368199605,0.016439952119382338,-0.011846847982562378,False,"(331274.0, 380000.0]","(333776.363, 371708.671]"
2096,3500000.0,1,2211849.533876579,1379552.0028225249,0.13545564272440713,0.3670448741823646,-0.23158923145795746,False,"(1300000.0, 7100000.0]","(1178419.257, 4119593.829]"
2097,900000.0,4,995890.1812063586,922038.5460198636,0.011351761545417637,0.0005996265563822771,0.010752134989035359,True,"(740000.0, 950000.0]","(902688.818, 1178419.257]"
2098,1000000.0,5,871467.1035947755,811011.8874416873,0.01652070545831616,0.035716506688353473,-0.019195801230037314,False,"(950000.0, 1300000.0]","(703996.533, 902688.818]"
2099,240000.0,1,205656.7774486605,166876.7087155148,0.020476682902965882,0.09283013417145258,-0.0723534512684867,False,"(89999.999, 275000.0]","(120650.75, 278313.978]"
2100,620000.0,1,705078.6158516959,666669.2127550853,0.01883030924880447,0.005666013057178508,0.013164296191625962,True,"(600000.0, 740000.0]","(703996.533, 902688.818]"
2101,850000.0,4,863230.1504587958,787950.1693504361,0.00024226557946349566,0.005328970911611851,-0.005086705332148355,False,"(740000.0, 950000.0]","(703996.533, 902688.818]"
2102,850000.0,2,810286.5067958946,727442.3260223563,0.002182922550134985,0.020789458063405406,-0.01860653551327042,False,"(740000.0, 950000.0]","(703996.533, 902688.818]"
2103,270000.0,2,329016.0671633888,317574.91502294416,0.04777635368221702,0.031047634285875963,0.016728719396341057,True,"(89999.999, 275000.0]","(278313.978, 333776.363]"
2104,1000000.0,3,1239274.552706894,1106261.6498610177,0.05725231157308419,0.011291538231185522,0.04596077334189867,True,"(950000.0, 1300000.0]","(1178419.257, 4119593.829]"
2105,320000.0,4,286566.4294970843,209028.69652296463,0.010916051138412456,0.12026006050187776,-0.1093440093634653,False,"(275000.0, 331274.0]","(278313.978, 333776.363]"
2106,450000.0,5,392735.5746379189,341741.2872161682,0.016193651417527686,0.057876290832652784,-0.041682639415125095,False,"(440000.0, 511000.0]","(371708.671, 411670.459]"
2107,450000.0,4,490853.67294331687,426197.3784988323,0.008242086878812348,0.0027978508164338343,0.005444236062378514,True,"(440000.0, 511000.0]","(487661.932, 566407.917]"
2108,950000.0,2,1108166.8380790898,978200.6851601332,0.02771938910574737,0.000881195172854244,0.026838193932893127,True,"(740000.0, 950000.0]","(902688.818, 1178419.257]"
2109,530000.0,1,476077.0804821143,430824.6901103909,0.010351303842407905,0.035015101786044854,-0.024663797943636948,False,"(511000.0, 600000.0]","(411670.459, 487661.932]"
2110,249000.0,5,187664.41796066015,180352.71033561145,0.06067730559353218,0.07600603826174523,-0.015328732668213052,False,"(89999.999, 275000.0]","(120650.75, 278313.978]"
2111,474000.0,1,403360.1766094189,374972.1268622956,0.022209691505334313,0.043647384047149115,-0.021437692541814803,False,"(440000.0, 511000.0]","(371708.671, 411670.459]"
2112,305000.0,5,309701.9910691691,284470.04816336377,0.00023766428395104262,0.004530813463204551,-0.004293149179253508,False,"(275000.0, 331274.0]","(278313.978, 333776.363]"
2113,430000.0,1,402518.5346968869,382582.26373241306,0.004084537237459218,0.012160312129488532,-0.008075774892029314,False,"(380000.0, 440000.0]","(371708.671, 411670.459]"
2114,650000.0,5,787474.8656084191,725721.1792555103,0.044732162542136994,0.013570880444603852,0.03116128209753314,True,"(600000.0, 740000.0]","(703996.533, 902688.818]"
2115,780000.0,3,658265.8128555301,590025.2793576618,0.024357679683965856,0.05932017502158847,-0.034962495337622614,False,"(740000.0, 950000.0]","(566407.917, 703996.533]"
2116,1065000.0,5,988593.2088555011,929718.6139895964,0.005147124894089858,0.01613529361537246,-0.010988168721282603,False,"(950000.0, 1300000.0]","(902688.818, 1178419.257]"
2117,1250000.0,5,1131496.838219984,880999.801064696,0.008987519585190817,0.08714313396114809,-0.07815561437595728,False,"(950000.0, 1300000.0]","(902688.818, 1178419.257]"
2118,456000.0,3,420395.66588374,390993.83527038654,0.006096436441319809,0.0203226062483343,-0.014226169807014492,False,"(440000.0, 511000.0]","(411670.459, 487661.932]"
2119,409000.0,5,355408.34217001026,321182.356934276,0.017169109396564467,0.04610169973648473,-0.028932590339920263,False,"(380000.0, 440000.0]","(333776.363, 371708.671]"
2120,360000.0,1,302714.69240528694,262810.8307004082,0.02532103754800069,0.0728837548545117,-0.047562717306511015,False,"(331274.0, 380000.0]","(278313.978, 333776.363]"
2121,959000.0,2,793060.5350057594,731805.700550089,0.02994071427220393,0.05612516699000614,-0.026184452717802207,False,"(950000.0, 1300000.0]","(703996.533, 902688.818]"
2122,395000.0,1,353855.8153310992,310828.9882166319,0.010849824913113997,0.04540784633639414,-0.03455802142328015,False,"(380000.0, 440000.0]","(333776.363, 371708.671]"
2123,460000.0,3,413376.9077305085,372192.98643938673,0.0102727444837879,0.03643701148598168,-0.026164267002193778,False,"(440000.0, 511000.0]","(411670.459, 487661.932]"
2124,2750000.0,2,1651542.8699716316,1358244.802874327,0.15955147986911206,0.2561299211538937,-0.09657844128478166,False,"(1300000.0, 7100000.0]","(1178419.257, 4119593.829]"
2125,2250000.0,5,1038128.7089847386,790759.9652410536,0.29010015328138195,0.42061856376163775,-0.1305184104802558,False,"(1300000.0, 7100000.0]","(902688.818, 1178419.257]"
2126,850000.0,4,821923.2222015479,725613.4053434039,0.0010910802097489974,0.02141456737752849,-0.020323487167779493,False,"(740000.0, 950000.0]","(703996.533, 902688.818]"
2127,1500000.0,5,1312171.5315583171,1048396.6027132605,0.015679792692065892,0.09064250152929988,-0.074962708837234,False,"(1300000.0, 7100000.0]","(1178419.257, 4119593.829]"
2128,400000.0,3,384210.6620680287,306343.93419503066,0.0015581449520624228,0.05482161663790468,-0.05326347168584225,False,"(380000.0, 440000.0]","(371708.671, 411670.459]"
2129,1307550.0,4,1073384.5700983466,757342.8000640271,0.03207221466902751,0.17706630653372105,-0.14499409186469353,False,"(1300000.0, 7100000.0]","(902688.818, 1178419.257]"
2130,317000.0,5,320305.3140897801,268159.1110400283,0.0001087193745792952,0.02373824432923293,-0.023629524954653636,False,"(275000.0, 331274.0]","(278313.978, 333776.363]"
2131,1150000.0,5,1063084.8678597154,944681.947007224,0.00571209088466022,0.03187561654801088,-0.026163525663350663,False,"(950000.0, 1300000.0]","(902688.818, 1178419.257]"
2132,450000.0,1,454699.8808500476,394288.8080966022,0.00010908088891182165,0.01532709581875168,-0.015218014929839858,False,"(440000.0, 511000.0]","(411670.459, 487661.932]"
2133,1490000.0,5,1194980.2921314205,1017477.4502309724,0.03920392235974146,0.1005709472727459,-0.06136702491300444,False,"(1300000.0, 7100000.0]","(1178419.257, 4119593.829]"
2134,340000.0,1,269398.05816962343,268401.4128440522,0.04311967292577748,0.04434565469487763,-0.0012259817691001526,False,"(331274.0, 380000.0]","(120650.75, 278313.978]"
2135,350000.0,1,371073.80312947504,333364.01930051256,0.0036253483946112,0.0022592314598670897,0.0013661169347441104,True,"(331274.0, 380000.0]","(333776.363, 371708.671]"
2136,320000.0,4,279135.978015791,248340.06312134876,0.01630730754615154,0.05014791556105741,-0.03384060801490587,False,"(275000.0, 331274.0]","(278313.978, 333776.363]"
2137,950000.0,5,970442.9095499194,866606.0218922171,0.0004630609981896806,0.0077058787641455665,-0.007242817765955886,False,"(740000.0, 950000.0]","(902688.818, 1178419.257]"
2138,450000.0,5,388116.6803389323,359506.6979672482,0.018911334579130305,0.040439692408843646,-0.02152835782971334,False,"(440000.0, 511000.0]","(371708.671, 411670.459]"
2139,1657785.0,1,1536536.2917325716,1112192.6289156878,0.005349310775576697,0.1083128956852429,-0.1029635849096662,False,"(1300000.0, 7100000.0]","(1178419.257, 4119593.829]"
2140,550000.0,3,417100.1129159936,395649.7582537967,0.058388033014683136,0.07875701529623602,-0.020368982281552886,False,"(511000.0, 600000.0]","(411670.459, 487661.932]"
2141,440000.0,3,425064.6075236369,357822.9664470289,0.0011522001468130356,0.03488153328288293,-0.0337293331360699,False,"(380000.0, 440000.0]","(411670.459, 487661.932]"
2142,325000.0,4,427409.5470803043,333153.0933737051,0.09929197948585147,0.0006293295295654831,0.09866264995628599,True,"(275000.0, 331274.0]","(411670.459, 487661.932]"
2143,630000.0,5,558231.2286830405,474556.7651242748,0.012977466707850925,0.06087830503560056,-0.047900838327749634,False,"(600000.0, 740000.0]","(487661.932, 566407.917]"
2144,295000.0,1,294569.09198808746,275587.276676421,2.1336594625730556e-06,0.004330408811695815,-0.004328275152233242,False,"(275000.0, 331274.0]","(278313.978, 333776.363]"
2145,300000.0,4,305139.299752463,281618.2277034933,0.0002934711327296256,0.0037543283640068936,-0.003460857231277268,False,"(275000.0, 331274.0]","(278313.978, 333776.363]"
2146,340000.0,5,378455.126066368,310501.00707158004,0.012792359176299799,0.007527600205804247,0.0052647589704955524,True,"(331274.0, 380000.0]","(371708.671, 411670.459]"
2147,425000.0,4,581876.5952949893,491435.128877616,0.13625060845036874,0.024435301586078616,0.11181530686429011,True,"(380000.0, 440000.0]","(566407.917, 703996.533]"
2148,870000.0,4,876771.6815464377,763703.8922228006,6.058352618095452e-05,0.014927814147948184,-0.01486723062176723,False,"(740000.0, 950000.0]","(703996.533, 902688.818]"
2149,550000.0,1,477119.93617499154,455326.4769073773,0.017558689927726634,0.02963000322237806,-0.012071313294651425,False,"(511000.0, 600000.0]","(411670.459, 487661.932]"
2150,1600000.0,1,1592998.301040465,1170843.2514873738,1.914991731248177e-05,0.07194356046637869,-0.0719244105490662,False,"(1300000.0, 7100000.0]","(1178419.257, 4119593.829]"
2151,460000.0,1,461494.0254391569,401499.55828045873,1.0548733520075715e-05,0.016173448399723275,-0.016162899666203198,False,"(440000.0, 511000.0]","(411670.459, 487661.932]"
2152,388008.0,1,410445.1409424815,386616.0403841455,0.0033439030084818668,1.2869803350561343e-05,0.0033310332051313053,True,"(380000.0, 440000.0]","(371708.671, 411670.459]"
2153,1100000.0,4,908860.1348605604,828904.3981243859,0.030193758715308393,0.06073787219529049,-0.030544113479982097,False,"(950000.0, 1300000.0]","(902688.818, 1178419.257]"
2154,240000.0,5,291025.9205408925,281215.7510695119,0.04520216262231731,0.029491981531666208,0.015710181090651105,True,"(89999.999, 275000.0]","(278313.978, 333776.363]"
2155,287535.0,2,356720.70694447367,321253.98970962927,0.057896369724525776,0.013752057346392054,0.044144312378133724,True,"(275000.0, 331274.0]","(333776.363, 371708.671]"
2156,3500000.0,2,1997054.708947804,1566372.911169028,0.18439547329763023,0.3052174464213012,-0.12082197312367099,False,"(1300000.0, 7100000.0]","(1178419.257, 4119593.829]"
2157,1290000.0,1,1250686.904353598,1029402.0709221036,0.0009287419561944352,0.04080961519120745,-0.03988087323501302,False,"(950000.0, 1300000.0]","(1178419.257, 4119593.829]"
2158,1003680.0,3,789147.0904299278,627171.5131481834,0.04568749063922286,0.14072102820341512,-0.09503353756419225,False,"(950000.0, 1300000.0]","(703996.533, 902688.818]"
2159,434100.0,4,346497.2793848689,318118.7305353178,0.040724486432635515,0.07138322160786727,-0.030658735175231752,False,"(380000.0, 440000.0]","(333776.363, 371708.671]"
2160,2350000.0,5,1135496.5136388368,836863.0401147446,0.26709257010111725,0.4145918441594918,-0.14749927405837454,False,"(1300000.0, 7100000.0]","(902688.818, 1178419.257]"
2161,280000.0,5,215518.8832241341,219568.5791063267,0.05303334720233233,0.04658107947995272,0.006452267722379612,True,"(275000.0, 331274.0]","(120650.75, 278313.978]"
