Id,preco,fold,xgb900_corr00_multiplicativa_calibrado_cf,xgb900_corr00_log_afim_calibrado_cf,xgb900_corr15_multiplicativa_calibrado_cf,xgb900_corr15_log_afim_calibrado_cf,xgb900_corr30_multiplicativa_calibrado_cf,xgb900_corr30_log_afim_calibrado_cf,xgb_te950_corr00_multiplicativa_calibrado_cf,xgb_te950_corr00_log_afim_calibrado_cf,xgb_te950_corr15_multiplicativa_calibrado_cf,xgb_te950_corr15_log_afim_calibrado_cf,xgb_te950_corr30_multiplicativa_calibrado_cf,xgb_te950_corr30_log_afim_calibrado_cf,xgb_feat_te950_corr00_multiplicativa_calibrado_cf,xgb_feat_te950_corr00_log_afim_calibrado_cf,xgb_feat_te950_corr15_multiplicativa_calibrado_cf,xgb_feat_te950_corr15_log_afim_calibrado_cf,xgb_feat_te950_corr30_multiplicativa_calibrado_cf,xgb_feat_te950_corr30_log_afim_calibrado_cf,lgb31_950_corr00_multiplicativa_calibrado_cf,lgb31_950_corr00_log_afim_calibrado_cf,lgb31_950_corr15_multiplicativa_calibrado_cf,lgb31_950_corr15_log_afim_calibrado_cf,lgb31_950_corr30_multiplicativa_calibrado_cf,lgb31_950_corr30_log_afim_calibrado_cf,blend_xgb900__xgb_te950_multiplicativa_calibrado_cf,blend_xgb900__xgb_te950_log_afim_calibrado_cf,blend_xgb900__xgb_feat_te950_multiplicativa_calibrado_cf,blend_xgb900__xgb_feat_te950_log_afim_calibrado_cf,blend_xgb900__lgb31_950_multiplicativa_calibrado_cf,blend_xgb900__lgb31_950_log_afim_calibrado_cf,blend_xgb_feat_te950__lgb31_950_multiplicativa_calibrado_cf,blend_xgb_feat_te950__lgb31_950_log_afim_calibrado_cf
2010,980000.0,4,1129538.0208155722,1148431.4385223482,1129379.7618292975,1148205.581945304,1128525.45313414,1148817.9129382225,1134215.767141058,1146775.4875388306,1135082.3619584553,1147867.6719772757,1135246.9926915288,1149777.1999976607,1084585.2538917006,1110245.0350462734,1085206.1861455883,1111209.171947669,1085201.8068883545,1113099.3703728502,1083093.310532576,1094657.3255123093,1084112.10652618,1096016.37275916,1084458.0088562032,1098617.976147985,1132612.2380399015,1148448.9526076044,1118810.0828389463,1137648.9368229979,1114429.5570326948,1131995.1370118281,1087012.5415073028,1100779.1686046077
2011,1200000.0,4,1360641.5670957207,1364292.8831003306,1335245.6726214709,1340887.1826084773,1309049.4491835271,1317231.1456887801,1354439.0458957553,1357031.8399557509,1328369.8656465602,1332459.4054004636,1301454.563262841,1307710.9398269,1319179.7831403662,1326863.0853685266,1296730.3729762286,1306642.8804966127,1273520.5844290096,1286394.4128318627,1378789.0524813249,1379635.949278613,1349171.1447235232,1351418.2795421914,1318676.9086351972,1322951.3894650845,1306035.4843495158,1313102.2834054006,1301527.4905928322,1309369.2321784615,1314188.3803058309,1319241.2043593666,1303234.0308015055,1306102.5759256007
2012,215000.0,1,936058.6405168535,981027.2485584473,936458.3038266249,980621.067738029,936365.5046420057,981644.3736463933,1026999.2007479332,1055099.084625846,1028718.9553377759,1056421.0828127183,1029869.8893670323,1058964.5453114419,1023961.6510812364,1060172.590259798,1025509.2877377043,1061690.9218827807,1026530.8056658119,1064281.2447355206,1052801.3769402725,1079734.8139906158,1054502.3888702963,1080835.5070284759,1055623.1610072462,1083140.0143820841,998200.3153077655,1022407.4192994867,974420.4142848698,1011012.0074347942,985956.1445846106,1013307.8771227571,1043390.478223874,1066987.175407588
2013,750000.0,4,1105338.9515306733,1125647.5629599052,1105184.0830634455,1125397.726809616,1104348.0769618473,1126109.161928663,1083942.6427686096,1098496.747845008,1084770.8265267552,1099562.8073204577,1084928.1601462113,1101706.5912087834,1040007.69929653,1068630.8924045155,1040603.1106046477,1069579.0359545562,1040598.9113393301,1071648.4092174983,1297920.8031090857,1301976.0789397638,1299141.6734638037,1303388.1058071288,1299556.1842225862,1304717.184725825,1095249.4760945067,1114165.3845209447,1089406.326307478,1109837.111559346,1174869.5488439163,1178151.5265849198,1197973.7587692984,1194997.882816908
2014,580000.0,2,990313.9230311874,1031307.4164707812,933435.6894264,978068.3394791299,876016.5266641594,926069.7214839461,1035699.6629533994,1067724.6008673182,971524.0959276544,1007722.7464034016,906595.762300759,948795.6718800531,1033090.4162158872,1064884.0297703526,968973.1877831474,1005436.5660424834,904180.7897340314,947070.355164778,984700.7871927648,1017415.970593771,928477.7662172756,964034.787869101,871540.1109633632,912215.3523859519,889035.23563387,930919.1010625059,892588.0022944342,933319.7985986521,875657.2109673864,918808.2545326863,894171.7479265855,931952.6632362113
2015,1500000.0,4,2469943.778334841,2368664.0860645515,2469597.7157930667,2370362.8379357057,2467729.611835965,2363175.9059100384,2097441.9918229035,2054849.9464430204,2099044.5373107754,2056303.3897156513,2099348.979748181,2051762.3437012522,2259631.29091011,2165610.3697783574,2260924.944816417,2166777.1562582543,2260915.821046164,2161624.9920385657,2127443.8752835076,2090819.8685197567,2129445.0244695274,2092191.1892172124,2130124.456044165,2086607.7098838312,2283666.5485631223,2232187.069522541,2417961.0964145563,2328342.7651437023,2351560.7307781437,2298433.952921247,2187224.7848928696,2147954.232094709
2016,300000.0,5,947214.0868484317,979510.2597594846,849166.9693213986,886116.3419791117,750682.5665010966,793866.3691824308,1037256.7907495509,1060290.1943619493,926034.9364401381,954473.4250096887,814008.2743029151,849470.8228873023,1035592.5357612807,1066180.274639078,924134.9589578981,962505.6557069066,812007.5203078984,859268.049254019,951150.9498330583,971821.4659041574,853013.6375521622,877030.3180122817,754186.8847337544,783962.4861900987,773620.8252868229,805853.3090596828,770348.2685717009,805672.8228338473,753011.9121817183,785570.0331780541,782032.0040482159,809223.7161139733
2017,420000.0,1,860343.7396528819,910565.3677749194,860711.0754282782,909979.935789599,860625.7824839302,911085.1499297555,1076867.0727227256,1101733.3140469338,1078670.333221484,1103202.6200864024,1079877.1530107106,1105666.541735474,1067107.3737897957,1099770.6144737967,1068720.2217771402,1101376.2137874246,1069784.7824590672,1103881.5772873394,1091255.5445488838,1115539.5833781182,1093018.6869047354,1116778.4309110192,1094180.3958798673,1119030.4339473231,1004699.0177959416,1016751.2444952386,946947.5910042279,985327.502140551,956184.791333633,979946.2207408483,1084407.4547045103,1105793.59023347
2018,560000.0,3,975153.216489546,1002416.6877701771,909189.0331501594,938799.9360247152,842652.6756910225,876696.9986835377,1085847.0738838946,1102229.5647519385,1003345.3150914739,1022773.9325646247,919915.9166645034,944355.7341810804,1024869.1502279107,1051197.0971442398,950832.7972635323,981029.8398812778,876007.5899118009,912004.7939111225,1126941.4580658488,1142071.920193478,1038497.7395375639,1057718.097567833,949124.1037761741,974171.5204718891,874474.1525496631,897925.1448004598,855660.2801154457,881858.4107454205,881453.0451972755,901375.3270023428,914320.2013874766,934480.2471578185
2019,489000.0,1,1007615.5605810079,1047011.4443432247,944842.9085436281,988399.6428814323,881552.6740509131,930649.942020764,1086442.5118796797,1110665.875939531,1011397.3644154391,1040153.4202109553,935578.4803617956,970340.8260622736,1030655.402099773,1066327.9481766776,963134.5742148582,1004075.3529372517,894946.5688599227,942589.9676912792,990028.3876175074,1021029.3534139341,929839.3666739372,963681.9742752243,868973.359195387,907608.7335243175,917514.451937909,950283.0467801082,888312.5614475557,930255.9695691088,877892.8026347551,917690.1519378886,884097.2963706934,918564.4994674182
2020,1300000.0,4,1362239.7607843871,1365775.567828838,1362048.8980780134,1365805.6884089308,1361018.589003789,1365366.6110767832,1357325.496437775,1359775.3537467485,1358362.5577049614,1360973.0502819004,1358559.5726803932,1361695.756332206,1343230.514544887,1348864.6861585367,1343999.5229265653,1349906.4701983617,1343994.099330839,1350595.9864117117,1361158.3268454769,1362721.1944390964,1362438.6806585465,1364142.8560877382,1362873.3872828123,1365048.6924972308,1360624.3905501352,1364180.4390278226,1358266.3522827453,1362335.3158779633,1363476.5572771737,1366179.567795464,1358104.4369166384,1359753.567231424
2021,380000.0,4,1000438.6832065309,1026438.7944811003,916730.921310861,946422.2975860237,832533.0917977281,867882.051228152,1012616.1082492982,1029801.0716632982,926875.3291320028,947183.5332946663,840482.7478686023,866208.3861230251,1030799.2620610965,1060014.862106049,941642.9740780994,976627.3646152318,851893.1089223641,894284.9050135394,1014761.237956695,1028369.9970945875,928808.1709496739,945171.4383638054,842169.2046087073,863974.571502535,837054.9160278531,865057.63733517,838427.0167996114,870105.7914599534,837044.2462729105,862411.1739874242,847836.3062942486,869311.4043793977
2022,690000.0,3,1074245.7959337053,1095884.6079038086,1074902.7277704964,1095897.2264802237,1074933.5473093814,1097039.4262112319,1067704.169159278,1084959.8357507193,1069908.78361532,1086441.9005520504,1071439.7274547808,1089235.9571123137,1089454.0121425514,1111635.7613720268,1091428.0018960766,1113225.4059984244,1092760.4015657115,1115849.7629427314,1162313.1674634912,1175479.6319020088,1164661.9747842792,1177450.6167964423,1166317.721461796,1180142.367613016,1074296.4190816667,1092869.2603929557,1082748.0152104227,1099819.5529613984,1108723.2139632225,1119807.3705454934,1131740.9603889307,1143812.1856306673
2023,700000.0,1,1042841.8816365919,1079292.2000182702,1043287.1375425177,1079161.821812859,1043183.7520577695,1080051.6307166344,1075092.4938045805,1100077.1124792728,1076892.7826941719,1101541.122803305,1078097.613754232,1104008.0075077016,1044250.2231734922,1078815.6248681764,1045828.5243942476,1080374.9055422256,1046870.2824750073,1082926.041770781,1101327.8610028953,1124898.89043324,1103107.277207572,1126174.3863076929,1104279.7087861155,1128411.9868180847,1066749.6243182796,1091812.0868256637,1046237.8406156158,1077817.6669179294,1069492.1198921239,1094071.4071600097,1077869.274986303,1098097.328178823
2024,400000.0,4,911310.0038895683,941535.2378921126,911182.3207175636,941114.1167350066,910493.065423842,942538.784379314,959459.2154761706,978444.0895076994,960192.2879723602,979441.23084088,960331.5528975833,982105.2879306444,990515.6463124802,1022240.6544712931,991082.7230918934,1023170.0253234974,991078.7236618865,1025427.4994887682,1000151.1963125905,1014173.5243303619,1001091.9740109592,1015502.7650938464,1001411.3875146859,1018519.2503446304,936167.3715669828,958669.0542033173,932059.4762674695,960065.6198237466,943862.927988154,961818.2573821188,999332.632480334,1015542.5038341138
2025,690000.0,2,1039261.1126308945,1076043.752129345,985950.6189900464,1026517.8211193002,932065.3591845273,978067.8954413412,988956.2005906584,1024493.3171501542,942446.052279691,980612.1512189602,895239.4802783402,938165.021912787,993021.5835085764,1027750.9980450203,945573.6693711902,983608.7386792566,897492.0900490684,940810.7591206918,1073686.423616553,1100063.5447838253,1014971.5446599274,1045009.7784255481,955481.6750477283,991072.3634460544,917867.168155783,964180.4375225477,913868.9887503235,956228.0490415094,941646.3923555509,978032.8084991798,919141.9499414127,951284.5639709963
2026,2200000.0,1,1681935.9744498525,1646576.8063853723,1796939.3139455395,1747388.529112765,1911035.1328593695,1844807.168132966,1721976.5933234426,1690575.4209748856,1826026.2190609132,1784763.5269619874,1929348.4693790341,1875109.3936740137,1660804.9029635114,1629254.420841847,1771123.6149460287,1725848.8128040961,1880803.7715162544,1818986.9038409025,1668600.2551469773,1641326.1160369627,1782916.7236435958,1744812.9013659623,1896550.8321360515,1844607.8410529976,1924334.5239570027,1866662.3491503287,1901592.911231926,1845133.3420123558,1908256.822240252,1855266.8816547974,1893004.1458811471,1847458.091520681
2027,370000.0,5,911292.6889872698,945547.6883381418,911271.1116887239,945178.98348438,910713.3967206138,946514.5460904281,918656.1611496464,947740.8513946895,919866.9878784929,948588.303941864,920502.8967333841,951284.042075945,929930.9656361841,967684.8433230749,930796.2652119282,968752.2766580797,931133.1163367423,971338.2430830759,959216.7020196563,979585.2631040005,960330.9258325291,980685.6778895874,960860.1777864202,983567.7844751611,914785.5067516859,946115.7333705692,918108.6557641205,949076.134812955,929723.323582334,953686.056361746,949389.9264625851,971169.7212529115
2028,579000.0,4,1036211.0916358652,1060353.8167964302,1036065.9086372348,1060038.5294429106,1035282.1863283885,1061021.242471001,1004251.6755558816,1021729.2155895381,1005018.9716230072,1022751.8815408497,1005164.738146738,1025238.9982190308,1003100.3717066011,1034055.9884165904,1003674.6533247998,1034990.2372920257,1003670.6030811298,1037200.9961121321,975662.64940979,990358.8248426631,976580.3923121433,991678.158157756,976891.9850257772,994808.079955515,1020751.1761877342,1043607.5683149459,1028439.2612445456,1051999.8014448758,1015995.836340127,1038450.9604459975,989707.330684891,1008025.7918520668
2029,265000.0,1,860146.7115317001,910381.0931087495,860513.9631831883,909795.2138128248,860428.6897718571,910900.6261386891,1075472.0346261673,1100431.355334851,1077272.9590732835,1101896.4979612494,1078478.215475882,1104362.749745211,1017982.0619739471,1054670.1575305858,1019520.660956706,1056176.4504888577,1020536.2135662205,1058778.058806106,1012521.8842133719,1042103.0492651996,1014157.8165384821,1043062.1254890523,1015235.7086658428,1045417.2701143265,1003715.285876723,1015941.9620233724,926807.1199413501,966450.6767893835,924232.7643882238,953560.6943889953,1020266.2023662224,1046805.9813890423
2030,300000.0,2,915850.0184771746,962734.6719656517,915899.0965781952,961819.2400535416,915389.3088329205,962636.9813170823,997857.2781480987,1032741.8402466767,999243.5094893149,1033489.2385540089,1000000.2258432681,1035713.0384768262,967688.1536191154,1004194.5341921932,968777.6984177465,1005254.4319477032,969300.8589150624,1007760.1151158052,1049673.1938966557,1077828.664165336,1051192.2362345755,1078722.8152304534,1052049.750416432,1080954.772352907,950287.768227479,982990.551589096,946296.0830210107,982421.9437440586,964986.9396404038,989177.6285110267,999713.3693042096,1025960.5231388191
2031,470000.0,3,966694.2291207548,994404.1222043046,967285.3901175727,994104.5651896256,967313.1240593735,995474.7500795644,980470.4565292813,1001660.9634039346,982494.9492723307,1002779.2691164449,983900.8117280133,1005708.0264924866,949833.0277916229,980567.4934729422,951554.0372546412,981711.9624544969,952715.6807919842,984600.5257654911,958126.4905126393,981616.0732624024,960062.6765407716,982812.2038468602,961427.5537509036,985920.2710207441,974711.4170705839,997022.5387478838,963465.4008833409,987713.529979044,966573.4535936672,988704.2233402823,959033.5884563095,977725.628220571
2032,900000.0,2,1018470.5970534665,1057073.3552708153,1018525.1743334144,1056418.5854481058,1017958.2651028356,1057040.799499243,1065265.138037314,1094962.3772712036,1066745.0129186125,1095933.198707929,1067552.8474345314,1098034.01765159,1034198.6681467098,1065908.9526532292,1035363.0988317566,1067079.1515693034,1035922.2168570498,1069399.5315070136,1048324.7576878389,1076578.6321368434,1049841.8486263107,1077467.9110400113,1050698.2612241895,1079702.6215581833,1038772.5034677377,1068098.1457336375,1029018.9419958319,1061008.8045099804,1030955.8405034852,1060190.0941432633,1042685.6605216872,1069358.3390056635
2033,814000.0,1,912414.1590754893,959096.9789960387,878187.8166433111,926339.1445215258,843488.311720098,895022.1655729865,978587.2441666916,1009635.7034153831,933602.7794387231,966789.3855663795,887971.9836569406,925294.9382775401,946155.2022323193,988286.1110448189,905135.7724525732,950129.761723148,863545.6329441464,913255.5035320146,990028.3876175074,1021029.3534139341,943969.6494098782,977027.4629579115,897263.9612557963,934419.4395784802,873179.396780211,909262.250317202,852900.6305123768,896820.7431949095,866524.7876876637,903751.626401409,882329.2913321881,914022.5954518812
2034,298500.0,5,911292.6889872698,945547.6883381418,857981.6187024256,894521.2884996433,804199.6390812768,845212.7521259754,920115.4920095918,949132.1539515429,864922.0009969715,896030.4437508314,809074.6909663366,844729.4675937714,947683.2140309729,984307.6244279941,887803.7618830121,928356.4985492893,827341.7947997634,873785.6466427594,959216.7020196563,979585.2631040005,898815.6693258539,921355.8038381977,837761.8609174937,865050.7766438423,806459.6578977358,843117.3820939297,812288.6618358664,847881.1672108271,817206.2112299645,846287.9086691601,834798.3016673623,860486.959190497
2035,700000.0,3,982777.6141320935,1009634.0127998992,983378.6105759733,1009379.2529322944,983406.8059415113,1010717.4253899406,1041384.5912846937,1059874.105510225,1043534.86061075,1061244.4407960356,1045028.0657237282,1064082.10784532,987299.4199726717,1015890.8635898896,989088.315067798,1017151.8797083929,990295.779913804,1019976.851241483,982653.1172021929,1005038.825472858,984638.8667403458,1006323.7400216094,986038.6827963832,1009390.7329081863,1009010.3043963675,1027615.8665166433,987210.9446067183,1009375.4708885502,985699.9484453843,1006628.4872863702,990216.7448049397,1007822.0908388731
2036,1100000.0,4,1349190.9654354558,1353666.054134442,1349001.9309890307,1353680.6930415449,1347981.4911703097,1353304.9439853039,1191893.9339108183,1202030.732535839,1192804.597592225,1203151.7711311108,1192977.600276344,1204776.7363921518,1167918.5103884554,1187632.5168345347,1168587.1514845893,1188624.3709895473,1168582.4357505639,1190156.4092323007,1416484.3258529732,1415770.524667274,1417816.7212635514,1417198.5931565247,1418269.0970874897,1417717.6432786584,1270725.255939911,1286792.3193732337,1303889.7137714392,1311577.5912134058,1374631.9215306276,1373457.0019611756,1320666.8889475605,1312957.9420155024
2037,700000.0,4,1052051.9278047222,1075344.053241899,1051904.525354752,1075043.3540799085,1051108.822073306,1075965.4936329315,997033.683363378,1014760.9281612902,997795.4645410028,1015779.5379092694,997940.1833775295,1018295.9724290989,1025496.3933546218,1055050.0114215673,1026083.4968438077,1055992.7640016198,1026079.3561711563,1058118.4967571115,1050573.4756811007,1063132.918171515,1051561.6823643127,1064480.9509496212,1051897.1989902256,1067250.716644568,1024974.1668617028,1048747.7033301394,1045959.4277833247,1068644.7744547566,1052779.2433992238,1070870.8823974158,1043687.3859946944,1057682.6369176838
2038,635000.0,4,956945.6605219699,985081.4416414285,904956.81743035,935155.5317030727,852456.7304784023,887011.5401782756,961837.7500786391,980745.14742659,908497.9815872723,929364.9382861949,854547.2476309573,879856.3373030061,961511.4290907127,994958.0090179901,907330.237701544,944196.118908018,852595.1340507515,894951.2628082172,1013634.269436869,1027275.2329800123,952649.8224346748,968393.8548234385,890996.1101571467,911504.2993671425,854039.0150619327,881777.1401823264,853481.8826821093,884616.1309394927,867219.4739551175,890271.3452068671,877384.3689391849,895763.5826607252
2039,160000.0,4,1000784.267416304,1026766.8636609683,1000644.0480516414,1026419.867828019,999887.1202759714,1027534.4923620323,1056051.1715809035,1071662.5179250396,1056858.044927855,1072713.6736883442,1057011.330117126,1074981.6347832044,1043205.3625608571,1071621.2357199509,1043802.6045524095,1072570.5548222293,1043798.3923758063,1074627.3769353942,1011755.5405038806,1025450.0786609089,1012707.2336600916,1026783.8335203814,1013030.3531877177,1029745.0859970058,1029287.5414030197,1047592.7978929502,1012223.6933111523,1036576.3967531865,1005860.5535465565,1025261.4524259696,1027527.4241014807,1044809.8023863684
2040,480000.0,4,1028434.913789832,1052988.9417140433,946337.4106155164,974706.3779344285,863730.1457785742,897820.0864847973,1018930.9184990117,1035892.7319742187,937974.0730343636,957935.9625800768,856362.9035092937,881617.26527675,1002699.2755221792,1033679.6201452122,923424.8433357695,959421.7266126696,843572.9549807627,886383.4495232722,986152.2150715975,1000562.7487908271,910190.8141539731,927020.1092880112,833567.6809937588,855587.5598333001,860554.4937969618,888534.2994205769,859603.1513710518,890510.8075146317,854202.9141820382,881004.2965988484,839330.207255744,861024.5362011454
2041,350000.0,3,946578.8619729902,975328.0298842693,947157.7218510715,974973.4262530475,947184.8786937183,976382.5668070794,988535.6856428846,1009381.320789283,990576.8316136807,1010532.4544674879,991994.2585206243,1013449.963920072,967530.5767027512,997267.2885802712,969283.6524850668,998466.5302728382,970466.9400827003,1001325.75570995,992553.4425219365,1014482.4070324298,994559.198678994,1015803.5128326329,995973.1180173596,1018853.1909004059,965970.2653884622,987307.8569705073,956760.0429547741,979469.7799586228,965741.880256266,985268.571257213,985205.8731161089,1002989.238116331
2042,950000.0,5,1016635.1614459463,1044831.7247915728,1003856.8427640359,1032597.6519302693,990496.0223164879,1021690.3544985531,952026.0751707117,979513.853293098,947331.6892660116,974771.3102780217,942033.2763452588,971750.9819101869,896736.8993793805,936517.5496358633,899526.9915111789,939390.5373044924,901808.9137659376,943897.5195583618,964045.4534670006,984231.4384206512,958675.6137640518,979092.0869482418,952710.7043198354,975752.7914596881,973977.5932173507,1007774.0576408654,964717.3126473607,998500.7371490977,978614.8530594398,1004627.4774635867,931608.7672484333,954049.5464564291
2043,440000.0,1,904135.3659978278,951402.8412817481,904521.3992196957,950919.3308804437,904431.7648515928,951978.5411784986,1084494.666808556,1108849.3678071678,1086310.7000435826,1110341.4803299955,1087526.067899437,1112792.5569781265,1061105.1020745584,1094272.7384816108,1062708.8781052346,1095866.1558264527,1063767.4508400932,1098383.7034969772,1016954.4979457975,1046250.8415984111,1018597.5920480532,1047225.3427121693,1019680.2029667016,1049575.1394993728,1024873.4643428343,1039001.6153568804,970561.9877101372,1007409.168090608,952354.5317297282,981932.1390757627,1044295.330603405,1071291.7972971369
